rfq_id,target_package,canonical_configuration_id,ground_truth_configuration_id,package_context,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,synthetic_engineer_utility,tie_break_jitter,synthetic_engineer_score,preference_label_provenance,preference_generation_method,is_ground_truth_configuration,engineer_rank,candidate_count,is_synthetic_engineer_choice,pairwise_comparison_count
RFQ731-000352,G731ST-LT,CFG731_938851275519b7cb,CFG731_938851275519b7cb,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,0.4146188080495356,2.95257e-07,0.4146191033065356,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000352,G731ST-LT,CFG731_bbd32ea73f3dabf1,CFG731_938851275519b7cb,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.286764705882353,0.34972910216718267,8.2729e-08,0.34972918489618265,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000353,X731,CFG731_6e096e946540ab4e,CFG731_6751dd4d3a36fdfa,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,8,8,0,6,6,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,7.36315e-07,0.8496247964653759,SYNTHETIC,synthetic_engineer_v1,False,1,6,True,5
RFQ731-000353,X731,CFG731_ac8195f5cce7d089,CFG731_6751dd4d3a36fdfa,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,8,8,0,6,6,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,6.35069e-07,0.849624695219376,SYNTHETIC,synthetic_engineer_v1,False,2,6,False,4
RFQ731-000353,X731,CFG731_7d4c803343a40a05,CFG731_6751dd4d3a36fdfa,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,8,8,0,6,6,0,5,True,True,0.0,0.5,0.0,0.0,0.42647058823529405,0.3636996904024768,6.01151e-07,0.3637002915534768,SYNTHETIC,synthetic_engineer_v1,False,3,6,False,3
RFQ731-000353,X731,CFG731_f693af423cd0a85a,CFG731_6751dd4d3a36fdfa,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.4,8,8,0,6,6,0,5,True,True,0.0,0.5,0.0,0.0,0.3639705882352942,0.35744969040247676,1.98868e-07,0.3574498892704768,SYNTHETIC,synthetic_engineer_v1,False,4,6,False,2
RFQ731-000353,X731,CFG731_aacf790c5259123d,CFG731_6751dd4d3a36fdfa,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,8,8,0,6,6,0,5,True,True,0.0,0.0,0.0,0.0,0.14338235294117643,0.23539086687306504,1.68497e-07,0.23539103537006503,SYNTHETIC,synthetic_engineer_v1,False,5,6,False,1
RFQ731-000353,X731,CFG731_6751dd4d3a36fdfa,CFG731_6751dd4d3a36fdfa,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,8,8,0,6,6,0,5,True,True,0.0,0.0,0.0,0.0,0.14338235294117643,0.23539086687306504,2.7536e-08,0.23539089440906505,SYNTHETIC,synthetic_engineer_v1,True,6,6,False,0
RFQ731-000354,X731,CFG731_516629085c122a4e,CFG731_fe9a409c6b2ba9cc,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,0.9368421052631579,2.09957e-07,0.9368423152201579,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000354,X731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,4,4,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4335332817337461,6.53224e-07,0.4335339349577461,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000355,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,9.3879e-07,0.9210535703689473,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000355,G731ST-HT,CFG731_83a3644f76b45069,CFG731_ff04d32ca467d2a5,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,4,4,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8781954887218045,6.7016e-07,0.8781961588818046,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000355,G731ST-HT,CFG731_9960254fcbb72292,CFG731_ff04d32ca467d2a5,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.5,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.36580882352941174,0.3576335139318885,7.48016e-07,0.3576342619478885,SYNTHETIC,synthetic_engineer_v1,False,3,4,False,1
RFQ731-000355,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_ff04d32ca467d2a5,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.5,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.36580882352941174,0.3576335139318885,5.97236e-07,0.3576341111678885,SYNTHETIC,synthetic_engineer_v1,True,4,4,False,0
RFQ731-000356,G731CA,CFG731_5bfe9492c76587ec,CFG731_9cc92f888af32c8a,G731CA,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,9,9,0,3,3,0,7,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,0.4554663312693499,4.83561e-07,0.4554668148303499,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000356,G731CA,CFG731_9cc92f888af32c8a,CFG731_9cc92f888af32c8a,G731CA,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,90.1,9,9,0,3,3,0,7,True,True,0.0,0.5,0.5,0.0,0.8180147058823528,0.4462751547987616,4.93174e-07,0.44627564797276165,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000357,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,3.22849e-07,0.9210529544279473,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000357,G731ST-HT,CFG731_83a3644f76b45069,CFG731_ff04d32ca467d2a5,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,12,12,0,2,2,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8781954887218045,7.036e-09,0.8781954957578045,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000357,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_ff04d32ca467d2a5,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.5,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.36580882352941174,0.3576335139318885,8.70286e-07,0.3576343842178885,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000357,G731ST-HT,CFG731_9960254fcbb72292,CFG731_ff04d32ca467d2a5,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,65.5,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.36580882352941174,0.3576335139318885,5.5924e-08,0.3576335698558885,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000358,X731,CFG731_cf543b1c3927ab71,CFG731_086fcc478b89cea3,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,0.9052631578947369,2.00995e-07,0.9052633588897369,SYNTHETIC,synthetic_engineer_v1,False,1,8,True,7
RFQ731-000358,X731,CFG731_2a8793475d827bb6,CFG731_086fcc478b89cea3,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,3,3,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8624060150375941,3.81143e-07,0.8624063961805941,SYNTHETIC,synthetic_engineer_v1,False,2,8,False,6
RFQ731-000358,X731,CFG731_5184cddea92399de,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,0.3368808049535604,9.9353e-07,0.33688179848356037,SYNTHETIC,synthetic_engineer_v1,False,3,8,False,5
RFQ731-000358,X731,CFG731_91db1daa00b95603,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,0.3368808049535604,7.43117e-07,0.33688154807056037,SYNTHETIC,synthetic_engineer_v1,False,4,8,False,4
RFQ731-000358,X731,CFG731_16cd4692a5f070ba,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,0.3368808049535604,4.00659e-07,0.33688120561256035,SYNTHETIC,synthetic_engineer_v1,False,5,8,False,3
RFQ731-000358,X731,CFG731_fca8628ebb50e372,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,0.3368808049535604,1.26146e-07,0.33688093109956035,SYNTHETIC,synthetic_engineer_v1,False,6,8,False,2
RFQ731-000358,X731,CFG731_624f3002b3cf1e19,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.6,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3125,0.33651315789473685,7.57367e-07,0.33651391526173685,SYNTHETIC,synthetic_engineer_v1,False,7,8,False,1
RFQ731-000358,X731,CFG731_086fcc478b89cea3,CFG731_086fcc478b89cea3,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,2,2,55.0,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.1727941176470588,0.22254256965944272,5.78153e-07,0.22254314781244272,SYNTHETIC,synthetic_engineer_v1,True,8,8,False,0
RFQ731-000359,F731PW,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,F731PW,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,7,7,0,5,5,0,7,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8180451127819549,6.21695e-07,0.8180457344769549,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000360,X731,CFG731_9a5bfa9148a9b604,CFG731_9a5bfa9148a9b604,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,2.84915e-07,0.9210529164939474,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000361,X731,CFG731_162b59c5f8cf5a72,CFG731_162b59c5f8cf5a72,x731,DERIVED,TWO_CHARACTERISTIC,STRONG,0,1,2,70.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.44852941176470584,0.36590557275541796,2.33268e-07,0.365905806023418,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000362,X731,CFG731_e08dfad4737be3d9,CFG731_f84558a188ec14c0,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,13,13,0,1,1,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,7.26186e-07,0.9210533577649473,SYNTHETIC,synthetic_engineer_v1,False,1,3,True,2
RFQ731-000362,X731,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,13,13,0,1,1,0,5,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,0.4831849845201239,9.37389e-07,0.48318592190912385,SYNTHETIC,synthetic_engineer_v1,True,2,3,False,1
RFQ731-000362,X731,CFG731_9637b2f8d628ff9d,CFG731_f84558a188ec14c0,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,13,13,0,1,1,0,5,True,True,0.0,0.0,0.0,0.0,0.14338235294117643,0.23539086687306504,2.99928e-07,0.23539116680106503,SYNTHETIC,synthetic_engineer_v1,False,3,3,False,0
RFQ731-000363,X731,CFG731_516629085c122a4e,CFG731_fe9a409c6b2ba9cc,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,0.9368421052631579,8.77322e-07,0.936842982585158,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000363,X731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4335332817337461,4.73289e-07,0.4335337550227461,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000364,X731,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,7,7,0,3,True,True,1.0,1.0,1.0,1.0,1.0,0.9526315789473684,3.42629e-07,0.9526319215763683,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000365,X731,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,0.9368421052631579,6.60167e-07,0.9368427654301579,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000365,X731,CFG731_b83ac25dbd4e47ee,CFG731_b83ac25dbd4e47ee,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8654135338345865,6.20091e-07,0.8654141539255865,SYNTHETIC,synthetic_engineer_v1,True,2,4,False,2
RFQ731-000365,X731,CFG731_15ced4cc8d86bb53,CFG731_b83ac25dbd4e47ee,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4335332817337461,2.98706e-07,0.4335335804397461,SYNTHETIC,synthetic_engineer_v1,False,3,4,False,1
RFQ731-000365,X731,CFG731_2e0e24cbfe1ca19b,CFG731_b83ac25dbd4e47ee,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4335332817337461,2.23396e-07,0.4335335051297461,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000366,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,4,4,0,6,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8195488721804511,8.87639e-07,0.8195497598194511,SYNTHETIC,synthetic_engineer_v1,True,1,1,True,0
RFQ731-000367,X731,CFG731_e08dfad4737be3d9,CFG731_05cddc1cd5eab9c6,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,0.9052631578947369,6.1366e-07,0.9052637715547369,SYNTHETIC,synthetic_engineer_v1,False,1,13,True,12
RFQ731-000367,X731,CFG731_1c5301147dd0cfb1,CFG731_05cddc1cd5eab9c6,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,3,3,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8624060150375941,4.73541e-07,0.862406488578594,SYNTHETIC,synthetic_engineer_v1,False,2,13,False,11
RFQ731-000367,X731,CFG731_ef4cf0e053e2d332,CFG731_05cddc1cd5eab9c6,x731,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,3,3,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.8338345864661655,5.39737e-07,0.8338351262031655,SYNTHETIC,synthetic_engineer_v1,False,3,13,False,10
RFQ731-000367,X731,CFG731_141d6b58a722961b,CFG731_05cddc1cd5eab9c6,x731,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,3,3,0,6,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8195488721804511,3.05064e-07,0.8195491772444511,SYNTHETIC,synthetic_engineer_v1,False,4,13,False,9
RFQ731-000367,X731,CFG731_3352d611bcf09d74,CFG731_05cddc1cd5eab9c6,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,0.4696013931888545,8.14444e-07,0.46960220763285454,SYNTHETIC,synthetic_engineer_v1,False,5,13,False,8
RFQ731-000367,X731,CFG731_c9190efaaf22bb3f,CFG731_05cddc1cd5eab9c6,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,0.469233746130031,7.3006e-08,0.469233819136031,SYNTHETIC,synthetic_engineer_v1,False,6,13,False,7
RFQ731-000367,X731,CFG731_9cedc4ecc45a4b46,CFG731_05cddc1cd5eab9c6,x731,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,0.469233746130031,6.625e-08,0.469233812380031,SYNTHETIC,synthetic_engineer_v1,False,7,13,False,6
RFQ731-000367,X731,CFG731_5052a216a260faff,CFG731_05cddc1cd5eab9c6,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,7.6069e-07,0.40195509505532506,SYNTHETIC,synthetic_engineer_v1,False,8,13,False,5
RFQ731-000367,X731,CFG731_31d0a0df66872bf7,CFG731_05cddc1cd5eab9c6,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.40195433436532507,1.263e-08,0.40195434699532506,SYNTHETIC,synthetic_engineer_v1,False,9,13,False,4
RFQ731-000367,X731,CFG731_31fd775a1fcaab0b,CFG731_05cddc1cd5eab9c6,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.8,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3897058823529411,0.344233746130031,9.37402e-07,0.344234683532031,SYNTHETIC,synthetic_engineer_v1,False,10,13,False,3
RFQ731-000367,X731,CFG731_4eb28f7e77f7ba51,CFG731_05cddc1cd5eab9c6,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,54.2,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.15808823529411767,0.2210719814241486,7.98179e-07,0.2210727796031486,SYNTHETIC,synthetic_engineer_v1,False,11,13,False,2
RFQ731-000367,X731,CFG731_f1291711f7901d90,CFG731_05cddc1cd5eab9c6,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,51.8,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.11397058823529405,0.21666021671826624,7.93995e-07,0.21666101071326624,SYNTHETIC,synthetic_engineer_v1,False,12,13,False,1
RFQ731-000367,X731,CFG731_05cddc1cd5eab9c6,CFG731_05cddc1cd5eab9c6,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,49.4,10,10,0,3,3,0,6,True,True,0.0,0.0,0.0,0.0,0.06985294117647053,0.2122484520123839,1.78874e-07,0.2122486308863839,SYNTHETIC,synthetic_engineer_v1,True,13,13,False,0
RFQ731-000368,X731,CFG731_516629085c122a4e,CFG731_c7c53fc5541f1dc1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,4,4,0,4,True,True,1.0,1.0,1.0,1.0,1.0,0.9368421052631579,1.44298e-07,0.9368422495611579,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000368,X731,CFG731_c7c53fc5541f1dc1,CFG731_c7c53fc5541f1dc1,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,4,4,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8939849624060151,8.4774e-08,0.8939850471800151,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000369,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_c37386a371e13fa8,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,2,2,0,7,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8037593984962406,5.79211e-07,0.8037599777072406,SYNTHETIC,synthetic_engineer_v1,False,1,2,True,1
RFQ731-000369,F731WD_DUALCHANNEL,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,F731WD_DualChannel,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,10,10,0,2,2,0,7,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,0.4554663312693499,5.19177e-07,0.4554668504463499,SYNTHETIC,synthetic_engineer_v1,True,2,2,False,0
RFQ731-000370,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_6e088ee30195b6c4,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,3,3,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,2.37636e-07,0.9210528692149473,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000370,G731ST-LT,CFG731_a57ffd88d58eb498,CFG731_6e088ee30195b6c4,G731ST-LT,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,11,11,0,3,3,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8781954887218045,5.52604e-07,0.8781960413258045,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000370,G731ST-LT,CFG731_6e088ee30195b6c4,CFG731_6e088ee30195b6c4,G731ST-LT,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,0.48539086687306504,2.05528e-07,0.48539107240106505,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000370,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_6e088ee30195b6c4,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,0.4177438080495356,7.20032e-07,0.4177445280815356,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
RFQ731-000371,X731,CFG731_b7e96d5717c40fd6,CFG731_0e65994bfbb04e39,x731,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,4.91874e-07,0.9210531234529473,SYNTHETIC,synthetic_engineer_v1,False,1,5,True,4
RFQ731-000371,X731,CFG731_2683cf7e09782f5e,CFG731_0e65994bfbb04e39,x731,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,4,4,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,0.8781954887218045,5.45405e-07,0.8781960341268046,SYNTHETIC,synthetic_engineer_v1,False,2,5,False,3
RFQ731-000371,X731,CFG731_cbcc0cf44cde6b53,CFG731_0e65994bfbb04e39,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.8,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.3161764705882352,0.3526702786377709,5.35545e-07,0.3526708141827709,SYNTHETIC,synthetic_engineer_v1,False,3,5,False,2
RFQ731-000371,X731,CFG731_94be99d48ade0efb,CFG731_0e65994bfbb04e39,x731,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.6,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.3125,0.35230263157894737,4.39562e-07,0.3523030711409474,SYNTHETIC,synthetic_engineer_v1,False,4,5,False,1
RFQ731-000371,X731,CFG731_0e65994bfbb04e39,CFG731_0e65994bfbb04e39,x731,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,10,10,0,4,4,0,5,True,True,0.0,0.0,0.0,0.0,0.14338235294117643,0.23539086687306504,3.40033e-07,0.23539120690606505,SYNTHETIC,synthetic_engineer_v1,True,5,5,False,0
RFQ731-000372,G731ST-HT,CFG731_076cad91966d4c34,CFG731_b3ed2928d6d65710,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,2,2,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,0.849624060150376,3.21405e-07,0.8496243815553759,SYNTHETIC,synthetic_engineer_v1,False,1,4,True,3
RFQ731-000372,G731ST-HT,CFG731_36e9436664c2e1e3,CFG731_b3ed2928d6d65710,G731ST-HT,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,12,12,0,2,2,0,5,True,True,0.14285714285714285,1.0,1.0,1.0,1.0,0.8353383458646616,9.76268e-07,0.8353393221326616,SYNTHETIC,synthetic_engineer_v1,False,2,4,False,2
RFQ731-000372,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,0.4870452786377709,9.4313e-07,0.4870462217677709,SYNTHETIC,synthetic_engineer_v1,True,3,4,False,1
RFQ731-000372,G731ST-HT,CFG731_76101c3f14778541,CFG731_b3ed2928d6d65710,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,66.4,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.3823529411764707,0.35928792569659446,2.65416e-07,0.35928819111259447,SYNTHETIC,synthetic_engineer_v1,False,4,4,False,0
