rfq_id,target_package,candidate_count,synthetic_engineer_choice,synthetic_engineer_top_score,ground_truth_configuration_id,ground_truth_engineer_rank,ground_truth_engineer_score,ground_truth_selected_by_engineer,preference_label_provenance,preference_generation_method
RFQ731-000758,X731,3,CFG731_e80085d86d0bbfa9,0.8654138369665865,CFG731_6526112621a9ee97,3,0.3802250773653344,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000759,X731,5,CFG731_0fbee36816b7af98,0.8654139895445865,CFG731_aef3ebf3cdf884c1,4,0.37783570634098146,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000760,X731,8,CFG731_b4987f1c95e91d0d,0.9052633681977369,CFG731_aa8c30a4f1baca2e,6,0.40195508902032506,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000761,X731,6,CFG731_0db950a4979d2c52,0.9368430499381579,CFG731_243419c6708378b3,5,0.5002613477002168,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000762,X731,2,CFG731_ddfa4ab00c1bcdd0,0.8654142550645865,CFG731_ddfa4ab00c1bcdd0,1,0.8654142550645865,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000763,X731,4,CFG731_5dd42015f6f61801,0.9368422214661579,CFG731_5c624ef6fa2b6510,3,0.5011810612892755,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000764,G731CA,1,CFG731_95a64c12c70f922a,0.8353392626906616,CFG731_95a64c12c70f922a,1,0.8353392626906616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000765,X731,6,CFG731_abcee67081353f16,0.9052635902687369,CFG731_19ca9bcd323192d2,6,0.344234694306031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000766,F731WD_SINGLECHANNEL,1,CFG731_a7d2a5a9ae465701,0.8195495240374512,CFG731_a7d2a5a9ae465701,1,0.8195495240374512,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000767,X731,4,CFG731_608c0251ef380592,0.9210534212999474,CFG731_75466cb810218a66,2,0.849624348116376,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000768,G731CA,1,CFG731_19ec976991ce75a9,0.8353389976566616,CFG731_19ec976991ce75a9,1,0.8353389976566616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000769,X731,3,CFG731_b4987f1c95e91d0d,0.9210527057319473,CFG731_140a9819128d92da,3,0.48502327895124153,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000770,G731ST-LT,4,CFG731_7882c72c21497015,0.9210535098979473,CFG731_bdfa7cd2dbcb13f7,3,0.48539148220906503,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000771,X731,1,CFG731_c9498cf6f4410d44,0.9210530580769474,CFG731_c9498cf6f4410d44,1,0.9210530580769474,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000772,X731,1,CFG731_565e3731063ff5c5,0.849624420140376,CFG731_565e3731063ff5c5,1,0.849624420140376,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000773,X731,3,CFG731_3bcde7f8df32303c,0.8654141539585866,CFG731_8a1a8cb1f6a30d3a,3,0.37323948880668734,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000774,X731,3,CFG731_32a4bb12438a37ab,0.9368424519561579,CFG731_d3db38843cf9fb81,3,0.8511284231778722,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000775,X731,7,CFG731_2be17a56b0589fd1,0.9052634389457369,CFG731_0ef26d136a7182e8,5,0.40195498795932505,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000776,X731,1,CFG731_fd3397424975992e,0.4989753216693344,CFG731_fd3397424975992e,1,0.4989753216693344,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000777,G731CA,2,CFG731_691a8f2ff165671d,0.8037597726602406,CFG731_691a8f2ff165671d,1,0.8037597726602406,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000778,X731,2,CFG731_cf543b1c3927ab71,0.9368423302171579,CFG731_4b5262a517204cb5,2,0.3673569685775108,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000779,X731,6,CFG731_3b2a32abbf148ca1,0.9210527801129473,CFG731_ade755d80d357018,5,0.23649407821653562,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000780,F731TE,1,CFG731_3fe2202b70f330b1,0.3346749395116192,CFG731_3fe2202b70f330b1,1,0.3346749395116192,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000781,X731,6,CFG731_0fbee36816b7af98,0.8496246560473759,CFG731_b44b2e6818291871,6,0.23612669052571209,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000782,X731,3,CFG731_8c8856d21252930e,0.9052636842287369,CFG731_6472ab3bf7316498,3,0.4686824917867957,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000783,X731,1,CFG731_daff07a8bdec497b,0.4831859653171239,CFG731_daff07a8bdec497b,1,0.4831859653171239,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000784,X731,12,CFG731_0db950a4979d2c52,0.9210533796459474,CFG731_bce0bc4b7b3a4799,10,0.35634692383700617,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000785,X731,1,CFG731_6e27958dc8215006,0.38976422971854485,CFG731_6e27958dc8215006,1,0.38976422971854485,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000786,F731TE,1,CFG731_090330aa38b8e80b,0.33467584954861923,CFG731_090330aa38b8e80b,1,0.33467584954861923,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000787,G731ST-LT,22,CFG731_e0009be417f51ccd,0.8894744622615263,CFG731_214106ade9f79641,22,0.19425376033123218,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000788,X731,2,CFG731_6e096e946540ab4e,0.881203743072797,CFG731_ac8195f5cce7d089,2,0.881203320377797,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000789,X731,2,CFG731_e08dfad4737be3d9,0.9526320056953684,CFG731_31d0a0df66872bf7,2,0.4493237184949566,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000790,X731,2,CFG731_e08dfad4737be3d9,0.9526318840243684,CFG731_5052a216a260faff,2,0.44932307821595663,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000791,F731TE,1,CFG731_07fb816f7dc25bc8,0.8338348133261655,CFG731_07fb816f7dc25bc8,1,0.8338348133261655,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000792,X731,4,CFG731_12d9cb8d41e8f486,0.8654144633055866,CFG731_1b365e0951e7dea4,3,0.4304090409027461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000793,G731CA,2,CFG731_0bb185f546403346,0.31888585899540867,CFG731_0bb185f546403346,1,0.31888585899540867,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000794,X731,2,CFG731_89772de94df83ba5,0.8496250428733759,CFG731_0988a349490181d9,2,0.23245033283947678,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000795,X731,4,CFG731_abcee67081353f16,0.9210526382919474,CFG731_26a55fc6510692e1,3,0.48539116799506504,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000796,X731,2,CFG731_25b84d9ab233c6bf,0.3453374687835016,CFG731_25b84d9ab233c6bf,1,0.3453374687835016,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000797,X731,1,CFG731_ae226e31119be9bd,0.9210534871829473,CFG731_ae226e31119be9bd,1,0.9210534871829473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000798,X731,3,CFG731_8d2d91c46ccfb471,0.9368430902831579,CFG731_9fd2ebe15271fc33,3,0.500812775364452,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000799,X731,2,CFG731_a70e307c2ffca857,0.9052639161027369,CFG731_4f57c7eb0fb7e785,2,0.3482785500570898,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000800,X731,6,CFG731_fb1ab4b34e9c8a75,0.849624950106376,CFG731_b3cd6a1a19fbc328,5,0.36057544739547676,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000801,X731,1,CFG731_47bb86ed234fd5e6,0.35818597978812383,CFG731_47bb86ed234fd5e6,1,0.35818597978812383,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000802,X731,2,CFG731_da02526d254e2e35,0.9368421261301579,CFG731_efc9d6b915117e15,2,0.8939857695270151,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000803,X731,6,CFG731_8c50542218db5cb0,0.9052634925117369,CFG731_b3506a753aafcfa3,3,0.469234744378031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000804,X731,4,CFG731_960e69befde5f9f6,0.33908669958950155,CFG731_ab9e33e0db28df11,3,0.2221757960236192,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000805,X731,2,CFG731_b7e96d5717c40fd6,0.9526321701593684,CFG731_94be99d48ade0efb,2,0.3838824650453684,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000806,X731,1,CFG731_daff07a8bdec497b,0.48318512685412385,CFG731_daff07a8bdec497b,1,0.48318512685412385,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000807,G731ST-LT,14,CFG731_715a3d3226cbaffd,0.8894745356925263,CFG731_dac27b97cd6b7ff8,14,0.1894738723125263,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000808,X731,4,CFG731_516629085c122a4e,0.9210527866739473,CFG731_12089d5d54f581ac,3,0.48539102983306504,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000809,G731CA,1,CFG731_19ec976991ce75a9,0.8353386948596616,CFG731_19ec976991ce75a9,1,0.8353386948596616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000810,X731,4,CFG731_b8b11650a048baf7,0.849624889876376,CFG731_868fc79316fb0836,3,0.36443537840512386,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000811,F731WD_DUALCHANNEL,1,CFG731_a4610f5f38e7d946,0.8338354551401654,CFG731_a4610f5f38e7d946,1,0.8338354551401654,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000812,X731,1,CFG731_8d78781f8753b72a,0.9210536218709473,CFG731_8d78781f8753b72a,1,0.9210536218709473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000813,G731CA,1,CFG731_4189e4dbecbffadb,0.48704600608477094,CFG731_4189e4dbecbffadb,1,0.48704600608477094,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000814,G731ST-HT,6,CFG731_a56f1437a0b4ca31,0.849624507305376,CFG731_d71a39e1fcf17083,5,0.3620462025637709,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000815,X731,11,CFG731_c39096767a7ae083,0.9052639283437369,CFG731_34bf8aa6c521cef0,11,0.2196021317918545,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000816,X731,2,CFG731_ddd1ce28a3456ff6,0.8654135973045866,CFG731_fa2849b259355775,2,0.8511279956438722,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000817,X731,1,CFG731_7962ce0b7d875608,0.48318568117712385,CFG731_7962ce0b7d875608,1,0.48318568117712385,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000818,X731,2,CFG731_20e62aeb01c953da,0.881203468922797,CFG731_20e62aeb01c953da,1,0.881203468922797,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000819,X731,2,CFG731_60f3aae8ede70fe0,0.9526319461303684,CFG731_7f60255816247683,2,0.9097747925362256,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000820,G731ST-HT,12,CFG731_7b2f69a7ca55041b,0.9052640595777369,CFG731_fab0d81b6a0ca4e0,10,0.34055735305579565,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000821,G731ST-LT,10,CFG731_1d89d7fdc7355744,0.8338355682201655,CFG731_159f3a6877b5a5d2,10,0.21721253941650157,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000822,X731,4,CFG731_ef6e203c92a71c88,0.48318514845612387,CFG731_ef6e203c92a71c88,1,0.48318514845612387,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000823,X731,1,CFG731_d27f5f5f307014a8,0.881203099696797,CFG731_d27f5f5f307014a8,1,0.881203099696797,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000824,G731ST-HT,2,CFG731_646d8903da63e1f0,0.8654142518545865,CFG731_646d8903da63e1f0,1,0.8654142518545865,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000825,G731ST-LT,4,CFG731_7f5bfa7b21e81359,0.9210529598579473,CFG731_5be9d749d8317fd3,2,0.849624707269376,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000826,G731ST-LT,4,CFG731_7882c72c21497015,0.9210529219179473,CFG731_ad54a3e31832f7d2,3,0.8353388421086616,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000827,X731,5,CFG731_8c50542218db5cb0,0.9052641355057369,CFG731_eea9998b9f9a0bdb,3,0.469234304381031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000828,X731,12,CFG731_219ac3d01befd6d1,0.9052639562947369,CFG731_78ea99817ca8be6a,12,0.21868272583579565,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000829,X731,3,CFG731_4a42ba5932c01b01,0.3769161757799226,CFG731_91111a4a3e291c8a,3,0.24640102919656964,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000830,X731,1,CFG731_8d78781f8753b72a,0.9210534783779474,CFG731_8d78781f8753b72a,1,0.9210534783779474,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000831,X731,5,CFG731_89772de94df83ba5,0.8338351366231654,CFG731_9267914435603df0,5,0.33651405344873686,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000832,X731,2,CFG731_aa7f1abab518f995,0.3354109791782663,CFG731_cb6654d77e7e4d72,2,0.3354102485132663,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000833,X731,5,CFG731_d40b624cb7b84a81,0.849624804734376,CFG731_d7c031e2b589d088,5,0.23833207429365327,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000834,X731,2,CFG731_011ca4ba794bd4d6,0.9052631907617369,CFG731_d8843ca5e91f93ae,2,0.46960209605485453,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000835,G731ST-LT,10,CFG731_e0009be417f51ccd,0.9052639749417368,CFG731_77fac91021549398,5,0.4686828716137957,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000836,X731,1,CFG731_4ba013fed31fb45f,0.8195494325484511,CFG731_4ba013fed31fb45f,1,0.8195494325484511,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000837,X731,4,CFG731_516629085c122a4e,0.9210536077999474,CFG731_7756caaf4e5e2963,3,0.48502364401924153,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000838,X731,3,CFG731_8f470181ad32eeae,0.8654138563695866,CFG731_8366eceddaf01e58,3,0.3684603908919814,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000839,G731ST-LT,2,CFG731_a40ab19ad6671fbe,0.9368423962741579,CFG731_87d8ba5b87cf0a3f,2,0.4335340435597461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000840,X731,4,CFG731_bbcb665ced67f8c3,0.849624900726376,CFG731_2e5bd0d53757f625,3,0.3637006025874768,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000841,X731,3,CFG731_adb08ca5dce20691,0.9052633191357369,CFG731_3ac187941df4fdac,3,0.34644025466997214,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000842,X731,8,CFG731_5dd42015f6f61801,0.9052639371757368,CFG731_29521f988dd233e6,8,0.2196015356458545,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000843,G731CA,1,CFG731_817824ee3a762453,0.8353388160186616,CFG731_817824ee3a762453,1,0.8353388160186616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000844,G731ST-HT,4,CFG731_4aa7d46b9cfa7d7b,0.9210534838649473,CFG731_ff04d32ca467d2a5,3,0.35763435054088855,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000845,G731CA,1,CFG731_5bfe9492c76587ec,0.4870453256987709,CFG731_5bfe9492c76587ec,1,0.4870453256987709,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000846,X731,3,CFG731_ddd1ce28a3456ff6,0.849624626555376,CFG731_63b50b6b631946e6,2,0.36590646726941795,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000847,F731WD_DUALCHANNEL,1,CFG731_c0f6f70a47ed04ba,0.4554671033033499,CFG731_c0f6f70a47ed04ba,1,0.4554671033033499,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000848,X731,6,CFG731_608c0251ef380592,0.9052640079317369,CFG731_77ac60f5637770e9,5,0.34423438705703097,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000849,X731,3,CFG731_7308ee8503151ef3,0.8654142608745865,CFG731_6d44172bc82c7ed7,3,0.37507802223780495,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000850,G731ST-HT,4,CFG731_7b2f69a7ca55041b,0.9210535231779473,CFG731_8216f56c8f1b8479,3,0.48539163801806506,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000851,X731,1,CFG731_260c36430f7c2d03,0.9210531300169473,CFG731_260c36430f7c2d03,1,0.9210531300169473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000852,X731,7,CFG731_83f956404d04e6cd,0.8496249591873759,CFG731_bb4f0886ba308d63,7,0.23833241852465326,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000853,X731,5,CFG731_8c50542218db5cb0,0.9052638678787369,CFG731_eea9998b9f9a0bdb,3,0.469234471915031,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000854,X731,1,CFG731_c775e192f3d489e9,0.849624381134376,CFG731_c775e192f3d489e9,1,0.849624381134376,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000855,F731TE,1,CFG731_ec26805bdf93259f,0.8338345967961655,CFG731_ec26805bdf93259f,1,0.8338345967961655,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000856,G731ST-HT,8,CFG731_4aa7d46b9cfa7d7b,0.9052634522947369,CFG731_ad49f2ad57627f46,8,0.3328374792795016,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000857,X731,1,CFG731_4d7e108ea05eeb07,0.9210533353849474,CFG731_4d7e108ea05eeb07,1,0.9210533353849474,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000858,G731CA,1,CFG731_95a64c12c70f922a,0.8353391075966616,CFG731_95a64c12c70f922a,1,0.8353391075966616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000859,X731,4,CFG731_04a53b6cc81d57d6,0.8496246849953759,CFG731_6d0d64ab66a91d89,3,0.35763381908788855,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000860,X731,2,CFG731_fb1ab4b34e9c8a75,0.8654139102575865,CFG731_54b63f2628adfc32,2,0.3794892896626873,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000861,X731,2,CFG731_d9234c84a58b99ae,0.4831851670351239,CFG731_cb2e63f823697ceb,2,0.23796477673982974,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000862,G731ST-HT,2,CFG731_329b582435fea539,0.8654140696905865,CFG731_4de012f7232f644d,2,0.8511287852768722,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000863,X731,1,CFG731_0fbee36816b7af98,0.8969925694220076,CFG731_0fbee36816b7af98,1,0.8969925694220076,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000864,X731,4,CFG731_2be17a56b0589fd1,0.9210529636629473,CFG731_1f0c09edcd967945,3,0.4850238847422415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000865,X731,5,CFG731_89772de94df83ba5,0.8338351606921655,CFG731_9267914435603df0,5,0.3365138399197368,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000866,X731,1,CFG731_af755e9c46cfadd4,0.8496240661493759,CFG731_af755e9c46cfadd4,1,0.8496240661493759,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000867,X731,5,CFG731_c887ba58c35036a9,0.9210534412949474,CFG731_7157b3d45716ad8f,5,0.4844717794910062,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000868,X731,2,CFG731_8d2d91c46ccfb471,0.9526316816013684,CFG731_acd18bc8a73cfdde,2,0.44932314927995665,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000869,X731,3,CFG731_14299a2a74e42d7f,0.9052636841317369,CFG731_b60961340903daf0,3,0.4686823470317957,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000870,F731WD_SINGLECHANNEL,2,CFG731_a7d2a5a9ae465701,0.78797062952503,CFG731_ee8e327bbb737abf,2,0.7879705562630301,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000871,G731CA,1,CFG731_14235f3888d71408,0.8353392735856616,CFG731_14235f3888d71408,1,0.8353392735856616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000872,X731,4,CFG731_0db950a4979d2c52,0.9368429241401579,CFG731_7895bfd97573c2b8,3,0.5011812061612756,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000873,F731WD_SINGLECHANNEL,1,CFG731_e98d2be876599c40,0.8195493471624511,CFG731_e98d2be876599c40,1,0.8195493471624511,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000874,F731WD_SINGLECHANNEL,2,CFG731_6357400dd5c2804a,0.7879705588210301,CFG731_6357400dd5c2804a,1,0.7879705588210301,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000875,X731,4,CFG731_31aa13473958d7d3,0.8496244634233759,CFG731_b7c5e5eddd92ed3a,3,0.35230312405894737,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000876,G731ST-HT,2,CFG731_c32627af59ba1526,0.8654137491265865,CFG731_c32627af59ba1526,1,0.8654137491265865,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000877,X731,4,CFG731_62d0f0f6bab9bdcb,0.9210535278009473,CFG731_4340f11ba9a46e42,2,0.849624957908376,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000878,F731TE,1,CFG731_ec26805bdf93259f,0.8338348751211655,CFG731_ec26805bdf93259f,1,0.8338348751211655,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000879,X731,3,CFG731_fb16e30f5bbb87f2,0.8353387991906616,CFG731_214b769209164299,2,0.36443550242812384,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000880,G731ST-LT,2,CFG731_8da1da530d6ae54d,0.8654144943955865,CFG731_1d89d7fdc7355744,2,0.8654136839555865,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000881,G731ST-HT,1,CFG731_076cad91966d4c34,0.8812031754017969,CFG731_076cad91966d4c34,1,0.8812031754017969,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000882,G731ST-LT,4,CFG731_b86bbf24b1c3a419,0.849624513067376,CFG731_0dd81a588b2a1411,4,0.35928868537759445,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000883,X731,5,CFG731_20e62aeb01c953da,0.849624572353376,CFG731_48e71c5ae6615397,5,0.23833259192165326,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000884,X731,1,CFG731_608c0251ef380592,0.9526317258393684,CFG731_608c0251ef380592,1,0.9526317258393684,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000885,X731,4,CFG731_516629085c122a4e,0.9210529046449474,CFG731_7756caaf4e5e2963,3,0.4850233458222415,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000886,G731CA,1,CFG731_c7ca2f069d01e42d,0.8353384475866616,CFG731_c7ca2f069d01e42d,1,0.8353384475866616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000887,X731,12,CFG731_516629085c122a4e,0.9052637649527369,CFG731_b418359232bf5862,10,0.34055751296379566,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000888,G731ST-LT,6,CFG731_e0009be417f51ccd,0.9210532147339473,CFG731_0e0f01b5586b92da,5,0.4844725360660062,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000889,G731CA,1,CFG731_16b53411ff7f6c9b,0.35046465056682974,CFG731_16b53411ff7f6c9b,1,0.35046465056682974,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000890,G731ST-LT,2,CFG731_e0009be417f51ccd,0.936843035588158,CFG731_750dd83a06ba43cb,2,0.4335338820277461,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000891,X731,2,CFG731_8f470181ad32eeae,0.881203328700797,CFG731_c1d02f1d1235ec05,2,0.3838821121823684,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000892,F731PW,1,CFG731_ef211cb97feaddc8,0.8180460600189549,CFG731_ef211cb97feaddc8,1,0.8180460600189549,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000893,G731ST-HT,1,CFG731_8b18ac1c34209d63,0.9526317335173684,CFG731_8b18ac1c34209d63,1,0.9526317335173684,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000894,G731ST-HT,2,CFG731_a56f1437a0b4ca31,0.8654142350685865,CFG731_646d8903da63e1f0,2,0.8654137254885865,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000895,X731,6,CFG731_04a53b6cc81d57d6,0.8338350994461655,CFG731_3cfe26a4a6491587,5,0.22033698291950155,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000896,X731,3,CFG731_4a42ba5932c01b01,0.3769160217569226,CFG731_17dba025c91c278d,3,0.2537544075800402,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000897,X731,9,CFG731_8f470181ad32eeae,0.8338348470441654,CFG731_2205a8cc5d1ff08b,7,0.33651330234773685,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000898,F731WD_DUALCHANNEL,2,CFG731_5076f1c2c0488d0e,0.78797032144703,CFG731_5076f1c2c0488d0e,1,0.78797032144703,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000899,X731,1,CFG731_1147f9711c4bff84,0.9210526945949473,CFG731_1147f9711c4bff84,1,0.9210526945949473,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000900,X731,6,CFG731_de1ec1b96e1e485e,0.4673963101859134,CFG731_f0496d00d34377f6,6,0.2089403925569721,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000901,X731,8,CFG731_5e61ce3b60d15e11,0.9210528777869473,CFG731_491a198d9cd06e17,3,0.4831858740571239,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000902,G731ST-LT,3,CFG731_7882c72c21497015,0.9368427139771579,CFG731_50a4a25852666336,3,0.36919563790862847,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000903,G731CA,1,CFG731_1dfb5999b1debe3a,0.3504648831218297,CFG731_1dfb5999b1debe3a,1,0.3504648831218297,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000904,X731,6,CFG731_3b2a32abbf148ca1,0.9210531120399473,CFG731_d5a8b991307aace7,2,0.4831851871391239,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000905,G731CA,1,CFG731_508d465d4c518290,0.8353385174396616,CFG731_508d465d4c518290,1,0.8353385174396616,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000906,G731ST-HT,2,CFG731_4aa7d46b9cfa7d7b,0.9368426494981579,CFG731_83a3644f76b45069,2,0.8939858060970151,False,SYNTHETIC,synthetic_engineer_v1
RFQ731-000907,F731TE,2,CFG731_b7c1a02b25610507,0.78797025638503,CFG731_b7c1a02b25610507,1,0.78797025638503,True,SYNTHETIC,synthetic_engineer_v1
RFQ731-000908,X731,4,CFG731_e80085d86d0bbfa9,0.8654142686045865,CFG731_be171d4bbfab2b66,4,0.3794892579676873,False,SYNTHETIC,synthetic_engineer_v1
