rfq_id,target_package,preferred_configuration_id,rejected_configuration_id,preferred_rank,rejected_rank,preferred_score,rejected_score,score_margin,preferred_unmentioned_features,rejected_unmentioned_features,preferred_nearest_real_distance,rejected_nearest_real_distance,preferred_num_changed_characteristics,rejected_num_changed_characteristics,preferred_record_type,rejected_record_type,label,preference_label_provenance,preference_generation_method
RFQ731-001318,X731,CFG731_31aa13473958d7d3,CFG731_6f79ea186fcb433f,1,8,0.8338349112971655,0.22254330474344272,0.6112916065537227,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_026f2e047a5ce316,2,3,0.8195492198574511,0.3368809832675604,0.4826682365898907,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_4d39aa53959ccce3,2,4,0.8195492198574511,0.3368808427115604,0.4826683771458907,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_b7c5e5eddd92ed3a,2,5,0.8195492198574511,0.3365140882777368,0.4830351315797143,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_4f69dda45b9029b5,2,6,0.8195492198574511,0.33651382356173687,0.48303539629571424,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_0f0d5e28351801c5,2,7,0.8195492198574511,0.33651369340573684,0.48303552645171427,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_f2009d42f55088a9,CFG731_6f79ea186fcb433f,2,8,0.8195492198574511,0.22254330474344272,0.5970059151140084,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_026f2e047a5ce316,CFG731_4d39aa53959ccce3,3,4,0.3368809832675604,0.3368808427115604,1.4055600000562052e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_026f2e047a5ce316,CFG731_b7c5e5eddd92ed3a,3,5,0.3368809832675604,0.3365140882777368,0.00036689498982356294,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_026f2e047a5ce316,CFG731_4f69dda45b9029b5,3,6,0.3368809832675604,0.33651382356173687,0.00036715970582351654,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_026f2e047a5ce316,CFG731_0f0d5e28351801c5,3,7,0.3368809832675604,0.33651369340573684,0.00036728986182354983,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_026f2e047a5ce316,CFG731_6f79ea186fcb433f,3,8,0.3368809832675604,0.22254330474344272,0.11433767852411766,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4d39aa53959ccce3,CFG731_b7c5e5eddd92ed3a,4,5,0.3368808427115604,0.3365140882777368,0.0003667544338235573,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4d39aa53959ccce3,CFG731_4f69dda45b9029b5,4,6,0.3368808427115604,0.33651382356173687,0.0003670191498235109,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4d39aa53959ccce3,CFG731_0f0d5e28351801c5,4,7,0.3368808427115604,0.33651369340573684,0.0003671493058235442,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4d39aa53959ccce3,CFG731_6f79ea186fcb433f,4,8,0.3368808427115604,0.22254330474344272,0.11433753796811766,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_b7c5e5eddd92ed3a,CFG731_4f69dda45b9029b5,5,6,0.3365140882777368,0.33651382356173687,2.6471599995359085e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_b7c5e5eddd92ed3a,CFG731_0f0d5e28351801c5,5,7,0.3365140882777368,0.33651369340573684,3.9487199998688993e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_b7c5e5eddd92ed3a,CFG731_6f79ea186fcb433f,5,8,0.3365140882777368,0.22254330474344272,0.1139707835342941,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4f69dda45b9029b5,CFG731_0f0d5e28351801c5,6,7,0.33651382356173687,0.33651369340573684,1.3015600003329908e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_4f69dda45b9029b5,CFG731_6f79ea186fcb433f,6,8,0.33651382356173687,0.22254330474344272,0.11397051881829415,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001318,X731,CFG731_0f0d5e28351801c5,CFG731_6f79ea186fcb433f,7,8,0.33651369340573684,0.22254330474344272,0.11397038866229411,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001319,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_9b48d8977da96686,1,2,0.8654135435485866,0.375077560144805,0.4903359834037816,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_9a0f0b26c7f24725,CFG731_83f956404d04e6cd,1,2,0.8654144980995865,0.8654144119035865,8.61960000042572e-08,4,4,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_9a0f0b26c7f24725,CFG731_d8a10cfbf11bf067,1,3,0.8654144980995865,0.37324015006268735,0.49217434803689913,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_9a0f0b26c7f24725,CFG731_9eee2266c8068ada,1,4,0.8654144980995865,0.37323972007268735,0.49217477802689913,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_83f956404d04e6cd,CFG731_d8a10cfbf11bf067,2,3,0.8654144119035865,0.37324015006268735,0.49217426184089913,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_83f956404d04e6cd,CFG731_9eee2266c8068ada,2,4,0.8654144119035865,0.37323972007268735,0.4921746918308991,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001320,X731,CFG731_d8a10cfbf11bf067,CFG731_9eee2266c8068ada,3,4,0.37324015006268735,0.37323972007268735,4.299899999948842e-07,4,4,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_7882c72c21497015,CFG731_d432b6fd40e9e78c,1,2,0.9210535408929473,0.849624968724376,0.07142857216857135,5,5,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_7882c72c21497015,CFG731_4772bedc40328ae2,1,3,0.9210535408929473,0.4177447067045356,0.5033088341884118,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_7882c72c21497015,CFG731_e6c0885eb14e429c,1,4,0.9210535408929473,0.4177444049655356,0.5033091359274118,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_d432b6fd40e9e78c,CFG731_4772bedc40328ae2,2,3,0.849624968724376,0.4177447067045356,0.43188026201984037,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_d432b6fd40e9e78c,CFG731_e6c0885eb14e429c,2,4,0.849624968724376,0.4177444049655356,0.4318805637588404,5,5,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001321,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_e6c0885eb14e429c,3,4,0.4177447067045356,0.4177444049655356,3.017390000081832e-07,5,5,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001322,G731ST-HT,CFG731_84b16be5aab3bf9b,CFG731_2a989bd6dba74d9f,1,2,0.8654145167535865,0.8654145116925865,5.060999952455347e-09,4,4,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_83f956404d04e6cd,CFG731_3c4babe78beeb112,1,2,0.8654139459325865,0.8511279389328722,0.014286006999714274,4,4,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_83f956404d04e6cd,CFG731_2bbfd30aeb5b5782,1,3,0.8654139459325865,0.38022510154933437,0.4851888443832521,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_83f956404d04e6cd,CFG731_ec83ad3bde5df955,1,4,0.8654139459325865,0.3794894737416873,0.4859244721908992,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_3c4babe78beeb112,CFG731_2bbfd30aeb5b5782,2,3,0.8511279389328722,0.38022510154933437,0.47090283738353783,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_3c4babe78beeb112,CFG731_ec83ad3bde5df955,2,4,0.8511279389328722,0.3794894737416873,0.4716384651911849,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001325,X731,CFG731_2bbfd30aeb5b5782,CFG731_ec83ad3bde5df955,3,4,0.38022510154933437,0.3794894737416873,0.0007356278076470768,4,4,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001331,X731,CFG731_8189439864af87ea,CFG731_76d13dd0246c6ccc,1,2,0.8338353390561655,0.341844639637678,0.49199069941848744,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_28ac43a93658ad6b,1,2,0.9052637550157369,0.862406173349594,0.04285758166614284,6,6,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_e24b476e4eb9ee5d,1,3,0.9052637550157369,0.8195496655954512,0.08571408942028569,6,6,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_8cf35251fcd54982,1,4,0.9052637550157369,0.469234566991031,0.43602918802470586,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_055d57f6088031a6,1,5,0.9052637550157369,0.46739579443791335,0.4378679605778235,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_36d7686aca1200ae,1,6,0.9052637550157369,0.40195494478532506,0.5033088102304117,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_973d201e6585b77f,1,7,0.9052637550157369,0.35011683882320743,0.5551469161925294,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_f430d8ebe4134533,1,8,0.9052637550157369,0.3446022136838545,0.5606615413318823,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_f0dab232b993fcfd,1,9,0.9052637550157369,0.344234493546031,0.5610292614697059,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_932b427eaa87c8fa,1,10,0.9052637550157369,0.21960201113685449,0.6856617438788823,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_0db950a4979d2c52,CFG731_388928540067c900,1,11,0.9052637550157369,0.2196015948478545,0.6856621601678824,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_e24b476e4eb9ee5d,2,3,0.862406173349594,0.8195496655954512,0.04285650775414285,6,6,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_8cf35251fcd54982,2,4,0.862406173349594,0.469234566991031,0.393171606358563,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_055d57f6088031a6,2,5,0.862406173349594,0.46739579443791335,0.39501037891168067,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_36d7686aca1200ae,2,6,0.862406173349594,0.40195494478532506,0.46045122856426896,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_973d201e6585b77f,2,7,0.862406173349594,0.35011683882320743,0.5122893345263866,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_f430d8ebe4134533,2,8,0.862406173349594,0.3446022136838545,0.5178039596657396,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_f0dab232b993fcfd,2,9,0.862406173349594,0.344234493546031,0.518171679803563,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_932b427eaa87c8fa,2,10,0.862406173349594,0.21960201113685449,0.6428041622127395,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_28ac43a93658ad6b,CFG731_388928540067c900,2,11,0.862406173349594,0.2196015948478545,0.6428045785017396,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_8cf35251fcd54982,3,4,0.8195496655954512,0.469234566991031,0.35031509860442017,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_055d57f6088031a6,3,5,0.8195496655954512,0.46739579443791335,0.3521538711575378,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_36d7686aca1200ae,3,6,0.8195496655954512,0.40195494478532506,0.4175947208101261,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_973d201e6585b77f,3,7,0.8195496655954512,0.35011683882320743,0.46943282677224374,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_f430d8ebe4134533,3,8,0.8195496655954512,0.3446022136838545,0.47494745191159665,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_f0dab232b993fcfd,3,9,0.8195496655954512,0.344234493546031,0.4753151720494202,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_932b427eaa87c8fa,3,10,0.8195496655954512,0.21960201113685449,0.5999476544585967,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_e24b476e4eb9ee5d,CFG731_388928540067c900,3,11,0.8195496655954512,0.2196015948478545,0.5999480707475967,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_055d57f6088031a6,4,5,0.469234566991031,0.46739579443791335,0.0018387725531176513,6,6,1,1,1,1,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_36d7686aca1200ae,4,6,0.469234566991031,0.40195494478532506,0.06727962220570594,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_973d201e6585b77f,4,7,0.469234566991031,0.35011683882320743,0.11911772816782357,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_f430d8ebe4134533,4,8,0.469234566991031,0.3446022136838545,0.12463235330717648,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_f0dab232b993fcfd,4,9,0.469234566991031,0.344234493546031,0.12500007344500003,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_932b427eaa87c8fa,4,10,0.469234566991031,0.21960201113685449,0.2496325558541765,6,6,1,2,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_8cf35251fcd54982,CFG731_388928540067c900,4,11,0.469234566991031,0.2196015948478545,0.2496329721431765,6,6,1,2,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_36d7686aca1200ae,5,6,0.46739579443791335,0.40195494478532506,0.06544084965258828,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_973d201e6585b77f,5,7,0.46739579443791335,0.35011683882320743,0.11727895561470592,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_f430d8ebe4134533,5,8,0.46739579443791335,0.3446022136838545,0.12279358075405883,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_f0dab232b993fcfd,5,9,0.46739579443791335,0.344234493546031,0.12316130089188237,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_932b427eaa87c8fa,5,10,0.46739579443791335,0.21960201113685449,0.24779378330105886,6,6,1,2,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_055d57f6088031a6,CFG731_388928540067c900,5,11,0.46739579443791335,0.2196015948478545,0.24779419959005886,6,6,1,2,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_36d7686aca1200ae,CFG731_973d201e6585b77f,6,7,0.40195494478532506,0.35011683882320743,0.05183810596211763,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_36d7686aca1200ae,CFG731_f430d8ebe4134533,6,8,0.40195494478532506,0.3446022136838545,0.057352731101470544,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_36d7686aca1200ae,CFG731_f0dab232b993fcfd,6,9,0.40195494478532506,0.344234493546031,0.05772045123929409,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_36d7686aca1200ae,CFG731_932b427eaa87c8fa,6,10,0.40195494478532506,0.21960201113685449,0.18235293364847058,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_36d7686aca1200ae,CFG731_388928540067c900,6,11,0.40195494478532506,0.2196015948478545,0.18235334993747057,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_973d201e6585b77f,CFG731_f430d8ebe4134533,7,8,0.35011683882320743,0.3446022136838545,0.005514625139352913,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_973d201e6585b77f,CFG731_f0dab232b993fcfd,7,9,0.35011683882320743,0.344234493546031,0.0058823452771764595,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_973d201e6585b77f,CFG731_932b427eaa87c8fa,7,10,0.35011683882320743,0.21960201113685449,0.13051482768635295,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_973d201e6585b77f,CFG731_388928540067c900,7,11,0.35011683882320743,0.2196015948478545,0.13051524397535294,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_f430d8ebe4134533,CFG731_f0dab232b993fcfd,8,9,0.3446022136838545,0.344234493546031,0.0003677201378235462,6,6,1,1,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_f430d8ebe4134533,CFG731_932b427eaa87c8fa,8,10,0.3446022136838545,0.21960201113685449,0.12500020254700003,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_f430d8ebe4134533,CFG731_388928540067c900,8,11,0.3446022136838545,0.2196015948478545,0.12500061883600003,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_f0dab232b993fcfd,CFG731_932b427eaa87c8fa,9,10,0.344234493546031,0.21960201113685449,0.12463248240917649,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_f0dab232b993fcfd,CFG731_388928540067c900,9,11,0.344234493546031,0.2196015948478545,0.12463289869817648,6,6,1,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001333,X731,CFG731_932b427eaa87c8fa,CFG731_388928540067c900,10,11,0.21960201113685449,0.2196015948478545,4.1628899999368585e-07,6,6,2,2,2,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001335,X731,CFG731_96c2ea74f0083869,CFG731_33d5b52db510e046,1,2,0.8511284122678722,0.5028348473309814,0.3482935649368908,4,4,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001335,X731,CFG731_96c2ea74f0083869,CFG731_9b78d433d00f1965,1,3,0.8511284122678722,0.375077975230805,0.4760504370370672,4,4,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001335,X731,CFG731_33d5b52db510e046,CFG731_9b78d433d00f1965,2,3,0.5028348473309814,0.375077975230805,0.1277568721001764,4,4,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b4987f1c95e91d0d,CFG731_b65b306a03ca71c9,1,2,0.9052639134677369,0.8338352854761655,0.07142862799157146,6,6,0,0,0,0,OBSERVED,OBSERVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b4987f1c95e91d0d,CFG731_071ad1736ef73ba8,1,3,0.9052639134677369,0.469234006056031,0.43602990741170594,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b4987f1c95e91d0d,CFG731_440f9c9b032b7d0a,1,4,0.9052639134677369,0.40195444329932506,0.5033094701684119,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b4987f1c95e91d0d,CFG731_8d9f29ebcd8f04bd,1,5,0.9052639134677369,0.40195433607032505,0.5033095773974119,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b4987f1c95e91d0d,CFG731_4374ad7ccac15076,1,6,0.9052639134677369,0.21666064199526625,0.6886032714724707,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b65b306a03ca71c9,CFG731_071ad1736ef73ba8,2,3,0.8338352854761655,0.469234006056031,0.3646012794201345,6,6,0,1,0,1,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b65b306a03ca71c9,CFG731_440f9c9b032b7d0a,2,4,0.8338352854761655,0.40195444329932506,0.4318808421768404,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b65b306a03ca71c9,CFG731_8d9f29ebcd8f04bd,2,5,0.8338352854761655,0.40195433607032505,0.43188094940584043,6,6,0,1,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_b65b306a03ca71c9,CFG731_4374ad7ccac15076,2,6,0.8338352854761655,0.21666064199526625,0.6171746434808992,6,6,0,2,0,2,OBSERVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
RFQ731-001336,X731,CFG731_071ad1736ef73ba8,CFG731_440f9c9b032b7d0a,3,4,0.469234006056031,0.40195444329932506,0.06727956275670594,6,6,1,1,1,2,DERIVED,DERIVED,1,SYNTHETIC,synthetic_engineer_v1
