rfq_id,characteristic,error_type,predicted_value,actual_value
RFQ731-000203,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000203,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000203,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000203,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000203,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000204,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000204,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000204,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000204,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000204,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000204,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000204,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000205,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000205,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000205,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000205,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000205,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000205,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000205,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000205,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000205,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000206,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000206,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000206,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000206,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000206,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000206,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000206,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000206,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000206,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000206,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000206,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000207,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000207,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000207,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000207,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000207,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000207,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000207,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000207,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000208,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP2
RFQ731-000208,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000208,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-000208,dataInterface,MISSED_REQUIREMENT,NOVALUE,MR
RFQ731-000208,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000208,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000208,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000208,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000209,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000209,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000209,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000209,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000209,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000209,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000209,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000209,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000209,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000210,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000210,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000210,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000210,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000210,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000210,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000210,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000210,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000210,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000211,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-000211,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000211,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000211,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000211,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000211,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000212,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000212,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000212,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-000212,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000212,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000212,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000212,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000213,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000213,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-000213,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000213,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000213,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000213,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000213,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000214,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000214,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000214,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000214,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000214,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000214,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000214,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000214,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000214,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000214,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000215,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN4
RFQ731-000215,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000215,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000215,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000215,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000215,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000215,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000215,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000215,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000216,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000216,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000216,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000216,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000216,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000216,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000216,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000216,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000216,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000216,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-000216,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000216,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000217,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP2
RFQ731-000217,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000217,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-000217,dataInterface,MISSED_REQUIREMENT,NOVALUE,MR
RFQ731-000217,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000217,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000217,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000217,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000218,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000218,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000218,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000218,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000218,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000218,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000218,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000218,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000219,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000219,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000219,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000219,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000219,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000219,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000219,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000220,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000220,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000220,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000220,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000220,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000220,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000220,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000220,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000220,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000220,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000221,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000221,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000221,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-000221,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000221,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000221,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000221,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000221,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000222,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000222,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000222,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000222,characteristic,MISSED_REQUIREMENT,NOVALUE,GP
RFQ731-000222,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000222,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000222,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000222,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000222,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000222,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000223,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000223,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000223,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000223,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000223,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000223,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000223,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000223,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000223,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000223,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-000223,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000223,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000224,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000224,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000224,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000224,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000224,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000224,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000224,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000224,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000224,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000224,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000225,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000225,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-000225,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000225,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000225,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000225,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000225,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,TT2
RFQ731-000226,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000226,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000226,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000226,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000226,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000226,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000226,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000226,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000226,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000227,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000227,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000227,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-000227,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000227,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000227,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000227,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000227,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000228,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000228,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000228,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000228,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000228,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000228,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000228,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000228,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000228,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000228,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000228,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000229,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000229,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000229,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000229,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,ST
RFQ731-000229,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000229,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000229,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000229,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000229,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000230,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000230,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000230,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000230,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000230,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000230,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000230,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000230,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000230,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000230,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000230,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000231,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000231,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000231,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000231,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000231,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000231,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000231,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000232,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000232,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000232,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000232,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000232,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000232,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000232,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000232,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000232,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000232,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000232,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000232,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000232,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000232,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000233,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000233,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000233,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000233,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000233,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000233,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000233,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000233,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000234,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000234,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000234,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000234,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000234,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000234,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000234,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000234,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000234,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000234,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000235,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000235,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000235,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000235,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000235,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000235,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000235,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000235,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000235,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000236,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000236,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000236,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-000236,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000236,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000236,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000236,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000237,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000237,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000237,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000237,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000237,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000237,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000238,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000238,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000238,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000238,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000238,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000238,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000238,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000238,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000238,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000238,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000239,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000239,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000239,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000239,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000239,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000239,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000239,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000239,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
