rfq_id,target_package,true_configuration_id,predicted_configuration_id,top1_case_category,characteristic,true_value,predicted_value,relation,requirement_presence,required_value,predicted_extra_not_required
RFQ731-001389,G731ST-HT,CFG731_c9344715918cf412,CFG731_a69c8345e2cbb480,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001389,G731ST-HT,CFG731_c9344715918cf412,CFG731_a69c8345e2cbb480,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001392,x731,CFG731_8e5ce09a779d2284,CFG731_91e51485b56960b2,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001392,x731,CFG731_8e5ce09a779d2284,CFG731_91e51485b56960b2,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001392,x731,CFG731_8e5ce09a779d2284,CFG731_91e51485b56960b2,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001393,x731,CFG731_b16b5f82b033935f,CFG731_3b2a32abbf148ca1,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001395,G731ST-LT,CFG731_04ce01976de342c1,CFG731_0fdf5c36c9c41e69,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001396,x731,CFG731_ef7dc9987c0ff289,CFG731_fd3397424975992e,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001397,x731,CFG731_8bd839e0c8855562,CFG731_df5f598a914fb1cc,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001398,x731,CFG731_b3cd6a1a19fbc328,CFG731_70b38ab75d3ca724,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001399,G731ST-LT,CFG731_9b48d8977da96686,CFG731_0fdf5c36c9c41e69,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001400,G731ST-HT,CFG731_00e033bb831be6d5,CFG731_646d8903da63e1f0,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001404,G731ST-LT,CFG731_5be384035f37d372,CFG731_8b6ed3cfa9ed1e59,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001404,G731ST-LT,CFG731_5be384035f37d372,CFG731_8b6ed3cfa9ed1e59,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001405,x731,CFG731_ddfa4ab00c1bcdd0,CFG731_8d07e19298d09d34,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001406,x731,CFG731_fb9edbaa4769eb64,CFG731_cb9d6c11077bd307,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001406,x731,CFG731_fb9edbaa4769eb64,CFG731_cb9d6c11077bd307,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001410,x731,CFG731_0b33555ff08fcd28,CFG731_8d07e19298d09d34,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001411,x731,CFG731_0893c2d75c71d33c,CFG731_8f470181ad32eeae,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001411,x731,CFG731_0893c2d75c71d33c,CFG731_8f470181ad32eeae,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001412,x731,CFG731_5718ef9495972b30,CFG731_516629085c122a4e,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001415,x731,CFG731_7157b3d45716ad8f,CFG731_33fed5318b1a4f2f,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001416,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001416,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP4,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001417,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001417,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001420,x731,CFG731_7756caaf4e5e2963,CFG731_c7c53fc5541f1dc1,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001421,G731ST-HT,CFG731_68193b179adae994,CFG731_bbffb73f3dff6787,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001424,x731,CFG731_f84a3b5f8ae2ffee,CFG731_2d0a81ff4ec49480,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001424,x731,CFG731_f84a3b5f8ae2ffee,CFG731_2d0a81ff4ec49480,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001424,x731,CFG731_f84a3b5f8ae2ffee,CFG731_2d0a81ff4ec49480,EXTRA_OPTIONAL_FEATURES,dynamicGasMaster,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001425,x731,CFG731_f55693c6f4f3dcb0,CFG731_7308ee8503151ef3,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001425,x731,CFG731_f55693c6f4f3dcb0,CFG731_7308ee8503151ef3,EXTRA_OPTIONAL_FEATURES,dynamicGasMaster,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001426,x731,CFG731_007c0829be0a9482,CFG731_1f978c234895178c,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001429,G731ST-HT,CFG731_ad85e442c9239be7,CFG731_a69c8345e2cbb480,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001430,x731,CFG731_b92916814fce7b8e,CFG731_5dd42015f6f61801,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001430,x731,CFG731_b92916814fce7b8e,CFG731_5dd42015f6f61801,EXTRA_OPTIONAL_FEATURES,dynamicGasMaster,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001432,x731,CFG731_2ae6ccd85f4fafbe,CFG731_e1c54b5b080fabb2,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001432,x731,CFG731_2ae6ccd85f4fafbe,CFG731_e1c54b5b080fabb2,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001432,x731,CFG731_2ae6ccd85f4fafbe,CFG731_e1c54b5b080fabb2,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001435,G731ST-HT,CFG731_9681c4eec01b7fad,CFG731_bbffb73f3dff6787,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001435,G731ST-HT,CFG731_9681c4eec01b7fad,CFG731_bbffb73f3dff6787,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001437,x731,CFG731_b339d839e10eb209,CFG731_a7a446c7f3b3183f,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001439,x731,CFG731_7cbccce939e500bd,CFG731_04a53b6cc81d57d6,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001440,x731,CFG731_4afe4cfa02474e97,CFG731_6526112621a9ee97,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001440,x731,CFG731_4afe4cfa02474e97,CFG731_6526112621a9ee97,EXTRA_OPTIONAL_FEATURES,dynamicGasMaster,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001440,x731,CFG731_4afe4cfa02474e97,CFG731_6526112621a9ee97,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001441,G731ST-LT,CFG731_68d95a26943b3650,CFG731_32b4b1ec4513af66,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001441,G731ST-LT,CFG731_68d95a26943b3650,CFG731_32b4b1ec4513af66,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001445,x731,CFG731_950a2c81247480fc,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001445,x731,CFG731_950a2c81247480fc,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001445,x731,CFG731_950a2c81247480fc,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001446,x731,CFG731_066736b465be9fda,CFG731_241d60e6ef5278be,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001446,x731,CFG731_066736b465be9fda,CFG731_241d60e6ef5278be,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001447,x731,CFG731_e513d349f418c5df,CFG731_89772de94df83ba5,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001447,x731,CFG731_e513d349f418c5df,CFG731_89772de94df83ba5,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001449,x731,CFG731_0f0d5e28351801c5,CFG731_b7c5e5eddd92ed3a,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001453,x731,CFG731_7fec165d30a3c1b5,CFG731_844c64c49c2e5514,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001457,x731,CFG731_e9b10f07ada7d5e2,CFG731_78d3b084a795c836,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001457,x731,CFG731_e9b10f07ada7d5e2,CFG731_78d3b084a795c836,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001460,G731CA,CFG731_24b3128196e55c23,CFG731_d2a75fda6f761c1b,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001460,G731CA,CFG731_24b3128196e55c23,CFG731_d2a75fda6f761c1b,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP4,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001461,x731,CFG731_c368d3c9941ce0d3,CFG731_2322a268d0a898f9,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001461,x731,CFG731_c368d3c9941ce0d3,CFG731_2322a268d0a898f9,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001465,x731,CFG731_9ccdadb28a07accd,CFG731_5ea309f998205da7,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001465,x731,CFG731_9ccdadb28a07accd,CFG731_5ea309f998205da7,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001466,x731,CFG731_703ec3e14f55366e,CFG731_ea7fe428c0bf0fcb,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001468,x731,CFG731_1515931f201451d5,CFG731_c9829182065e0285,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001471,G731ST-HT,CFG731_1e3e39ce65cdb22f,CFG731_c32627af59ba1526,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001471,G731ST-HT,CFG731_1e3e39ce65cdb22f,CFG731_c32627af59ba1526,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001474,G731ST-HT,CFG731_fa91f60062985c6d,CFG731_4aa7d46b9cfa7d7b,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001474,G731ST-HT,CFG731_fa91f60062985c6d,CFG731_4aa7d46b9cfa7d7b,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001475,x731,CFG731_175dfbf580a50b51,CFG731_219ac3d01befd6d1,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001475,x731,CFG731_175dfbf580a50b51,CFG731_219ac3d01befd6d1,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001483,x731,CFG731_4da2b3fd83325505,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001483,x731,CFG731_4da2b3fd83325505,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001484,x731,CFG731_79a3938f47d28a2e,CFG731_ad672c682712eda8,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001484,x731,CFG731_79a3938f47d28a2e,CFG731_ad672c682712eda8,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001485,G731ST-LT,CFG731_9b48d8977da96686,CFG731_0fdf5c36c9c41e69,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001487,x731,CFG731_7157b3d45716ad8f,CFG731_33fed5318b1a4f2f,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001493,x731,CFG731_187ec74b5c4854aa,CFG731_c3481d11b658e1e9,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001494,G731CA,CFG731_3781457447e45e13,CFG731_0738cd529389f266,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001494,G731CA,CFG731_3781457447e45e13,CFG731_0738cd529389f266,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP4,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001496,x731,CFG731_5a14e01af9745dda,CFG731_353333bad447dbef,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001497,G731ST-HT,CFG731_7b17e78739264251,CFG731_288e4c99b4e02895,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001499,x731,CFG731_b60961340903daf0,CFG731_14299a2a74e42d7f,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001500,x731,CFG731_5789f006b670582c,CFG731_ebb861c404a79d91,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001500,x731,CFG731_5789f006b670582c,CFG731_ebb861c404a79d91,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001501,x731,CFG731_6a919c664c763f98,CFG731_2e5bd0d53757f625,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001503,x731,CFG731_8d9f29ebcd8f04bd,CFG731_b4987f1c95e91d0d,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001505,G731ST-HT,CFG731_143205a81a2e7efc,CFG731_cc9ac35e4d9a1854,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001506,x731,CFG731_45c82d5d48fcc411,CFG731_32b1041fd68aac23,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001506,x731,CFG731_45c82d5d48fcc411,CFG731_32b1041fd68aac23,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001507,x731,CFG731_c32e1d5ad1662baf,CFG731_3662a471d9ce3167,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001509,x731,CFG731_576db798689c655c,CFG731_75466cb810218a66,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001509,x731,CFG731_576db798689c655c,CFG731_75466cb810218a66,EXTRA_OPTIONAL_FEATURES,customUserFluid,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001511,G731ST-LT,CFG731_098817d766a37bc2,CFG731_a40ab19ad6671fbe,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001513,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_11c93eca01984a14,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001513,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_11c93eca01984a14,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP4,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001514,x731,CFG731_291a6feab0a4d36b,CFG731_8c50542218db5cb0,EXTRA_OPTIONAL_FEATURES,binaerDigitalOpenColl_MN,NOVALUE,MN1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001514,x731,CFG731_291a6feab0a4d36b,CFG731_8c50542218db5cb0,EXTRA_OPTIONAL_FEATURES,dev_advMeterVerification,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001515,G731ST-LT,CFG731_3c45363d4a341d20,CFG731_7b1edd53e8bbad40,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001518,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001518,G731CA,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,EXTRA_OPTIONAL_FEATURES,binaerOpenColl_MP,NOVALUE,MP4,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001521,x731,CFG731_8956c16bd3b9a345,CFG731_7822370b42865359,EXTRA_OPTIONAL_FEATURES,stromEingaenge,NOVALUE,IS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001522,x731,CFG731_1f7c154d7e34e86e,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001522,x731,CFG731_1f7c154d7e34e86e,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,temperaturEingaenge,NOVALUE,TT1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001522,x731,CFG731_1f7c154d7e34e86e,CFG731_c39096767a7ae083,EXTRA_OPTIONAL_FEATURES,dynamicGasMaster,NOVALUE,1,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
RFQ731-001523,F731TE,CFG731_3c2aedfb429dc226,CFG731_d8c69b7395beabbb,EXTRA_OPTIONAL_FEATURES,stromSchaltbar,NOVALUE,CS2,PREDICTED_ADDITIONAL_VALUE,NOT_MENTIONED,NOVALUE,1
