rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count
RFQ731-001824,V8_EXTRACTED,True,x731,CFG731_40d405b73b679480,CFG731_c41fd04f9eea78e7,x731,31.400368763514724,3,1549,12
RFQ731-001825,V8_EXTRACTED,True,x731,CFG731_0988a349490181d9,CFG731_89772de94df83ba5,x731,31.73171425045035,2,1549,17
RFQ731-001826,V8_EXTRACTED,True,G731ST-HT,CFG731_4de012f7232f644d,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,28.843731075408257,2,151,16
RFQ731-001827,V8_EXTRACTED,True,G731ST-HT,CFG731_6cc2f5d089c01baf,CFG731_6cc2f5d089c01baf,G731ST-HT,27.495424011801873,1,151,14
RFQ731-001828,V8_EXTRACTED,True,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,G731CA,27.661251600551836,1,48,14
RFQ731-001829,V8_EXTRACTED,True,x731,CFG731_a84a367ef61c4e59,CFG731_516629085c122a4e,x731,28.323381890510166,18,1549,16
RFQ731-001830,V8_EXTRACTED,True,x731,CFG731_8a7a801f91254eeb,CFG731_c3481d11b658e1e9,x731,25.88153504347351,16,1549,14
RFQ731-001831,V8_EXTRACTED,True,F731TE,CFG731_090330aa38b8e80b,CFG731_28454766bbc80cb9,F731TE,17.733914684577176,3,30,14
RFQ731-001832,V8_EXTRACTED,True,x731,CFG731_3611bb1fba248e38,CFG731_3611bb1fba248e38,x731,35.84739355691112,1,1549,14
RFQ731-001833,V8_EXTRACTED,True,x731,CFG731_6513d2f5c85df9e4,CFG731_9be0c5ce20280448,x731,16.77043413589479,35,1549,12
RFQ731-001834,V8_EXTRACTED,True,x731,CFG731_4e59e6fc4174afa3,CFG731_7962ce0b7d875608,x731,31.00736048812266,56,1549,12
RFQ731-001835,V8_EXTRACTED,True,x731,CFG731_d3256527bf7fe65c,CFG731_5dd42015f6f61801,x731,33.45389310382887,25,1549,16
RFQ731-001836,V8_EXTRACTED,True,x731,CFG731_7986bd8f29a06f04,CFG731_516629085c122a4e,x731,28.83825291409576,16,1549,16
RFQ731-001837,V8_EXTRACTED,True,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,x731,38.6634486828168,1,1549,17
RFQ731-001838,V8_EXTRACTED,True,x731,CFG731_04bb9195f752ca8c,CFG731_9db378257f9cf6a7,x731,31.501172540393,2,1549,12
RFQ731-001839,V8_EXTRACTED,True,x731,CFG731_8f470181ad32eeae,CFG731_31aa13473958d7d3,x731,24.772913327463314,4,1549,19
RFQ731-001840,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_8281908b452128f3,F731WD_DualChannel,47.342849674970665,2,19,13
RFQ731-001841,V8_EXTRACTED,True,x731,CFG731_ede0b25f5f83644d,CFG731_e8e7b7513a5c9544,x731,22.3637361312295,3,1549,14
RFQ731-001842,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_8281908b452128f3,F731WD_DualChannel,37.76887879453009,2,19,13
RFQ731-001843,V8_EXTRACTED,True,x731,CFG731_117f19eb2913314e,CFG731_073f991a6c9a4683,x731,35.31852764193951,2,1549,17
RFQ731-001844,V8_EXTRACTED,True,x731,CFG731_7942d32924313c96,CFG731_e1c54b5b080fabb2,x731,22.669163594015757,3,1549,13
RFQ731-001845,V8_EXTRACTED,True,x731,CFG731_95e2d680672ff303,CFG731_073f991a6c9a4683,x731,25.118494444392343,51,1549,14
RFQ731-001846,V8_EXTRACTED,True,x731,CFG731_e4f7fe15e8ccf2c9,CFG731_2322a268d0a898f9,x731,32.69405555337699,5,1549,12
RFQ731-001847,V8_EXTRACTED,True,x731,CFG731_1ff2c28c953275c5,CFG731_8d07e19298d09d34,x731,28.979572071437318,5,1549,15
RFQ731-001848,V8_EXTRACTED,True,x731,CFG731_9e4fccece4d272d3,CFG731_9e4fccece4d272d3,x731,39.66155871066527,1,1549,16
RFQ731-001849,V8_EXTRACTED,True,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,32.5393477485314,1,151,13
RFQ731-001850,V8_EXTRACTED,True,x731,CFG731_ce4c7976fe8fc47b,CFG731_ce4c7976fe8fc47b,x731,34.01073629701797,1,1549,13
RFQ731-001851,V8_EXTRACTED,True,x731,CFG731_4514730a70640409,CFG731_70b38ab75d3ca724,x731,35.56470455034305,3,1549,13
RFQ731-001852,V8_EXTRACTED,True,x731,CFG731_8ade52b2e74d0235,CFG731_8c50542218db5cb0,x731,22.126432781036748,4,1549,15
RFQ731-001853,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,F731WD_SingleChannel,36.6191317455991,1,10,10
RFQ731-001854,V8_EXTRACTED,True,x731,CFG731_9b7849ea5c974903,CFG731_e8e7b7513a5c9544,x731,15.726228248553957,8,1549,15
RFQ731-001855,V8_EXTRACTED,True,x731,CFG731_a4b44df449e9d78d,CFG731_0db950a4979d2c52,x731,36.62587811654012,9,1549,18
RFQ731-001856,V8_EXTRACTED,True,G731ST-LT,CFG731_ef044db10b586894,CFG731_ef044db10b586894,G731ST-LT,30.8288547675722,1,153,12
RFQ731-001857,V8_EXTRACTED,True,x731,CFG731_22ee4ff4a2fef4e6,CFG731_4346df46838fd57e,x731,32.90321989039447,6,1549,16
RFQ731-001858,V8_EXTRACTED,True,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,x731,35.779263057596154,1,1549,15
RFQ731-001859,V8_EXTRACTED,True,x731,CFG731_4804eb7da7298ac9,CFG731_cb9d6c11077bd307,x731,21.525003545867186,13,1549,12
RFQ731-001860,V8_EXTRACTED,True,G731ST-HT,CFG731_68193b179adae994,CFG731_bbffb73f3dff6787,G731ST-HT,35.61879653446582,5,151,15
RFQ731-001861,V8_EXTRACTED,True,F731TE,CFG731_31d150421c4341a3,CFG731_31d150421c4341a3,F731TE,26.868865684103223,1,30,10
RFQ731-001862,V8_EXTRACTED,True,x731,CFG731_0988a349490181d9,CFG731_89772de94df83ba5,x731,30.523593386021165,5,1549,15
RFQ731-001863,V8_EXTRACTED,True,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,G731ST-HT,33.731573456848196,1,151,14
RFQ731-001864,V8_EXTRACTED,True,F731TE,CFG731_28454766bbc80cb9,CFG731_28454766bbc80cb9,F731TE,19.62760677264401,1,30,13
RFQ731-001865,V8_EXTRACTED,True,x731,CFG731_31d0a0df66872bf7,CFG731_4458dc2930ba5c51,x731,29.808503836627914,2,1549,16
RFQ731-001866,V8_EXTRACTED,True,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,G731ST-HT,38.12841580239209,1,151,13
RFQ731-001867,V8_EXTRACTED,True,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,35.61785676213141,1,48,14
RFQ731-001868,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,F731WD_SingleChannel,37.03993884206634,1,10,10
RFQ731-001869,V8_EXTRACTED,True,x731,CFG731_3bcde7f8df32303c,CFG731_5e61ce3b60d15e11,x731,27.590206448453173,2,1549,16
RFQ731-001870,V8_EXTRACTED,True,G731CA,CFG731_4af82641f975d9aa,CFG731_0738cd529389f266,G731CA,24.737288436984937,15,48,11
RFQ731-001871,V8_EXTRACTED,True,x731,CFG731_e049618b920d59b6,CFG731_e049618b920d59b6,x731,26.712310291846492,1,1549,17
RFQ731-001872,V8_EXTRACTED,True,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_996314000fcfec4b,G731ST-LT,39.96663305286105,17,153,16
RFQ731-001873,V8_EXTRACTED,True,x731,CFG731_b187fb9ad3627171,CFG731_91e51485b56960b2,x731,35.52004358990611,2,1549,14
RFQ731-001874,V8_EXTRACTED,True,x731,CFG731_eea9998b9f9a0bdb,CFG731_135ddf5639321fb6,x731,19.233015298542362,16,1549,15
RFQ731-001875,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,F731WD_DualChannel,51.69859231219142,1,19,11
RFQ731-001876,V8_EXTRACTED,True,G731ST-LT,CFG731_750dd83a06ba43cb,CFG731_750dd83a06ba43cb,G731ST-LT,34.15595699915865,1,153,16
RFQ731-001877,V8_EXTRACTED,True,x731,CFG731_b60961340903daf0,CFG731_4e59e6fc4174afa3,x731,19.961571686687066,9,1549,12
RFQ731-001878,V8_EXTRACTED,True,x731,CFG731_257fecba9143d12f,CFG731_782675d8823078bc,x731,32.60323526884376,8,1549,15
RFQ731-001879,V8_EXTRACTED,True,x731,CFG731_c0dc535399f71de8,CFG731_140a9819128d92da,x731,31.686385690127704,16,1549,13
RFQ731-001880,V8_EXTRACTED,True,G731ST-LT,CFG731_166343048c227f3c,CFG731_0fdf5c36c9c41e69,G731ST-LT,41.07187830436008,2,153,14
RFQ731-001881,V8_EXTRACTED,True,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_63eca10a00ae1f5d,G731ST-HT,38.43122760600476,2,151,17
RFQ731-001882,V8_EXTRACTED,True,x731,CFG731_27bb9f530dcb688a,CFG731_4346df46838fd57e,x731,30.375642156244055,3,1549,16
RFQ731-001883,V8_EXTRACTED,True,x731,CFG731_9cedc4ecc45a4b46,CFG731_e08dfad4737be3d9,x731,30.220435186989707,3,1549,12
RFQ731-001884,V8_EXTRACTED,True,x731,CFG731_8a7a801f91254eeb,CFG731_241d60e6ef5278be,x731,26.61926113654519,178,1549,11
RFQ731-001885,V8_EXTRACTED,True,x731,CFG731_241d60e6ef5278be,CFG731_241d60e6ef5278be,x731,28.729028089846523,1,1549,17
RFQ731-001886,V8_EXTRACTED,True,G731ST-LT,CFG731_16700b9d004fb9de,CFG731_d124ccffa669c3a2,G731ST-LT,39.299491102868345,2,153,14
RFQ731-001887,V8_EXTRACTED,True,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,G731ST-LT,37.959530250299196,1,153,14
RFQ731-001888,V8_EXTRACTED,True,G731CA,CFG731_24b3128196e55c23,CFG731_691a8f2ff165671d,G731CA,21.773472885078363,7,48,9
RFQ731-001889,V8_EXTRACTED,True,G731CA,CFG731_b43582909c828d95,CFG731_b43582909c828d95,G731CA,33.76293334652173,1,48,14
RFQ731-001890,V8_EXTRACTED,True,x731,CFG731_21def19203fecb10,CFG731_0fbee36816b7af98,x731,39.966117245454434,4,1549,15
RFQ731-001891,V8_EXTRACTED,True,x731,CFG731_ede0b25f5f83644d,CFG731_8c50542218db5cb0,x731,25.868955581123608,91,1549,14
RFQ731-001892,V8_EXTRACTED,True,G731ST-HT,CFG731_5c80dfb541787e3e,CFG731_7b2f69a7ca55041b,G731ST-HT,32.51365782748835,2,151,14
RFQ731-001893,V8_EXTRACTED,True,x731,CFG731_c66891bf502d2d83,CFG731_67de76f701c9cfad,x731,32.89457310673364,2,1549,16
RFQ731-001894,V8_EXTRACTED,True,x731,CFG731_80409e6aafce9221,CFG731_440f9c9b032b7d0a,x731,34.43074521606629,3,1549,13
RFQ731-001895,V8_EXTRACTED,True,G731CA,CFG731_19ec976991ce75a9,CFG731_0738cd529389f266,G731CA,20.443203430988508,10,48,12
RFQ731-001896,V8_EXTRACTED,True,F731PW,CFG731_ef211cb97feaddc8,CFG731_a9f22ebc14287e5d,F731PW,12.405950872918222,5,15,10
RFQ731-001897,V8_EXTRACTED,True,G731CA,CFG731_14235f3888d71408,CFG731_14235f3888d71408,G731CA,50.72629822082025,1,48,13
RFQ731-001898,V8_EXTRACTED,True,F731TE,CFG731_5164655533c6a8d0,CFG731_5164655533c6a8d0,F731TE,23.136198170059238,1,30,14
RFQ731-001899,V8_EXTRACTED,True,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,G731ST-HT,38.89448953865436,1,151,15
RFQ731-001900,V8_EXTRACTED,True,x731,CFG731_8d07e19298d09d34,CFG731_8d07e19298d09d34,x731,27.96300527924968,1,1549,15
RFQ731-001901,V8_EXTRACTED,True,x731,CFG731_61e03f690afcaa1a,CFG731_b7e96d5717c40fd6,x731,38.32003063587965,2,1549,17
RFQ731-001902,V8_EXTRACTED,True,x731,CFG731_80e3b04d167bbba8,CFG731_700e5b0584a9b0fc,x731,24.53073778311535,5,1549,13
RFQ731-001903,V8_EXTRACTED,True,x731,CFG731_228013cfd0470f7a,CFG731_228013cfd0470f7a,x731,41.10671619673823,1,1549,15
RFQ731-001904,V8_EXTRACTED,True,x731,CFG731_1cfadf20495f86bf,CFG731_ad672c682712eda8,x731,33.655373606827105,3,1549,16
RFQ731-001905,V8_EXTRACTED,True,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,G731ST-LT,36.38045440520169,1,153,17
RFQ731-001906,V8_EXTRACTED,True,G731ST-LT,CFG731_ef044db10b586894,CFG731_ef044db10b586894,G731ST-LT,26.726040117664912,1,153,13
RFQ731-001907,V8_EXTRACTED,True,x731,CFG731_31d0a0df66872bf7,CFG731_5e61ce3b60d15e11,x731,37.021736661396005,7,1549,16
RFQ731-001908,V8_EXTRACTED,True,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,G731ST-HT,40.201462113683085,1,151,14
RFQ731-001909,V8_EXTRACTED,True,x731,CFG731_ae4ea28b1eaeb3df,CFG731_45cf7219dd66904b,x731,29.429474696571894,22,1549,15
RFQ731-001910,V8_EXTRACTED,True,x731,CFG731_7942d32924313c96,CFG731_7942d32924313c96,x731,27.79636504936102,1,1549,14
RFQ731-001911,V8_EXTRACTED,True,x731,CFG731_eea573acdafa9ee3,CFG731_fde1ab2a4808b544,x731,32.113232923665265,3,1549,15
RFQ731-001912,V8_EXTRACTED,True,x731,CFG731_6ad3ec8ed100118e,CFG731_89772de94df83ba5,x731,28.339225121090035,2,1549,15
RFQ731-001913,V8_EXTRACTED,True,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_7b2f69a7ca55041b,G731ST-HT,41.24461460951082,14,151,13
RFQ731-001914,V8_EXTRACTED,True,x731,CFG731_cc50cacf788bd84a,CFG731_2e57977cf2dd500a,x731,19.20769862530163,20,1549,14
RFQ731-001915,V8_EXTRACTED,True,x731,CFG731_d584b35cfce34cc7,CFG731_3a824c7e49bfd8f4,x731,22.122900268067383,15,1549,15
RFQ731-001916,V8_EXTRACTED,True,x731,CFG731_312da2fbbd3df3eb,CFG731_3b2a32abbf148ca1,x731,30.10244677468911,6,1549,13
RFQ731-001917,V8_EXTRACTED,True,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,x731,36.423714403240865,1,1549,17
RFQ731-001918,V8_EXTRACTED,True,G731ST-LT,CFG731_22da0d6030817265,CFG731_996314000fcfec4b,G731ST-LT,34.206677994182414,4,153,15
RFQ731-001919,V8_EXTRACTED,True,G731ST-HT,CFG731_49bb1327a04ca706,CFG731_8b18ac1c34209d63,G731ST-HT,38.1907675316975,4,151,15
RFQ731-001920,V8_EXTRACTED,True,x731,CFG731_c4d0e2da53e6a22c,CFG731_6bdadac99b2f7b39,x731,21.025646452868187,24,1549,15
RFQ731-001921,V8_EXTRACTED,True,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_32b4b1ec4513af66,G731ST-LT,34.72595231846004,5,153,12
RFQ731-001922,V8_EXTRACTED,True,x731,CFG731_1a94d4f54519245f,CFG731_c39096767a7ae083,x731,41.89478464078609,2,1549,16
RFQ731-001923,V8_EXTRACTED,True,G731CA,CFG731_faff6da73df00950,CFG731_b97ce0f180acf155,G731CA,34.96571085056618,3,48,13
RFQ731-001924,V8_EXTRACTED,True,G731ST-HT,CFG731_168475c8045761e7,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,29.012405196355004,5,151,14
RFQ731-001925,V8_EXTRACTED,True,x731,CFG731_f57aa7e1d23d1414,CFG731_fa2849b259355775,x731,37.31187520125588,3,1549,14
RFQ731-001926,V8_EXTRACTED,True,x731,CFG731_f8b0b03f1ea66d75,CFG731_844c64c49c2e5514,x731,29.975416698620066,87,1549,14
RFQ731-001927,V8_EXTRACTED,True,x731,CFG731_162b59c5f8cf5a72,CFG731_9c182e1af1606c9d,x731,30.54927172697819,4,1549,14
RFQ731-001928,V8_EXTRACTED,True,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,36.099265549600936,3,153,17
RFQ731-001929,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_783ba1dc5751818d,CFG731_af8fc23bebdac123,F731WD_DualChannel,43.120783104103886,3,19,10
RFQ731-001930,V8_EXTRACTED,True,x731,CFG731_f8cc7d4d2ef53582,CFG731_140a9819128d92da,x731,27.050920568134096,8,1549,14
RFQ731-001931,V8_EXTRACTED,True,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,42.09544958167588,1,151,14
RFQ731-001932,V8_EXTRACTED,True,x731,CFG731_d8c9e5b1edc3b4b3,CFG731_8c50542218db5cb0,x731,23.03907792423857,2,1549,15
RFQ731-001933,V8_EXTRACTED,True,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,G731CA,30.958395282808162,1,48,15
RFQ731-001934,V8_EXTRACTED,True,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,33.770908680173015,1,151,17
RFQ731-001935,V8_EXTRACTED,True,x731,CFG731_bd2172ffd6b9273a,CFG731_bd2172ffd6b9273a,x731,39.4258682240795,1,1549,14
RFQ731-001936,V8_EXTRACTED,True,x731,CFG731_4d7e108ea05eeb07,CFG731_8d07e19298d09d34,x731,13.497539931154831,55,1549,11
RFQ731-001937,V8_EXTRACTED,True,x731,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,x731,39.33003589446275,1,1549,15
RFQ731-001938,V8_EXTRACTED,True,x731,CFG731_6204dd6ea742eb13,CFG731_6204dd6ea742eb13,x731,34.94214720282601,1,1549,13
RFQ731-001939,V8_EXTRACTED,True,F731PW,CFG731_327bfa077bbbd45e,CFG731_f9fd6a4462ec051a,F731PW,26.037927150639057,3,15,13
RFQ731-001940,V8_EXTRACTED,True,x731,CFG731_353333bad447dbef,CFG731_353333bad447dbef,x731,26.439742170453755,1,1549,16
RFQ731-001941,V8_EXTRACTED,True,x731,CFG731_1147f9711c4bff84,CFG731_6b5f6983490bc595,x731,19.965876627947914,179,1549,14
RFQ731-001942,V8_EXTRACTED,True,x731,CFG731_aba447e5ca3ac7ba,CFG731_6f8c15548921e4c2,x731,27.646392816184683,18,1549,12
RFQ731-001943,V8_EXTRACTED,True,G731ST-LT,CFG731_cc47430fac8438be,CFG731_ab4075c601d1397c,G731ST-LT,34.1940487155008,4,153,16
RFQ731-001944,V8_EXTRACTED,True,x731,CFG731_fd10dd35c97df399,CFG731_e8e7b7513a5c9544,x731,20.33176895302531,21,1549,15
RFQ731-001945,V8_EXTRACTED,True,G731ST-HT,CFG731_076cad91966d4c34,CFG731_8b18ac1c34209d63,G731ST-HT,38.225485543867705,2,151,15
RFQ731-001946,V8_EXTRACTED,True,F731PW,CFG731_a9f22ebc14287e5d,CFG731_a9f22ebc14287e5d,F731PW,37.442949818854665,1,15,11
RFQ731-001947,V8_EXTRACTED,True,G731CA,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,G731CA,42.52666668939629,1,48,13
RFQ731-001948,V8_EXTRACTED,True,x731,CFG731_e1c54b5b080fabb2,CFG731_8d07e19298d09d34,x731,22.086907658964186,7,1549,15
RFQ731-001949,V8_EXTRACTED,True,G731ST-LT,CFG731_98bb5036a27a91a8,CFG731_455da2f832a6b66d,G731ST-LT,34.6323276698164,3,153,14
RFQ731-001950,V8_EXTRACTED,True,x731,CFG731_3dd4cfcf6ee98460,CFG731_3dd4cfcf6ee98460,x731,36.51198164796555,1,1549,14
RFQ731-001951,V8_EXTRACTED,True,x731,CFG731_a8d894aee1986066,CFG731_91e51485b56960b2,x731,42.36443021406119,2,1549,16
RFQ731-001952,V8_EXTRACTED,True,x731,CFG731_70576b93aef3bc09,CFG731_2d0a81ff4ec49480,x731,26.24128888654318,8,1549,16
RFQ731-001953,V8_EXTRACTED,True,G731ST-HT,CFG731_d44e54f35ee15977,CFG731_8b18ac1c34209d63,G731ST-HT,42.51102925822604,3,151,14
RFQ731-001954,V8_EXTRACTED,True,x731,CFG731_c4bcee3a1477eeea,CFG731_d8c9e5b1edc3b4b3,x731,33.0013347863323,8,1549,15
RFQ731-001955,V8_EXTRACTED,True,x731,CFG731_11a99741e1f7cce9,CFG731_8d07e19298d09d34,x731,21.575779742419698,8,1549,12
RFQ731-001956,V8_EXTRACTED,True,x731,CFG731_c6a3ff6155563d17,CFG731_5e61ce3b60d15e11,x731,24.26210500508743,3,1549,17
RFQ731-001957,V8_EXTRACTED,True,x731,CFG731_3df9fddf845f3508,CFG731_3b2a32abbf148ca1,x731,28.981112933975847,2,1549,18
RFQ731-001958,V8_EXTRACTED,True,x731,CFG731_c368d3c9941ce0d3,CFG731_2322a268d0a898f9,x731,36.29002485249141,6,1549,13
RFQ731-001959,V8_EXTRACTED,True,x731,CFG731_04e7216b1ba7f935,CFG731_1f978c234895178c,x731,37.32998370058119,9,1549,15
RFQ731-001960,V8_EXTRACTED,True,x731,CFG731_7187559e0dc892c4,CFG731_747411fe70ba8e8d,x731,35.13902245417452,2,1549,13
RFQ731-001961,V8_EXTRACTED,True,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,G731VG,38.350284707061405,1,4,13
RFQ731-001962,V8_EXTRACTED,True,G731CA,CFG731_4af82641f975d9aa,CFG731_757fbd3e8915b462,G731CA,23.039501078995787,3,48,11
RFQ731-001963,V8_EXTRACTED,True,x731,CFG731_388928540067c900,CFG731_8cf35251fcd54982,x731,26.402703636601764,2,1549,14
RFQ731-001964,V8_EXTRACTED,True,x731,CFG731_066736b465be9fda,CFG731_12089d5d54f581ac,x731,28.506740498510403,4,1549,14
RFQ731-001965,V8_EXTRACTED,True,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,G731CA,20.317247909217507,1,48,10
RFQ731-001966,V8_EXTRACTED,True,x731,CFG731_bcec8ceac2dbcc79,CFG731_ed19d16aecf53db8,x731,26.96960779797805,3,1549,14
RFQ731-001967,V8_EXTRACTED,True,x731,CFG731_214b093bf98ca9ef,CFG731_214b093bf98ca9ef,x731,33.8325513574386,1,1549,13
RFQ731-001968,V8_EXTRACTED,True,x731,CFG731_b9655c874fd22316,CFG731_ad0a2fd7350b6cca,x731,40.11368656608549,3,1549,15
RFQ731-001969,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_5076f1c2c0488d0e,CFG731_cd1c2b236ffda331,F731WD_DualChannel,43.248670479040385,2,19,10
RFQ731-001970,V8_EXTRACTED,True,F731TE,CFG731_a72f99e8160efda6,CFG731_6886c948a9d1ec0c,F731TE,14.49763400575592,3,30,14
RFQ731-001971,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_11c93eca01984a14,F731WD_SingleChannel,32.97264661402165,4,10,10
RFQ731-001972,V8_EXTRACTED,True,x731,CFG731_bc06761f9c625643,CFG731_e80085d86d0bbfa9,x731,39.254090791947675,55,1549,16
RFQ731-001973,V8_EXTRACTED,True,x731,CFG731_d52ffc95af0989a6,CFG731_736953a253ffd341,x731,31.168969891882085,8,1549,11
RFQ731-001974,V8_EXTRACTED,True,x731,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,x731,29.39016336750906,1,1549,14
RFQ731-001975,V8_EXTRACTED,True,G731ST-LT,CFG731_0029021d98da4557,CFG731_0029021d98da4557,G731ST-LT,29.005174039190653,1,153,15
RFQ731-001976,V8_EXTRACTED,True,G731CA,CFG731_edf13ed38a4b54de,CFG731_5bfe9492c76587ec,G731CA,23.31728961978009,3,48,14
RFQ731-001977,V8_EXTRACTED,True,x731,CFG731_daff07a8bdec497b,CFG731_31b475abe3d16a99,x731,31.84617156210523,3,1549,15
RFQ731-001978,V8_EXTRACTED,True,x731,CFG731_8f2f3a7ba66ea526,CFG731_ce4c7976fe8fc47b,x731,32.83473893460983,7,1549,13
RFQ731-001979,V8_EXTRACTED,True,x731,CFG731_e8d4d37dfb814e2d,CFG731_9e4fccece4d272d3,x731,34.60676047366111,2,1549,13
RFQ731-001980,V8_EXTRACTED,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_516629085c122a4e,x731,36.63340753577156,3,1549,17
RFQ731-001981,V8_EXTRACTED,True,x731,CFG731_de1b4a889540ef0e,CFG731_3fe779486d988e69,x731,36.07807041991006,7,1549,14
RFQ731-001982,V8_EXTRACTED,True,x731,CFG731_5ed193735e1217cd,CFG731_d9c736acc178c66d,x731,29.185872684248217,8,1549,15
RFQ731-001983,V8_EXTRACTED,True,x731,CFG731_3d79b5ed69541acc,CFG731_219ac3d01befd6d1,x731,29.63634594158984,6,1549,15
RFQ731-001984,V8_EXTRACTED,True,x731,CFG731_0848f22447616e6f,CFG731_da02526d254e2e35,x731,40.69369058213621,2,1549,15
RFQ731-001985,V8_EXTRACTED,True,x731,CFG731_a5e5e12c08e4e838,CFG731_f4856d563cc31f77,x731,26.36063184592978,3,1549,14
RFQ731-001986,V8_EXTRACTED,True,x731,CFG731_acf759e7c479b97e,CFG731_ad0a2fd7350b6cca,x731,38.9216931976206,3,1549,15
RFQ731-001987,V8_EXTRACTED,True,x731,CFG731_782638eae748ba9a,CFG731_782638eae748ba9a,x731,32.887284072281524,1,1549,17
RFQ731-001988,V8_EXTRACTED,True,x731,CFG731_9b7849ea5c974903,CFG731_89772de94df83ba5,x731,21.771208820664867,10,1549,16
RFQ731-001989,V8_EXTRACTED,True,x731,CFG731_aa82c10f35e81f8d,CFG731_be171d4bbfab2b66,x731,19.76040606872857,20,1549,15
RFQ731-001990,V8_EXTRACTED,True,F731TE,CFG731_344778a042931752,CFG731_54559f782190a122,F731TE,29.728995873477253,3,30,9
RFQ731-001991,V8_EXTRACTED,True,F731TE,CFG731_3c2aedfb429dc226,CFG731_d8c69b7395beabbb,F731TE,27.001464796421672,5,30,9
RFQ731-001992,V8_EXTRACTED,True,x731,CFG731_2497a004dc6e1657,CFG731_516629085c122a4e,x731,31.20683542220985,8,1549,13
RFQ731-001993,V8_EXTRACTED,True,x731,CFG731_e5e722b510c96bb7,CFG731_70a71b60723e910d,x731,39.09000143169512,2,1549,14
RFQ731-001994,V8_EXTRACTED,True,G731CA,CFG731_adfd119b20585b0b,CFG731_ed85647cd384c17a,G731CA,38.0992525800284,2,48,11
RFQ731-001995,V8_EXTRACTED,True,G731CA,CFG731_495876b6233d3864,CFG731_b97ce0f180acf155,G731CA,36.60273274055216,12,48,11
RFQ731-001996,V8_EXTRACTED,True,G731ST-LT,CFG731_0e0f01b5586b92da,CFG731_a40ab19ad6671fbe,G731ST-LT,29.623551306805133,2,153,15
RFQ731-001997,V8_EXTRACTED,True,x731,CFG731_34247ec265566826,CFG731_e8e7b7513a5c9544,x731,27.84804248904093,2,1549,17
RFQ731-001998,V8_EXTRACTED,True,G731ST-LT,CFG731_5be9d749d8317fd3,CFG731_49cd4cbef1081333,G731ST-LT,33.579871807787704,8,153,13
RFQ731-001999,V8_EXTRACTED,True,G731ST-HT,CFG731_72c610ffb054f7c4,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,30.200386242123486,3,151,12
