rfq_id,predicted_requirement_count,actual_requirement_count,true_positives,false_positives,false_negatives,precision,recall,f1,predicted_requirements,actual_requirements
RFQ731-000957,9,16,7,2,7,0.7777777777777778,0.5,0.6086956521739131,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-000958,11,14,6,5,4,0.5454545454545454,0.6,0.5714285714285713,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'stromEingaenge': 'AS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'S', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI'}"
RFQ731-000959,12,16,8,4,5,0.6666666666666666,0.6153846153846154,0.64,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-000960,4,13,2,2,9,0.5,0.18181818181818182,0.26666666666666666,"{'characteristic': 'VG', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000961,10,15,7,3,6,0.7,0.5384615384615384,0.608695652173913,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-000962,6,13,4,2,7,0.6666666666666666,0.36363636363636365,0.4705882352941177,"{'characteristic': 'VG', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000963,6,13,4,2,7,0.6666666666666666,0.36363636363636365,0.4705882352941177,"{'devCategory': 'F', 'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-000964,10,13,7,3,3,0.7,0.7,0.7,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-000965,3,13,2,1,10,0.6666666666666666,0.16666666666666666,0.26666666666666666,"{'housing': 'ST', 'certification': 'IN', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-000966,8,11,6,2,3,0.75,0.6666666666666666,0.7058823529411765,"{'devCategory': 'F', 'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'AG', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'WD', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'CN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'dev_advMeterVerification': '1'}"
RFQ731-000967,10,15,7,3,5,0.7,0.5833333333333334,0.6363636363636365,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'MN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-000968,7,14,4,3,8,0.5714285714285714,0.3333333333333333,0.4210526315789474,"{'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'certification': 'IN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-000969,7,14,4,3,7,0.5714285714285714,0.36363636363636365,0.4444444444444444,"{'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'CA', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'PA', 'stromSchaltbar': 'CS2', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-000970,11,14,7,4,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-000971,7,14,4,3,7,0.5714285714285714,0.36363636363636365,0.4444444444444444,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000972,8,13,5,3,5,0.625,0.5,0.5555555555555556,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS2', 'temperaturEingaenge': 'TT2', 'binaerDigitalOpenColl_MN': 'MN4', 'dev_advMeterVerification': '1'}"
RFQ731-000973,7,14,3,4,8,0.42857142857142855,0.2727272727272727,0.33333333333333326,"{'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'H', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI'}"
RFQ731-000974,9,12,7,2,3,0.7777777777777778,0.7,0.7368421052631577,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'CA', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}"
RFQ731-000975,9,15,5,4,7,0.5555555555555556,0.4166666666666667,0.4761904761904762,"{'characteristic': 'VG', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'binaerDigitalOpenColl_MN': 'MN1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000976,11,16,8,3,6,0.7272727272727273,0.5714285714285714,0.64,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-000977,8,13,5,3,5,0.625,0.5,0.5555555555555556,"{'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'H', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI'}"
RFQ731-000978,8,13,6,2,5,0.75,0.5454545454545454,0.631578947368421,"{'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'S', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'MN', 'dataInterface': 'NN', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI'}"
RFQ731-000979,8,13,6,2,5,0.75,0.5454545454545454,0.631578947368421,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS2', 'temperaturEingaenge': 'TT2', 'binaerOpenColl_MP': 'MP4', 'dev_advMeterVerification': '1'}"
RFQ731-000980,10,15,6,4,6,0.6,0.5,0.5454545454545454,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-000981,7,11,5,2,4,0.7142857142857143,0.5555555555555556,0.6250000000000001,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'PA', 'temperaturEingaenge': 'TT2', 'dev_advMeterVerification': '1'}"
RFQ731-000982,9,14,7,2,5,0.7777777777777778,0.5833333333333334,0.6666666666666666,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1'}"
RFQ731-000983,9,13,6,3,4,0.6666666666666666,0.6,0.631578947368421,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'stromEingaenge': 'AS', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'customUserFluid': '1'}"
RFQ731-000984,9,14,6,3,6,0.6666666666666666,0.5,0.5714285714285715,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000985,9,14,5,4,6,0.5555555555555556,0.45454545454545453,0.5,"{'devCategory': 'F', 'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI'}"
RFQ731-000986,8,14,6,2,6,0.75,0.5,0.6,"{'characteristic': 'TE', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'A', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'customUserFluid': '1', 'steamApplication': 'N'}"
RFQ731-000987,7,14,4,3,8,0.5714285714285714,0.3333333333333333,0.4210526315789474,"{'devCategory': 'G', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'CAPABILITY', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-000988,11,14,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1'}"
RFQ731-000989,7,12,5,2,5,0.7142857142857143,0.5,0.588235294117647,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'CA', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'MT', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}"
RFQ731-000990,9,14,6,3,5,0.6666666666666666,0.5454545454545454,0.6,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'certification': 'IN', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '4', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'MN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-000991,7,15,5,2,8,0.7142857142857143,0.38461538461538464,0.5,"{'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'temperaturEingaenge': 'TT1', 'dev_advMeterVerification': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'HS', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
RFQ731-000992,10,16,6,4,7,0.6,0.46153846153846156,0.5217391304347826,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1'}"
RFQ731-000993,8,17,4,4,10,0.5,0.2857142857142857,0.36363636363636365,"{'devCategory': 'G', 'characteristic': 'TE', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'IN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1'}","{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'K', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'HS', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'dynamicGasMaster': '1', 'customUserFluid': '1'}"
RFQ731-000994,6,13,3,3,8,0.5,0.2727272727272727,0.3529411764705882,"{'characteristic': 'TE', 'housing': 'ST', 'explosionApproval': 'N', 'certification': 'IN', 'dataInterface': 'NN', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'G', 'characteristic': 'ST', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '2', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'binaerOpenColl_MP': 'MP1', 'waveInjector': 'FWI', 'customUserFluid': '1', 'steamApplication': 'H'}"
RFQ731-000995,9,13,6,3,4,0.6666666666666666,0.6,0.631578947368421,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'certification': 'IN', 'stromSchaltbar': 'CAPABILITY', 'temperaturEingaenge': 'TT1'}","{'devCategory': 'H', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'N', 'protectionArea': 'N', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'stromEingaenge': 'IS1', 'temperaturEingaenge': 'TT1', 'waveInjector': 'FWI'}"
RFQ731-000996,10,15,6,4,6,0.6,0.5,0.5454545454545454,"{'devCategory': 'G', 'characteristic': 'GP', 'housing': 'ST', 'numberOfChannels': '1', 'certification': 'AG', 'dataInterface': 'NN', 'stromSchaltbar': 'FUNCTIONALITY', 'temperaturEingaenge': 'TT1', 'binaerOpenColl_MP': 'MP1', 'binaerDigitalOpenColl_MN': 'MN1'}","{'devCategory': 'F', 'characteristic': 'GP', 'housing': 'ST', 'powerSupply': '1', 'numberOfChannels': '1', 'explosionApproval': 'F', 'protectionArea': '2', 'certification': 'NN', 'dataInterface': 'NN', 'stromSchaltbar': 'CS1', 'temperaturEingaenge': 'TT1', 'binaerDigitalOpenColl_MN': 'MN1', 'waveInjector': 'FWI', 'dev_advMeterVerification': '1', 'customUserFluid': '1'}"
