characteristic,internal_value,phrase,occurrence_count,unique_rfqs,mandatory_count,preferred_count,implicit_count,mandatory_rate,preferred_rate,implicit_rate,evidence_score,evidence_level
characteristic,WD,proposed,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,proposed solution,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,proposed solution must,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,proposed solution must provide,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,solution,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,solution must,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,solution must provide,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,the proposed,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,the proposed solution,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,the proposed solution must,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,the proposed solution must provide,66,66,66,0,0,1.0,0.0,0.0,132.0,STRONG
characteristic,WD,application,50,50,50,0,0,1.0,0.0,0.0,100.0,STRONG
characteristic,WD,application requires,50,50,50,0,0,1.0,0.0,0.0,100.0,STRONG
characteristic,WD,the application,50,50,50,0,0,1.0,0.0,0.0,100.0,STRONG
characteristic,WD,the application requires,50,50,50,0,0,1.0,0.0,0.0,100.0,STRONG
characteristic,WD,we require,43,43,43,0,0,1.0,0.0,0.0,86.0,MODERATE
characteristic,WD,must provide water-duty,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,must provide water-duty measurement,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,proposed solution must provide water-duty,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,provide water-duty,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,provide water-duty measurement,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,solution must provide water-duty,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,solution must provide water-duty measurement,37,37,37,0,0,1.0,0.0,0.0,74.0,MODERATE
characteristic,WD,provide water,30,30,29,1,0,0.9666666666666667,0.03333333333333333,0.0,59.5,MODERATE
characteristic,WD,provide water measurement,30,30,29,1,0,0.9666666666666667,0.03333333333333333,0.0,59.5,MODERATE
characteristic,WD,provide water measurement service,30,30,29,1,0,0.9666666666666667,0.03333333333333333,0.0,59.5,MODERATE
characteristic,WD,is required to support water-duty,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,must provide water,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,must provide water measurement,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,must provide water measurement service,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,proposed solution must provide water,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,required to support water-duty,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,required to support water-duty measurement,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,solution must provide water,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,solution must provide water measurement,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,support water-duty,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,support water-duty measurement,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,to support water-duty,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,to support water-duty measurement,29,29,29,0,0,1.0,0.0,0.0,58.0,MODERATE
characteristic,WD,application requires water,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,application requires water measurement,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,application requires water measurement service,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,require water,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,require water measurement,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,require water measurement service,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,requires water,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,requires water measurement,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,requires water measurement service,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,the application requires water,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,the application requires water measurement,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,we require water,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,we require water measurement,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,we require water measurement service,28,28,28,0,0,1.0,0.0,0.0,56.0,MODERATE
characteristic,WD,is required to support water,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,required to support water,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,required to support water measurement,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,support water,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,support water measurement,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,support water measurement service,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,to support water,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,to support water measurement,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,to support water measurement service,24,24,24,0,0,1.0,0.0,0.0,48.0,MODERATE
characteristic,WD,application requires water-duty,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,application requires water-duty measurement,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,requires water-duty,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,requires water-duty measurement,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,the application requires water-duty,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,the application requires water-duty measurement,22,22,22,0,0,1.0,0.0,0.0,44.0,MODERATE
characteristic,WD,require water-duty,15,15,15,0,0,1.0,0.0,0.0,30.0,WEAK
characteristic,WD,require water-duty measurement,15,15,15,0,0,1.0,0.0,0.0,30.0,WEAK
characteristic,WD,we require water-duty,15,15,15,0,0,1.0,0.0,0.0,30.0,WEAK
characteristic,WD,we require water-duty measurement,15,15,15,0,0,1.0,0.0,0.0,30.0,WEAK
characteristic,WD,we would,11,11,0,11,0,0.0,1.0,0.0,16.5,WEAK
characteristic,WD,would,11,11,0,11,0,0.0,1.0,0.0,16.5,WEAK
characteristic,WD,available,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,available we,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,available we would,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,available we would like,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,like,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,we would like,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,where,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,where available,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,where available we,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,where available we would,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,where available we would like,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,would like,7,7,0,7,0,0.0,1.0,0.0,10.5,WEAK
characteristic,WD,available we would like water-duty,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,like water-duty,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,like water-duty measurement,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,prefer,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,we would like water-duty,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,we would like water-duty measurement,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,we would prefer,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,would like water-duty,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,would like water-duty measurement,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,would prefer,4,4,0,4,0,0.0,1.0,0.0,6.0,RARE
characteristic,WD,a preferred,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,a preferred option,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,as a,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,as a preferred,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,as a preferred option,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,available we would like water,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,consider,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,like water,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,like water measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,like water measurement service,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,please consider,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,prefer water-duty,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,prefer water-duty measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,preferred,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,preferred option,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,we would like water,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,we would like water measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,we would prefer water-duty,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,we would prefer water-duty measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,would like water,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,would like water measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,would like water measurement service,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,would prefer water-duty,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,would prefer water-duty measurement,3,3,0,3,0,0.0,1.0,0.0,4.5,RARE
characteristic,WD,consider water,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,consider water measurement,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,consider water measurement service,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,consider water measurement service as,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,measurement service as,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,measurement service as a,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,measurement service as a preferred,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,please consider water,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,please consider water measurement,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,please consider water measurement service,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,service as,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,service as a,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,service as a preferred,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,service as a preferred option,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,water measurement service as,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,water measurement service as a,2,2,0,2,0,0.0,1.0,0.0,3.0,RARE
characteristic,WD,consider water-duty,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,consider water-duty measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,consider water-duty measurement as,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,consider water-duty measurement as a,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,if possible,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,if possible please,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,if possible please provide,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,if possible please provide water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,measurement as,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,measurement as a,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,measurement as a preferred,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,measurement as a preferred option,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please consider water-duty,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please consider water-duty measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please consider water-duty measurement as,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please provide water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please provide water measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,please provide water measurement service,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,possible,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,possible please,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,possible please provide,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,possible please provide water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,possible please provide water measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,prefer water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,prefer water measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,prefer water measurement service,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,water-duty measurement as,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,water-duty measurement as a,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,water-duty measurement as a preferred,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,we would prefer water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,we would prefer water measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,would prefer water,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,would prefer water measurement,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
characteristic,WD,would prefer water measurement service,1,1,0,1,0,0.0,1.0,0.0,1.5,RARE
customUserFluid,1,fluid,3057,3057,1807,1250,0,0.5911023879620543,0.4088976120379457,0.0,5489.0,VERY_STRONG
customUserFluid,1,configuration,1553,1553,926,627,0,0.5962652929813265,0.40373470701867353,0.0,2792.5,VERY_STRONG
customUserFluid,1,custom,1553,1553,926,627,0,0.5962652929813265,0.40373470701867353,0.0,2792.5,VERY_STRONG
customUserFluid,1,custom fluid,1553,1553,926,627,0,0.5962652929813265,0.40373470701867353,0.0,2792.5,VERY_STRONG
customUserFluid,1,custom fluid configuration,1553,1553,926,627,0,0.5962652929813265,0.40373470701867353,0.0,2792.5,VERY_STRONG
customUserFluid,1,fluid configuration,1553,1553,926,627,0,0.5962652929813265,0.40373470701867353,0.0,2792.5,VERY_STRONG
customUserFluid,1,a customer-specific,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,a customer-specific fluid,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,a customer-specific fluid definition,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,customer-specific,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,customer-specific fluid,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,customer-specific fluid definition,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,definition,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,fluid definition,1504,1504,881,623,0,0.5857712765957447,0.4142287234042553,0.0,2696.5,VERY_STRONG
customUserFluid,1,we require,472,472,472,0,0,1.0,0.0,0.0,944.0,VERY_STRONG
customUserFluid,1,must,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,must provide,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,proposed,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,proposed solution,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,proposed solution must,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,proposed solution must provide,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,solution,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,solution must,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,solution must provide,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,the proposed,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,the proposed solution,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,the proposed solution must,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,the proposed solution must provide,470,470,470,0,0,1.0,0.0,0.0,940.0,VERY_STRONG
customUserFluid,1,we would,619,619,0,619,0,0.0,1.0,0.0,928.5,VERY_STRONG
customUserFluid,1,would,619,619,0,619,0,0.0,1.0,0.0,928.5,VERY_STRONG
customUserFluid,1,application,442,442,442,0,0,1.0,0.0,0.0,884.0,VERY_STRONG
customUserFluid,1,application requires,442,442,442,0,0,1.0,0.0,0.0,884.0,VERY_STRONG
customUserFluid,1,the application,442,442,442,0,0,1.0,0.0,0.0,884.0,VERY_STRONG
customUserFluid,1,the application requires,442,442,442,0,0,1.0,0.0,0.0,884.0,VERY_STRONG
customUserFluid,1,provide custom,427,427,249,178,0,0.5831381733021077,0.4168618266978923,0.0,765.0,VERY_STRONG
customUserFluid,1,provide custom fluid,427,427,249,178,0,0.5831381733021077,0.4168618266978923,0.0,765.0,VERY_STRONG
customUserFluid,1,provide custom fluid configuration,427,427,249,178,0,0.5831381733021077,0.4168618266978923,0.0,765.0,VERY_STRONG
customUserFluid,1,provide a customer-specific,373,373,221,152,0,0.5924932975871313,0.4075067024128686,0.0,670.0,VERY_STRONG
customUserFluid,1,provide a customer-specific fluid,373,373,221,152,0,0.5924932975871313,0.4075067024128686,0.0,670.0,VERY_STRONG
customUserFluid,1,provide a customer-specific fluid definition,373,373,221,152,0,0.5924932975871313,0.4075067024128686,0.0,670.0,VERY_STRONG
customUserFluid,1,must provide custom,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,must provide custom fluid,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,must provide custom fluid configuration,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,proposed solution must provide custom,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,solution must provide custom,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,solution must provide custom fluid,249,249,249,0,0,1.0,0.0,0.0,498.0,VERY_STRONG
customUserFluid,1,if possible,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,if possible please,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,if possible please provide,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,possible,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,possible please,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,possible please provide,330,330,0,330,0,0.0,1.0,0.0,495.0,VERY_STRONG
customUserFluid,1,require custom,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,require custom fluid,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,require custom fluid configuration,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,we require custom,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,we require custom fluid,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,we require custom fluid configuration,242,242,242,0,0,1.0,0.0,0.0,484.0,VERY_STRONG
customUserFluid,1,available,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,available we,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,available we would,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,available we would like,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,like,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,we would like,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,where,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,where available,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,where available we,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,where available we would,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,where available we would like,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,would like,317,317,0,317,0,0.0,1.0,0.0,475.5,VERY_STRONG
customUserFluid,1,require a customer-specific,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,require a customer-specific fluid,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,require a customer-specific fluid definition,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,we require a,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,we require a customer-specific,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,we require a customer-specific fluid,230,230,230,0,0,1.0,0.0,0.0,460.0,VERY_STRONG
customUserFluid,1,prefer,302,302,0,302,0,0.0,1.0,0.0,453.0,VERY_STRONG
customUserFluid,1,we would prefer,302,302,0,302,0,0.0,1.0,0.0,453.0,VERY_STRONG
customUserFluid,1,would prefer,302,302,0,302,0,0.0,1.0,0.0,453.0,VERY_STRONG
customUserFluid,1,a preferred,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,a preferred option,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,as a,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,as a preferred,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,as a preferred option,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,consider,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,please consider,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,preferred,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,preferred option,301,301,0,301,0,0.0,1.0,0.0,451.5,VERY_STRONG
customUserFluid,1,application requires a,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,application requires a customer-specific,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,application requires a customer-specific fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,application requires custom,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,application requires custom fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,application requires custom fluid configuration,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,must provide a,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,must provide a customer-specific,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,must provide a customer-specific fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,proposed solution must provide a,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires a customer-specific,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires a customer-specific fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires a customer-specific fluid definition,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires custom,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires custom fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,requires custom fluid configuration,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,solution must provide a,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,solution must provide a customer-specific,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,the application requires a,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,the application requires a customer-specific,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,the application requires custom,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,the application requires custom fluid,221,221,221,0,0,1.0,0.0,0.0,442.0,VERY_STRONG
customUserFluid,1,is required to support custom,214,214,214,0,0,1.0,0.0,0.0,428.0,VERY_STRONG
customUserFluid,1,required to support custom,214,214,214,0,0,1.0,0.0,0.0,428.0,VERY_STRONG
customUserFluid,1,required to support custom fluid,214,214,214,0,0,1.0,0.0,0.0,428.0,VERY_STRONG
customUserFluid,1,support custom,214,214,214,0,0,1.0,0.0,0.0,428.0,VERY_STRONG
customUserFluid,1,support custom fluid,214,214,214,0,0,1.0,0.0,0.0,428.0,VERY_STRONG
