evidence_source,package,characteristic_a,characteristic_b,relationship_type,observed_state,sample_size,support_rate,package_coverage,global_mi,conditional_mi,evidence_strength,action,reason
conditional_dependency,,devCategory,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.5352606795232013,0.9293636260137188,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dev_advMeterVerification,customUserFluid,characteristic_to_characteristic,,,,1,0.2054488293937444,0.9293636260137188,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,customUserFluid,characteristic_to_characteristic,,,,1,0.7652054354766347,0.9293636260137186,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.3630601588186137,0.9293636260137186,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,customUserFluid,characteristic_to_characteristic,,,,1,0.6252235877146917,0.9293636260137184,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.3731454296226122,0.9293636260137184,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.2697068764568242,0.9124411797645412,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,waveInjector,characteristic_to_characteristic,,,,1,0.4685293070478957,0.6631968402398287,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,explosionApproval,characteristic_to_characteristic,,,,1,0.4143406646900702,0.4798687566511528,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,explosionApproval,characteristic_to_characteristic,,,,1,0.3974470775642532,0.4798687566511528,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,dataInterface,characteristic_to_characteristic,,,,1,0.3959657150371103,0.4061128041388777,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,customUserFluid,characteristic_to_characteristic,,,,1,0.2015743730049453,0.3737817839288955,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.1407134554161273,0.3737817839288955,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,certification,characteristic_to_characteristic,,,,1,0.3624010325328366,0.3737817839288953,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,waveInjector,characteristic_to_characteristic,,,,1,0.0870717218662813,0.3183692540329326,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,waveInjector,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.540261929293289,0.3183692540329321,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,waveInjector,customUserFluid,characteristic_to_characteristic,,,,1,0.0481089151575444,0.3183692540329321,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,waveInjector,characteristic_to_characteristic,,,,1,0.1435470843429618,0.3183692540329312,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dev_advMeterVerification,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.1951974979257188,0.2572687659714374,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dynamicGasMaster,customUserFluid,characteristic_to_characteristic,,,,1,0.1424421739096912,0.2572687659714374,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.1270305073851019,0.2572687659714372,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.1265367578195144,0.2572687659714368,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromSchaltbar,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,3,0.1756834780520719,0.2382174094606878,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,6,0.1593881707204065,0.233595468354238,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dataInterface,customUserFluid,characteristic_to_characteristic,,,,1,0.2802276017500018,0.2164576317250839,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dataInterface,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.1659651725229816,0.2164576317250839,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,6,0.0863079879796191,0.2121794341328643,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,binaerOpenColl_MP,characteristic_to_characteristic,,,,6,0.164771749680689,0.1915234996533899,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,stromSchaltbar,characteristic_to_characteristic,,,,1,0.1766047097492078,0.1538461538461538,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,binaerOpenColl_MP,characteristic_to_characteristic,,,,6,0.0971975211625681,0.1458063989417282,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,waveInjector,characteristic_to_characteristic,,,,1,0.1930873933287249,0.1421039282051743,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,waveInjector,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.2314824454880026,0.1109562069975103,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dataInterface,temperaturEingaenge,characteristic_to_characteristic,,,,4,0.4446682020121959,0.0983505085236216,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.0516780692094989,0.0900412076696692,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,temperaturEingaenge,characteristic_to_characteristic,,,,1,0.3117583495770717,0.0747563567857791,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,stromEingaenge,characteristic_to_characteristic,,,,1,0.2960019617364375,0.0747563567857791,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,stromSchaltbar,characteristic_to_characteristic,,,,1,0.1186935311365888,0.067416645932697,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromSchaltbar,customUserFluid,characteristic_to_characteristic,,,,1,0.152275389698052,0.0674166459326963,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromSchaltbar,dev_advMeterVerification,characteristic_to_characteristic,,,,1,0.0824855997953575,0.0674166459326963,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dataInterface,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.070195190676519,0.0661235679324248,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,dataInterface,waveInjector,characteristic_to_characteristic,,,,1,0.2080429872225297,0.0631530631314065,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,binaerOpenColl_MP,characteristic_to_characteristic,,,,4,0.031520414611335,0.0438198413848449,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,5,0.024503789951767,0.0378776177951176,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromSchaltbar,waveInjector,characteristic_to_characteristic,,,,1,0.1600330029645049,0.0286134982224801,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromSchaltbar,dynamicGasMaster,characteristic_to_characteristic,,,,1,0.0453147370927404,0.0131199569557129,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,protectionArea,characteristic_to_characteristic,,,,1,0.0239741469758956,0.0102460880345094,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,protectionArea,characteristic_to_characteristic,,,,1,0.0070805598500784,0.0102460880345094,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,binaerOpenColl_MP,characteristic_to_characteristic,,,,5,0.0182899767854072,0.0102452143988772,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,dataInterface,characteristic_to_characteristic,,,,1,0.0393249066296116,0.008993622864302,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,dataInterface,characteristic_to_characteristic,,,,1,0.1547047656218482,0.007260740533266,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,certification,stromSchaltbar,characteristic_to_characteristic,,,,3,0.0878162831996824,0.0060217529740873,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,dataInterface,characteristic_to_characteristic,,,,2,0.0740466905192901,0.004496811432151,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,stromEingaenge,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,3,0.045591450501973,0.0043050211738949,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,stromSchaltbar,characteristic_to_characteristic,,,,1,0.0107616141481201,0.0035602054601074,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,stromSchaltbar,characteristic_to_characteristic,,,,1,0.0255022454215438,0.0029668378834227,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,1,0.0250901418497744,0.0005895962750608,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,binaerOpenColl_MP,characteristic_to_characteristic,,,,1,0.0197908522604361,0.0005895962750608,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,1,0.0145951974007785,0.0005895962750608,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,binaerOpenColl_MP,characteristic_to_characteristic,,,,1,0.0394252986219283,0.0002947981375304,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,protectionArea,characteristic_to_characteristic,,,,1,0.0016125238486606,2.220446049250313e-16,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,stromEingaenge,characteristic_to_characteristic,,,,2,0.0132988849721717,1.1102230246251563e-16,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,temperaturEingaenge,characteristic_to_characteristic,,,,2,0.0115401643900767,8.881784197001253e-17,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,stromSchaltbar,characteristic_to_characteristic,,,,1,0.0552263157082033,5.551115123125783e-17,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,waveInjector,characteristic_to_characteristic,,,,0,0.1585564531260244,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,certification,characteristic_to_characteristic,,,,0,0.1521993509228912,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,waveInjector,characteristic_to_characteristic,,,,0,0.1417245555229936,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,binaerOpenColl_MP,characteristic_to_characteristic,,,,0,0.113130898899785,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,binaerOpenColl_MP,characteristic_to_characteristic,,,,0,0.1041964607303413,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerOpenColl_MP,waveInjector,characteristic_to_characteristic,,,,0,0.1024222464991713,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,temperaturEingaenge,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,0,0.0831665257518605,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerOpenColl_MP,customUserFluid,characteristic_to_characteristic,,,,0,0.0755326946924646,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerDigitalOpenColl_MN,waveInjector,characteristic_to_characteristic,,,,0,0.0711029475411799,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,0,0.0630435414728138,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,waveInjector,characteristic_to_characteristic,,,,0,0.0565564498957327,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,stromEingaenge,characteristic_to_characteristic,,,,0,0.0553138264407968,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,powerSupply,characteristic_to_characteristic,,,,0,0.0529488244867706,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,temperaturEingaenge,characteristic_to_characteristic,,,,0,0.0499566914210448,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerDigitalOpenColl_MN,customUserFluid,characteristic_to_characteristic,,,,0,0.0482327630469299,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerDigitalOpenColl_MN,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0416530259254883,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,explosionApproval,characteristic_to_characteristic,,,,0,0.0393771503278675,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,binaerOpenColl_MP,characteristic_to_characteristic,,,,0,0.0389181369012068,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerDigitalOpenColl_MN,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.0353879197947828,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,housing,characteristic_to_characteristic,,,,0,0.0342746845881127,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,stromSchaltbar,characteristic_to_characteristic,,,,0,0.0308875519800326,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerOpenColl_MP,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0307397622850764,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,stromEingaenge,characteristic_to_characteristic,,,,0,0.0271849737144063,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,temperaturEingaenge,characteristic_to_characteristic,,,,0,0.0246030056538155,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,binaerDigitalOpenColl_MN,characteristic_to_characteristic,,,,0,0.0240645785099005,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.023175811937911,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.0204641122883438,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,binaerOpenColl_MP,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.0182785019997531,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.0176717520512554,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,customUserFluid,characteristic_to_characteristic,,,,0,0.0174267622311388,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,devCategory,explosionApproval,characteristic_to_characteristic,,,,0,0.0170443335529455,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,stromEingaenge,characteristic_to_characteristic,,,,0,0.014202719859072,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0102864205228332,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,powerSupply,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0080548186446884,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,explosionApproval,customUserFluid,characteristic_to_characteristic,,,,0,0.0025582982747329,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0022814335096231,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,dynamicGasMaster,characteristic_to_characteristic,,,,0,0.0022049779501704,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,dev_advMeterVerification,characteristic_to_characteristic,,,,0,0.0018720090998265,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,numberOfChannels,protectionArea,characteristic_to_characteristic,,,,0,0.0017631359848158,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,housing,customUserFluid,characteristic_to_characteristic,,,,0,0.0010190622294601,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,temperaturEingaenge,characteristic_to_characteristic,,,,0,0.0009640223091631,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,customUserFluid,characteristic_to_characteristic,,,,0,0.0004620194682758,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,waveInjector,characteristic_to_characteristic,,,,0,0.0003848869033662,0.0,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
conditional_dependency,,protectionArea,stromEingaenge,characteristic_to_characteristic,,,,0,0.0028219486680116,-2.775557561562892e-17,WEAK_STATISTICAL_DEPENDENCY,IGNORE,Insufficient package coverage or conditional MI.
