characteristic,phrase,occurrence_count,unique_rfqs,internal_value_count,value_variants,characteristic_evidence_score,evidence_level
dataInterface,we require gas metering,31,31,4,HS|MT|NN|PA,6.2,MODERATE
dataInterface,we require gas metering application,31,31,4,HS|MT|NN|PA,6.2,MODERATE
dataInterface,a hazardous process,18,18,2,HS|PA,6.0,WEAK
dataInterface,a hazardous process environment,18,18,2,HS|PA,6.0,WEAK
dataInterface,additional configurable,12,12,1,HS,6.0,WEAK
dataInterface,additional configurable current-output,12,12,1,HS,6.0,WEAK
dataInterface,additional configurable current-output functionality,12,12,1,HS,6.0,WEAK
dataInterface,application requires advanced verification,12,12,1,HS,6.0,WEAK
dataInterface,application requires advanced verification functionality,12,12,1,HS,6.0,WEAK
dataInterface,application requires operation in,12,12,1,HS,6.0,WEAK
dataInterface,application requires operation in a,12,12,1,HS,6.0,WEAK
dataInterface,arabia,12,12,1,HS,6.0,WEAK
dataInterface,as part of our process,12,12,1,HS,6.0,WEAK
dataInterface,configurable,12,12,1,HS,6.0,WEAK
dataInterface,configurable current-output,12,12,1,HS,6.0,WEAK
dataInterface,configurable current-output functionality,12,12,1,HS,6.0,WEAK
dataInterface,consider stainless-steel housing,12,12,1,HS,6.0,WEAK
dataInterface,consider stainless-steel housing as,12,12,1,HS,6.0,WEAK
dataInterface,consider stainless-steel housing as a,12,12,1,HS,6.0,WEAK
dataInterface,country italy,12,12,1,HS,6.0,WEAK
dataInterface,country saudi,12,12,1,HS,6.0,WEAK
dataInterface,country saudi arabia,12,12,1,HS,6.0,WEAK
dataInterface,currently working on our measurement,12,12,1,HS,6.0,WEAK
dataInterface,customer reference metering,12,12,1,HS,6.0,WEAK
dataInterface,customer reference metering system,12,12,1,HS,6.0,WEAK
dataInterface,customer reference metering system replacement,12,12,1,HS,6.0,WEAK
dataInterface,electrical supply option as,18,18,2,HS|NN,6.0,WEAK
dataInterface,electrical supply option as a,18,18,2,HS|NN,6.0,WEAK
dataInterface,for production measurement,12,12,1,HS,6.0,WEAK
dataInterface,hazardous process,18,18,2,HS|PA,6.0,WEAK
dataInterface,hazardous process environment,18,18,2,HS|PA,6.0,WEAK
dataInterface,housing as,12,12,1,HS,6.0,WEAK
dataInterface,housing as a,12,12,1,HS,6.0,WEAK
dataInterface,housing as a preferred,12,12,1,HS,6.0,WEAK
dataInterface,housing as a preferred option,12,12,1,HS,6.0,WEAK
dataInterface,is required to support custom,12,12,1,HS,6.0,WEAK
dataInterface,italy,12,12,1,HS,6.0,WEAK
dataInterface,metering system,12,12,1,HS,6.0,WEAK
dataInterface,metering system replacement,12,12,1,HS,6.0,WEAK
dataInterface,metering system replacement country,12,12,1,HS,6.0,WEAK
dataInterface,must provide advanced verification,12,12,1,HS,6.0,WEAK
dataInterface,must provide advanced verification functionality,12,12,1,HS,6.0,WEAK
dataInterface,must provide enhanced measurement,18,18,2,HS|NN,6.0,WEAK
dataInterface,must provide enhanced measurement capability,18,18,2,HS|NN,6.0,WEAK
dataInterface,must provide installation,12,12,1,HS,6.0,WEAK
dataInterface,must provide installation in,12,12,1,HS,6.0,WEAK
dataInterface,must provide installation in a,12,12,1,HS,6.0,WEAK
dataInterface,of our process,12,12,1,HS,6.0,WEAK
dataInterface,on our measurement,12,12,1,HS,6.0,WEAK
dataInterface,option as,18,18,2,HS|NN,6.0,WEAK
dataInterface,option as a,18,18,2,HS|NN,6.0,WEAK
dataInterface,option as a preferred,18,18,2,HS|NN,6.0,WEAK
dataInterface,option as a preferred option,18,18,2,HS|NN,6.0,WEAK
dataInterface,our plant,12,12,1,HS,6.0,WEAK
dataInterface,our plant modernisation,12,12,1,HS,6.0,WEAK
dataInterface,our plant modernisation project,12,12,1,HS,6.0,WEAK
dataInterface,part of our process,12,12,1,HS,6.0,WEAK
dataInterface,please consider stainless-steel housing,12,12,1,HS,6.0,WEAK
dataInterface,please consider stainless-steel housing as,12,12,1,HS,6.0,WEAK
dataInterface,please provide advanced low-temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,please provide advanced low-temperature measurement,18,18,2,HS|NN,6.0,WEAK
dataInterface,possible please provide advanced low-temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,prefer advanced low-temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,prefer advanced low-temperature measurement,18,18,2,HS|NN,6.0,WEAK
dataInterface,prefer advanced low-temperature measurement capability,18,18,2,HS|NN,6.0,WEAK
dataInterface,process environment,18,18,2,HS|PA,6.0,WEAK
dataInterface,proposed solution must provide installation,12,12,1,HS,6.0,WEAK
dataInterface,reference metering,12,12,1,HS,6.0,WEAK
dataInterface,reference metering system,12,12,1,HS,6.0,WEAK
dataInterface,reference metering system replacement,12,12,1,HS,6.0,WEAK
dataInterface,reference metering system replacement country,12,12,1,HS,6.0,WEAK
dataInterface,replacement,12,12,1,HS,6.0,WEAK
dataInterface,replacement country,12,12,1,HS,6.0,WEAK
dataInterface,require one temperature,12,12,1,HS,6.0,WEAK
dataInterface,require one temperature measurement,12,12,1,HS,6.0,WEAK
dataInterface,require one temperature measurement input,12,12,1,HS,6.0,WEAK
dataInterface,require stainless-steel housing,12,12,1,HS,6.0,WEAK
dataInterface,required to support a switchable,18,18,2,HS|NN,6.0,WEAK
dataInterface,required to support custom,12,12,1,HS,6.0,WEAK
dataInterface,required to support custom fluid,12,12,1,HS,6.0,WEAK
dataInterface,required to support standard temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,requires advanced verification,12,12,1,HS,6.0,WEAK
dataInterface,requires advanced verification functionality,12,12,1,HS,6.0,WEAK
dataInterface,requires operation in,12,12,1,HS,6.0,WEAK
dataInterface,requires operation in a,12,12,1,HS,6.0,WEAK
dataInterface,requires operation in a hazardous,12,12,1,HS,6.0,WEAK
dataInterface,rkiye we are requesting,12,12,1,HS,6.0,WEAK
dataInterface,rkiye we are requesting a,12,12,1,HS,6.0,WEAK
dataInterface,saudi,12,12,1,HS,6.0,WEAK
dataInterface,saudi arabia,12,12,1,HS,6.0,WEAK
dataInterface,solution must provide advanced verification,12,12,1,HS,6.0,WEAK
dataInterface,solution must provide enhanced measurement,18,18,2,HS|NN,6.0,WEAK
dataInterface,solution must provide installation,12,12,1,HS,6.0,WEAK
dataInterface,solution must provide installation in,12,12,1,HS,6.0,WEAK
dataInterface,stainless-steel housing as,12,12,1,HS,6.0,WEAK
dataInterface,stainless-steel housing as a,12,12,1,HS,6.0,WEAK
dataInterface,stainless-steel housing as a preferred,12,12,1,HS,6.0,WEAK
dataInterface,supply option as,18,18,2,HS|NN,6.0,WEAK
dataInterface,supply option as a,18,18,2,HS|NN,6.0,WEAK
dataInterface,supply option as a preferred,18,18,2,HS|NN,6.0,WEAK
dataInterface,support a switchable,18,18,2,HS|NN,6.0,WEAK
dataInterface,support a switchable current-output,18,18,2,HS|NN,6.0,WEAK
dataInterface,support a switchable current-output capability,18,18,2,HS|NN,6.0,WEAK
dataInterface,support custom,12,12,1,HS,6.0,WEAK
dataInterface,support custom fluid,12,12,1,HS,6.0,WEAK
dataInterface,support custom fluid configuration,12,12,1,HS,6.0,WEAK
dataInterface,support standard temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,support standard temperature application,18,18,2,HS|NN,6.0,WEAK
dataInterface,system replacement,12,12,1,HS,6.0,WEAK
dataInterface,system replacement country,12,12,1,HS,6.0,WEAK
dataInterface,systems ag,12,12,1,HS,6.0,WEAK
dataInterface,systems ag rfq,12,12,1,HS,6.0,WEAK
dataInterface,systems ag rfq reference,12,12,1,HS,6.0,WEAK
dataInterface,t rkiye we are requesting,12,12,1,HS,6.0,WEAK
dataInterface,technologies ag,12,12,1,HS,6.0,WEAK
dataInterface,technologies ag rfq,12,12,1,HS,6.0,WEAK
dataInterface,technologies ag rfq reference,12,12,1,HS,6.0,WEAK
dataInterface,the application requires advanced verification,12,12,1,HS,6.0,WEAK
dataInterface,the application requires operation in,12,12,1,HS,6.0,WEAK
dataInterface,to support a switchable,18,18,2,HS|NN,6.0,WEAK
dataInterface,to support a switchable current-output,18,18,2,HS|NN,6.0,WEAK
dataInterface,to support custom,12,12,1,HS,6.0,WEAK
dataInterface,to support custom fluid,12,12,1,HS,6.0,WEAK
dataInterface,to support custom fluid configuration,12,12,1,HS,6.0,WEAK
dataInterface,to support standard temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,to support standard temperature application,18,18,2,HS|NN,6.0,WEAK
dataInterface,we require one temperature,12,12,1,HS,6.0,WEAK
dataInterface,we require one temperature measurement,12,12,1,HS,6.0,WEAK
dataInterface,we require stainless-steel housing,12,12,1,HS,6.0,WEAK
dataInterface,we would prefer advanced low-temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,working on our measurement,12,12,1,HS,6.0,WEAK
dataInterface,would prefer advanced low-temperature,18,18,2,HS|NN,6.0,WEAK
dataInterface,would prefer advanced low-temperature measurement,18,18,2,HS|NN,6.0,WEAK
dataInterface,must provide stainless-steel,23,23,3,HS|MT|NN,5.75,MODERATE
dataInterface,proposed solution must provide stainless-steel,23,23,3,HS|MT|NN,5.75,MODERATE
dataInterface,required to support stainless-steel enclosure,23,23,3,HS|NN|PA,5.75,MODERATE
dataInterface,solution must provide stainless-steel,23,23,3,HS|MT|NN,5.75,MODERATE
dataInterface,support stainless-steel enclosure,23,23,3,HS|NN|PA,5.75,MODERATE
dataInterface,to support stainless-steel enclosure,23,23,3,HS|NN|PA,5.75,MODERATE
dataInterface,configuration as,34,34,5,HS|MR|MT|NN|PA,5.666666666666667,MODERATE
dataInterface,configuration as a,34,34,5,HS|MR|MT|NN|PA,5.666666666666667,MODERATE
dataInterface,configuration as a preferred,34,34,5,HS|MR|MT|NN|PA,5.666666666666667,MODERATE
dataInterface,configuration as a preferred option,34,34,5,HS|MR|MT|NN|PA,5.666666666666667,MODERATE
dataInterface,consider the standard electrical,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,consider the standard electrical supply,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,hazardous-area conditions,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,operation under,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,operation under hazardous-area,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,operation under hazardous-area conditions,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,please consider the standard electrical,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,provide an open-collector,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,provide an open-collector input,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,provide an open-collector input capability,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,standard electrical supply option as,17,17,2,HS|NN,5.666666666666667,WEAK
dataInterface,under,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,under hazardous-area,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,under hazardous-area conditions,17,17,2,HS|MT,5.666666666666667,WEAK
dataInterface,consider the required,28,28,4,HS|MR|MT|PA,5.6,MODERATE
dataInterface,please consider the required,28,28,4,HS|MR|MT|PA,5.6,MODERATE
dataInterface,an upcoming measurement,11,11,1,HS,5.5,WEAK
dataInterface,application requires liquid,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,application requires liquid flow,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,application requires liquid flow measurement,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,application requires stainless-steel housing,22,22,3,HS|MT|NN,5.5,MODERATE
dataInterface,best regards procurement team metrix,11,11,1,HS,5.5,WEAK
dataInterface,chemical,11,11,1,HS,5.5,WEAK
dataInterface,country france we,11,11,1,HS,5.5,WEAK
dataInterface,country france we are,11,11,1,HS,5.5,WEAK
dataInterface,country netherlands we,11,11,1,HS,5.5,WEAK
dataInterface,country netherlands we are,11,11,1,HS,5.5,WEAK
dataInterface,customer metrix,11,11,1,HS,5.5,WEAK
dataInterface,dear sales team customer metrix,11,11,1,HS,5.5,WEAK
dataInterface,france we,11,11,1,HS,5.5,WEAK
dataInterface,france we are,11,11,1,HS,5.5,WEAK
dataInterface,manufacturing technologies b,11,11,1,HS,5.5,WEAK
dataInterface,metrix,11,11,1,HS,5.5,WEAK
dataInterface,must provide operation in a,11,11,1,HS,5.5,WEAK
dataInterface,netherlands we,11,11,1,HS,5.5,WEAK
dataInterface,netherlands we are,11,11,1,HS,5.5,WEAK
dataInterface,of an upcoming measurement,11,11,1,HS,5.5,WEAK
dataInterface,part of an upcoming measurement,11,11,1,HS,5.5,WEAK
dataInterface,procurement team metrix,11,11,1,HS,5.5,WEAK
dataInterface,regards procurement team metrix,11,11,1,HS,5.5,WEAK
dataInterface,require a customer-specific,11,11,1,HS,5.5,WEAK
dataInterface,require a customer-specific fluid,11,11,1,HS,5.5,WEAK
dataInterface,require a customer-specific fluid definition,11,11,1,HS,5.5,WEAK
dataInterface,requirements the application requires liquid,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,requires liquid,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,requires liquid flow,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,requires liquid flow measurement,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,requires stainless-steel housing,22,22,3,HS|MT|NN,5.5,MODERATE
dataInterface,sales team customer metrix,11,11,1,HS,5.5,WEAK
dataInterface,team customer metrix,11,11,1,HS,5.5,WEAK
dataInterface,team metrix,11,11,1,HS,5.5,WEAK
dataInterface,the application requires liquid,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,the application requires liquid flow,22,22,3,HS|NN|PA,5.5,MODERATE
dataInterface,the application requires stainless-steel housing,22,22,3,HS|MT|NN,5.5,MODERATE
dataInterface,upcoming measurement,11,11,1,HS,5.5,WEAK
dataInterface,upgrade country netherlands,11,11,1,HS,5.5,WEAK
dataInterface,upgrade we,11,11,1,HS,5.5,WEAK
dataInterface,upgrade we require,11,11,1,HS,5.5,WEAK
dataInterface,upgrade we require a,11,11,1,HS,5.5,WEAK
dataInterface,upgrade we require a suitable,11,11,1,HS,5.5,WEAK
dataInterface,utility water,11,11,1,HS,5.5,WEAK
dataInterface,utility water measurement,11,11,1,HS,5.5,WEAK
dataInterface,we require a customer-specific,11,11,1,HS,5.5,WEAK
dataInterface,we require a customer-specific fluid,11,11,1,HS,5.5,WEAK
dataInterface,application requires one measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,application requires one measurement channel,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,application requires standard installation,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,application requires standard installation conditions,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,available we would like temperature,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like a switchable,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like a switchable current-output,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like a switchable current-output capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like temperature,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like temperature measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,like temperature measurement capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,provide operation in a,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,provide operation in a hazardous,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,require a switchable,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,require a switchable current-output,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,require a switchable current-output capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,required to support a dedicated,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,required to support enhanced measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,requires one measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,requires one measurement channel,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,requires standard installation,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,requires standard installation conditions,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,support a dedicated,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,support a dedicated current-input,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,support a dedicated current-input channel,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,support enhanced measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,support enhanced measurement capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,support enhanced measurement capability for,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,the application requires one measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,the application requires standard installation,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,to support a dedicated,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,to support a dedicated current-input,16,16,2,HS|PA,5.333333333333333,WEAK
dataInterface,to support enhanced measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,to support enhanced measurement capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we require a switchable,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we require a switchable current-output,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we require an,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we would like a switchable,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we would like temperature,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,we would like temperature measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,would like a switchable,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,would like a switchable current-output,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,would like temperature,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,would like temperature measurement,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,would like temperature measurement capability,16,16,2,HS|NN,5.333333333333333,WEAK
dataInterface,is required to support temperature,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,required to support a single,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,required to support temperature,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,required to support temperature measurement,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,support a single,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,support a single measurement,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,support a single measurement channel,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,support temperature,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,support temperature measurement,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,to support a single,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,to support a single measurement,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,to support temperature,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,to support temperature measurement,26,26,4,HS|MT|NN|PA,5.2,MODERATE
dataInterface,an upcoming new,10,10,1,HS,5.0,WEAK
dataInterface,application requires a switchable,15,15,2,HS|NN,5.0,WEAK
dataInterface,application requires a switchable current-output,15,15,2,HS|NN,5.0,WEAK
dataInterface,application requires advanced meter,10,10,1,HS,5.0,WEAK
dataInterface,application requires advanced meter verification,10,10,1,HS,5.0,WEAK
dataInterface,application requires standard temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,application requires standard temperature application,15,15,2,HS|NN,5.0,WEAK
dataInterface,best regards procurement team industrial,10,10,1,HS,5.0,WEAK
dataInterface,best regards procurement team nexon,10,10,1,HS,5.0,WEAK
dataInterface,best regards procurement team united,10,10,1,HS,5.0,WEAK
dataInterface,country germany our,10,10,1,HS,5.0,WEAK
dataInterface,country germany our team,10,10,1,HS,5.0,WEAK
dataInterface,country germany our team is,10,10,1,HS,5.0,WEAK
dataInterface,country united,10,10,1,HS,5.0,WEAK
dataInterface,current-output capability as,15,15,2,HS|NN,5.0,WEAK
dataInterface,current-output capability as a,15,15,2,HS|NN,5.0,WEAK
dataInterface,current-output capability as a preferred,15,15,2,HS|NN,5.0,WEAK
dataInterface,customer industrial,10,10,1,HS,5.0,WEAK
dataInterface,customer nexon,10,10,1,HS,5.0,WEAK
dataInterface,customer united,10,10,1,HS,5.0,WEAK
dataInterface,dear sales team customer industrial,10,10,1,HS,5.0,WEAK
dataInterface,dear sales team customer nexon,10,10,1,HS,5.0,WEAK
dataInterface,dear sales team customer united,10,10,1,HS,5.0,WEAK
dataInterface,energy systems,10,10,1,HS,5.0,WEAK
dataInterface,equipment suitable for utility,10,10,1,HS,5.0,WEAK
dataInterface,for equipment suitable for utility,10,10,1,HS,5.0,WEAK
dataInterface,for utility measurement,10,10,1,HS,5.0,WEAK
dataInterface,for utility water,10,10,1,HS,5.0,WEAK
dataInterface,for utility water measurement,10,10,1,HS,5.0,WEAK
dataInterface,germany our,10,10,1,HS,5.0,WEAK
dataInterface,germany our team,10,10,1,HS,5.0,WEAK
dataInterface,germany our team is,10,10,1,HS,5.0,WEAK
dataInterface,germany our team is planning,10,10,1,HS,5.0,WEAK
dataInterface,like advanced low-temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,like advanced low-temperature measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,like advanced low-temperature measurement capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,measurement system upgrade and,10,10,1,HS,5.0,WEAK
dataInterface,measurement system upgrade and are,10,10,1,HS,5.0,WEAK
dataInterface,must provide one current,10,10,1,HS,5.0,WEAK
dataInterface,must provide one current input,10,10,1,HS,5.0,WEAK
dataInterface,must provide one temperature,10,10,1,HS,5.0,WEAK
dataInterface,must provide one temperature measurement,10,10,1,HS,5.0,WEAK
dataInterface,nexon,10,10,1,HS,5.0,WEAK
dataInterface,of an upcoming new,10,10,1,HS,5.0,WEAK
dataInterface,on our measurement system,10,10,1,HS,5.0,WEAK
dataInterface,on our measurement system upgrade,10,10,1,HS,5.0,WEAK
dataInterface,our measurement system upgrade and,10,10,1,HS,5.0,WEAK
dataInterface,part of an upcoming new,10,10,1,HS,5.0,WEAK
dataInterface,plant utility,10,10,1,HS,5.0,WEAK
dataInterface,please provide enhanced measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,please provide enhanced measurement capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,please provide the standard electrical,15,15,2,HS|NN,5.0,WEAK
dataInterface,possible please provide enhanced measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,prefer enhanced measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,prefer enhanced measurement capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,prefer enhanced measurement capability for,15,15,2,HS|NN,5.0,WEAK
dataInterface,prefer stainless-steel enclosure,10,10,1,HS,5.0,WEAK
dataInterface,prefer the standard certification,15,15,2,HS|NN,5.0,WEAK
dataInterface,prefer the standard certification package,15,15,2,HS|NN,5.0,WEAK
dataInterface,procurement team industrial,10,10,1,HS,5.0,WEAK
dataInterface,procurement team nexon,10,10,1,HS,5.0,WEAK
dataInterface,procurement team united,10,10,1,HS,5.0,WEAK
dataInterface,project country india,10,10,1,HS,5.0,WEAK
dataInterface,provide a customer-specific,10,10,1,HS,5.0,WEAK
dataInterface,provide a customer-specific fluid,10,10,1,HS,5.0,WEAK
dataInterface,provide a customer-specific fluid definition,10,10,1,HS,5.0,WEAK
dataInterface,regards procurement team industrial,10,10,1,HS,5.0,WEAK
dataInterface,regards procurement team nexon,10,10,1,HS,5.0,WEAK
dataInterface,regards procurement team united,10,10,1,HS,5.0,WEAK
dataInterface,require a dedicated,10,10,1,HS,5.0,WEAK
dataInterface,require a dedicated current-input,10,10,1,HS,5.0,WEAK
dataInterface,require a dedicated current-input channel,10,10,1,HS,5.0,WEAK
dataInterface,require standard non-hazardous-area,15,15,2,HS|NN,5.0,WEAK
dataInterface,require standard non-hazardous-area installation,15,15,2,HS|NN,5.0,WEAK
dataInterface,require temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,require temperature measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,require temperature measurement capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,required to support operation in,20,20,3,HS|MT|PA,5.0,MODERATE
dataInterface,required to support standard installation,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,requires a switchable,15,15,2,HS|NN,5.0,WEAK
dataInterface,requires a switchable current-output,15,15,2,HS|NN,5.0,WEAK
dataInterface,requires a switchable current-output capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,requires advanced meter,10,10,1,HS,5.0,WEAK
dataInterface,requires advanced meter verification,10,10,1,HS,5.0,WEAK
dataInterface,requires standard temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,requires standard temperature application,15,15,2,HS|NN,5.0,WEAK
dataInterface,sales team customer industrial,10,10,1,HS,5.0,WEAK
dataInterface,sales team customer nexon,10,10,1,HS,5.0,WEAK
dataInterface,sales team customer united,10,10,1,HS,5.0,WEAK
dataInterface,solution must provide one current,10,10,1,HS,5.0,WEAK
dataInterface,solution must provide one temperature,10,10,1,HS,5.0,WEAK
dataInterface,suitable for utility,10,10,1,HS,5.0,WEAK
dataInterface,support operation in,20,20,3,HS|MT|PA,5.0,MODERATE
dataInterface,support standard installation,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,support standard installation conditions,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,support temperature measurement capability,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,switchable current-output capability as,15,15,2,HS|NN,5.0,WEAK
dataInterface,switchable current-output capability as a,15,15,2,HS|NN,5.0,WEAK
dataInterface,system upgrade and,10,10,1,HS,5.0,WEAK
dataInterface,system upgrade and are,10,10,1,HS,5.0,WEAK
dataInterface,system upgrade and are looking,10,10,1,HS,5.0,WEAK
dataInterface,team customer industrial,10,10,1,HS,5.0,WEAK
dataInterface,team customer nexon,10,10,1,HS,5.0,WEAK
dataInterface,team customer united,10,10,1,HS,5.0,WEAK
dataInterface,team industrial,10,10,1,HS,5.0,WEAK
dataInterface,team nexon,10,10,1,HS,5.0,WEAK
dataInterface,team united,10,10,1,HS,5.0,WEAK
dataInterface,the application requires a switchable,15,15,2,HS|NN,5.0,WEAK
dataInterface,the application requires advanced meter,10,10,1,HS,5.0,WEAK
dataInterface,the application requires standard temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,to support operation in,20,20,3,HS|MT|PA,5.0,MODERATE
dataInterface,to support standard installation,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,to support standard installation conditions,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,to support temperature measurement capability,25,25,4,HS|MT|NN|PA,5.0,MODERATE
dataInterface,upcoming new,10,10,1,HS,5.0,WEAK
dataInterface,upgrade country germany we,10,10,1,HS,5.0,WEAK
dataInterface,upgrade country germany we are,10,10,1,HS,5.0,WEAK
dataInterface,we require a dedicated,10,10,1,HS,5.0,WEAK
dataInterface,we require a dedicated current-input,10,10,1,HS,5.0,WEAK
dataInterface,we require standard non-hazardous-area,15,15,2,HS|NN,5.0,WEAK
dataInterface,we require standard non-hazardous-area installation,15,15,2,HS|NN,5.0,WEAK
dataInterface,we require temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,we require temperature measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,we require temperature measurement capability,15,15,2,HS|NN,5.0,WEAK
dataInterface,we would like advanced low-temperature,15,15,2,HS|NN,5.0,WEAK
dataInterface,we would prefer enhanced measurement,15,15,2,HS|NN,5.0,WEAK
dataInterface,we would prefer stainless-steel enclosure,10,10,1,HS,5.0,WEAK
dataInterface,working on our measurement system,10,10,1,HS,5.0,WEAK
