rfq_id,target_package,predicted_package,true_configuration_id,predicted_configuration_id,true_score,predicted_score,score_difference_predicted_minus_true,exact_id_match,same_technical_signature,same_package,technical_equivalent,package_technical_equivalent,top1_case_category,num_changed_characteristics,changed_characteristics,technical_equivalent_rank,package_technical_equivalent_rank,exact_id_rank
RFQ731-000677,F731WD_DualChannel,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,36.30115881302178,36.30115881302178,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000678,G731CA,G731CA,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,28.170110935086907,28.170110935086907,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000679,x731,x731,CFG731_8b6eb20d56ad0a7c,CFG731_e049618b920d59b6,21.289863716237317,21.289863716237317,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,temperaturEingaenge|dev_advMeterVerification,3.0,3.0,3.0
RFQ731-000680,x731,x731,CFG731_aa8c30a4f1baca2e,CFG731_440f9c9b032b7d0a,18.113885841492014,18.113885841492014,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,4.0,4.0,4.0
RFQ731-000681,x731,x731,CFG731_ac3a4ff61341aa72,CFG731_ac3a4ff61341aa72,23.135034710508183,23.135034710508183,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000682,G731ST-HT,G731ST-HT,CFG731_1a1206cc52132df1,CFG731_1a1206cc52132df1,26.43060978188787,26.43060978188787,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000683,x731,x731,CFG731_565e3731063ff5c5,CFG731_565e3731063ff5c5,24.56538353772665,24.56538353772665,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000684,x731,x731,CFG731_27481a3518f630c6,CFG731_516629085c122a4e,21.71319327621412,21.71319327621412,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000685,F731WD_DualChannel,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,32.30861569119556,32.30861569119556,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000686,x731,x731,CFG731_ac0f372c930c2e22,CFG731_ac0f372c930c2e22,24.19507605051498,24.19507605051498,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000687,G731ST-LT,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,22.1571212140856,22.1571212140856,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,temperaturEingaenge|binaerDigitalOpenColl_MN,3.0,3.0,3.0
RFQ731-000688,x731,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,22.62841662476227,22.62841662476227,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000689,x731,x731,CFG731_76d13dd0246c6ccc,CFG731_8189439864af87ea,21.222180530276898,21.222180530276898,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerDigitalOpenColl_MN,2.0,2.0,2.0
RFQ731-000690,x731,x731,CFG731_f693af423cd0a85a,CFG731_6e096e946540ab4e,22.23557387439932,22.23557387439932,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dynamicGasMaster,2.0,2.0,2.0
RFQ731-000691,x731,x731,CFG731_3727d181b2806370,CFG731_3727d181b2806370,21.7869582661629,21.7869582661629,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000692,G731ST-HT,G731ST-HT,CFG731_348f97ec6945fbf8,CFG731_cc9ac35e4d9a1854,26.95040647939092,26.95040647939092,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-000693,G731ST-HT,G731ST-HT,CFG731_143205a81a2e7efc,CFG731_cc9ac35e4d9a1854,26.85154324863611,26.85154324863611,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-000694,x731,x731,CFG731_ca05869cc5edc073,CFG731_97796c9ac2811c94,22.15344349900661,22.15344349900661,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000695,G731ST-LT,G731ST-LT,CFG731_3c070a82e4102784,CFG731_3c070a82e4102784,25.935385562735835,25.935385562735835,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000696,G731ST-HT,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,25.4350394787327,25.4350394787327,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000697,x731,x731,CFG731_b4987f1c95e91d0d,CFG731_b4987f1c95e91d0d,22.341526058246338,22.341526058246338,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000698,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_11c93eca01984a14,25.359137294119503,25.359137294119503,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-000699,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_ee8e327bbb737abf,CFG731_a7d2a5a9ae465701,25.90038174659436,25.90038174659436,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,2.0,2.0,2.0
RFQ731-000700,x731,x731,CFG731_a6849487313f00ac,CFG731_5dd42015f6f61801,22.254665370054123,22.254665370054123,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dynamicGasMaster,2.0,2.0,2.0
RFQ731-000701,x731,x731,CFG731_7a6e9e503add9a86,CFG731_7c358bf1aa4ea94e,20.895738916412803,20.895738916412803,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000702,x731,x731,CFG731_a7422430db553ad5,CFG731_e8e7b7513a5c9544,18.953786351300987,18.953786351300987,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,2.0,2.0,2.0
RFQ731-000703,x731,x731,CFG731_c42374cc9dea3494,CFG731_f430d8ebe4134533,20.779614991975777,20.779614991975777,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,dev_advMeterVerification|customUserFluid,3.0,3.0,3.0
RFQ731-000704,x731,x731,CFG731_ae226e31119be9bd,CFG731_ae226e31119be9bd,23.233133724164887,23.233133724164887,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000705,G731ST-LT,G731ST-LT,CFG731_e03b41992c837b34,CFG731_e03b41992c837b34,25.32606577182213,25.32606577182213,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000706,x731,x731,CFG731_30ccf87da13edf1e,CFG731_0fbee36816b7af98,23.6776599213187,23.6776599213187,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000707,x731,x731,CFG731_faa6b560b4d99a0a,CFG731_75466cb810218a66,20.37643951678948,20.37643951678948,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000708,x731,x731,CFG731_07364aa0260e0bc7,CFG731_c6a3ff6155563d17,20.962577234618728,20.962577234618728,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-000709,x731,x731,CFG731_9d1ffcce07240574,CFG731_219ac3d01befd6d1,20.28184227617364,20.28184227617364,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,4.0,4.0,4.0
RFQ731-000710,G731ST-LT,G731ST-LT,CFG731_d982a98f914f0a87,CFG731_77dd17c48f15826c,23.810192171273624,23.810192171273624,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerDigitalOpenColl_MN,2.0,2.0,2.0
RFQ731-000711,x731,x731,CFG731_4d39aa53959ccce3,CFG731_31aa13473958d7d3,21.67454598629257,21.67454598629257,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|customUserFluid,3.0,3.0,3.0
RFQ731-000712,G731ST-LT,G731ST-LT,CFG731_455da2f832a6b66d,CFG731_455da2f832a6b66d,25.36180364671432,25.36180364671432,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000713,x731,x731,CFG731_4eb28f7e77f7ba51,CFG731_4eb28f7e77f7ba51,22.8654103410282,22.8654103410282,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000714,x731,x731,CFG731_20fe81ae7d0a406e,CFG731_e8f6cbe0006a0957,22.000061694491933,22.000061694491933,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,customUserFluid,2.0,2.0,2.0
RFQ731-000715,G731ST-LT,G731ST-LT,CFG731_671960d0fb04b698,CFG731_0fdf5c36c9c41e69,23.830554483916828,23.830554483916828,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,2.0,2.0,2.0
RFQ731-000716,x731,x731,CFG731_a59bfb67e03ca4c8,CFG731_37c55138c4eebb90,21.04991442517676,21.04991442517676,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dynamicGasMaster,3.0,3.0,3.0
RFQ731-000717,G731ST-LT,G731ST-LT,CFG731_e67173c88f9460f6,CFG731_49cd4cbef1081333,21.697779495638304,21.697779495638304,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,temperaturEingaenge|binaerDigitalOpenColl_MN,5.0,5.0,5.0
RFQ731-000718,F731TE,F731TE,CFG731_874928f24c55285e,CFG731_874928f24c55285e,39.169853628786285,39.169853628786285,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000719,x731,x731,CFG731_deb3d65220135a9e,CFG731_91e51485b56960b2,21.203256679135816,21.203256679135816,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|temperaturEingaenge,3.0,3.0,3.0
RFQ731-000720,x731,x731,CFG731_e5e722b510c96bb7,CFG731_70a71b60723e910d,20.47601287204899,20.47601287204899,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,customUserFluid,2.0,2.0,2.0
RFQ731-000721,G731ST-HT,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_eb70dc35972dc4b7,25.433200682727858,25.433200682727858,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,3.0,3.0,3.0
RFQ731-000722,F731WD_DualChannel,F731WD_DualChannel,CFG731_d135404efcd6265d,CFG731_c37386a371e13fa8,21.885677424882346,21.885677424882346,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|binaerOpenColl_MP,4.0,4.0,4.0
RFQ731-000723,x731,x731,CFG731_48cf6bd4ca59e583,CFG731_337790e6bbcf15f4,19.441923359176243,19.441923359176243,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerOpenColl_MP,4.0,4.0,4.0
RFQ731-000724,F731TE,F731TE,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,38.80183643608151,38.80183643608151,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000725,x731,x731,CFG731_3c85eeb43bc9e42a,CFG731_59f86789e43d86f1,21.761949821039774,21.761949821039774,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,2.0,2.0,2.0
RFQ731-000726,x731,x731,CFG731_9676c8784fca6c61,CFG731_9676c8784fca6c61,20.36782895977759,20.36782895977759,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000727,x731,x731,CFG731_ba522ec0a7a74924,CFG731_620cb319c2b7c332,19.31203602597903,19.31203602597903,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,temperaturEingaenge,8.0,8.0,8.0
RFQ731-000728,F731WD_DualChannel,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,36.30115881302178,36.30115881302178,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000729,x731,x731,CFG731_c8d4383220ad607a,CFG731_91e51485b56960b2,21.47079938870193,21.47079938870193,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|dev_advMeterVerification,2.0,2.0,2.0
RFQ731-000730,x731,x731,CFG731_d4be02ad7e56a796,CFG731_3b2a32abbf148ca1,19.735639869534133,19.735639869534133,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromSchaltbar|temperaturEingaenge|dynamicGasMaster,5.0,5.0,5.0
RFQ731-000731,G731ST-LT,G731ST-LT,CFG731_3c070a82e4102784,CFG731_3c070a82e4102784,25.935385562735835,25.935385562735835,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000732,x731,x731,CFG731_16f81be390fdae7e,CFG731_91e51485b56960b2,21.994019539277584,21.994019539277584,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerDigitalOpenColl_MN,3.0,3.0,3.0
RFQ731-000733,x731,x731,CFG731_ab67f4ca670c9841,CFG731_91e51485b56960b2,21.49036305313753,21.49036305313753,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|customUserFluid,2.0,2.0,2.0
RFQ731-000734,x731,x731,CFG731_5718ef9495972b30,CFG731_516629085c122a4e,21.346787335893197,21.346787335893197,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-000735,G731ST-LT,G731ST-LT,CFG731_9c6b16fef6d02aaf,CFG731_d5af433b36265df1,23.660214098807216,23.660214098807216,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerDigitalOpenColl_MN,3.0,3.0,3.0
RFQ731-000736,x731,x731,CFG731_8defc1a0775e52a5,CFG731_8defc1a0775e52a5,20.55947416177796,20.55947416177796,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000737,x731,x731,CFG731_8956c16bd3b9a345,CFG731_7822370b42865359,20.759157800896435,20.759157800896435,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-000738,x731,x731,CFG731_ceb13e5602925e38,CFG731_491a198d9cd06e17,19.348263991935305,19.348263991935305,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,customUserFluid,9.0,9.0,9.0
RFQ731-000739,x731,x731,CFG731_c0de9fcc26bbc71b,CFG731_c0de9fcc26bbc71b,20.34820952945377,20.34820952945377,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000740,x731,x731,CFG731_33fed5318b1a4f2f,CFG731_33fed5318b1a4f2f,22.855069102206816,22.855069102206816,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000741,x731,x731,CFG731_04a704e692f8fd05,CFG731_5e61ce3b60d15e11,22.096330848811817,22.096330848811817,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,3.0,3.0,3.0
RFQ731-000742,F731WD_DualChannel,F731WD_DualChannel,CFG731_e8331b2a91577f04,CFG731_a4610f5f38e7d946,34.88281624711353,34.88281624711353,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-000743,F731TE,F731TE,CFG731_3d8c1bbc0ef4249a,CFG731_3d8c1bbc0ef4249a,37.16435247185012,37.16435247185012,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000744,x731,x731,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,21.67925455042225,21.67925455042225,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000745,G731ST-HT,G731ST-HT,CFG731_a4416ae9d698efa6,CFG731_a4416ae9d698efa6,25.72347283305394,25.72347283305394,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000746,G731ST-LT,G731ST-LT,CFG731_2eae9204301f61ab,CFG731_1d89d7fdc7355744,24.559238061030555,24.559238061030555,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,3.0,3.0,3.0
RFQ731-000747,G731ST-HT,G731ST-HT,CFG731_dabfe16503f243e3,CFG731_fcc72e9951376cf3,27.2917934714286,27.2917934714286,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-000748,x731,x731,CFG731_a4b44df449e9d78d,CFG731_b1693ef6b18686ac,20.645402077276454,20.645402077276454,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,dynamicGasMaster,2.0,2.0,2.0
RFQ731-000749,x731,x731,CFG731_2a6e9b57f90048ca,CFG731_241d60e6ef5278be,20.409090907880085,20.409090907880085,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|dev_advMeterVerification,3.0,3.0,3.0
RFQ731-000750,G731ST-LT,G731ST-LT,CFG731_1d59f25068204b01,CFG731_1d59f25068204b01,25.228534737181874,25.228534737181874,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000751,x731,x731,CFG731_eea573acdafa9ee3,CFG731_fde1ab2a4808b544,20.43433777092661,20.43433777092661,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|customUserFluid,3.0,3.0,3.0
RFQ731-000752,x731,x731,CFG731_f9254a8bb3738033,CFG731_83f956404d04e6cd,21.431129847092453,21.431129847092453,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,dev_advMeterVerification|dynamicGasMaster|customUserFluid,3.0,3.0,3.0
RFQ731-000753,x731,x731,CFG731_75b93da9dd9b0316,CFG731_6f8c15548921e4c2,20.5007229395794,20.5007229395794,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerOpenColl_MP,3.0,3.0,3.0
RFQ731-000754,G731ST-HT,G731ST-HT,CFG731_86a2340212c01d2a,CFG731_a56f1437a0b4ca31,25.604109046853917,25.604109046853917,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,2.0,2.0,2.0
RFQ731-000755,x731,x731,CFG731_c6a3ff6155563d17,CFG731_c6a3ff6155563d17,22.31779444466436,22.31779444466436,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000756,G731ST-HT,G731ST-HT,CFG731_ad49f2ad57627f46,CFG731_4aa7d46b9cfa7d7b,24.14792620826305,24.14792620826305,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,2.0,2.0,2.0
RFQ731-000757,x731,x731,CFG731_3611bb1fba248e38,CFG731_3611bb1fba248e38,21.327695840238388,21.327695840238388,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000758,x731,x731,CFG731_6526112621a9ee97,CFG731_6526112621a9ee97,21.08350280362588,21.08350280362588,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000759,x731,x731,CFG731_aef3ebf3cdf884c1,CFG731_496bd7a964d6cd85,21.328457065185663,21.328457065185663,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerOpenColl_MP,5.0,5.0,5.0
RFQ731-000760,x731,x731,CFG731_aa8c30a4f1baca2e,CFG731_440f9c9b032b7d0a,18.113885841492014,18.113885841492014,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|stromEingaenge,4.0,4.0,4.0
RFQ731-000761,x731,x731,CFG731_243419c6708378b3,CFG731_243419c6708378b3,21.21421686761144,21.21421686761144,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000762,x731,x731,CFG731_ddfa4ab00c1bcdd0,CFG731_8d07e19298d09d34,22.50351039202296,22.50351039202296,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-000763,x731,x731,CFG731_5c624ef6fa2b6510,CFG731_5c624ef6fa2b6510,21.062198384178032,21.062198384178032,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000764,G731CA,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,32.28750463962656,32.28750463962656,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000765,x731,x731,CFG731_19ca9bcd323192d2,CFG731_57a2b410fc32b41a,18.98182856446321,18.98182856446321,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|dev_advMeterVerification,5.0,5.0,5.0
RFQ731-000766,F731WD_SingleChannel,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_a7d2a5a9ae465701,34.90497744699932,34.90497744699932,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000767,x731,x731,CFG731_75466cb810218a66,CFG731_75466cb810218a66,21.464114017269,21.464114017269,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000768,G731CA,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,33.8413206340227,33.8413206340227,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000769,x731,x731,CFG731_140a9819128d92da,CFG731_140a9819128d92da,19.83550899185857,19.83550899185857,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000770,G731ST-LT,G731ST-LT,CFG731_bdfa7cd2dbcb13f7,CFG731_4772bedc40328ae2,24.40925998856415,24.40925998856415,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,4.0,4.0,4.0
RFQ731-000771,x731,x731,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,23.0549993736226,23.0549993736226,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000772,x731,x731,CFG731_565e3731063ff5c5,CFG731_565e3731063ff5c5,24.56538353772665,24.56538353772665,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000773,x731,x731,CFG731_8a1a8cb1f6a30d3a,CFG731_8a1a8cb1f6a30d3a,21.957307985383448,21.957307985383448,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000774,x731,x731,CFG731_d3db38843cf9fb81,CFG731_d3db38843cf9fb81,22.413276091609017,22.413276091609017,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000775,x731,x731,CFG731_0ef26d136a7182e8,CFG731_353333bad447dbef,19.54423466871048,19.54423466871048,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromSchaltbar|temperaturEingaenge,2.0,2.0,2.0
RFQ731-000776,x731,x731,CFG731_fd3397424975992e,CFG731_fd3397424975992e,21.48187663424205,21.48187663424205,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000777,G731CA,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,26.623951496598032,26.623951496598032,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000778,x731,x731,CFG731_4b5262a517204cb5,CFG731_cf543b1c3927ab71,22.59900181256937,22.59900181256937,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromSchaltbar,2.0,2.0,2.0
RFQ731-000779,x731,x731,CFG731_ade755d80d357018,CFG731_3b2a32abbf148ca1,19.67251451367152,19.67251451367152,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,3,stromSchaltbar|stromEingaenge|dynamicGasMaster,5.0,5.0,5.0
RFQ731-000780,F731TE,F731TE,CFG731_3fe2202b70f330b1,CFG731_3fe2202b70f330b1,39.212048692989256,39.212048692989256,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000781,x731,x731,CFG731_b44b2e6818291871,CFG731_9228cc48e333917c,20.88792593490823,20.88792593490823,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,customUserFluid,5.0,5.0,5.0
RFQ731-000782,x731,x731,CFG731_6472ab3bf7316498,CFG731_8c8856d21252930e,21.002259722229663,21.002259722229663,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerOpenColl_MP,3.0,3.0,3.0
RFQ731-000783,x731,x731,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,20.592458331954496,20.592458331954496,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000784,x731,x731,CFG731_bce0bc4b7b3a4799,CFG731_36d7686aca1200ae,,19.85899965756581,,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,2,stromEingaenge|binaerDigitalOpenColl_MN,,,
RFQ731-000785,x731,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,23.05019727261671,23.05019727261671,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000786,F731TE,F731TE,CFG731_090330aa38b8e80b,CFG731_090330aa38b8e80b,41.75183379650011,41.75183379650011,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000787,G731ST-LT,G731ST-LT,CFG731_214106ade9f79641,CFG731_515a31451814aae9,,20.73877864817735,,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,binaerOpenColl_MP,,,
RFQ731-000788,x731,x731,CFG731_ac8195f5cce7d089,CFG731_6e096e946540ab4e,22.497187329323665,22.497187329323665,0.0,0,0,1,0,0,EXTRA_OPTIONAL_FEATURES,1,stromEingaenge,2.0,2.0,2.0
RFQ731-000789,x731,x731,CFG731_31d0a0df66872bf7,CFG731_31d0a0df66872bf7,23.95308484150772,23.95308484150772,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
RFQ731-000790,x731,x731,CFG731_5052a216a260faff,CFG731_5052a216a260faff,24.05194807226253,24.05194807226253,0.0,1,1,1,1,1,EXACT_ID_MATCH,0,,1.0,1.0,1.0
