rfq_id,true_rank,target_package,recommended_configuration_id,recommended_package,recommended_score,mode,package_aware
RFQ731-001403,65,x731,CFG731_8d07e19298d09d34,x731,26.285370755806767,V8_EXTRACTED,False
RFQ731-001404,63,G731ST-LT,CFG731_a40ab19ad6671fbe,G731ST-LT,27.962862410568622,V8_EXTRACTED,False
RFQ731-001406,43,x731,CFG731_b7e96d5717c40fd6,x731,39.40670490774815,V8_EXTRACTED,False
RFQ731-001407,13,x731,CFG731_33fed5318b1a4f2f,x731,20.735774450306543,V8_EXTRACTED,False
RFQ731-001408,28,x731,CFG731_784eb334d1d77ae7,x731,38.34449827112145,V8_EXTRACTED,False
RFQ731-001410,11,x731,CFG731_8d07e19298d09d34,x731,28.183930426799392,V8_EXTRACTED,False
RFQ731-001411,157,x731,CFG731_0fbee36816b7af98,x731,27.137461939886656,V8_EXTRACTED,False
RFQ731-001412,104,x731,CFG731_509cb555eca833a1,x731,36.5515925953291,V8_EXTRACTED,False
RFQ731-001413,13,F731TE,CFG731_54559f782190a122,F731TE,43.67449859725931,V8_EXTRACTED,False
RFQ731-001415,21,x731,CFG731_608c0251ef380592,x731,24.38007809827087,V8_EXTRACTED,False
RFQ731-001416,16,G731CA,CFG731_691a8f2ff165671d,G731CA,32.61988308999511,V8_EXTRACTED,False
RFQ731-001420,101,x731,CFG731_219ac3d01befd6d1,x731,34.23403702042677,V8_EXTRACTED,False
RFQ731-001421,81,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,37.6881380915487,V8_EXTRACTED,False
RFQ731-001424,137,x731,CFG731_b1693ef6b18686ac,x731,38.36848416388278,V8_EXTRACTED,False
RFQ731-001425,294,x731,CFG731_6b36d25fda044bf5,x731,34.45086596046629,V8_EXTRACTED,False
RFQ731-001430,22,x731,CFG731_3b2a32abbf148ca1,x731,30.06060251876871,V8_EXTRACTED,False
RFQ731-001433,184,x731,CFG731_c39096767a7ae083,x731,38.28482015460419,V8_EXTRACTED,False
RFQ731-001436,18,x731,CFG731_e705c6e8d4b9cc85,x731,33.49959294825948,V8_EXTRACTED,False
RFQ731-001437,653,x731,CFG731_83f956404d04e6cd,x731,19.22638191504715,V8_EXTRACTED,False
RFQ731-001439,269,x731,CFG731_70b38ab75d3ca724,x731,32.83269604176454,V8_EXTRACTED,False
RFQ731-001440,39,x731,CFG731_6b36d25fda044bf5,x731,32.96437920951954,V8_EXTRACTED,False
RFQ731-001443,15,F731TE,CFG731_574aa7a29f75cd60,F731TE,36.52091677781214,V8_EXTRACTED,False
RFQ731-001445,14,x731,CFG731_c39096767a7ae083,x731,39.39604122004093,V8_EXTRACTED,False
RFQ731-001446,79,x731,CFG731_5c624ef6fa2b6510,x731,29.70665411261215,V8_EXTRACTED,False
RFQ731-001447,54,x731,CFG731_54b63f2628adfc32,x731,36.93921216513861,V8_EXTRACTED,False
RFQ731-001448,14,x731,CFG731_3b2a32abbf148ca1,x731,30.06060251876871,V8_EXTRACTED,False
RFQ731-001449,30,x731,CFG731_1642db5c21ada469,x731,23.451382791120448,V8_EXTRACTED,False
RFQ731-001450,21,G731CA,CFG731_0738cd529389f266,G731CA,26.260186645427517,V8_EXTRACTED,False
RFQ731-001451,128,x731,CFG731_7f60255816247683,x731,43.67190301965634,V8_EXTRACTED,False
RFQ731-001454,15,F731TE,CFG731_574aa7a29f75cd60,F731TE,38.493057952445106,V8_EXTRACTED,False
RFQ731-001456,38,x731,CFG731_f87794e7a98d0b11,x731,45.05666688975174,V8_EXTRACTED,False
RFQ731-001458,1546,F731PW,CFG731_241d60e6ef5278be,x731,20.854923501225507,V8_EXTRACTED,False
RFQ731-001460,51,G731CA,CFG731_91e51485b56960b2,x731,26.735380573870035,V8_EXTRACTED,False
RFQ731-001461,14,x731,CFG731_2322a268d0a898f9,x731,37.421149092860745,V8_EXTRACTED,False
RFQ731-001462,11,G731CA,CFG731_d2a75fda6f761c1b,G731CA,40.00845815718578,V8_EXTRACTED,False
RFQ731-001463,92,G731ST-LT,CFG731_32b4b1ec4513af66,G731ST-LT,38.1872924745008,V8_EXTRACTED,False
RFQ731-001465,37,x731,CFG731_40e06ca56bd88fa1,x731,20.50508201338952,V8_EXTRACTED,False
RFQ731-001466,96,x731,CFG731_4a3529e56644911e,x731,25.40557618059498,V8_EXTRACTED,False
RFQ731-001468,159,x731,CFG731_91e51485b56960b2,x731,39.09629710097272,V8_EXTRACTED,False
RFQ731-001471,23,G731ST-HT,CFG731_c32627af59ba1526,G731ST-HT,35.65726867965381,V8_EXTRACTED,False
RFQ731-001472,40,G731ST-LT,CFG731_d5af433b36265df1,G731ST-LT,29.098337901890655,V8_EXTRACTED,False
RFQ731-001474,24,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,32.82366871142349,V8_EXTRACTED,False
RFQ731-001475,50,x731,CFG731_219ac3d01befd6d1,x731,30.943751145644537,V8_EXTRACTED,False
RFQ731-001478,11,x731,CFG731_a9ec8cda9130252f,x731,35.30699983939212,V8_EXTRACTED,False
RFQ731-001481,125,x731,CFG731_9e4fccece4d272d3,x731,26.88992376011862,V8_EXTRACTED,False
RFQ731-001484,18,x731,CFG731_9e4fccece4d272d3,x731,38.41631890126434,V8_EXTRACTED,False
RFQ731-001486,48,x731,CFG731_dc326dfb039445c4,x731,32.46269164288854,V8_EXTRACTED,False
RFQ731-001487,68,x731,CFG731_27b6b45b43224be7,x731,20.30418083212392,V8_EXTRACTED,False
RFQ731-001489,308,x731,CFG731_c39096767a7ae083,x731,36.39829572887365,V8_EXTRACTED,False
RFQ731-001490,311,x731,CFG731_6f8c15548921e4c2,x731,33.02280443488937,V8_EXTRACTED,False
RFQ731-001494,39,G731CA,CFG731_c7ca2f069d01e42d,G731CA,27.216187476728575,V8_EXTRACTED,False
RFQ731-001497,50,G731ST-HT,CFG731_b30ceef5c5f902ca,G731ST-HT,32.728721014055765,V8_EXTRACTED,False
RFQ731-001499,11,x731,CFG731_4e59e6fc4174afa3,x731,18.59191047775083,V8_EXTRACTED,False
RFQ731-001500,13,x731,CFG731_e8e7b7513a5c9544,x731,12.193481866633306,V8_EXTRACTED,False
RFQ731-001501,19,x731,CFG731_226e375c4e7aa2a0,x731,29.831873092022697,V8_EXTRACTED,False
RFQ731-001504,21,G731ST-LT,CFG731_715a3d3226cbaffd,G731ST-LT,32.310104416874196,V8_EXTRACTED,False
RFQ731-001505,19,G731ST-HT,CFG731_63eca10a00ae1f5d,G731ST-HT,30.820233948938316,V8_EXTRACTED,False
RFQ731-001508,64,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,37.38193681452586,V8_EXTRACTED,False
RFQ731-001509,45,x731,CFG731_e98d2be876599c40,F731WD_SingleChannel,20.729003428662615,V8_EXTRACTED,False
RFQ731-001511,21,G731ST-LT,CFG731_c5da2661a169f82b,G731ST-LT,30.93068307826232,V8_EXTRACTED,False
RFQ731-001512,49,G731ST-HT,CFG731_b30ceef5c5f902ca,G731ST-HT,31.07056638773207,V8_EXTRACTED,False
RFQ731-001514,11,x731,CFG731_8c50542218db5cb0,x731,20.514214719399945,V8_EXTRACTED,False
RFQ731-001515,56,G731ST-LT,CFG731_7b1edd53e8bbad40,G731ST-LT,26.403826407697355,V8_EXTRACTED,False
RFQ731-001518,60,G731CA,CFG731_b97ce0f180acf155,G731CA,24.18702943358475,V8_EXTRACTED,False
RFQ731-001519,29,x731,CFG731_c39096767a7ae083,x731,41.31268282423137,V8_EXTRACTED,False
RFQ731-001520,146,F731TE,CFG731_54559f782190a122,F731TE,20.53600797726943,V8_EXTRACTED,False
RFQ731-001521,32,x731,CFG731_8d07e19298d09d34,x731,18.196531585190904,V8_EXTRACTED,False
RFQ731-001525,11,x731,CFG731_c6a3ff6155563d17,x731,25.613734168947367,V8_EXTRACTED,False
RFQ731-001527,13,x731,CFG731_496bd7a964d6cd85,x731,27.980711119048514,V8_EXTRACTED,False
RFQ731-001529,18,G731ST-LT,CFG731_1d89d7fdc7355744,G731ST-LT,36.169531765736245,V8_EXTRACTED,False
RFQ731-001535,338,x731,CFG731_6f8c15548921e4c2,x731,29.575057150638994,V8_EXTRACTED,False
RFQ731-001537,107,x731,CFG731_59f86789e43d86f1,x731,20.677660386425202,V8_EXTRACTED,False
RFQ731-001540,454,x731,CFG731_04d60387371e1885,x731,37.132632596675,V8_EXTRACTED,False
RFQ731-001543,67,x731,CFG731_1f978c234895178c,x731,40.783707057480484,V8_EXTRACTED,False
RFQ731-001544,13,x731,CFG731_1f978c234895178c,x731,40.783707057480484,V8_EXTRACTED,False
RFQ731-001545,123,x731,CFG731_1f978c234895178c,x731,41.22180720060233,V8_EXTRACTED,False
RFQ731-001546,532,x731,CFG731_da02526d254e2e35,x731,32.4707268574294,V8_EXTRACTED,False
RFQ731-001547,13,x731,CFG731_83f956404d04e6cd,x731,29.91273203642818,V8_EXTRACTED,False
RFQ731-001550,112,G731ST-LT,CFG731_d3e51804db148a52,G731ST-LT,30.052556986798955,V8_EXTRACTED,False
RFQ731-001552,67,x731,CFG731_353333bad447dbef,x731,21.51872511305413,V8_EXTRACTED,False
RFQ731-001559,89,G731ST-HT,CFG731_c32627af59ba1526,G731ST-HT,32.80159950948293,V8_EXTRACTED,False
RFQ731-001561,32,G731ST-HT,CFG731_ef8d68b6d278bfec,G731ST-HT,31.43910817274627,V8_EXTRACTED,False
RFQ731-001562,16,x731,CFG731_e5a85c19cf4647dd,x731,27.836101535413455,V8_EXTRACTED,False
RFQ731-001565,105,x731,CFG731_1f978c234895178c,x731,39.35018844001661,V8_EXTRACTED,False
RFQ731-001567,31,x731,CFG731_3fe779486d988e69,x731,24.162255852764737,V8_EXTRACTED,False
RFQ731-001570,1753,x731,CFG731_3b2a32abbf148ca1,x731,18.061905611036273,V8_EXTRACTED,False
RFQ731-001575,13,x731,CFG731_efc9d6b915117e15,x731,34.58313699213983,V8_EXTRACTED,False
RFQ731-001580,92,x731,CFG731_71dcda3a004aaa52,x731,38.4683177897118,V8_EXTRACTED,False
RFQ731-001581,11,x731,CFG731_357a7724550c556f,x731,38.649957494689104,V8_EXTRACTED,False
RFQ731-001587,14,x731,CFG731_337790e6bbcf15f4,x731,39.13079725972929,V8_EXTRACTED,False
RFQ731-001588,13,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,37.26185762066885,V8_EXTRACTED,False
RFQ731-001590,97,x731,CFG731_243419c6708378b3,x731,35.20882503891078,V8_EXTRACTED,False
RFQ731-001591,50,G731ST-LT,CFG731_7b1edd53e8bbad40,G731ST-LT,26.010751783331937,V8_EXTRACTED,False
RFQ731-001593,121,F731TE,CFG731_54559f782190a122,F731TE,24.590822848895243,V8_EXTRACTED,False
RFQ731-001594,52,G731ST-HT,CFG731_b30ceef5c5f902ca,G731ST-HT,27.45205932240671,V8_EXTRACTED,False
RFQ731-001596,429,x731,CFG731_6f8c15548921e4c2,x731,28.120136227774733,V8_EXTRACTED,False
RFQ731-001597,19,x731,CFG731_241d60e6ef5278be,x731,32.13443327466426,V8_EXTRACTED,False
RFQ731-001603,64,x731,CFG731_3b2a32abbf148ca1,x731,30.772923358850072,V8_EXTRACTED,False
RFQ731-001606,29,G731ST-LT,CFG731_e03b41992c837b34,G731ST-LT,33.42713267536322,V8_EXTRACTED,False
RFQ731-001609,17,x731,CFG731_3b2a32abbf148ca1,x731,36.55715107036369,V8_EXTRACTED,False
RFQ731-001610,44,x731,CFG731_c6a3ff6155563d17,x731,21.7169768016117,V8_EXTRACTED,False
RFQ731-001612,16,G731ST-LT,CFG731_4772bedc40328ae2,G731ST-LT,34.583453505540554,V8_EXTRACTED,False
RFQ731-001614,18,x731,CFG731_169a8482d2028dff,x731,18.588773874270238,V8_EXTRACTED,False
RFQ731-001615,19,x731,CFG731_c39096767a7ae083,x731,38.83836092260896,V8_EXTRACTED,False
RFQ731-001616,35,x731,CFG731_6f8c15548921e4c2,x731,32.32600816984724,V8_EXTRACTED,False
RFQ731-001617,12,x731,CFG731_1f978c234895178c,x731,41.22180720060233,V8_EXTRACTED,False
RFQ731-001620,456,x731,CFG731_3fe779486d988e69,x731,24.75991656250845,V8_EXTRACTED,False
RFQ731-001623,191,x731,CFG731_4eb28f7e77f7ba51,x731,24.72768316988894,V8_EXTRACTED,False
RFQ731-001624,108,x731,CFG731_89772de94df83ba5,x731,13.529038633583173,V8_EXTRACTED,False
RFQ731-001627,120,x731,CFG731_5e61ce3b60d15e11,x731,28.49796158703765,V8_EXTRACTED,False
RFQ731-001628,163,x731,CFG731_3b2a32abbf148ca1,x731,26.775114790996483,V8_EXTRACTED,False
RFQ731-001630,14,x731,CFG731_9e4fccece4d272d3,x731,39.41123926669661,V8_EXTRACTED,False
RFQ731-001632,22,F731WD_DualChannel,CFG731_c37386a371e13fa8,F731WD_DualChannel,23.734084425987994,V8_EXTRACTED,False
RFQ731-001634,30,x731,CFG731_844c64c49c2e5514,x731,40.644909574023096,V8_EXTRACTED,False
RFQ731-001635,101,x731,CFG731_7962ce0b7d875608,x731,36.12289430694567,V8_EXTRACTED,False
RFQ731-001636,11,x731,CFG731_1f978c234895178c,x731,36.44716713706029,V8_EXTRACTED,False
RFQ731-001637,12,G731ST-LT,CFG731_938851275519b7cb,G731ST-LT,26.355576736823597,V8_EXTRACTED,False
RFQ731-001638,30,G731ST-LT,CFG731_e03b41992c837b34,G731ST-LT,33.42713267536322,V8_EXTRACTED,False
RFQ731-001640,173,x731,CFG731_ef980c35ed5ff3e4,x731,37.99107346189761,V8_EXTRACTED,False
RFQ731-001642,78,x731,CFG731_8d07e19298d09d34,x731,26.21198818058261,V8_EXTRACTED,False
RFQ731-001643,100,x731,CFG731_70b38ab75d3ca724,x731,35.02029166451526,V8_EXTRACTED,False
RFQ731-001644,123,x731,CFG731_1f978c234895178c,x731,41.22180720060233,V8_EXTRACTED,False
RFQ731-001645,146,G731ST-HT,CFG731_e7ac403b81e86f8f,G731ST-HT,33.42978046865013,V8_EXTRACTED,False
RFQ731-001646,38,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,28.41967848955391,V8_EXTRACTED,False
RFQ731-001647,193,F731TE,CFG731_31d150421c4341a3,F731TE,21.07571407454925,V8_EXTRACTED,False
RFQ731-001648,12,x731,CFG731_3b2a32abbf148ca1,x731,38.10181107416925,V8_EXTRACTED,False
RFQ731-001650,14,x731,CFG731_8d07e19298d09d34,x731,22.481325405732036,V8_EXTRACTED,False
RFQ731-001651,18,G731CA,CFG731_49cd4cbef1081333,G731ST-LT,28.212094528743435,V8_EXTRACTED,False
RFQ731-001654,298,x731,CFG731_8d07e19298d09d34,x731,19.559317899717797,V8_EXTRACTED,False
RFQ731-001655,39,x731,CFG731_cb3a6f924677049e,x731,41.52107639464778,V8_EXTRACTED,False
RFQ731-001657,31,x731,CFG731_6b36d25fda044bf5,x731,37.15205654101036,V8_EXTRACTED,False
RFQ731-001659,11,x731,CFG731_e8e7b7513a5c9544,x731,16.01468141534657,V8_EXTRACTED,False
RFQ731-001660,163,x731,CFG731_086adbe1d654b214,x731,27.85310051427092,V8_EXTRACTED,False
RFQ731-001663,11,x731,CFG731_8d07e19298d09d34,x731,28.183930426799385,V8_EXTRACTED,False
RFQ731-001666,19,x731,CFG731_3b2a32abbf148ca1,x731,39.84958231929933,V8_EXTRACTED,False
RFQ731-001667,24,x731,CFG731_0c05dd0ad4f3894a,x731,27.164633693504303,V8_EXTRACTED,False
RFQ731-001668,155,G731ST-HT,CFG731_7b2f69a7ca55041b,G731ST-HT,36.43083228983658,V8_EXTRACTED,False
RFQ731-001670,109,x731,CFG731_31aa13473958d7d3,x731,30.103414633913488,V8_EXTRACTED,False
RFQ731-001673,49,x731,CFG731_618cb6c1c21feda4,x731,39.28732956230651,V8_EXTRACTED,False
RFQ731-001676,359,x731,CFG731_8f09aec272635dca,x731,24.122921455914543,V8_EXTRACTED,False
RFQ731-001677,194,x731,CFG731_e1c54b5b080fabb2,x731,35.186165033510264,V8_EXTRACTED,False
RFQ731-001683,313,x731,CFG731_f1355b6f00fd7f67,x731,36.12584953424988,V8_EXTRACTED,False
RFQ731-001685,154,x731,CFG731_31aa13473958d7d3,x731,24.483685199966455,V8_EXTRACTED,False
RFQ731-001688,40,x731,CFG731_20e62aeb01c953da,x731,31.081508875326143,V8_EXTRACTED,False
RFQ731-001690,29,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,27.32093099282269,V8_EXTRACTED,False
RFQ731-001691,16,G731ST-HT,CFG731_cc9ac35e4d9a1854,G731ST-HT,37.436182306887176,V8_EXTRACTED,False
RFQ731-001692,310,G731CA,CFG731_40b6e1db6c80bcc1,G731VG,35.12115922211304,V8_EXTRACTED,False
RFQ731-001693,22,x731,CFG731_75466cb810218a66,x731,20.567972834923808,V8_EXTRACTED,False
RFQ731-001694,98,x731,CFG731_759c265a697372ea,x731,41.14197744867161,V8_EXTRACTED,False
RFQ731-001695,25,x731,CFG731_5a8170a3daa0efb9,x731,31.835907930545986,V8_EXTRACTED,False
RFQ731-001697,23,x731,CFG731_3b2a32abbf148ca1,x731,34.24986872198622,V8_EXTRACTED,False
RFQ731-001704,860,G731ST-LT,CFG731_6b36d25fda044bf5,x731,32.07075964188875,V8_EXTRACTED,False
RFQ731-001707,27,x731,CFG731_91e51485b56960b2,x731,35.87622388475421,V8_EXTRACTED,False
RFQ731-001709,23,x731,CFG731_2e57977cf2dd500a,x731,29.18741210793395,V8_EXTRACTED,False
RFQ731-001712,51,x731,CFG731_f4856d563cc31f77,x731,25.473427139539886,V8_EXTRACTED,False
RFQ731-001713,135,G731ST-LT,CFG731_32b4b1ec4513af66,G731ST-LT,32.849444327274846,V8_EXTRACTED,False
RFQ731-001715,925,x731,CFG731_6b36d25fda044bf5,x731,38.850127663247825,V8_EXTRACTED,False
RFQ731-001716,11,x731,CFG731_496bd7a964d6cd85,x731,20.12136919928695,V8_EXTRACTED,False
RFQ731-001717,32,F731TE,CFG731_07fb816f7dc25bc8,F731TE,35.24331909847614,V8_EXTRACTED,False
RFQ731-001718,219,G731ST-LT,CFG731_49cd4cbef1081333,G731ST-LT,32.060732704894626,V8_EXTRACTED,False
RFQ731-001719,307,x731,CFG731_ae4ea28b1eaeb3df,x731,34.524577432196025,V8_EXTRACTED,False
RFQ731-001720,1427,F731PW,CFG731_927f189839c665ae,x731,25.28040172881932,V8_EXTRACTED,False
RFQ731-001721,84,x731,CFG731_f87794e7a98d0b11,x731,42.20935574325559,V8_EXTRACTED,False
RFQ731-001723,29,G731CA,CFG731_0738cd529389f266,G731CA,21.788092361250616,V8_EXTRACTED,False
RFQ731-001728,57,G731ST-HT,CFG731_e2d64e127f97296d,G731ST-HT,31.75347923241327,V8_EXTRACTED,False
RFQ731-001729,355,x731,CFG731_496bd7a964d6cd85,x731,27.96243333152541,V8_EXTRACTED,False
RFQ731-001736,11,F731PW,CFG731_f0cf22354800092d,x731,22.11982952101142,V8_EXTRACTED,False
RFQ731-001738,82,x731,CFG731_cfd76bae1adb5727,x731,36.461444989510774,V8_EXTRACTED,False
RFQ731-001740,143,x731,CFG731_70b38ab75d3ca724,x731,35.46209291745563,V8_EXTRACTED,False
RFQ731-001742,21,x731,CFG731_040069031f4f021c,x731,25.95324702112398,V8_EXTRACTED,False
RFQ731-001744,18,x731,CFG731_c41fd04f9eea78e7,x731,30.45143289660435,V8_EXTRACTED,False
RFQ731-001749,45,x731,CFG731_31aa13473958d7d3,x731,31.14116296163604,V8_EXTRACTED,False
RFQ731-001752,19,x731,CFG731_9fcbeaf9d5010d3a,x731,35.29569253507017,V8_EXTRACTED,False
RFQ731-001753,13,x731,CFG731_7ffc09802c7b60bf,x731,37.447393860560126,V8_EXTRACTED,False
RFQ731-001756,11,x731,CFG731_8d07e19298d09d34,x731,22.397445308478666,V8_EXTRACTED,False
RFQ731-001760,362,x731,CFG731_1f978c234895178c,x731,21.613399293339683,V8_EXTRACTED,False
RFQ731-001761,11,x731,CFG731_5e61ce3b60d15e11,x731,31.520839437142918,V8_EXTRACTED,False
RFQ731-001762,33,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,32.81778822855388,V8_EXTRACTED,False
RFQ731-001763,41,x731,CFG731_da02526d254e2e35,x731,40.746340050797016,V8_EXTRACTED,False
RFQ731-001764,30,x731,CFG731_7308ee8503151ef3,x731,37.70651938332077,V8_EXTRACTED,False
RFQ731-001766,479,G731CA,CFG731_6b36d25fda044bf5,x731,31.591137221721734,V8_EXTRACTED,False
RFQ731-001769,88,x731,CFG731_496bd7a964d6cd85,x731,45.24473534022528,V8_EXTRACTED,False
RFQ731-001770,64,x731,CFG731_8d07e19298d09d34,x731,31.317759253993465,V8_EXTRACTED,False
RFQ731-001775,87,x731,CFG731_5e61ce3b60d15e11,x731,26.378643060247256,V8_EXTRACTED,False
RFQ731-001778,68,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,30.542378618812666,V8_EXTRACTED,False
RFQ731-001783,59,x731,CFG731_1f0c09edcd967945,x731,28.93962091887507,V8_EXTRACTED,False
RFQ731-001785,15,x731,CFG731_2683cf7e09782f5e,x731,34.22774114995198,V8_EXTRACTED,False
RFQ731-001786,16,x731,CFG731_3611bb1fba248e38,x731,34.950404101845606,V8_EXTRACTED,False
RFQ731-001789,141,x731,CFG731_c11c5ee5deff9a1e,x731,21.851766037825186,V8_EXTRACTED,False
RFQ731-001790,14,x731,CFG731_2322a268d0a898f9,x731,33.28572123785389,V8_EXTRACTED,False
RFQ731-001793,99,x731,CFG731_784eb334d1d77ae7,x731,21.12968592426394,V8_EXTRACTED,False
RFQ731-001795,29,x731,CFG731_6bdadac99b2f7b39,x731,22.96142059951027,V8_EXTRACTED,False
RFQ731-001797,17,x731,CFG731_3b2a32abbf148ca1,x731,34.74959166651857,V8_EXTRACTED,False
RFQ731-001798,12,G731ST-HT,CFG731_2a989bd6dba74d9f,G731ST-HT,39.03373106764242,V8_EXTRACTED,False
RFQ731-001802,41,G731ST-LT,CFG731_750dd83a06ba43cb,G731ST-LT,32.92876842882204,V8_EXTRACTED,False
RFQ731-001803,50,G731ST-HT,CFG731_b30ceef5c5f902ca,G731ST-HT,32.728721014055765,V8_EXTRACTED,False
RFQ731-001804,25,x731,CFG731_186348c5f967a6f7,x731,32.57045672096041,V8_EXTRACTED,False
RFQ731-001806,50,F731TE,CFG731_07fb816f7dc25bc8,F731TE,30.717861016403706,V8_EXTRACTED,False
RFQ731-001807,94,G731ST-HT,CFG731_fcc72e9951376cf3,G731ST-HT,33.66112739067231,V8_EXTRACTED,False
RFQ731-001808,213,F731TE,CFG731_07fb816f7dc25bc8,F731TE,18.02052681896032,V8_EXTRACTED,False
RFQ731-001810,13,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,31.511637343446928,V8_EXTRACTED,False
RFQ731-001817,26,x731,CFG731_f4856d563cc31f77,x731,26.57580208786618,V8_EXTRACTED,False
RFQ731-001818,12,x731,CFG731_3b2a32abbf148ca1,x731,29.863684871214392,V8_EXTRACTED,False
RFQ731-001820,51,x731,CFG731_9fcbeaf9d5010d3a,x731,28.920246978139126,V8_EXTRACTED,False
RFQ731-001821,31,x731,CFG731_782638eae748ba9a,x731,29.60221678638779,V8_EXTRACTED,False
RFQ731-001822,315,x731,CFG731_71dcda3a004aaa52,x731,42.549128543376085,V8_EXTRACTED,False
RFQ731-001823,817,F731TE,CFG731_40b6e1db6c80bcc1,G731VG,26.167641235963046,V8_EXTRACTED,False
RFQ731-001827,41,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,28.892967415517695,V8_EXTRACTED,False
RFQ731-001828,99,G731CA,CFG731_40b6e1db6c80bcc1,G731VG,30.12330789262475,V8_EXTRACTED,False
RFQ731-001829,55,x731,CFG731_219ac3d01befd6d1,x731,30.296285908673,V8_EXTRACTED,False
RFQ731-001830,308,x731,CFG731_9e4fccece4d272d3,x731,37.79445141099669,V8_EXTRACTED,False
RFQ731-001831,146,F731TE,CFG731_54559f782190a122,F731TE,19.579306328194466,V8_EXTRACTED,False
RFQ731-001833,33,x731,CFG731_9be0c5ce20280448,x731,13.906026340026463,V8_EXTRACTED,False
RFQ731-001834,101,x731,CFG731_7962ce0b7d875608,x731,34.838860938620456,V8_EXTRACTED,False
RFQ731-001835,97,x731,CFG731_3b2a32abbf148ca1,x731,40.54061692746562,V8_EXTRACTED,False
RFQ731-001836,53,x731,CFG731_219ac3d01befd6d1,x731,30.045625190153977,V8_EXTRACTED,False
RFQ731-001839,16,x731,CFG731_31aa13473958d7d3,x731,26.45088881008466,V8_EXTRACTED,False
RFQ731-001845,294,x731,CFG731_073f991a6c9a4683,x731,35.711416506038375,V8_EXTRACTED,False
RFQ731-001847,16,x731,CFG731_8d07e19298d09d34,x731,26.057313586129368,V8_EXTRACTED,False
RFQ731-001852,16,x731,CFG731_353333bad447dbef,x731,21.51872511305413,V8_EXTRACTED,False
RFQ731-001854,88,x731,CFG731_5ae746dac49a854b,x731,17.464880471623893,V8_EXTRACTED,False
RFQ731-001855,237,x731,CFG731_5e61ce3b60d15e11,x731,41.205971241946905,V8_EXTRACTED,False
RFQ731-001859,23,x731,CFG731_cb9d6c11077bd307,x731,29.692981660201195,V8_EXTRACTED,False
RFQ731-001860,42,G731ST-HT,CFG731_bbffb73f3dff6787,G731ST-HT,34.983559681533066,V8_EXTRACTED,False
RFQ731-001862,15,x731,CFG731_89772de94df83ba5,x731,32.66435526890173,V8_EXTRACTED,False
RFQ731-001864,117,F731TE,CFG731_54559f782190a122,F731TE,23.58598476848733,V8_EXTRACTED,False
RFQ731-001865,11,x731,CFG731_4458dc2930ba5c51,x731,31.131407698031445,V8_EXTRACTED,False
RFQ731-001870,203,G731CA,CFG731_0738cd529389f266,G731CA,28.076482978665894,V8_EXTRACTED,False
RFQ731-001872,165,G731ST-LT,CFG731_996314000fcfec4b,G731ST-LT,38.411674759529426,V8_EXTRACTED,False
RFQ731-001874,121,x731,CFG731_040069031f4f021c,x731,20.207227728191143,V8_EXTRACTED,False
RFQ731-001877,11,x731,CFG731_4e59e6fc4174afa3,x731,18.59191047775083,V8_EXTRACTED,False
RFQ731-001878,69,x731,CFG731_782675d8823078bc,x731,37.37733694191543,V8_EXTRACTED,False
RFQ731-001879,40,x731,CFG731_140a9819128d92da,x731,33.401242728376396,V8_EXTRACTED,False
RFQ731-001884,178,x731,CFG731_241d60e6ef5278be,x731,31.48096445988159,V8_EXTRACTED,False
RFQ731-001885,31,x731,CFG731_7308ee8503151ef3,x731,34.00658947836069,V8_EXTRACTED,False
RFQ731-001888,51,G731CA,CFG731_91e51485b56960b2,x731,26.735380573870035,V8_EXTRACTED,False
RFQ731-001891,232,x731,CFG731_8c50542218db5cb0,x731,23.1988098736701,V8_EXTRACTED,False
RFQ731-001892,28,G731ST-HT,CFG731_8b18ac1c34209d63,G731ST-HT,35.508463524951104,V8_EXTRACTED,False
RFQ731-001895,511,G731CA,CFG731_40b6e1db6c80bcc1,G731VG,36.69807571881695,V8_EXTRACTED,False
RFQ731-001896,720,F731PW,CFG731_07fb816f7dc25bc8,F731TE,26.260525423070057,V8_EXTRACTED,False
RFQ731-001898,110,F731TE,CFG731_54559f782190a122,F731TE,22.152898373449677,V8_EXTRACTED,False
RFQ731-001904,11,x731,CFG731_2fec34c8938ed8c5,x731,40.822260838382235,V8_EXTRACTED,False
RFQ731-001909,19,x731,CFG731_45cf7219dd66904b,x731,35.41441341598773,V8_EXTRACTED,False
RFQ731-001913,70,G731ST-HT,CFG731_7b2f69a7ca55041b,G731ST-HT,37.05843055437475,V8_EXTRACTED,False
RFQ731-001914,23,x731,CFG731_2e57977cf2dd500a,x731,21.580986394431584,V8_EXTRACTED,False
