rfq_id,target_package,true_rank,error_type,characteristic,true_value,predicted_value,relation,is_top1
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,MP4,TRUE_NOVALUE,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,waveInjector,NOVALUE,NOVALUE,SAME,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,dev_advMeterVerification,1,1,SAME,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,customUserFluid,NOVALUE,NOVALUE,SAME,0
RFQ731-000443,G731CA,2.0,TRUE_IN_TOP3,steamApplication,NOVALUE,NOVALUE,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,devCategory,G,G,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,characteristic,ST,ST,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,powerSupply,1,1,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,explosionApproval,K,K,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,protectionArea,2,2,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,certification,NN,NN,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,dataInterface,NN,NN,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,stromSchaltbar,NOVALUE,NOVALUE,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,stromEingaenge,IS1,IS1,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,temperaturEingaenge,NOVALUE,TT1,TRUE_NOVALUE,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,NOVALUE,MN1,TRUE_NOVALUE,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,waveInjector,NOVALUE,NOVALUE,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,dev_advMeterVerification,1,1,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,customUserFluid,1,1,SAME,0
RFQ731-000444,G731ST-LT,3.0,TRUE_IN_TOP3,steamApplication,N,N,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,devCategory,G,G,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,characteristic,GP,GP,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,powerSupply,1,1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,explosionApproval,A,A,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,protectionArea,2,2,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,certification,NN,NN,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,dataInterface,NN,NN,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,stromSchaltbar,CS1,CS1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,stromEingaenge,IS1,IS1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,temperaturEingaenge,NOVALUE,NOVALUE,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,MN1,MN1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,waveInjector,FWI,FWI,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,dev_advMeterVerification,1,1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,1,TRUE_NOVALUE,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,customUserFluid,1,1,SAME,0
RFQ731-000445,x731,2.0,TRUE_IN_TOP3,steamApplication,NOVALUE,NOVALUE,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,devCategory,G,G,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,characteristic,GP,GP,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,powerSupply,4,4,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,explosionApproval,A,A,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,protectionArea,2,2,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,certification,MN,MN,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,dataInterface,NN,NN,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,stromSchaltbar,NOVALUE,CS1,TRUE_NOVALUE,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,stromEingaenge,IS1,IS1,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,temperaturEingaenge,NOVALUE,NOVALUE,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,MN1,MN1,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,waveInjector,FWI,FWI,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,dev_advMeterVerification,1,1,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,dynamicGasMaster,1,1,SAME,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,customUserFluid,NOVALUE,1,TRUE_NOVALUE,0
RFQ731-000446,x731,3.0,TRUE_IN_TOP3,steamApplication,NOVALUE,NOVALUE,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,devCategory,F,F,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,characteristic,GP,GP,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,powerSupply,1,1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,explosionApproval,A,A,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,protectionArea,2,2,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,certification,NN,NN,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,dataInterface,HS,HS,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,stromSchaltbar,CS1,CS1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,stromEingaenge,NOVALUE,IS1,TRUE_NOVALUE,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,temperaturEingaenge,TT1,TT1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,MN1,MN1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,waveInjector,FWI,FWI,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,dev_advMeterVerification,1,1,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,customUserFluid,NOVALUE,NOVALUE,SAME,0
RFQ731-000447,x731,2.0,TRUE_IN_TOP3,steamApplication,NOVALUE,NOVALUE,SAME,0
RFQ731-000448,x731,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,powerSupply,4,4,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,explosionApproval,N,N,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,protectionArea,N,N,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,certification,MN,MN,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,stromSchaltbar,CS1,CS1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,temperaturEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP1,MP1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000448,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,devCategory,F,F,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,characteristic,GP,GP,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,powerSupply,4,4,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,explosionApproval,N,N,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,protectionArea,N,N,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,certification,MN,MN,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,dataInterface,HS,HS,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,stromSchaltbar,CS1,CS1,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,stromEingaenge,NOVALUE,NOVALUE,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,temperaturEingaenge,TT1,TT1,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,waveInjector,FWI,FWI,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,dev_advMeterVerification,NOVALUE,1,TRUE_NOVALUE,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,customUserFluid,1,1,SAME,0
RFQ731-000449,x731,2.0,TRUE_IN_TOP3,steamApplication,NOVALUE,NOVALUE,SAME,0
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,characteristic,TE,TE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,explosionApproval,A,A,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,dataInterface,PA,PA,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,stromSchaltbar,CS2,CS2,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,stromEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,temperaturEingaenge,TT2,TT2,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP4,MP4,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,waveInjector,NOVALUE,NOVALUE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,customUserFluid,NOVALUE,NOVALUE,SAME,1
RFQ731-000450,F731TE,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,devCategory,G,G,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,powerSupply,4,4,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,explosionApproval,N,N,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,protectionArea,N,N,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,certification,MN,MN,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,dataInterface,NN,NN,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,stromSchaltbar,NOVALUE,NOVALUE,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,stromEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,MN1,MN1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,dynamicGasMaster,1,1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000451,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,characteristic,WD,WD,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,explosionApproval,N,N,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,protectionArea,N,N,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,stromSchaltbar,CS2,CS2,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,temperaturEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP4,MP4,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,waveInjector,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,customUserFluid,NOVALUE,NOVALUE,SAME,1
RFQ731-000452,F731WD_SingleChannel,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,devCategory,G,G,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,characteristic,ST,ST,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,powerSupply,1,1,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,numberOfChannels,2,2,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,explosionApproval,N,N,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,protectionArea,N,N,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,certification,NN,NN,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,dataInterface,NN,NN,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,stromSchaltbar,CS1,CS1,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,stromEingaenge,NOVALUE,NOVALUE,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,temperaturEingaenge,NOVALUE,TT1,TRUE_NOVALUE,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,MN1,MN1,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,NOVALUE,NOVALUE,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,waveInjector,FWI,FWI,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,dev_advMeterVerification,NOVALUE,NOVALUE,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,dynamicGasMaster,NOVALUE,NOVALUE,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,customUserFluid,1,1,SAME,0
RFQ731-000453,G731ST-HT,2.0,TRUE_IN_TOP3,steamApplication,H,H,SAME,0
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,characteristic,WD,WD,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,explosionApproval,N,N,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,protectionArea,N,N,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,certification,CN,CN,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,dataInterface,PA,PA,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,stromSchaltbar,CS2,CS2,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,temperaturEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP4,MP4,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,waveInjector,NOVALUE,NOVALUE,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,customUserFluid,NOVALUE,NOVALUE,SAME,1
RFQ731-000454,F731WD_SingleChannel,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,characteristic,GP,GP,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,explosionApproval,A,A,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,dataInterface,HS,HS,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,stromSchaltbar,NOVALUE,NOVALUE,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,stromEingaenge,IS1,IS1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,temperaturEingaenge,TT1,TT1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP1,MP1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,waveInjector,FWI,FWI,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,customUserFluid,1,1,SAME,1
RFQ731-000455,x731,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,devCategory,F,F,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,characteristic,PW,PW,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,housing,ST,ST,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,powerSupply,1,1,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,numberOfChannels,1,1,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,explosionApproval,K,K,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,protectionArea,2,2,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,certification,NN,NN,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,dataInterface,MR,MR,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,stromSchaltbar,CS1,CS1,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,stromEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,temperaturEingaenge,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,binaerOpenColl_MP,MP2,MP2,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,waveInjector,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,dev_advMeterVerification,1,1,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,dynamicGasMaster,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,customUserFluid,NOVALUE,NOVALUE,SAME,1
RFQ731-000456,F731PW,1.0,CORRECT_TOP1,steamApplication,NOVALUE,NOVALUE,SAME,1
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,devCategory,G,G,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,characteristic,GP,GP,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,housing,ST,ST,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,powerSupply,4,4,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,numberOfChannels,1,1,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,explosionApproval,K,K,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,protectionArea,2,2,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,certification,NN,NN,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,dataInterface,NN,NN,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,stromSchaltbar,CS1,CS1,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,stromEingaenge,IS1,IS1,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,temperaturEingaenge,TT1,TT1,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,binaerDigitalOpenColl_MN,NOVALUE,NOVALUE,SAME,0
RFQ731-000457,x731,2.0,TRUE_IN_TOP3,binaerOpenColl_MP,MP1,MP1,SAME,0
