rfq_id,target_package,true_rank,top1,top3,top5,top10,reciprocal_rank,recommended_configuration_id,recommended_package,recommended_score,true_configuration_ids,mode,package_aware
RFQ731-000533,x731,18,0,0,0,0,0.05555555555555555,CFG731_618cb6c1c21feda4,x731,39.10363161248527,CFG731_9879620d23af8c96,V8_EXTRACTED,True
RFQ731-000534,x731,1,1,1,1,1,1.0,CFG731_3662a471d9ce3167,x731,40.87322548668977,CFG731_3662a471d9ce3167,V8_EXTRACTED,True
RFQ731-000535,x731,120,0,0,0,0,0.008333333333333333,CFG731_9be0c5ce20280448,x731,21.644319968102565,CFG731_ef2da8cd513b19be,V8_EXTRACTED,True
RFQ731-000536,G731CA,11,0,0,0,0,0.09090909090909091,CFG731_b97ce0f180acf155,G731CA,35.22969771612468,CFG731_14235f3888d71408,V8_EXTRACTED,True
RFQ731-000537,F731WD_SingleChannel,4,0,0,1,1,0.25,CFG731_11c93eca01984a14,F731WD_SingleChannel,31.639175472153187,CFG731_0be7d6198235486b,V8_EXTRACTED,True
RFQ731-000538,G731ST-HT,19,0,0,0,0,0.05263157894736842,CFG731_8b18ac1c34209d63,G731ST-HT,37.38193681452586,CFG731_831a7150258499af,V8_EXTRACTED,True
RFQ731-000539,G731VG,2,0,1,1,1,0.5,CFG731_40b6e1db6c80bcc1,G731VG,39.89741759831381,CFG731_7f63e10e4938ed7a,V8_EXTRACTED,True
RFQ731-000540,x731,1,1,1,1,1,1.0,CFG731_48e71c5ae6615397,x731,37.8675422409834,CFG731_48e71c5ae6615397,V8_EXTRACTED,True
RFQ731-000541,x731,2,0,1,1,1,0.5,CFG731_91e51485b56960b2,x731,38.726437062989035,CFG731_8e5ce09a779d2284,V8_EXTRACTED,True
RFQ731-000542,x731,26,0,0,0,0,0.038461538461538464,CFG731_da02526d254e2e35,x731,35.05242936322506,CFG731_55d3237d65c8a47c,V8_EXTRACTED,True
RFQ731-000543,x731,2,0,1,1,1,0.5,CFG731_241d60e6ef5278be,x731,26.291287409689026,CFG731_fd7b09f495a568bc,V8_EXTRACTED,True
RFQ731-000544,G731ST-HT,47,0,0,0,0,0.02127659574468085,CFG731_c32627af59ba1526,G731ST-HT,33.39524049229946,CFG731_7cc9f85131c775cb,V8_EXTRACTED,True
RFQ731-000545,F731WD_SingleChannel,2,0,1,1,1,0.5,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,42.967565481168776,CFG731_9a761e6bfde35917,V8_EXTRACTED,True
RFQ731-000546,x731,1,1,1,1,1,1.0,CFG731_ce4c7976fe8fc47b,x731,37.011338622003606,CFG731_ce4c7976fe8fc47b,V8_EXTRACTED,True
RFQ731-000547,x731,2,0,1,1,1,0.5,CFG731_7630270d2245c283,x731,28.89840411592153,CFG731_f7f0034a8b15f329,V8_EXTRACTED,True
RFQ731-000548,G731VG,2,0,1,1,1,0.5,CFG731_40b6e1db6c80bcc1,G731VG,28.68778401452138,CFG731_7f63e10e4938ed7a,V8_EXTRACTED,True
RFQ731-000549,G731ST-LT,14,0,0,0,0,0.07142857142857142,CFG731_32b4b1ec4513af66,G731ST-LT,36.09090991839289,CFG731_1138f8ea5fc95654,V8_EXTRACTED,True
RFQ731-000550,x731,16,0,0,0,0,0.0625,CFG731_3662a471d9ce3167,x731,36.1919642227834,CFG731_2692d4e8945eb6ee,V8_EXTRACTED,True
RFQ731-000551,G731ST-LT,1,1,1,1,1,1.0,CFG731_7882c72c21497015,G731ST-LT,38.82809606462669,CFG731_7882c72c21497015,V8_EXTRACTED,True
RFQ731-000552,G731ST-HT,29,0,0,0,0,0.034482758620689655,CFG731_bbffb73f3dff6787,G731ST-HT,29.615994929332373,CFG731_e489ae1a5426e276,V8_EXTRACTED,True
RFQ731-000553,x731,1,1,1,1,1,1.0,CFG731_8f470181ad32eeae,x731,27.42420779942226,CFG731_8f470181ad32eeae,V8_EXTRACTED,True
RFQ731-000554,F731TE,2,0,1,1,1,0.5,CFG731_8b8ba7e2341f1295,F731TE,20.08743013494623,CFG731_b7c1a02b25610507,V8_EXTRACTED,True
RFQ731-000555,G731ST-HT,32,0,0,0,0,0.03125,CFG731_ef8d68b6d278bfec,G731ST-HT,35.20640910624835,CFG731_e2d64e127f97296d,V8_EXTRACTED,True
RFQ731-000556,G731ST-LT,21,0,0,0,0,0.047619047619047616,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,31.16232770856007,CFG731_bc9146cb8459e9c2,V8_EXTRACTED,True
RFQ731-000557,x731,20,0,0,0,0,0.05,CFG731_e8e7b7513a5c9544,x731,15.302999213298552,CFG731_3c91fea3668ca75e,V8_EXTRACTED,True
RFQ731-000558,x731,2,0,1,1,1,0.5,CFG731_3b2a32abbf148ca1,x731,39.999596658623304,CFG731_b16b5f82b033935f,V8_EXTRACTED,True
RFQ731-000559,x731,1,1,1,1,1,1.0,CFG731_b1693ef6b18686ac,x731,42.03478687501954,CFG731_b1693ef6b18686ac,V8_EXTRACTED,True
RFQ731-000560,F731TE,1,1,1,1,1,1.0,CFG731_574aa7a29f75cd60,F731TE,29.304774311545238,CFG731_574aa7a29f75cd60,V8_EXTRACTED,True
RFQ731-000561,x731,9,0,0,0,1,0.1111111111111111,CFG731_5b4a5fddf8aa5e11,x731,27.05672385699455,CFG731_27ec8892eacc701d,V8_EXTRACTED,True
RFQ731-000562,x731,91,0,0,0,0,0.01098901098901099,CFG731_1f978c234895178c,x731,31.46029298029866,CFG731_b3ebba592f51e280,V8_EXTRACTED,True
RFQ731-000563,G731ST-HT,1,1,1,1,1,1.0,CFG731_7c70763d4cf79560,G731ST-HT,30.08859558348683,CFG731_7c70763d4cf79560,V8_EXTRACTED,True
RFQ731-000564,x731,7,0,0,0,1,0.14285714285714285,CFG731_6b36d25fda044bf5,x731,29.82386988311375,CFG731_dc94cc026338b073,V8_EXTRACTED,True
RFQ731-000565,x731,10,0,0,0,1,0.1,CFG731_5e61ce3b60d15e11,x731,28.090351667571568,CFG731_b555bda361da407a,V8_EXTRACTED,True
RFQ731-000566,x731,9,0,0,0,1,0.1111111111111111,CFG731_f97e51d1da57d99f,x731,21.467174207230183,CFG731_b8db8783f5774853,V8_EXTRACTED,True
RFQ731-000567,G731ST-HT,22,0,0,0,0,0.045454545454545456,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,33.95553238441403,CFG731_b3b502cc22fcd72e,V8_EXTRACTED,True
RFQ731-000568,G731ST-HT,59,0,0,0,0,0.01694915254237288,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,30.356836111507743,CFG731_ad49f2ad57627f46,V8_EXTRACTED,True
RFQ731-000569,G731ST-HT,230,0,0,0,0,0.004347826086956522,CFG731_e2d64e127f97296d,G731ST-HT,28.558584816809038,CFG731_ed09f23d3bc16841,V8_EXTRACTED,True
RFQ731-000570,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_a4610f5f38e7d946,F731WD_DualChannel,37.1226294441665,CFG731_e8331b2a91577f04,V8_EXTRACTED,True
RFQ731-000571,x731,15,0,0,0,0,0.06666666666666667,CFG731_c39096767a7ae083,x731,40.676762460772025,CFG731_c525a37447671864,V8_EXTRACTED,True
RFQ731-000572,F731TE,1,1,1,1,1,1.0,CFG731_8b8ba7e2341f1295,F731TE,32.207492112396245,CFG731_8b8ba7e2341f1295,V8_EXTRACTED,True
RFQ731-000573,x731,2,0,1,1,1,0.5,CFG731_219ac3d01befd6d1,x731,30.117301192527282,CFG731_8ce087647633b913,V8_EXTRACTED,True
RFQ731-000574,G731CA,4,0,0,1,1,0.25,CFG731_c7ca2f069d01e42d,G731CA,28.87068120464777,CFG731_dc8a3bad7d99b8ea,V8_EXTRACTED,True
RFQ731-000575,x731,1,1,1,1,1,1.0,CFG731_c0f829ddab491342,x731,41.10099507477673,CFG731_c0f829ddab491342,V8_EXTRACTED,True
RFQ731-000576,x731,1,1,1,1,1,1.0,CFG731_169a8482d2028dff,x731,22.543405516708326,CFG731_169a8482d2028dff,V8_EXTRACTED,True
RFQ731-000577,x731,67,0,0,0,0,0.014925373134328358,CFG731_3b2a32abbf148ca1,x731,39.84958231929933,CFG731_27f3f9fc0b2e1643,V8_EXTRACTED,True
RFQ731-000578,x731,241,0,0,0,0,0.004149377593360996,CFG731_f1355b6f00fd7f67,x731,24.073851364918056,CFG731_dbb33a574e3ad4d8,V8_EXTRACTED,True
RFQ731-000579,G731ST-HT,1,1,1,1,1,1.0,CFG731_d03860c1f327a8d1,G731ST-HT,34.388222829325684,CFG731_d03860c1f327a8d1,V8_EXTRACTED,True
RFQ731-000580,x731,19,0,0,0,0,0.05263157894736842,CFG731_fa2849b259355775,x731,20.52830878729192,CFG731_a9ec8cda9130252f,V8_EXTRACTED,True
RFQ731-000581,G731ST-HT,5,0,0,1,1,0.2,CFG731_1a1206cc52132df1,G731ST-HT,30.904746827014865,CFG731_d71a39e1fcf17083,V8_EXTRACTED,True
RFQ731-000582,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_cd1c2b236ffda331,F731WD_DualChannel,31.94556993684558,CFG731_5076f1c2c0488d0e,V8_EXTRACTED,True
RFQ731-000583,x731,2,0,1,1,1,0.5,CFG731_073f991a6c9a4683,x731,40.631229982201106,CFG731_117f19eb2913314e,V8_EXTRACTED,True
RFQ731-000584,x731,39,0,0,0,0,0.02564102564102564,CFG731_3b2a32abbf148ca1,x731,36.09520331273997,CFG731_274085596a46ecf6,V8_EXTRACTED,True
RFQ731-000585,x731,15,0,0,0,0,0.06666666666666667,CFG731_0c05dd0ad4f3894a,x731,30.76069602100228,CFG731_8d2d91c46ccfb471,V8_EXTRACTED,True
RFQ731-000586,x731,1,1,1,1,1,1.0,CFG731_ad0a2fd7350b6cca,x731,47.10299669720246,CFG731_ad0a2fd7350b6cca,V8_EXTRACTED,True
RFQ731-000587,G731CA,4,0,0,1,1,0.25,CFG731_2aca30183aab25a9,G731CA,32.62814857505932,CFG731_f235f4dd7693c885,V8_EXTRACTED,True
RFQ731-000588,x731,2,0,1,1,1,0.5,CFG731_83f956404d04e6cd,x731,46.58411086788717,CFG731_8d2d91c46ccfb471,V8_EXTRACTED,True
RFQ731-000589,G731ST-LT,1,1,1,1,1,1.0,CFG731_ae2e4cfccaff4f50,G731ST-LT,34.08693753646052,CFG731_ae2e4cfccaff4f50,V8_EXTRACTED,True
RFQ731-000590,x731,25,0,0,0,0,0.04,CFG731_c3481d11b658e1e9,x731,38.6469604690072,CFG731_187ec74b5c4854aa,V8_EXTRACTED,True
RFQ731-000591,F731PW,1,1,1,1,1,1.0,CFG731_7785b2914ebb6eaf,F731PW,27.4480524634484,CFG731_7785b2914ebb6eaf,V8_EXTRACTED,True
RFQ731-000592,G731ST-LT,3,0,1,1,1,0.3333333333333333,CFG731_87d8ba5b87cf0a3f,G731ST-LT,27.248988133170112,CFG731_77fac91021549398,V8_EXTRACTED,True
RFQ731-000593,G731ST-LT,1,1,1,1,1,1.0,CFG731_7203705eed387b0a,G731ST-LT,33.58507117908388,CFG731_7203705eed387b0a,V8_EXTRACTED,True
RFQ731-000594,G731ST-LT,17,0,0,0,0,0.058823529411764705,CFG731_750dd83a06ba43cb,G731ST-LT,30.856327896492658,CFG731_87d8ba5b87cf0a3f,V8_EXTRACTED,True
RFQ731-000595,x731,8,0,0,0,1,0.125,CFG731_c3481d11b658e1e9,x731,40.72616548128592,CFG731_187ec74b5c4854aa,V8_EXTRACTED,True
RFQ731-000596,x731,2,0,1,1,1,0.5,CFG731_54b63f2628adfc32,x731,34.91385890321375,CFG731_c65188f44544a3f1,V8_EXTRACTED,True
RFQ731-000597,x731,19,0,0,0,0,0.05263157894736842,CFG731_40e06ca56bd88fa1,x731,24.996578408749073,CFG731_63b50b6b631946e6,V8_EXTRACTED,True
RFQ731-000598,x731,6,0,0,0,1,0.16666666666666666,CFG731_da02526d254e2e35,x731,38.94236710224475,CFG731_b661f405414c476e,V8_EXTRACTED,True
RFQ731-000599,x731,24,0,0,0,0,0.041666666666666664,CFG731_219ac3d01befd6d1,x731,32.79366299354126,CFG731_f0b756a84ac83cc9,V8_EXTRACTED,True
RFQ731-000600,x731,11,0,0,0,0,0.09090909090909091,CFG731_1af3f9470bd904d5,x731,39.00489994952976,CFG731_73ac195ef2754292,V8_EXTRACTED,True
RFQ731-000601,x731,3,0,1,1,1,0.3333333333333333,CFG731_91e51485b56960b2,x731,37.702586930604156,CFG731_5869cd9805e6c1ca,V8_EXTRACTED,True
RFQ731-000602,x731,59,0,0,0,0,0.01694915254237288,CFG731_219ac3d01befd6d1,x731,31.098939682644225,CFG731_31ef54b8ab17d3bb,V8_EXTRACTED,True
RFQ731-000603,x731,469,0,0,0,0,0.0021321961620469083,CFG731_40e06ca56bd88fa1,x731,26.982657813498484,CFG731_7d1aac31230162fc,V8_EXTRACTED,True
RFQ731-000604,x731,31,0,0,0,0,0.03225806451612903,CFG731_496bd7a964d6cd85,x731,27.96243333152541,CFG731_4fe142d593643ab8,V8_EXTRACTED,True
RFQ731-000605,G731CA,18,0,0,0,0,0.05555555555555555,CFG731_0738cd529389f266,G731CA,27.981084189562928,CFG731_c7ca2f069d01e42d,V8_EXTRACTED,True
RFQ731-000606,G731ST-LT,14,0,0,0,0,0.07142857142857142,CFG731_32b4b1ec4513af66,G731ST-LT,30.228893396133337,CFG731_ef044db10b586894,V8_EXTRACTED,True
RFQ731-000607,F731WD_DualChannel,3,0,1,1,1,0.3333333333333333,CFG731_af8fc23bebdac123,F731WD_DualChannel,39.22754146007324,CFG731_783ba1dc5751818d,V8_EXTRACTED,True
RFQ731-000608,G731ST-LT,46,0,0,0,0,0.021739130434782608,CFG731_175641fe8d1c7f37,G731ST-LT,34.6575756907325,CFG731_e565a13ef4701c2d,V8_EXTRACTED,True
RFQ731-000609,G731CA,1,1,1,1,1,1.0,CFG731_ed85647cd384c17a,G731CA,43.25189588291374,CFG731_ed85647cd384c17a,V8_EXTRACTED,True
RFQ731-000610,x731,4,0,0,1,1,0.25,CFG731_3662a471d9ce3167,x731,40.87322548668976,CFG731_b757671ab14f2876,V8_EXTRACTED,True
RFQ731-000611,G731ST-HT,8,0,0,0,1,0.125,CFG731_fcc72e9951376cf3,G731ST-HT,37.13687727618462,CFG731_a6dd1d1aa0613d49,V8_EXTRACTED,True
RFQ731-000612,x731,246,0,0,0,0,0.0040650406504065045,CFG731_496bd7a964d6cd85,x731,24.309347007635168,CFG731_341c747ed8aff14e,V8_EXTRACTED,True
RFQ731-000613,G731ST-HT,12,0,0,0,0,0.08333333333333333,CFG731_8b18ac1c34209d63,G731ST-HT,35.30478271138544,CFG731_2c93609b74717303,V8_EXTRACTED,True
RFQ731-000614,x731,7,0,0,0,1,0.14285714285714285,CFG731_c39096767a7ae083,x731,46.75051072893408,CFG731_352cbd30ecacb8ee,V8_EXTRACTED,True
RFQ731-000615,x731,2,0,1,1,1,0.5,CFG731_b4987f1c95e91d0d,x731,38.00651351819336,CFG731_8d9f29ebcd8f04bd,V8_EXTRACTED,True
RFQ731-000616,x731,18,0,0,0,0,0.05555555555555555,CFG731_747411fe70ba8e8d,x731,32.941218845163625,CFG731_b187fb9ad3627171,V8_EXTRACTED,True
RFQ731-000617,x731,1,1,1,1,1,1.0,CFG731_6526112621a9ee97,x731,40.23553580877744,CFG731_6526112621a9ee97,V8_EXTRACTED,True
RFQ731-000618,G731ST-LT,1,1,1,1,1,1.0,CFG731_d432b6fd40e9e78c,G731ST-LT,36.151668363562024,CFG731_d432b6fd40e9e78c,V8_EXTRACTED,True
RFQ731-000619,x731,75,0,0,0,0,0.013333333333333334,CFG731_8d07e19298d09d34,x731,16.24989828042036,CFG731_5be5a82ac0b29989,V8_EXTRACTED,True
RFQ731-000620,x731,73,0,0,0,0,0.0136986301369863,CFG731_91e51485b56960b2,x731,46.10706675243834,CFG731_0bb38b2038fb1e69,V8_EXTRACTED,True
RFQ731-000621,G731ST-LT,121,0,0,0,0,0.008264462809917356,CFG731_7b1edd53e8bbad40,G731ST-LT,29.37928731670759,CFG731_0dd81a588b2a1411,V8_EXTRACTED,True
RFQ731-000622,F731TE,1,1,1,1,1,1.0,CFG731_fd6959ad3c5fd9ed,F731TE,27.27641174282132,CFG731_fd6959ad3c5fd9ed,V8_EXTRACTED,True
RFQ731-000623,F731TE,2,0,1,1,1,0.5,CFG731_8b8ba7e2341f1295,F731TE,21.328311634502008,CFG731_b7c1a02b25610507,V8_EXTRACTED,True
RFQ731-000624,x731,11,0,0,0,0,0.09090909090909091,CFG731_1af3f9470bd904d5,x731,39.20221907155183,CFG731_d19bd87a4eba7364,V8_EXTRACTED,True
RFQ731-000625,F731WD_DualChannel,2,0,1,1,1,0.5,CFG731_af8fc23bebdac123,F731WD_DualChannel,36.228706311336744,CFG731_35ed22cad11f9a11,V8_EXTRACTED,True
RFQ731-000626,x731,1,1,1,1,1,1.0,CFG731_45cf7219dd66904b,x731,38.60185163823646,CFG731_45cf7219dd66904b,V8_EXTRACTED,True
RFQ731-000627,x731,23,0,0,0,0,0.043478260869565216,CFG731_1f978c234895178c,x731,42.218964440044175,CFG731_04e7216b1ba7f935,V8_EXTRACTED,True
RFQ731-000628,x731,7,0,0,0,1,0.14285714285714285,CFG731_9fa436b39059149d,x731,27.64412822874327,CFG731_27279ceeaa7fc1fe,V8_EXTRACTED,True
RFQ731-000629,F731TE,2,0,1,1,1,0.5,CFG731_574aa7a29f75cd60,F731TE,30.677177896125638,CFG731_b27467571d893d92,V8_EXTRACTED,True
RFQ731-000630,x731,1,1,1,1,1,1.0,CFG731_59f86789e43d86f1,x731,45.49548687939772,CFG731_59f86789e43d86f1,V8_EXTRACTED,True
RFQ731-000631,G731ST-HT,23,0,0,0,0,0.043478260869565216,CFG731_ef8d68b6d278bfec,G731ST-HT,37.110905656460396,CFG731_cd71ec2726e971ef,V8_EXTRACTED,True
RFQ731-000632,x731,16,0,0,0,0,0.0625,CFG731_83f956404d04e6cd,x731,27.795689003869,CFG731_b5a071e920590337,V8_EXTRACTED,True
RFQ731-000633,G731ST-HT,41,0,0,0,0,0.024390243902439025,CFG731_bbffb73f3dff6787,G731ST-HT,28.892967415517703,CFG731_6cc2f5d089c01baf,V8_EXTRACTED,True
RFQ731-000634,G731ST-LT,77,0,0,0,0,0.012987012987012988,CFG731_0fdf5c36c9c41e69,G731ST-LT,34.166866516152304,CFG731_ad6f77e09c551945,V8_EXTRACTED,True
RFQ731-000635,G731ST-LT,1,1,1,1,1,1.0,CFG731_dbd5a2176d0b595a,G731ST-LT,30.39751907460798,CFG731_dbd5a2176d0b595a,V8_EXTRACTED,True
RFQ731-000636,G731ST-LT,1,1,1,1,1,1.0,CFG731_455da2f832a6b66d,G731ST-LT,37.616860135440206,CFG731_455da2f832a6b66d,V8_EXTRACTED,True
RFQ731-000637,x731,3,0,1,1,1,0.3333333333333333,CFG731_353333bad447dbef,x731,21.792417862396633,CFG731_e268c539b23ee9e5,V8_EXTRACTED,True
RFQ731-000638,x731,6,0,0,0,1,0.16666666666666666,CFG731_5cfa203ca7029f1c,x731,21.75589096336966,CFG731_54946322ece48230,V8_EXTRACTED,True
RFQ731-000639,x731,6,0,0,0,1,0.16666666666666666,CFG731_cfd76bae1adb5727,x731,24.225143127984325,CFG731_c108b657efc147c3,V8_EXTRACTED,True
RFQ731-000640,G731ST-LT,8,0,0,0,1,0.125,CFG731_e03b41992c837b34,G731ST-LT,35.52047757933229,CFG731_4c72f78c1186e8f7,V8_EXTRACTED,True
RFQ731-000641,x731,2,0,1,1,1,0.5,CFG731_353333bad447dbef,x731,19.538592096224598,CFG731_bd51fba2aacb1a3c,V8_EXTRACTED,True
RFQ731-000642,x731,2,0,1,1,1,0.5,CFG731_073f991a6c9a4683,x731,40.631229982201106,CFG731_117f19eb2913314e,V8_EXTRACTED,True
RFQ731-000643,x731,3,0,1,1,1,0.3333333333333333,CFG731_1f978c234895178c,x731,42.67672812346659,CFG731_007c0829be0a9482,V8_EXTRACTED,True
RFQ731-000644,G731ST-LT,1,1,1,1,1,1.0,CFG731_e03b41992c837b34,G731ST-LT,37.54583084125716,CFG731_e03b41992c837b34,V8_EXTRACTED,True
RFQ731-000645,x731,1,1,1,1,1,1.0,CFG731_04a53b6cc81d57d6,x731,31.71515152987982,CFG731_04a53b6cc81d57d6,V8_EXTRACTED,True
RFQ731-000646,x731,3,0,1,1,1,0.3333333333333333,CFG731_ebb861c404a79d91,x731,12.612647598165157,CFG731_5be5a82ac0b29989,V8_EXTRACTED,True
RFQ731-000647,x731,11,0,0,0,0,0.09090909090909091,CFG731_3b2a32abbf148ca1,x731,32.07980384844828,CFG731_a6849487313f00ac,V8_EXTRACTED,True
RFQ731-000648,x731,20,0,0,0,0,0.05,CFG731_3399b9d467bfc71a,x731,18.88155400616092,CFG731_6513d2f5c85df9e4,V8_EXTRACTED,True
RFQ731-000649,x731,193,0,0,0,0,0.0051813471502590676,CFG731_70b38ab75d3ca724,x731,33.06016254043199,CFG731_f8cc7d4d2ef53582,V8_EXTRACTED,True
RFQ731-000650,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_35ed22cad11f9a11,F731WD_DualChannel,48.255955457819766,CFG731_35ed22cad11f9a11,V8_EXTRACTED,True
RFQ731-000651,x731,6,0,0,0,1,0.16666666666666666,CFG731_337790e6bbcf15f4,x731,31.97414774470325,CFG731_48cf6bd4ca59e583,V8_EXTRACTED,True
RFQ731-000652,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,26.984994760788577,CFG731_ff04d32ca467d2a5,V8_EXTRACTED,True
RFQ731-000653,F731WD_SingleChannel,1,1,1,1,1,1.0,CFG731_e98d2be876599c40,F731WD_SingleChannel,43.716898466142446,CFG731_e98d2be876599c40,V8_EXTRACTED,True
RFQ731-000654,x731,2,0,1,1,1,0.5,CFG731_6b809c836e3ca8a1,x731,22.636872649950405,CFG731_5de6ca53a86b09c9,V8_EXTRACTED,True
RFQ731-000655,x731,3,0,1,1,1,0.3333333333333333,CFG731_cf543b1c3927ab71,x731,33.95947006601452,CFG731_f97e51d1da57d99f,V8_EXTRACTED,True
RFQ731-000656,G731ST-HT,30,0,0,0,0,0.03333333333333333,CFG731_ef8d68b6d278bfec,G731ST-HT,35.53698915431714,CFG731_b30ceef5c5f902ca,V8_EXTRACTED,True
RFQ731-000657,x731,9,0,0,0,1,0.1111111111111111,CFG731_747411fe70ba8e8d,x731,30.61695706826725,CFG731_8d78781f8753b72a,V8_EXTRACTED,True
RFQ731-000658,x731,4,0,0,1,1,0.25,CFG731_8d07e19298d09d34,x731,22.14590626028655,CFG731_5a14e01af9745dda,V8_EXTRACTED,True
RFQ731-000659,x731,44,0,0,0,0,0.022727272727272728,CFG731_27b6b45b43224be7,x731,24.144028069939992,CFG731_ae1c24f394311970,V8_EXTRACTED,True
RFQ731-000660,x731,39,0,0,0,0,0.02564102564102564,CFG731_784eb334d1d77ae7,x731,23.631890498110348,CFG731_ae1f3e9a90950fc3,V8_EXTRACTED,True
RFQ731-000661,G731ST-HT,1,1,1,1,1,1.0,CFG731_e2d64e127f97296d,G731ST-HT,32.250813127508856,CFG731_e2d64e127f97296d,V8_EXTRACTED,True
RFQ731-000662,x731,3,0,1,1,1,0.3333333333333333,CFG731_3b2a32abbf148ca1,x731,26.277549667541265,CFG731_6b2b46dd281009ce,V8_EXTRACTED,True
RFQ731-000663,F731TE,50,0,0,0,0,0.02,CFG731_07fb816f7dc25bc8,F731TE,24.6637654343139,CFG731_b7c1a02b25610507,V8_EXTRACTED,True
RFQ731-000664,G731ST-HT,8,0,0,0,1,0.125,CFG731_c32627af59ba1526,G731ST-HT,34.085632877808145,CFG731_db27f1c998b6e675,V8_EXTRACTED,True
RFQ731-000665,x731,1,1,1,1,1,1.0,CFG731_241261e6f2e0673c,x731,35.261241914434486,CFG731_241261e6f2e0673c,V8_EXTRACTED,True
RFQ731-000666,x731,4,0,0,1,1,0.25,CFG731_241d60e6ef5278be,x731,31.91005154489778,CFG731_7b80fca32fdc0db0,V8_EXTRACTED,True
RFQ731-000667,x731,4,0,0,1,1,0.25,CFG731_5cfa203ca7029f1c,x731,23.989307654695708,CFG731_74d881f8ffd9c565,V8_EXTRACTED,True
RFQ731-000668,G731CA,228,0,0,0,0,0.0043859649122807015,CFG731_b97ce0f180acf155,G731CA,30.81140612434396,CFG731_5bfe9492c76587ec,V8_EXTRACTED,True
RFQ731-000669,x731,69,0,0,0,0,0.014492753623188406,CFG731_3b2a32abbf148ca1,x731,31.176977326170537,CFG731_10829a99d0812ab9,V8_EXTRACTED,True
RFQ731-000670,F731PW,3,0,1,1,1,0.3333333333333333,CFG731_a9f22ebc14287e5d,F731PW,36.38185942474134,CFG731_5995fa9fd5d1242f,V8_EXTRACTED,True
RFQ731-000671,x731,3,0,1,1,1,0.3333333333333333,CFG731_45106eaed87837a4,x731,23.70331719304388,CFG731_07364aa0260e0bc7,V8_EXTRACTED,True
RFQ731-000672,G731CA,9,0,0,0,1,0.1111111111111111,CFG731_98ec9650b5463fd0,G731CA,26.50798839580214,CFG731_0bb185f546403346,V8_EXTRACTED,True
RFQ731-000673,x731,1,1,1,1,1,1.0,CFG731_040069031f4f021c,x731,26.312534070404382,CFG731_040069031f4f021c,V8_EXTRACTED,True
RFQ731-000674,x731,7,0,0,0,1,0.14285714285714285,CFG731_da02526d254e2e35,x731,40.746340050797016,CFG731_b661f405414c476e,V8_EXTRACTED,True
RFQ731-000675,x731,564,0,0,0,0,0.0017730496453900709,CFG731_05cf1a0209b4f9a8,x731,36.27679399061531,CFG731_6ad3ec8ed100118e,V8_EXTRACTED,True
RFQ731-000676,x731,68,0,0,0,0,0.014705882352941176,CFG731_60f3aae8ede70fe0,x731,42.603716486031445,CFG731_f2f16ec6756d8443,V8_EXTRACTED,True
RFQ731-000677,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_a4610f5f38e7d946,F731WD_DualChannel,40.73812880548692,CFG731_a4610f5f38e7d946,V8_EXTRACTED,True
RFQ731-000678,G731CA,25,0,0,0,0,0.04,CFG731_0738cd529389f266,G731CA,30.884668268969314,CFG731_98ec9650b5463fd0,V8_EXTRACTED,True
RFQ731-000679,x731,252,0,0,0,0,0.003968253968253968,CFG731_5e61ce3b60d15e11,x731,27.87552648168316,CFG731_8b6eb20d56ad0a7c,V8_EXTRACTED,True
RFQ731-000680,x731,4,0,0,1,1,0.25,CFG731_440f9c9b032b7d0a,x731,32.605551505870565,CFG731_aa8c30a4f1baca2e,V8_EXTRACTED,True
RFQ731-000681,x731,59,0,0,0,0,0.01694915254237288,CFG731_747411fe70ba8e8d,x731,31.91841819051323,CFG731_ac3a4ff61341aa72,V8_EXTRACTED,True
RFQ731-000682,G731ST-HT,3,0,1,1,1,0.3333333333333333,CFG731_bbffb73f3dff6787,G731ST-HT,28.47498312728491,CFG731_1a1206cc52132df1,V8_EXTRACTED,True
RFQ731-000683,x731,8,0,0,0,1,0.125,CFG731_40e06ca56bd88fa1,x731,36.23941948086314,CFG731_565e3731063ff5c5,V8_EXTRACTED,True
RFQ731-000684,x731,2,0,1,1,1,0.5,CFG731_516629085c122a4e,x731,33.880749626313914,CFG731_27481a3518f630c6,V8_EXTRACTED,True
RFQ731-000685,F731WD_DualChannel,1,1,1,1,1,1.0,CFG731_819cb4e76943eca6,F731WD_DualChannel,33.74875026653073,CFG731_819cb4e76943eca6,V8_EXTRACTED,True
RFQ731-000686,x731,6,0,0,0,1,0.16666666666666666,CFG731_e8e7b7513a5c9544,x731,15.08209986237448,CFG731_ac0f372c930c2e22,V8_EXTRACTED,True
RFQ731-000687,G731ST-LT,61,0,0,0,0,0.01639344262295082,CFG731_87d8ba5b87cf0a3f,G731ST-LT,23.48432177822678,CFG731_77fac91021549398,V8_EXTRACTED,True
