rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,true_rank,candidate_count,requirement_count
RFQ731-002274,V8_EXTRACTED,True,x731,CFG731_631ccc0b317dc962,CFG731_2322a268d0a898f9,11,1549,13
RFQ731-002280,V8_EXTRACTED,True,x731,CFG731_8bd839e0c8855562,CFG731_27b6b45b43224be7,38,1549,14
RFQ731-002291,V8_EXTRACTED,True,x731,CFG731_80409e6aafce9221,CFG731_b4987f1c95e91d0d,17,1549,15
RFQ731-002308,V8_EXTRACTED,True,x731,CFG731_7b9680fed3d10056,CFG731_34e092c266a308aa,17,1549,14
RFQ731-002309,V8_EXTRACTED,True,x731,CFG731_5c624ef6fa2b6510,CFG731_579057193c092394,43,1549,15
RFQ731-002325,V8_EXTRACTED,True,x731,CFG731_ac352f2a7f2cc7ab,CFG731_3662a471d9ce3167,18,1549,16
RFQ731-002332,V8_EXTRACTED,True,x731,CFG731_2e5bd0d53757f625,CFG731_97fec9a076550ea5,15,1549,15
RFQ731-002333,V8_EXTRACTED,True,G731ST-HT,CFG731_7c70763d4cf79560,CFG731_8b18ac1c34209d63,13,151,13
RFQ731-002338,V8_EXTRACTED,True,G731ST-HT,CFG731_b36f487da5008df2,CFG731_7b2f69a7ca55041b,20,151,15
RFQ731-002339,V8_EXTRACTED,True,G731ST-LT,CFG731_cc64ce3eaedacb17,CFG731_a40ab19ad6671fbe,15,153,15
RFQ731-002352,V8_EXTRACTED,True,x731,CFG731_747411fe70ba8e8d,CFG731_962b6fcde3072947,37,1549,14
RFQ731-002353,V8_EXTRACTED,True,x731,CFG731_c9498cf6f4410d44,CFG731_ef980c35ed5ff3e4,119,1549,14
RFQ731-002357,V8_EXTRACTED,True,x731,CFG731_648b3a822a947c68,CFG731_6b36d25fda044bf5,103,1549,14
RFQ731-002358,V8_EXTRACTED,True,x731,CFG731_7c35d25e0c12df82,CFG731_9e4fccece4d272d3,146,1549,16
RFQ731-002359,V8_EXTRACTED,True,x731,CFG731_b92916814fce7b8e,CFG731_3a6a87d7cf07cb7c,16,1549,16
RFQ731-002360,V8_EXTRACTED,True,G731ST-HT,CFG731_aa4779c40e6c2de0,CFG731_e7ac403b81e86f8f,39,151,12
RFQ731-002361,V8_EXTRACTED,True,x731,CFG731_8ce087647633b913,CFG731_219ac3d01befd6d1,21,1549,14
RFQ731-002370,V8_EXTRACTED,True,x731,CFG731_bf8f7d1a25ad0a6e,CFG731_c39096767a7ae083,21,1549,11
RFQ731-002371,V8_EXTRACTED,True,x731,CFG731_0f905a88815805fa,CFG731_1f0c09edcd967945,16,1549,13
RFQ731-002380,V8_EXTRACTED,True,x731,CFG731_35443b2ee17ecca9,CFG731_9db378257f9cf6a7,13,1549,12
RFQ731-002386,V8_EXTRACTED,True,x731,CFG731_ef4cf0e053e2d332,CFG731_f87794e7a98d0b11,157,1549,15
RFQ731-002388,V8_EXTRACTED,True,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_49cd4cbef1081333,74,153,11
RFQ731-002393,V8_EXTRACTED,True,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_49cd4cbef1081333,12,153,13
RFQ731-002398,V8_EXTRACTED,True,x731,CFG731_85b1e9bcb8b0b8be,CFG731_ce4c7976fe8fc47b,99,1549,12
RFQ731-002406,V8_EXTRACTED,True,x731,CFG731_04e7216b1ba7f935,CFG731_1f978c234895178c,12,1549,16
RFQ731-002412,V8_EXTRACTED,True,x731,CFG731_ebf26b0112810ef9,CFG731_509cb555eca833a1,66,1549,15
RFQ731-002413,V8_EXTRACTED,True,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_8b18ac1c34209d63,13,151,13
RFQ731-002416,V8_EXTRACTED,True,x731,CFG731_5ae84b6119935c38,CFG731_a9ec8cda9130252f,33,1549,12
RFQ731-002419,V8_EXTRACTED,True,x731,CFG731_cf93550b4257fc7d,CFG731_6b36d25fda044bf5,101,1549,15
RFQ731-002424,V8_EXTRACTED,True,x731,CFG731_134ecd7b8190bed1,CFG731_75466cb810218a66,13,1549,12
RFQ731-002429,V8_EXTRACTED,True,x731,CFG731_2e49817fa45fc350,CFG731_a2313bdd95c38f2d,13,1549,16
RFQ731-002443,V8_EXTRACTED,True,x731,CFG731_36afe1d5d5adcebd,CFG731_3fe779486d988e69,16,1549,14
RFQ731-002448,V8_EXTRACTED,True,G731ST-HT,CFG731_920bf82480de0a61,CFG731_8b18ac1c34209d63,25,151,14
RFQ731-002451,V8_EXTRACTED,True,G731ST-HT,CFG731_a4416ae9d698efa6,CFG731_ef8d68b6d278bfec,22,151,12
RFQ731-002461,V8_EXTRACTED,True,x731,CFG731_d59b14d4b0b9324d,CFG731_c6a3ff6155563d17,54,1549,14
RFQ731-002466,V8_EXTRACTED,True,x731,CFG731_800f2acd9158b556,CFG731_6bdadac99b2f7b39,126,1549,15
RFQ731-002469,V8_EXTRACTED,True,x731,CFG731_16e6520dce2c28e4,CFG731_9e4fccece4d272d3,11,1549,13
RFQ731-002471,V8_EXTRACTED,True,G731ST-LT,CFG731_fa6ab94f1cf566b3,CFG731_455da2f832a6b66d,30,153,12
RFQ731-002475,V8_EXTRACTED,True,x731,CFG731_5d2495d91e9fa868,CFG731_27b6b45b43224be7,23,1549,13
RFQ731-002478,V8_EXTRACTED,True,G731ST-HT,CFG731_c209599718b42485,CFG731_bbffb73f3dff6787,13,151,14
RFQ731-002484,V8_EXTRACTED,True,G731CA,CFG731_452fb8d2c450816e,CFG731_b97ce0f180acf155,15,48,12
RFQ731-002485,V8_EXTRACTED,True,G731ST-HT,CFG731_0494d5ae6eecf400,CFG731_8b18ac1c34209d63,27,151,14
RFQ731-002491,V8_EXTRACTED,True,x731,CFG731_ba17ab216ae91e1a,CFG731_6b36d25fda044bf5,65,1549,14
RFQ731-002496,V8_EXTRACTED,True,x731,CFG731_d094650d6e016eea,CFG731_243419c6708378b3,42,1549,15
RFQ731-002498,V8_EXTRACTED,True,x731,CFG731_4cb65cc21b5b9f68,CFG731_36c553adc9f5ebf3,52,1549,15
RFQ731-002508,V8_EXTRACTED,True,x731,CFG731_d584b35cfce34cc7,CFG731_5052a216a260faff,30,1549,15
RFQ731-002509,V8_EXTRACTED,True,x731,CFG731_48aa9a27f24794bc,CFG731_c11c5ee5deff9a1e,17,1549,14
RFQ731-002510,V8_EXTRACTED,True,G731ST-LT,CFG731_55620bd5ef4cd10a,CFG731_7b1edd53e8bbad40,15,153,13
RFQ731-002511,V8_EXTRACTED,True,x731,CFG731_5e0166a160f3ed77,CFG731_efc9d6b915117e15,11,1549,15
RFQ731-002514,V8_EXTRACTED,True,G731ST-LT,CFG731_3c45363d4a341d20,CFG731_7203705eed387b0a,12,153,15
RFQ731-002515,V8_EXTRACTED,True,x731,CFG731_973d201e6585b77f,CFG731_28ac43a93658ad6b,11,1549,16
RFQ731-002517,V8_EXTRACTED,True,x731,CFG731_c775e192f3d489e9,CFG731_3d652e6a54b1c68b,40,1549,15
RFQ731-002518,V8_EXTRACTED,True,x731,CFG731_aa8c30a4f1baca2e,CFG731_516629085c122a4e,70,1549,14
RFQ731-002539,V8_EXTRACTED,True,G731ST-LT,CFG731_395f3e5588a2c3c0,CFG731_0fdf5c36c9c41e69,12,153,13
RFQ731-002543,V8_EXTRACTED,True,x731,CFG731_39083521b1413e72,CFG731_70b38ab75d3ca724,132,1549,13
RFQ731-002556,V8_EXTRACTED,True,x731,CFG731_78ea99817ca8be6a,CFG731_357a7724550c556f,107,1549,14
RFQ731-002566,V8_EXTRACTED,True,x731,CFG731_4e59e6fc4174afa3,CFG731_7962ce0b7d875608,121,1549,13
RFQ731-002571,V8_EXTRACTED,True,x731,CFG731_0064bc7bf2ed5868,CFG731_e1c54b5b080fabb2,33,1549,11
RFQ731-002588,V8_EXTRACTED,True,F731PW,CFG731_10e74d757a2fa2a6,CFG731_a9f22ebc14287e5d,13,15,11
RFQ731-002589,V8_EXTRACTED,True,G731CA,CFG731_afa90db347a19822,CFG731_0738cd529389f266,17,48,11
RFQ731-002591,V8_EXTRACTED,True,x731,CFG731_d9b1e2bb70a9a96b,CFG731_7630270d2245c283,16,1549,13
RFQ731-002595,V8_EXTRACTED,True,G731ST-LT,CFG731_a54fd8962307be18,CFG731_ae2e4cfccaff4f50,12,153,12
RFQ731-002600,V8_EXTRACTED,True,x731,CFG731_8ba9be21909ddf85,CFG731_3b2a32abbf148ca1,52,1549,13
RFQ731-002601,V8_EXTRACTED,True,G731ST-HT,CFG731_ad85e442c9239be7,CFG731_bbffb73f3dff6787,11,151,14
RFQ731-002603,V8_EXTRACTED,True,x731,CFG731_5718ef9495972b30,CFG731_b4987f1c95e91d0d,28,1549,14
RFQ731-002607,V8_EXTRACTED,True,x731,CFG731_9228cc48e333917c,CFG731_78d3b084a795c836,14,1549,16
RFQ731-002610,V8_EXTRACTED,True,x731,CFG731_f0b756a84ac83cc9,CFG731_32b1041fd68aac23,25,1549,14
RFQ731-002612,V8_EXTRACTED,True,x731,CFG731_2cc93d20b679415d,CFG731_c39096767a7ae083,17,1549,14
RFQ731-002617,V8_EXTRACTED,True,x731,CFG731_8c4d7fb3ded028ab,CFG731_241d60e6ef5278be,11,1549,15
RFQ731-002618,V8_EXTRACTED,True,x731,CFG731_0318c2a0a1c0c588,CFG731_f1355b6f00fd7f67,14,1549,14
RFQ731-002619,V8_EXTRACTED,True,x731,CFG731_80e3b04d167bbba8,CFG731_70b38ab75d3ca724,147,1549,13
RFQ731-002634,V8_EXTRACTED,True,x731,CFG731_c8b190cd8da9a6dd,CFG731_70b38ab75d3ca724,78,1549,12
RFQ731-002639,V8_EXTRACTED,True,x731,CFG731_e5a85c19cf4647dd,CFG731_7308ee8503151ef3,17,1549,16
RFQ731-002642,V8_EXTRACTED,True,G731ST-HT,CFG731_1060da033d1aaed1,CFG731_ef8d68b6d278bfec,43,151,14
RFQ731-002646,V8_EXTRACTED,True,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_c050936f4a70e2a0,45,153,13
RFQ731-002647,V8_EXTRACTED,True,x731,CFG731_7157b3d45716ad8f,CFG731_353333bad447dbef,33,1549,14
RFQ731-002650,V8_EXTRACTED,True,x731,CFG731_fe424f85d85e1c0c,CFG731_7f60255816247683,126,1549,16
RFQ731-002657,V8_EXTRACTED,True,G731ST-LT,CFG731_5eab817ba3f25626,CFG731_0029021d98da4557,26,153,13
RFQ731-002662,V8_EXTRACTED,True,x731,CFG731_d1cfa46f29f5f652,CFG731_7308ee8503151ef3,14,1549,15
RFQ731-002663,V8_EXTRACTED,True,x731,CFG731_2666da4dbcc5e5bd,CFG731_3b2a32abbf148ca1,45,1549,12
RFQ731-002664,V8_EXTRACTED,True,x731,CFG731_75b93da9dd9b0316,CFG731_6f8c15548921e4c2,23,1549,12
RFQ731-002665,V8_EXTRACTED,True,x731,CFG731_9d9ebc2acccb06ad,CFG731_b4987f1c95e91d0d,11,1549,15
RFQ731-002669,V8_EXTRACTED,True,G731ST-LT,CFG731_c563d973b2fc136b,CFG731_0fdf5c36c9c41e69,13,153,14
RFQ731-002670,V8_EXTRACTED,True,x731,CFG731_ba17ab216ae91e1a,CFG731_6b36d25fda044bf5,59,1549,14
RFQ731-002675,V8_EXTRACTED,True,G731ST-HT,CFG731_9eed4a2d2e84d134,CFG731_e7ac403b81e86f8f,50,151,14
RFQ731-002684,V8_EXTRACTED,True,G731ST-HT,CFG731_9681c4eec01b7fad,CFG731_ef8d68b6d278bfec,43,151,14
RFQ731-002688,V8_EXTRACTED,True,G731ST-LT,CFG731_bd3c08ff576a8cab,CFG731_32b4b1ec4513af66,23,153,12
RFQ731-002695,V8_EXTRACTED,True,G731CA,CFG731_d97c333965654bd3,CFG731_b97ce0f180acf155,13,48,10
RFQ731-002698,V8_EXTRACTED,True,G731ST-HT,CFG731_c209599718b42485,CFG731_bbffb73f3dff6787,13,151,14
RFQ731-002699,V8_EXTRACTED,True,x731,CFG731_18e687233239e907,CFG731_cf543b1c3927ab71,12,1549,16
RFQ731-002710,V8_EXTRACTED,True,x731,CFG731_2defd08a3d98d7b7,CFG731_0fbee36816b7af98,13,1549,16
RFQ731-002712,V8_EXTRACTED,True,x731,CFG731_9a659fd01cd1d239,CFG731_782675d8823078bc,20,1549,14
RFQ731-002714,V8_EXTRACTED,True,x731,CFG731_fb16e30f5bbb87f2,CFG731_7822370b42865359,26,1549,14
RFQ731-002717,V8_EXTRACTED,True,G731CA,CFG731_dc8a3bad7d99b8ea,CFG731_0738cd529389f266,16,48,11
RFQ731-002733,V8_EXTRACTED,True,x731,CFG731_935bc110c01e9e85,CFG731_8d07e19298d09d34,13,1549,14
RFQ731-002737,V8_EXTRACTED,True,G731ST-HT,CFG731_82d9cee5883aea0f,CFG731_c32627af59ba1526,38,151,12
RFQ731-002744,V8_EXTRACTED,True,x731,CFG731_4d7e108ea05eeb07,CFG731_7962ce0b7d875608,159,1549,13
RFQ731-002747,V8_EXTRACTED,True,x731,CFG731_b3cd6a1a19fbc328,CFG731_70b38ab75d3ca724,11,1549,13
RFQ731-002751,V8_EXTRACTED,True,x731,CFG731_96d353c7a2763a68,CFG731_d9c736acc178c66d,15,1549,13
RFQ731-002759,V8_EXTRACTED,True,x731,CFG731_e66ce98c9fc7fa3b,CFG731_0db950a4979d2c52,22,1549,17
RFQ731-002786,V8_EXTRACTED,True,x731,CFG731_73e28cb740f9cabe,CFG731_94be99d48ade0efb,19,1549,14
RFQ731-002788,V8_EXTRACTED,True,G731ST-HT,CFG731_82d9cee5883aea0f,CFG731_bbffb73f3dff6787,12,151,15
RFQ731-002789,V8_EXTRACTED,True,x731,CFG731_c691e1b97ac6f4f0,CFG731_8048d4394d2fbde3,42,1549,12
RFQ731-002790,V8_EXTRACTED,True,x731,CFG731_ebf26b0112810ef9,CFG731_509cb555eca833a1,58,1549,15
RFQ731-002796,V8_EXTRACTED,True,x731,CFG731_5aad423ad5989441,CFG731_36d7686aca1200ae,99,1549,14
RFQ731-002808,V8_EXTRACTED,True,x731,CFG731_071ad1736ef73ba8,CFG731_b4987f1c95e91d0d,12,1549,15
RFQ731-002817,V8_EXTRACTED,True,x731,CFG731_e3b7a52ea0694eb1,CFG731_8d07e19298d09d34,14,1549,14
RFQ731-002822,V8_EXTRACTED,True,x731,CFG731_ae1c24f394311970,CFG731_243419c6708378b3,278,1549,14
RFQ731-002827,V8_EXTRACTED,True,x731,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,21,1549,15
RFQ731-002830,V8_EXTRACTED,True,x731,CFG731_1c1fb7a32bf0146b,CFG731_cf4bb519cec0df2f,29,1549,15
RFQ731-002843,V8_EXTRACTED,True,x731,CFG731_0d3b04d12b4208a2,CFG731_579057193c092394,11,1549,16
RFQ731-002847,V8_EXTRACTED,True,x731,CFG731_695e540255cc94da,CFG731_6f8c15548921e4c2,193,1549,12
RFQ731-002857,V8_EXTRACTED,True,x731,CFG731_7c78a4beb9b12eb2,CFG731_1f978c234895178c,32,1549,15
RFQ731-002860,V8_EXTRACTED,True,x731,CFG731_8d78781f8753b72a,CFG731_6f8c15548921e4c2,27,1549,13
RFQ731-002875,V8_EXTRACTED,True,x731,CFG731_981d84ac2d25a7ea,CFG731_54b63f2628adfc32,53,1549,13
RFQ731-002879,V8_EXTRACTED,True,G731ST-LT,CFG731_55620bd5ef4cd10a,CFG731_7b1edd53e8bbad40,15,153,12
RFQ731-002883,V8_EXTRACTED,True,x731,CFG731_b228aa35c0b027ac,CFG731_e8e7b7513a5c9544,12,1549,17
RFQ731-002884,V8_EXTRACTED,True,x731,CFG731_f560db8c82450ee1,CFG731_fa2849b259355775,19,1549,13
RFQ731-002890,V8_EXTRACTED,True,x731,CFG731_49fe7a9d3e1ae54e,CFG731_da02526d254e2e35,43,1549,15
RFQ731-002899,V8_EXTRACTED,True,G731ST-HT,CFG731_72c610ffb054f7c4,CFG731_e7ac403b81e86f8f,50,151,14
RFQ731-002901,V8_EXTRACTED,True,x731,CFG731_70b78512b89df53d,CFG731_28ac43a93658ad6b,14,1549,16
RFQ731-002908,V8_EXTRACTED,True,x731,CFG731_f4dfffb8a9fa30f7,CFG731_83f956404d04e6cd,12,1549,17
RFQ731-002914,V8_EXTRACTED,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_b4987f1c95e91d0d,51,1549,17
RFQ731-002921,V8_EXTRACTED,True,x731,CFG731_7b2620a0a86146ac,CFG731_2e57977cf2dd500a,11,1549,14
RFQ731-002932,V8_EXTRACTED,True,x731,CFG731_bf8f7d1a25ad0a6e,CFG731_747411fe70ba8e8d,13,1549,11
RFQ731-002937,V8_EXTRACTED,True,x731,CFG731_ca8649ba85200ffb,CFG731_8d07e19298d09d34,109,1549,13
RFQ731-002940,V8_EXTRACTED,True,x731,CFG731_2e3a239679b68afe,CFG731_e8e7b7513a5c9544,72,1549,10
RFQ731-002942,V8_EXTRACTED,True,x731,CFG731_b4d39364171927b2,CFG731_e116a79dd463fd7e,141,1549,16
RFQ731-002947,V8_EXTRACTED,True,G731ST-HT,CFG731_aa4779c40e6c2de0,CFG731_bbffb73f3dff6787,14,151,15
RFQ731-002948,V8_EXTRACTED,True,x731,CFG731_cf93550b4257fc7d,CFG731_5c624ef6fa2b6510,11,1549,15
RFQ731-002949,V8_EXTRACTED,True,x731,CFG731_e3fb1c7106d0cf73,CFG731_36d7686aca1200ae,75,1549,13
RFQ731-002952,V8_EXTRACTED,True,x731,CFG731_e9e5f6255573b434,CFG731_c6a3ff6155563d17,11,1549,15
RFQ731-002953,V8_EXTRACTED,True,x731,CFG731_e901d983321020a2,CFG731_1f0c09edcd967945,24,1549,13
RFQ731-002954,V8_EXTRACTED,True,x731,CFG731_7d1aac31230162fc,CFG731_14299a2a74e42d7f,25,1549,10
RFQ731-002955,V8_EXTRACTED,True,x731,CFG731_bf8f7d1a25ad0a6e,CFG731_747411fe70ba8e8d,13,1549,12
RFQ731-002965,V8_EXTRACTED,True,x731,CFG731_6084e24782dc3f55,CFG731_219ac3d01befd6d1,19,1549,14
RFQ731-002966,V8_EXTRACTED,True,x731,CFG731_e901d983321020a2,CFG731_8d07e19298d09d34,84,1549,13
RFQ731-002967,V8_EXTRACTED,True,x731,CFG731_fe2a2a8faea232df,CFG731_f4856d563cc31f77,25,1549,14
RFQ731-002975,V8_EXTRACTED,True,x731,CFG731_031651b598bdbd79,CFG731_962b6fcde3072947,53,1549,14
RFQ731-002980,V8_EXTRACTED,True,x731,CFG731_0064bc7bf2ed5868,CFG731_bba93a1b44b6ab73,230,1549,13
RFQ731-002982,V8_EXTRACTED,True,x731,CFG731_56310c55a01272a3,CFG731_9e4fccece4d272d3,14,1549,13
RFQ731-002983,V8_EXTRACTED,True,x731,CFG731_87ce9768865f4127,CFG731_9e4fccece4d272d3,16,1549,14
RFQ731-002988,V8_EXTRACTED,True,x731,CFG731_cdff804db4995f6d,CFG731_8d07e19298d09d34,93,1549,12
RFQ731-002990,V8_EXTRACTED,True,x731,CFG731_695e540255cc94da,CFG731_3b2a32abbf148ca1,19,1549,13
RFQ731-002991,V8_EXTRACTED,True,x731,CFG731_70aa5a64b0803277,CFG731_8d07e19298d09d34,11,1549,17
RFQ731-002994,V8_EXTRACTED,True,x731,CFG731_a9a1b4f80067a4f8,CFG731_962b6fcde3072947,14,1549,15
RFQ731-003002,V8_EXTRACTED,True,G731ST-HT,CFG731_ff5d8da56ff22796,CFG731_bbffb73f3dff6787,13,151,12
RFQ731-003005,V8_EXTRACTED,True,x731,CFG731_2280a2734a5a07b0,CFG731_6bdadac99b2f7b39,12,1549,14
RFQ731-003007,V8_EXTRACTED,True,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_2469d1b04bd775f6,15,153,14
RFQ731-003012,V8_EXTRACTED,True,x731,CFG731_e674340656a7fb0a,CFG731_7ffc09802c7b60bf,37,1549,16
RFQ731-003014,V8_EXTRACTED,True,x731,CFG731_175dfbf580a50b51,CFG731_241261e6f2e0673c,62,1549,14
RFQ731-003019,V8_EXTRACTED,True,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_996314000fcfec4b,12,153,14
RFQ731-003020,V8_EXTRACTED,True,x731,CFG731_953eb2d6f6ffc3a0,CFG731_e8e7b7513a5c9544,27,1549,16
RFQ731-003023,V8_EXTRACTED,True,x731,CFG731_bc06761f9c625643,CFG731_7308ee8503151ef3,12,1549,18
RFQ731-003032,V8_EXTRACTED,True,x731,CFG731_5789f006b670582c,CFG731_e1c54b5b080fabb2,154,1549,12
RFQ731-003043,V8_EXTRACTED,True,x731,CFG731_1434e7eedafa69d1,CFG731_9db378257f9cf6a7,215,1549,13
RFQ731-003053,V8_EXTRACTED,True,x731,CFG731_736d7f6d47393e47,CFG731_496bd7a964d6cd85,16,1549,14
RFQ731-003061,V8_EXTRACTED,True,x731,CFG731_c42374cc9dea3494,CFG731_9db378257f9cf6a7,11,1549,13
RFQ731-003066,V8_EXTRACTED,True,x731,CFG731_25b84d9ab233c6bf,CFG731_7521d5a6673c8628,14,1549,12
RFQ731-003068,V8_EXTRACTED,True,x731,CFG731_ab5177144fa1d704,CFG731_6bdadac99b2f7b39,51,1549,12
RFQ731-003073,V8_EXTRACTED,True,x731,CFG731_117f19eb2913314e,CFG731_a41fe4e67e82e94f,24,1549,16
RFQ731-003076,V8_EXTRACTED,True,x731,CFG731_ac0f372c930c2e22,CFG731_8d07e19298d09d34,376,1549,13
RFQ731-003082,V8_EXTRACTED,True,x731,CFG731_a1cadf8c4a6793ba,CFG731_3b2a32abbf148ca1,17,1549,15
RFQ731-003097,V8_EXTRACTED,True,x731,CFG731_ac0f372c930c2e22,CFG731_1b5b895b5e259903,65,1549,13
RFQ731-003104,V8_EXTRACTED,True,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_c050936f4a70e2a0,23,153,14
RFQ731-003111,V8_EXTRACTED,True,x731,CFG731_a5e5e12c08e4e838,CFG731_40e06ca56bd88fa1,11,1549,15
RFQ731-003114,V8_EXTRACTED,True,x731,CFG731_2205a8cc5d1ff08b,CFG731_e8e7b7513a5c9544,41,1549,13
RFQ731-003115,V8_EXTRACTED,True,x731,CFG731_cb9d6c11077bd307,CFG731_ad672c682712eda8,27,1549,16
RFQ731-003133,V8_EXTRACTED,True,x731,CFG731_b187fb9ad3627171,CFG731_ef980c35ed5ff3e4,49,1549,13
RFQ731-003138,V8_EXTRACTED,True,G731ST-LT,CFG731_845802fc60449063,CFG731_49cd4cbef1081333,20,153,13
RFQ731-003139,V8_EXTRACTED,True,x731,CFG731_fe5ec1b0bcdbd396,CFG731_7ffc09802c7b60bf,30,1549,16
RFQ731-003142,V8_EXTRACTED,True,x731,CFG731_b1631f2fb876e4f4,CFG731_6526112621a9ee97,344,1549,11
RFQ731-003144,V8_EXTRACTED,True,x731,CFG731_b2ad61cdb45a54fb,CFG731_04a53b6cc81d57d6,21,1549,14
RFQ731-003146,V8_EXTRACTED,True,x731,CFG731_14ec1773441318c2,CFG731_8d07e19298d09d34,55,1549,12
RFQ731-003147,V8_EXTRACTED,True,G731ST-LT,CFG731_58b9913d8024b015,CFG731_32b4b1ec4513af66,15,153,10
RFQ731-003151,V8_EXTRACTED,True,x731,CFG731_5362e45ac22e6417,CFG731_579057193c092394,99,1549,14
RFQ731-003158,V8_EXTRACTED,True,x731,CFG731_0cf73cced42104be,CFG731_3662a471d9ce3167,70,1549,16
RFQ731-003159,V8_EXTRACTED,True,G731ST-LT,CFG731_5be384035f37d372,CFG731_a40ab19ad6671fbe,13,153,15
RFQ731-003161,V8_EXTRACTED,True,x731,CFG731_d0bd848c8f934b33,CFG731_f4856d563cc31f77,15,1549,12
RFQ731-003165,V8_EXTRACTED,True,x731,CFG731_da757fc78485b6cc,CFG731_e1c54b5b080fabb2,207,1549,11
RFQ731-003172,V8_EXTRACTED,True,x731,CFG731_22fecf5bb26e1132,CFG731_28ac43a93658ad6b,29,1549,16
RFQ731-003183,V8_EXTRACTED,True,x731,CFG731_abc11b72fc871228,CFG731_140a9819128d92da,116,1549,15
RFQ731-003185,V8_EXTRACTED,True,x731,CFG731_69502d87794881ea,CFG731_3b2a32abbf148ca1,40,1549,14
RFQ731-003188,V8_EXTRACTED,True,x731,CFG731_bf8f7d1a25ad0a6e,CFG731_747411fe70ba8e8d,13,1549,12
RFQ731-003195,V8_EXTRACTED,True,x731,CFG731_0be1e83a71642630,CFG731_31aa13473958d7d3,13,1549,16
RFQ731-003204,V8_EXTRACTED,True,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_cc9ac35e4d9a1854,12,151,13
RFQ731-003208,V8_EXTRACTED,True,x731,CFG731_8634a8a0a780401d,CFG731_3b2a32abbf148ca1,35,1549,12
RFQ731-003212,V8_EXTRACTED,True,x731,CFG731_eaca39956a83b99d,CFG731_5cfa203ca7029f1c,11,1549,12
RFQ731-003231,V8_EXTRACTED,True,G731ST-LT,CFG731_845802fc60449063,CFG731_49cd4cbef1081333,20,153,14
RFQ731-003239,V8_EXTRACTED,True,x731,CFG731_8bd839e0c8855562,CFG731_df5f598a914fb1cc,21,1549,12
RFQ731-003241,V8_EXTRACTED,True,G731ST-LT,CFG731_d432b6fd40e9e78c,CFG731_e03b41992c837b34,23,153,13
RFQ731-003247,V8_EXTRACTED,True,x731,CFG731_af755e9c46cfadd4,CFG731_2e57977cf2dd500a,11,1549,14
RFQ731-003250,V8_EXTRACTED,True,G731ST-HT,CFG731_aa4779c40e6c2de0,CFG731_bbffb73f3dff6787,26,151,14
RFQ731-003256,V8_EXTRACTED,True,x731,CFG731_35443b2ee17ecca9,CFG731_9db378257f9cf6a7,13,1549,12
RFQ731-003261,V8_EXTRACTED,True,x731,CFG731_c9f99492e564a888,CFG731_e1c54b5b080fabb2,11,1549,13
RFQ731-003270,V8_EXTRACTED,True,x731,CFG731_031d8f2fe50bf3d1,CFG731_3611bb1fba248e38,27,1549,14
RFQ731-003271,V8_EXTRACTED,True,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_87d8ba5b87cf0a3f,18,153,16
RFQ731-003288,V8_EXTRACTED,True,x731,CFG731_b0cb3b337215aa5b,CFG731_70b38ab75d3ca724,11,1549,13
RFQ731-003289,V8_EXTRACTED,True,x731,CFG731_68d0d8577edab436,CFG731_4e59e6fc4174afa3,25,1549,12
RFQ731-003311,V8_EXTRACTED,True,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_32b4b1ec4513af66,13,153,15
RFQ731-003312,V8_EXTRACTED,True,x731,CFG731_92e7a454f95768c1,CFG731_3662a471d9ce3167,65,1549,14
RFQ731-003317,V8_EXTRACTED,True,x731,CFG731_bd00839e452c6958,CFG731_9def6f7d289bea90,12,1549,11
RFQ731-003320,V8_EXTRACTED,True,x731,CFG731_fc05c65994b9f9f2,CFG731_9d9ebc2acccb06ad,52,1549,13
RFQ731-003335,V8_EXTRACTED,True,x731,CFG731_aaecd8f48f0639a0,CFG731_40e06ca56bd88fa1,37,1549,11
RFQ731-003337,V8_EXTRACTED,True,x731,CFG731_2e5bd0d53757f625,CFG731_70b38ab75d3ca724,123,1549,13
RFQ731-003344,V8_EXTRACTED,True,x731,CFG731_5f2fdad66cde083e,CFG731_7822370b42865359,41,1549,14
RFQ731-003346,V8_EXTRACTED,True,x731,CFG731_0e3baae8e946721c,CFG731_57a2b410fc32b41a,13,1549,12
RFQ731-003347,V8_EXTRACTED,True,x731,CFG731_9a88481e80177d0c,CFG731_e80085d86d0bbfa9,37,1549,17
RFQ731-003360,V8_EXTRACTED,True,G731ST-HT,CFG731_fcf6a3b44d96735f,CFG731_b3ed2928d6d65710,38,151,10
RFQ731-003365,V8_EXTRACTED,True,x731,CFG731_b5a071e920590337,CFG731_83f956404d04e6cd,11,1549,14
