rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,is_top1
RFQ731-002991,V8_EXTRACTED,False,x731,CFG731_70aa5a64b0803277,CFG731_8c50542218db5cb0,x731,139.67317120994738,19.0,156,17,11,0,4,2,3.1,False
RFQ731-002992,V8_EXTRACTED,False,G731ST-LT,CFG731_c5da2661a169f82b,CFG731_a5c5e0f40e3e1125,x731,111.91858017694882,27.0,216,16,7,0,7,2,2.3,False
RFQ731-002993,V8_EXTRACTED,False,x731,CFG731_a84a367ef61c4e59,CFG731_071ad1736ef73ba8,x731,129.47380123385938,36.0,162,13,11,0,1,1,0.0,False
RFQ731-002994,V8_EXTRACTED,False,x731,CFG731_a9a1b4f80067a4f8,CFG731_a9a1b4f80067a4f8,x731,119.51945934391442,1.0,160,15,9,0,5,1,1.3,True
RFQ731-002995,V8_EXTRACTED,False,G731ST-LT,CFG731_d3e51804db148a52,CFG731_d3e51804db148a52,G731ST-LT,99.0140942013391,1.0,284,15,7,0,6,2,2.7,True
RFQ731-002996,V8_EXTRACTED,False,x731,CFG731_df5f598a914fb1cc,CFG731_22fecf5bb26e1132,x731,126.92051359247968,83.0,210,14,10,0,4,0,0.0,False
RFQ731-002997,V8_EXTRACTED,False,G731ST-LT,CFG731_9c6b16fef6d02aaf,CFG731_7bcb1438c1b3f9f2,G731ST-LT,126.93838780487808,90.0,296,15,9,0,5,1,1.3,False
RFQ731-002998,V8_EXTRACTED,False,x731,CFG731_cf4bb519cec0df2f,CFG731_7f60255816247683,x731,147.44426874775823,5.0,156,14,11,0,3,0,0.0,False
RFQ731-002999,V8_EXTRACTED,False,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,144.946475143472,101.0,368,16,10,0,5,1,1.3,False
RFQ731-003000,V8_EXTRACTED,False,F731PW,CFG731_0781a0fecc8f46d5,CFG731_ef211cb97feaddc8,F731PW,88.07576398852225,,334,11,7,0,3,1,1.6,False
RFQ731-003001,V8_EXTRACTED,False,x731,CFG731_1490cd30a236283e,CFG731_1490cd30a236283e,x731,137.3039539215686,1.0,158,15,11,0,3,1,1.3,True
RFQ731-003002,V8_EXTRACTED,False,G731ST-HT,CFG731_ff5d8da56ff22796,CFG731_a593ff51e33da059,G731ST-HT,113.78964784791965,2.0,224,12,10,0,1,1,1.3,False
RFQ731-003003,V8_EXTRACTED,False,G731ST-HT,CFG731_076cad91966d4c34,CFG731_076cad91966d4c34,G731ST-HT,135.8991337876614,1.0,396,15,8,0,7,0,0.0,True
RFQ731-003004,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_8281908b452128f3,F731WD_DualChannel,99.47260180535632,10.0,410,13,9,0,2,2,3.1,False
RFQ731-003005,V8_EXTRACTED,False,x731,CFG731_2280a2734a5a07b0,CFG731_2280a2734a5a07b0,x731,100.62531176948828,1.0,126,14,8,0,4,2,2.8,True
RFQ731-003006,V8_EXTRACTED,False,G731CA,CFG731_1dfb5999b1debe3a,CFG731_0b2f7a45dffefd5b,G731CA,138.2889394548063,35.0,260,13,11,0,1,1,1.3,False
RFQ731-003007,V8_EXTRACTED,False,G731ST-LT,CFG731_bc9146cb8459e9c2,CFG731_2469d1b04bd775f6,G731ST-LT,131.93599264705884,133.0,372,14,8,0,6,0,0.0,False
RFQ731-003008,V8_EXTRACTED,False,x731,CFG731_1ff2c28c953275c5,CFG731_ddfa4ab00c1bcdd0,x731,137.64849360114778,40.0,138,15,11,0,3,1,1.5,False
RFQ731-003009,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_4ca309199387f8d5,F731WD_SingleChannel,108.73879483500718,9.0,562,12,9,0,2,1,1.8,False
RFQ731-003010,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,133.1222955523673,1.0,528,14,11,0,2,1,1.8,True
RFQ731-003011,V8_EXTRACTED,False,G731ST-LT,CFG731_0e146b48e4ed8b98,CFG731_2c30adc3f721a104,G731ST-LT,117.3563387733142,17.0,252,13,8,0,5,0,0.0,False
RFQ731-003012,V8_EXTRACTED,False,x731,CFG731_e674340656a7fb0a,CFG731_7ffc09802c7b60bf,x731,120.84334911525585,40.0,162,16,9,0,5,2,1.6,False
RFQ731-003013,V8_EXTRACTED,False,x731,CFG731_140a9819128d92da,CFG731_140a9819128d92da,x731,129.5879093735055,1.0,162,13,10,0,3,0,0.0,True
RFQ731-003014,V8_EXTRACTED,False,x731,CFG731_175dfbf580a50b51,CFG731_241261e6f2e0673c,x731,124.60056970349115,61.0,158,14,8,0,6,0,0.0,False
RFQ731-003015,V8_EXTRACTED,False,F731TE,CFG731_b7c1a02b25610507,CFG731_78ea99817ca8be6a,x731,79.1955011956002,,134,12,7,0,3,2,1.8,False
RFQ731-003016,V8_EXTRACTED,False,x731,CFG731_5cded878b0996b37,CFG731_31ef54b8ab17d3bb,x731,103.97954103150408,42.0,116,13,8,0,4,1,1.2,False
RFQ731-003017,V8_EXTRACTED,False,G731ST-HT,CFG731_b3b502cc22fcd72e,CFG731_b36f487da5008df2,G731ST-HT,117.61922980631279,35.0,282,16,9,0,5,2,2.9000000000000004,False
RFQ731-003018,V8_EXTRACTED,False,G731ST-LT,CFG731_e565a13ef4701c2d,CFG731_e565a13ef4701c2d,G731ST-LT,97.30588623864183,1.0,250,15,7,0,6,2,1.4,True
RFQ731-003019,V8_EXTRACTED,False,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_22da0d6030817265,G731ST-LT,125.69343539454808,277.0,450,14,8,0,6,0,0.0,False
RFQ731-003020,V8_EXTRACTED,False,x731,CFG731_953eb2d6f6ffc3a0,CFG731_a385518a9f31baa0,x731,107.9873499904352,45.0,126,16,8,0,5,3,4.1000000000000005,False
RFQ731-003021,V8_EXTRACTED,False,G731CA,CFG731_b97ce0f180acf155,CFG731_2aca30183aab25a9,G731CA,128.54589137700538,13.0,428,14,10,0,3,1,1.6,False
RFQ731-003022,V8_EXTRACTED,False,x731,CFG731_d057ad35aef0eea2,CFG731_2686ab8bb7012e53,x731,97.87835294117647,5.0,112,11,6,0,5,0,0.0,False
RFQ731-003023,V8_EXTRACTED,False,x731,CFG731_bc06761f9c625643,CFG731_9a88481e80177d0c,x731,157.78586658297465,6.0,138,18,13,0,3,2,2.9000000000000004,False
RFQ731-003024,V8_EXTRACTED,False,F731PW,CFG731_f9fd6a4462ec051a,CFG731_a9f22ebc14287e5d,F731PW,99.55657508369204,163.0,372,12,9,0,1,2,3.2,False
RFQ731-003025,V8_EXTRACTED,False,x731,CFG731_f2b6724ca609efbb,CFG731_f2b6724ca609efbb,x731,118.15579340028697,1.0,172,12,9,0,3,0,0.0,True
RFQ731-003026,V8_EXTRACTED,False,x731,CFG731_5a14e01af9745dda,CFG731_5a14e01af9745dda,x731,105.94979094930657,1.0,142,13,8,0,4,1,1.2,True
RFQ731-003027,V8_EXTRACTED,False,x731,CFG731_9ccdadb28a07accd,CFG731_9ccdadb28a07accd,x731,119.32944105691058,1.0,176,14,8,0,5,1,1.2,True
RFQ731-003028,V8_EXTRACTED,False,x731,CFG731_c9498cf6f4410d44,CFG731_d4a9fe62acefba0d,x731,133.66746270923002,36.0,154,15,10,0,4,1,1.3,False
RFQ731-003029,V8_EXTRACTED,False,x731,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,x731,152.3388666195899,1.0,160,18,12,0,4,2,2.9000000000000004,True
RFQ731-003030,V8_EXTRACTED,False,G731ST-LT,CFG731_ae2e4cfccaff4f50,CFG731_ae2e4cfccaff4f50,G731ST-LT,117.99119888809184,1.0,310,15,10,0,3,2,2.7,True
RFQ731-003031,V8_EXTRACTED,False,x731,CFG731_d27f5f5f307014a8,CFG731_d27f5f5f307014a8,x731,178.38605780726925,1.0,150,16,14,0,2,0,0.0,True
RFQ731-003032,V8_EXTRACTED,False,x731,CFG731_5789f006b670582c,CFG731_66527c2cd3f93f64,x731,116.9191792467719,133.0,136,12,9,0,2,1,1.2,False
RFQ731-003033,V8_EXTRACTED,False,x731,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,x731,185.7288223711741,1.0,158,18,15,0,2,1,0.0,True
RFQ731-003034,V8_EXTRACTED,False,G731ST-LT,CFG731_cc03e3852895ae99,CFG731_26554ff79bcf8a3f,G731ST-LT,128.8242754662841,155.0,332,13,9,0,4,0,0.0,False
RFQ731-003035,V8_EXTRACTED,False,x731,CFG731_775c3458f44938c0,CFG731_775c3458f44938c0,x731,153.94861164589312,1.0,142,17,12,0,4,1,0.0,True
RFQ731-003036,V8_EXTRACTED,False,x731,CFG731_f0e6b17b1bb2d5ab,CFG731_aa7f1abab518f995,x731,122.05325078909613,9.0,100,13,9,0,3,1,1.3,False
RFQ731-003037,V8_EXTRACTED,False,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,G731ST-HT,152.88095169775224,1.0,428,15,11,0,4,0,0.0,True
RFQ731-003038,V8_EXTRACTED,False,x731,CFG731_3a824c7e49bfd8f4,CFG731_3a824c7e49bfd8f4,x731,117.7520005380201,1.0,162,13,8,0,4,1,1.2,True
RFQ731-003039,V8_EXTRACTED,False,G731ST-HT,CFG731_f23946dbf617272b,CFG731_f23946dbf617272b,G731ST-HT,131.6243286704926,1.0,326,13,10,0,3,0,0.0,True
RFQ731-003040,V8_EXTRACTED,False,x731,CFG731_bae6e4f47f3132d8,CFG731_bae6e4f47f3132d8,x731,131.39476022238165,1.0,208,15,10,0,4,1,0.0,True
RFQ731-003041,V8_EXTRACTED,False,x731,CFG731_2590cdb37d481b9a,CFG731_2590cdb37d481b9a,x731,132.95327284343617,1.0,160,15,10,0,4,1,1.5,True
RFQ731-003042,V8_EXTRACTED,False,x731,CFG731_8ade52b2e74d0235,CFG731_8ade52b2e74d0235,x731,143.52103299856532,1.0,108,15,12,0,1,2,1.2,True
RFQ731-003043,V8_EXTRACTED,False,x731,CFG731_1434e7eedafa69d1,CFG731_b9b5d9aed8259a39,x731,92.48660449545673,,146,13,6,0,5,2,2.8,False
RFQ731-003044,V8_EXTRACTED,False,F731TE,CFG731_7113759c5b95914d,CFG731_574aa7a29f75cd60,F731TE,115.86480631276903,35.0,484,10,9,0,1,0,0.0,False
RFQ731-003045,V8_EXTRACTED,False,G731ST-LT,CFG731_b192ab056df1d8f7,CFG731_e4891d6f45902e22,G731ST-LT,113.22286501434722,4.0,322,13,9,0,3,1,0.0,False
RFQ731-003046,V8_EXTRACTED,False,x731,CFG731_5d42a8deb0fcb3d7,CFG731_5d42a8deb0fcb3d7,x731,150.0311244619799,1.0,176,15,11,0,4,0,0.0,True
RFQ731-003047,V8_EXTRACTED,False,x731,CFG731_3c119308d8305ad4,CFG731_7f60255816247683,x731,121.18065126584172,134.0,174,17,8,0,8,1,1.6,False
RFQ731-003048,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_166dd118cf42e953,CFG731_d135404efcd6265d,F731WD_DualChannel,89.8924049497848,5.0,418,8,8,0,0,0,0.0,False
RFQ731-003049,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_ee8e327bbb737abf,F731WD_SingleChannel,73.37203867766618,13.0,452,12,8,0,1,3,4.5,False
RFQ731-003050,V8_EXTRACTED,False,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,G731CA,140.59486071257774,1.0,392,15,11,0,3,1,1.4,True
RFQ731-003051,V8_EXTRACTED,False,G731CA,CFG731_f235f4dd7693c885,CFG731_f235f4dd7693c885,G731CA,107.31198350071737,1.0,306,11,7,0,4,0,0.0,True
RFQ731-003052,V8_EXTRACTED,False,F731PW,CFG731_f9fd6a4462ec051a,CFG731_0d8116f4900c6919,F731PW,99.15886585365855,25.0,400,11,9,0,1,1,1.3,False
RFQ731-003053,V8_EXTRACTED,False,x731,CFG731_736d7f6d47393e47,CFG731_aef3ebf3cdf884c1,x731,124.39499733978958,125.0,134,14,10,0,3,1,1.2,False
RFQ731-003054,V8_EXTRACTED,False,G731ST-LT,CFG731_77fac91021549398,CFG731_77fac91021549398,G731ST-LT,129.96111736011477,1.0,420,13,11,0,1,1,1.3,True
RFQ731-003055,V8_EXTRACTED,False,G731ST-HT,CFG731_c759934398f2381a,CFG731_c759934398f2381a,G731ST-HT,126.27570373027261,1.0,276,12,10,0,2,0,0.0,True
RFQ731-003056,V8_EXTRACTED,False,x731,CFG731_03f5618878f919e9,CFG731_03f5618878f919e9,x731,146.04718211979915,1.0,154,14,11,0,3,0,0.0,True
RFQ731-003057,V8_EXTRACTED,False,x731,CFG731_12d9cb8d41e8f486,CFG731_784eb334d1d77ae7,x731,139.0021881276901,9.0,140,16,11,0,4,1,1.3,False
RFQ731-003058,V8_EXTRACTED,False,x731,CFG731_b2ad61cdb45a54fb,CFG731_b2ad61cdb45a54fb,x731,105.11527682926831,1.0,132,14,8,0,4,2,2.5,True
RFQ731-003059,V8_EXTRACTED,False,G731CA,CFG731_2cb814ee06486282,CFG731_691a8f2ff165671d,G731CA,86.30700789096126,33.0,318,8,7,0,1,0,0.0,False
RFQ731-003060,V8_EXTRACTED,False,x731,CFG731_b161881037fc306d,CFG731_6152af85eafd81bb,x731,116.56273027259685,18.0,122,14,9,0,4,1,0.0,False
RFQ731-003061,V8_EXTRACTED,False,x731,CFG731_c42374cc9dea3494,CFG731_9db378257f9cf6a7,x731,103.24184106169297,2.0,114,13,8,0,3,2,2.8,False
RFQ731-003062,V8_EXTRACTED,False,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,G731ST-LT,142.4855898493544,1.0,336,14,10,0,4,0,0.0,True
RFQ731-003063,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,F731WD_DualChannel,102.76912679340029,1.0,410,15,9,0,3,3,4.2,True
RFQ731-003064,V8_EXTRACTED,False,x731,CFG731_5718ef9495972b30,CFG731_5718ef9495972b30,x731,132.95261746771882,1.0,130,16,9,0,6,1,0.0,True
RFQ731-003065,V8_EXTRACTED,False,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,F731TE,103.99286034791967,1.0,364,13,8,0,4,1,1.8,True
RFQ731-003066,V8_EXTRACTED,False,x731,CFG731_25b84d9ab233c6bf,CFG731_7521d5a6673c8628,x731,114.05945549378288,11.0,126,12,8,0,4,0,0.0,False
RFQ731-003067,V8_EXTRACTED,False,G731ST-HT,CFG731_348f97ec6945fbf8,CFG731_348f97ec6945fbf8,G731ST-HT,131.83282962697277,1.0,300,13,10,0,3,0,0.0,True
RFQ731-003068,V8_EXTRACTED,False,x731,CFG731_ab5177144fa1d704,CFG731_9db378257f9cf6a7,x731,116.99259150376616,24.0,80,12,9,0,3,0,0.0,False
RFQ731-003069,V8_EXTRACTED,False,G731CA,CFG731_0b2f7a45dffefd5b,CFG731_55e37d2b9d20276c,G731CA,133.40411585365854,65.0,414,14,10,0,4,0,0.0,False
RFQ731-003070,V8_EXTRACTED,False,x731,CFG731_6be2d8f04f4b5682,CFG731_57b3b3a6958ee330,x731,115.23077504543284,138.0,178,13,7,0,6,0,0.0,False
RFQ731-003071,V8_EXTRACTED,False,G731ST-HT,CFG731_37f66c3948c00e57,CFG731_ab3b0ae98d7b2345,G731ST-HT,118.57088839072213,235.0,350,14,9,0,4,1,1.6,False
RFQ731-003072,V8_EXTRACTED,False,x731,CFG731_32b1041fd68aac23,CFG731_97796c9ac2811c94,x731,149.3150810186514,4.0,178,15,10,0,5,0,0.0,False
RFQ731-003073,V8_EXTRACTED,False,x731,CFG731_117f19eb2913314e,CFG731_117f19eb2913314e,x731,156.61874551649927,1.0,174,16,12,0,3,1,1.3,True
RFQ731-003074,V8_EXTRACTED,False,G731ST-LT,CFG731_7882c72c21497015,CFG731_7882c72c21497015,G731ST-LT,136.63428939502631,1.0,288,16,10,0,5,1,1.4,True
RFQ731-003075,V8_EXTRACTED,False,x731,CFG731_4ed713e2b6c74ca8,CFG731_5d88e63d941ec6fd,x731,131.92813354854138,5.0,142,14,11,0,2,1,1.6,False
RFQ731-003076,V8_EXTRACTED,False,x731,CFG731_ac0f372c930c2e22,CFG731_03ef652e52353f2f,x731,89.58500406504065,,138,13,7,0,4,2,2.8,False
RFQ731-003077,V8_EXTRACTED,False,F731PW,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,F731PW,110.55189024390246,1.0,238,12,9,0,2,1,1.3,True
RFQ731-003078,V8_EXTRACTED,False,x731,CFG731_e513d349f418c5df,CFG731_d4a9fe62acefba0d,x731,127.77140680296507,15.0,116,16,10,0,4,2,2.9000000000000004,False
RFQ731-003079,V8_EXTRACTED,False,x731,CFG731_d584b35cfce34cc7,CFG731_b848918cab1cb35d,x731,129.24727728455287,77.0,156,16,9,0,6,1,1.6,False
RFQ731-003080,V8_EXTRACTED,False,G731ST-LT,CFG731_4664eb01d8e0d814,CFG731_4664eb01d8e0d814,G731ST-LT,84.9440636178862,1.0,280,14,6,0,6,2,2.7,True
RFQ731-003081,V8_EXTRACTED,False,x731,CFG731_75466cb810218a66,CFG731_1cbb464ec15ba84f,x731,110.56526829268294,48.0,126,14,8,0,5,1,1.2,False
RFQ731-003082,V8_EXTRACTED,False,x731,CFG731_a1cadf8c4a6793ba,CFG731_5247c83d5f005ead,x731,118.28721084409375,82.0,150,15,9,0,5,1,0.0,False
RFQ731-003083,V8_EXTRACTED,False,x731,CFG731_deb6c547366eb132,CFG731_deb6c547366eb132,x731,128.7327479674797,1.0,134,15,11,0,2,2,3.1,True
RFQ731-003084,V8_EXTRACTED,False,G731CA,CFG731_98ec9650b5463fd0,CFG731_0bb185f546403346,G731CA,93.75923648971785,3.0,312,13,9,0,1,3,3.9,False
RFQ731-003085,V8_EXTRACTED,False,x731,CFG731_02ec1e408c44cf5d,CFG731_27b6b45b43224be7,x731,147.16366302008606,3.0,152,14,11,0,3,0,0.0,False
RFQ731-003086,V8_EXTRACTED,False,x731,CFG731_b848918cab1cb35d,CFG731_b848918cab1cb35d,x731,119.76377164036347,1.0,224,15,9,0,4,2,2.8,True
RFQ731-003087,V8_EXTRACTED,False,x731,CFG731_440f9c9b032b7d0a,CFG731_b4987f1c95e91d0d,x731,147.9026428742229,21.0,138,17,10,0,6,1,1.6,False
RFQ731-003088,V8_EXTRACTED,False,G731ST-LT,CFG731_9548d55d92816998,CFG731_9548d55d92816998,G731ST-LT,114.66662250119563,1.0,274,15,9,0,4,2,2.9000000000000004,True
RFQ731-003089,V8_EXTRACTED,False,x731,CFG731_aa68f1da5062cc70,CFG731_f0cf22354800092d,x731,118.42667020564323,3.0,132,15,9,0,4,2,2.9000000000000004,False
RFQ731-003090,V8_EXTRACTED,False,x731,CFG731_65da22cd215fbcf6,CFG731_5dd42015f6f61801,x731,162.62556628482187,26.0,164,19,13,0,4,2,1.6,False
RFQ731-003091,V8_EXTRACTED,False,x731,CFG731_086adbe1d654b214,CFG731_086adbe1d654b214,x731,145.9775942925036,1.0,172,17,11,0,4,2,2.8,True
RFQ731-003092,V8_EXTRACTED,False,x731,CFG731_0aa987e1ae960c88,CFG731_0aa987e1ae960c88,x731,165.48567764377097,1.0,104,15,12,0,3,0,0.0,True
RFQ731-003093,V8_EXTRACTED,False,x731,CFG731_734ca6c628733962,CFG731_734ca6c628733962,x731,115.35862812051654,1.0,154,14,8,0,5,1,1.3,True
RFQ731-003094,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,94.10886238641801,1.0,600,15,8,0,4,3,4.5,True
RFQ731-003095,V8_EXTRACTED,False,x731,CFG731_3b06d9bface617d0,CFG731_cf543b1c3927ab71,x731,117.29374050693448,27.0,118,18,8,0,7,3,4.1000000000000005,False
RFQ731-003096,V8_EXTRACTED,False,x731,CFG731_696639c1a9f714c1,CFG731_bbcb665ced67f8c3,x731,147.51293758967,6.0,126,16,10,0,6,0,0.0,False
RFQ731-003097,V8_EXTRACTED,False,x731,CFG731_ac0f372c930c2e22,CFG731_1b5b895b5e259903,x731,128.849014351088,96.0,176,13,9,0,4,0,0.0,False
RFQ731-003098,V8_EXTRACTED,False,x731,CFG731_e8d4d37dfb814e2d,CFG731_e8d4d37dfb814e2d,x731,162.07618364418934,1.0,166,14,12,0,2,0,0.0,True
RFQ731-003099,V8_EXTRACTED,False,x731,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,x731,166.3589182695182,1.0,176,16,12,0,3,1,1.2,True
RFQ731-003100,V8_EXTRACTED,False,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_4772bedc40328ae2,G731ST-LT,149.3125775346724,1.0,304,13,12,0,1,0,0.0,True
RFQ731-003101,V8_EXTRACTED,False,G731ST-LT,CFG731_77fac91021549398,CFG731_750dd83a06ba43cb,G731ST-LT,126.16480315638452,274.0,408,14,10,0,3,1,1.3,False
RFQ731-003102,V8_EXTRACTED,False,F731WD_SingleChannel,CFG731_9a761e6bfde35917,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,115.84197823290292,8.0,460,13,9,0,3,1,0.0,False
RFQ731-003103,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_e8331b2a91577f04,CFG731_e8331b2a91577f04,F731WD_DualChannel,134.43902439024393,1.0,446,12,11,0,1,0,0.0,True
RFQ731-003104,V8_EXTRACTED,False,G731ST-LT,CFG731_dac27b97cd6b7ff8,CFG731_4664eb01d8e0d814,G731ST-LT,100.29657752749883,236.0,270,14,8,0,4,2,2.7,False
RFQ731-003105,V8_EXTRACTED,False,G731CA,CFG731_f235f4dd7693c885,CFG731_52d6df1869142d7d,x731,123.3570980392157,70.0,288,13,9,0,3,1,1.0,False
RFQ731-003106,V8_EXTRACTED,False,G731CA,CFG731_508d465d4c518290,CFG731_b97ce0f180acf155,G731CA,106.21981321464287,135.0,244,15,7,0,6,2,3.0,False
RFQ731-003107,V8_EXTRACTED,False,F731TE,CFG731_344778a042931752,CFG731_344778a042931752,F731TE,72.09803999282641,1.0,166,11,6,0,3,2,3.2,True
RFQ731-003108,V8_EXTRACTED,False,G731ST-HT,CFG731_1060da033d1aaed1,CFG731_1060da033d1aaed1,G731ST-HT,121.73019548063128,1.0,408,13,10,0,2,1,0.0,True
RFQ731-003109,V8_EXTRACTED,False,x731,CFG731_8c8856d21252930e,CFG731_5191b7dfd5137ba1,x731,128.3026330404113,39.0,184,13,10,0,3,0,0.0,False
RFQ731-003110,V8_EXTRACTED,False,x731,CFG731_3fb3f9d3dea4a198,CFG731_3fb3f9d3dea4a198,x731,143.22980762792923,1.0,174,14,11,0,3,0,0.0,True
RFQ731-003111,V8_EXTRACTED,False,x731,CFG731_a5e5e12c08e4e838,CFG731_40e06ca56bd88fa1,x731,115.51976092853302,66.0,176,15,7,0,7,1,1.2,False
RFQ731-003112,V8_EXTRACTED,False,G731CA,CFG731_04d132f563cdece8,CFG731_19f7d73d8e42e7bd,G731CA,111.15381032998567,16.0,326,12,9,0,2,1,1.3,False
RFQ731-003113,V8_EXTRACTED,False,x731,CFG731_ef4cf0e053e2d332,CFG731_352cbd30ecacb8ee,x731,121.0526339557927,30.0,200,15,8,0,6,1,1.2,False
RFQ731-003114,V8_EXTRACTED,False,x731,CFG731_2205a8cc5d1ff08b,CFG731_28ed390fb80cb66f,x731,89.50758938307033,6.0,112,13,8,0,2,3,3.5,False
RFQ731-003115,V8_EXTRACTED,False,x731,CFG731_cb9d6c11077bd307,CFG731_ad672c682712eda8,x731,150.07100219512196,21.0,124,16,10,0,6,0,0.0,False
RFQ731-003116,V8_EXTRACTED,False,G731ST-LT,CFG731_6e088ee30195b6c4,CFG731_6e088ee30195b6c4,G731ST-LT,140.5890100430416,1.0,266,13,11,0,2,0,0.0,True
RFQ731-003117,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_c0f6f70a47ed04ba,CFG731_c37386a371e13fa8,F731WD_DualChannel,94.97193346484937,23.0,512,13,8,0,3,2,3.2,False
RFQ731-003118,V8_EXTRACTED,False,G731CA,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,110.2138742228599,1.0,328,12,9,0,2,1,1.4,True
RFQ731-003119,V8_EXTRACTED,False,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_8281908b452128f3,F731WD_DualChannel,79.38745905069345,55.0,512,13,8,0,2,3,4.5,False
RFQ731-003120,V8_EXTRACTED,False,x731,CFG731_3ab6d9037260e8b1,CFG731_3ab6d9037260e8b1,x731,120.71285328939506,1.0,126,14,10,0,3,1,1.3,True
RFQ731-003121,V8_EXTRACTED,False,x731,CFG731_3dd4cfcf6ee98460,CFG731_3dd4cfcf6ee98460,x731,127.60610431611669,1.0,102,15,10,0,3,2,2.8,True
RFQ731-003122,V8_EXTRACTED,False,F731PW,CFG731_f9fd6a4462ec051a,CFG731_327bfa077bbbd45e,F731PW,83.53391248206603,48.0,400,12,7,0,3,2,3.1,False
RFQ731-003123,V8_EXTRACTED,False,x731,CFG731_d67b44eae58dfe59,CFG731_aa1770e6c2806f71,x731,122.56981176470589,2.0,174,14,10,0,3,1,1.3,False
RFQ731-003124,V8_EXTRACTED,False,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_61e03f690afcaa1a,x731,130.7595995456719,15.0,228,17,10,0,4,3,3.9,False
RFQ731-003125,V8_EXTRACTED,False,x731,CFG731_12089d5d54f581ac,CFG731_12089d5d54f581ac,x731,122.94375963653756,1.0,154,16,10,0,4,2,2.9000000000000004,True
RFQ731-003126,V8_EXTRACTED,False,x731,CFG731_f2b305fda5b7c1ed,CFG731_f2b305fda5b7c1ed,x731,103.54657101865136,1.0,164,12,7,0,4,1,1.2,True
RFQ731-003127,V8_EXTRACTED,False,x731,CFG731_5d255cf6dd296018,CFG731_5d255cf6dd296018,x731,135.33519476327115,1.0,168,15,10,0,4,1,0.0,True
RFQ731-003128,V8_EXTRACTED,False,x731,CFG731_b4f65e97f91c3587,CFG731_b4f65e97f91c3587,x731,133.58488211382115,1.0,146,16,10,0,5,1,1.6,True
RFQ731-003129,V8_EXTRACTED,False,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_ae2e4cfccaff4f50,G731ST-LT,119.09510939741752,9.0,232,13,9,0,3,1,1.4,False
RFQ731-003130,V8_EXTRACTED,False,x731,CFG731_1d3bf6638fef70ae,CFG731_a6d4830ed3aa2681,x731,150.30787058823526,11.0,138,16,11,0,4,1,1.3,False
RFQ731-003131,V8_EXTRACTED,False,x731,CFG731_da5f98932a1c6afd,CFG731_7822370b42865359,x731,149.46228407460544,32.0,156,15,12,0,2,1,1.5,False
RFQ731-003132,V8_EXTRACTED,False,G731CA,CFG731_55e37d2b9d20276c,CFG731_55e37d2b9d20276c,G731CA,161.5949179519369,1.0,410,14,13,0,1,0,0.0,True
RFQ731-003133,V8_EXTRACTED,False,x731,CFG731_b187fb9ad3627171,CFG731_59d41a45b5e132f2,x731,122.96662553802008,69.0,134,13,8,0,5,0,0.0,False
RFQ731-003134,V8_EXTRACTED,False,x731,CFG731_071845862a7aed14,CFG731_071845862a7aed14,x731,142.7792324246772,1.0,156,16,11,0,4,1,0.0,True
RFQ731-003135,V8_EXTRACTED,False,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_ae2e4cfccaff4f50,G731ST-LT,141.57008476805353,25.0,234,14,12,0,1,1,1.4,False
