rfq_id,characteristic,internal_value,error_type
RFQ731-002153,explosionApproval,N,TRUE_POSITIVE
RFQ731-001654,characteristic,GP,TRUE_POSITIVE
RFQ731-001067,characteristic,GP,TRUE_POSITIVE
RFQ731-004095,protectionArea,N,TRUE_POSITIVE
RFQ731-000612,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-000726,certification,NN,TRUE_POSITIVE
RFQ731-004712,devCategory,G,TRUE_POSITIVE
RFQ731-004969,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003105,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002957,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003660,powerSupply,1,TRUE_POSITIVE
RFQ731-000029,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-001793,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004188,characteristic,WD,TRUE_POSITIVE
RFQ731-003075,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002606,devCategory,F,TRUE_POSITIVE
RFQ731-002617,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004074,explosionApproval,N,TRUE_POSITIVE
RFQ731-000122,housing,ST,TRUE_POSITIVE
RFQ731-002533,dataInterface,NN,TRUE_POSITIVE
RFQ731-002091,certification,NN,TRUE_POSITIVE
RFQ731-000959,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003426,protectionArea,2,TRUE_POSITIVE
RFQ731-003400,characteristic,GP,TRUE_POSITIVE
RFQ731-000909,devCategory,F,TRUE_POSITIVE
RFQ731-000712,explosionApproval,A,TRUE_POSITIVE
RFQ731-004822,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003016,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003999,devCategory,F,TRUE_POSITIVE
RFQ731-000410,certification,NN,TRUE_POSITIVE
RFQ731-001363,housing,ST,TRUE_POSITIVE
RFQ731-002279,explosionApproval,N,TRUE_POSITIVE
RFQ731-001952,waveInjector,FWI,TRUE_POSITIVE
RFQ731-004799,characteristic,GP,TRUE_POSITIVE
RFQ731-001614,devCategory,G,TRUE_POSITIVE
RFQ731-003642,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-003689,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001715,characteristic,GP,TRUE_POSITIVE
RFQ731-003036,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004239,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-001582,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004370,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-000677,dataInterface,NN,TRUE_POSITIVE
RFQ731-004377,devCategory,F,TRUE_POSITIVE
RFQ731-002418,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002739,housing,ST,TRUE_POSITIVE
RFQ731-004313,powerSupply,1,TRUE_POSITIVE
RFQ731-002077,housing,ST,TRUE_POSITIVE
RFQ731-001736,protectionArea,2,TRUE_POSITIVE
RFQ731-003549,certification,CN,TRUE_POSITIVE
RFQ731-001438,certification,NN,TRUE_POSITIVE
RFQ731-001022,customUserFluid,1,TRUE_POSITIVE
RFQ731-003604,customUserFluid,1,TRUE_POSITIVE
RFQ731-000308,certification,NN,TRUE_POSITIVE
RFQ731-000885,dataInterface,NN,TRUE_POSITIVE
RFQ731-003763,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001429,numberOfChannels,2,TRUE_POSITIVE
RFQ731-002491,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-002678,certification,NN,TRUE_POSITIVE
RFQ731-001511,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003662,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-002433,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003140,explosionApproval,F,TRUE_POSITIVE
RFQ731-001063,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002374,certification,MN,TRUE_POSITIVE
RFQ731-002527,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000948,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002413,devCategory,G,TRUE_POSITIVE
RFQ731-002731,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000120,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000428,powerSupply,1,TRUE_POSITIVE
RFQ731-002226,numberOfChannels,2,TRUE_POSITIVE
RFQ731-000557,housing,ST,TRUE_POSITIVE
RFQ731-000766,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004596,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003219,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000503,stromSchaltbar,CS2,TRUE_POSITIVE
RFQ731-000665,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003626,housing,ST,TRUE_POSITIVE
RFQ731-003470,housing,ST,TRUE_POSITIVE
RFQ731-004865,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002379,numberOfChannels,2,TRUE_POSITIVE
RFQ731-004983,binaerDigitalOpenColl_MN,MN2,TRUE_POSITIVE
RFQ731-004861,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-003718,devCategory,G,TRUE_POSITIVE
RFQ731-001277,certification,NN,TRUE_POSITIVE
RFQ731-003115,devCategory,G,TRUE_POSITIVE
RFQ731-003908,housing,ST,TRUE_POSITIVE
RFQ731-000774,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004637,characteristic,GP,TRUE_POSITIVE
RFQ731-001403,customUserFluid,1,TRUE_POSITIVE
RFQ731-002990,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001990,housing,ST,TRUE_POSITIVE
RFQ731-002557,housing,ST,TRUE_POSITIVE
RFQ731-002815,devCategory,F,TRUE_POSITIVE
RFQ731-000492,housing,ST,TRUE_POSITIVE
RFQ731-003387,protectionArea,2,TRUE_POSITIVE
RFQ731-004254,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004782,customUserFluid,1,TRUE_POSITIVE
RFQ731-002358,powerSupply,1,TRUE_POSITIVE
RFQ731-001021,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003515,protectionArea,2,TRUE_POSITIVE
RFQ731-000854,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-003349,certification,NN,TRUE_POSITIVE
RFQ731-003091,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-000798,housing,ST,TRUE_POSITIVE
RFQ731-003303,housing,ST,TRUE_POSITIVE
RFQ731-003507,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-004952,temperaturEingaenge,TT2,TRUE_POSITIVE
RFQ731-004462,explosionApproval,A,TRUE_POSITIVE
RFQ731-002963,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001338,powerSupply,4,TRUE_POSITIVE
RFQ731-000781,devCategory,G,TRUE_POSITIVE
RFQ731-003861,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000800,customUserFluid,1,TRUE_POSITIVE
RFQ731-003012,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-003184,powerSupply,1,TRUE_POSITIVE
RFQ731-003095,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003705,devCategory,G,TRUE_POSITIVE
RFQ731-004305,housing,ST,TRUE_POSITIVE
RFQ731-001873,housing,ST,TRUE_POSITIVE
RFQ731-004939,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002432,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000326,certification,NN,TRUE_POSITIVE
RFQ731-000017,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-003205,powerSupply,1,TRUE_POSITIVE
RFQ731-002420,protectionArea,2,TRUE_POSITIVE
RFQ731-000696,devCategory,G,TRUE_POSITIVE
RFQ731-001663,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003045,certification,NN,TRUE_POSITIVE
RFQ731-004358,powerSupply,1,TRUE_POSITIVE
RFQ731-004821,powerSupply,4,TRUE_POSITIVE
RFQ731-000073,protectionArea,2,TRUE_POSITIVE
RFQ731-003474,customUserFluid,1,TRUE_POSITIVE
RFQ731-002663,explosionApproval,K,TRUE_POSITIVE
RFQ731-003787,certification,NN,TRUE_POSITIVE
RFQ731-002019,protectionArea,N,TRUE_POSITIVE
RFQ731-004636,explosionApproval,K,TRUE_POSITIVE
RFQ731-001417,protectionArea,2,TRUE_POSITIVE
RFQ731-000459,certification,NN,TRUE_POSITIVE
RFQ731-004606,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004793,characteristic,GP,TRUE_POSITIVE
RFQ731-000857,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001465,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-001397,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-004894,devCategory,F,TRUE_POSITIVE
RFQ731-002404,steamApplication,H,TRUE_POSITIVE
RFQ731-004343,steamApplication,H,TRUE_POSITIVE
RFQ731-003504,characteristic,GP,TRUE_POSITIVE
RFQ731-000600,characteristic,GP,TRUE_POSITIVE
RFQ731-002937,devCategory,F,TRUE_POSITIVE
RFQ731-003150,certification,NN,TRUE_POSITIVE
RFQ731-000456,explosionApproval,K,TRUE_POSITIVE
RFQ731-000114,protectionArea,2,TRUE_POSITIVE
RFQ731-003884,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000385,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003955,powerSupply,1,TRUE_POSITIVE
RFQ731-004974,housing,ST,TRUE_POSITIVE
RFQ731-001652,devCategory,G,TRUE_POSITIVE
RFQ731-001209,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000644,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-004490,dataInterface,NN,TRUE_POSITIVE
RFQ731-004672,characteristic,GP,TRUE_POSITIVE
RFQ731-003024,housing,ST,TRUE_POSITIVE
RFQ731-003420,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001610,protectionArea,2,TRUE_POSITIVE
RFQ731-003410,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-000353,certification,NN,TRUE_POSITIVE
RFQ731-004388,certification,NN,TRUE_POSITIVE
RFQ731-003362,numberOfChannels,2,TRUE_POSITIVE
RFQ731-000765,waveInjector,FWI,TRUE_POSITIVE
RFQ731-002910,certification,NN,TRUE_POSITIVE
RFQ731-004528,powerSupply,1,TRUE_POSITIVE
RFQ731-002407,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004609,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000213,characteristic,GP,TRUE_POSITIVE
RFQ731-000845,explosionApproval,F,TRUE_POSITIVE
RFQ731-001063,explosionApproval,A,TRUE_POSITIVE
RFQ731-001321,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003067,certification,NN,TRUE_POSITIVE
RFQ731-004985,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000829,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001698,housing,ST,TRUE_POSITIVE
RFQ731-001817,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002773,devCategory,F,TRUE_POSITIVE
RFQ731-003181,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002028,protectionArea,2,TRUE_POSITIVE
RFQ731-000206,powerSupply,1,TRUE_POSITIVE
RFQ731-002989,certification,NN,TRUE_POSITIVE
RFQ731-003423,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-003163,certification,NN,TRUE_POSITIVE
RFQ731-004552,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-001178,housing,ST,TRUE_POSITIVE
RFQ731-000155,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001779,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004025,certification,NN,TRUE_POSITIVE
RFQ731-000486,powerSupply,4,TRUE_POSITIVE
RFQ731-001556,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-002423,customUserFluid,1,TRUE_POSITIVE
RFQ731-003556,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-004425,housing,ST,TRUE_POSITIVE
RFQ731-000694,characteristic,GP,TRUE_POSITIVE
RFQ731-000945,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-004213,housing,ST,TRUE_POSITIVE
RFQ731-002123,protectionArea,N,TRUE_POSITIVE
RFQ731-002670,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-003242,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002282,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003520,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001849,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-004628,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001557,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002985,devCategory,G,TRUE_POSITIVE
RFQ731-001490,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002099,dataInterface,NN,TRUE_POSITIVE
RFQ731-001318,explosionApproval,F,TRUE_POSITIVE
RFQ731-001039,powerSupply,1,TRUE_POSITIVE
RFQ731-002042,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003419,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004709,explosionApproval,K,TRUE_POSITIVE
RFQ731-001796,certification,NN,TRUE_POSITIVE
RFQ731-003546,explosionApproval,A,TRUE_POSITIVE
RFQ731-003589,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-003444,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000243,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-000879,protectionArea,N,TRUE_POSITIVE
RFQ731-002093,protectionArea,2,TRUE_POSITIVE
RFQ731-001959,protectionArea,2,TRUE_POSITIVE
RFQ731-001117,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004675,devCategory,F,TRUE_POSITIVE
RFQ731-000423,certification,NN,TRUE_POSITIVE
RFQ731-001712,powerSupply,4,TRUE_POSITIVE
RFQ731-002357,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002929,protectionArea,2,TRUE_POSITIVE
RFQ731-003619,protectionArea,2,TRUE_POSITIVE
RFQ731-004269,numberOfChannels,2,TRUE_POSITIVE
RFQ731-004293,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004276,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002086,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003349,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-004433,devCategory,G,TRUE_POSITIVE
RFQ731-004547,powerSupply,4,TRUE_POSITIVE
RFQ731-003385,dataInterface,NN,TRUE_POSITIVE
RFQ731-002106,explosionApproval,K,TRUE_POSITIVE
RFQ731-000760,dataInterface,NN,TRUE_POSITIVE
RFQ731-003152,certification,NN,TRUE_POSITIVE
RFQ731-003272,housing,ST,TRUE_POSITIVE
RFQ731-002711,characteristic,GP,TRUE_POSITIVE
RFQ731-000127,explosionApproval,N,TRUE_POSITIVE
RFQ731-001815,numberOfChannels,1,TRUE_POSITIVE
RFQ731-002534,housing,ST,TRUE_POSITIVE
RFQ731-002575,dataInterface,MT,TRUE_POSITIVE
RFQ731-003685,protectionArea,2,TRUE_POSITIVE
RFQ731-000223,powerSupply,1,TRUE_POSITIVE
RFQ731-001271,explosionApproval,F,TRUE_POSITIVE
RFQ731-003414,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004875,customUserFluid,1,TRUE_POSITIVE
RFQ731-004218,housing,ST,TRUE_POSITIVE
RFQ731-003460,powerSupply,1,TRUE_POSITIVE
RFQ731-004696,customUserFluid,1,TRUE_POSITIVE
RFQ731-000239,devCategory,G,TRUE_POSITIVE
RFQ731-002635,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004829,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002115,housing,ST,TRUE_POSITIVE
RFQ731-004891,explosionApproval,N,TRUE_POSITIVE
RFQ731-003791,characteristic,GP,TRUE_POSITIVE
RFQ731-003681,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000497,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001590,explosionApproval,A,TRUE_POSITIVE
RFQ731-004206,protectionArea,N,TRUE_POSITIVE
RFQ731-001608,protectionArea,2,TRUE_POSITIVE
RFQ731-004932,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002477,characteristic,GP,TRUE_POSITIVE
RFQ731-002898,dataInterface,NN,TRUE_POSITIVE
RFQ731-003298,certification,NN,TRUE_POSITIVE
RFQ731-001720,explosionApproval,A,TRUE_POSITIVE
RFQ731-004805,characteristic,ST,TRUE_POSITIVE
RFQ731-004454,powerSupply,4,TRUE_POSITIVE
RFQ731-000015,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-002164,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002785,explosionApproval,F,TRUE_POSITIVE
RFQ731-000166,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001664,binaerDigitalOpenColl_MN,MN2,TRUE_POSITIVE
RFQ731-000579,devCategory,G,TRUE_POSITIVE
RFQ731-002667,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004608,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004501,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003627,dataInterface,NN,TRUE_POSITIVE
RFQ731-001543,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-001399,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-000453,certification,NN,TRUE_POSITIVE
RFQ731-000546,characteristic,GP,TRUE_POSITIVE
RFQ731-000792,explosionApproval,F,TRUE_POSITIVE
RFQ731-001394,dataInterface,NN,TRUE_POSITIVE
RFQ731-002345,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004413,certification,NN,TRUE_POSITIVE
RFQ731-004669,customUserFluid,1,TRUE_POSITIVE
RFQ731-000570,housing,ST,TRUE_POSITIVE
RFQ731-003741,devCategory,G,TRUE_POSITIVE
RFQ731-003806,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-002979,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002011,explosionApproval,K,TRUE_POSITIVE
RFQ731-003492,explosionApproval,N,TRUE_POSITIVE
RFQ731-003116,dataInterface,NN,TRUE_POSITIVE
RFQ731-004503,devCategory,F,TRUE_POSITIVE
RFQ731-003373,customUserFluid,1,TRUE_POSITIVE
RFQ731-004822,protectionArea,N,TRUE_POSITIVE
RFQ731-002620,housing,ST,TRUE_POSITIVE
RFQ731-004706,certification,NN,TRUE_POSITIVE
RFQ731-003583,waveInjector,FWI,TRUE_POSITIVE
RFQ731-001310,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000117,powerSupply,1,TRUE_POSITIVE
RFQ731-002949,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000345,devCategory,G,TRUE_POSITIVE
RFQ731-004067,numberOfChannels,1,TRUE_POSITIVE
RFQ731-001462,certification,NN,TRUE_POSITIVE
RFQ731-003693,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004813,characteristic,GP,TRUE_POSITIVE
RFQ731-004403,housing,ST,TRUE_POSITIVE
RFQ731-004133,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002973,characteristic,GP,TRUE_POSITIVE
RFQ731-002366,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004975,explosionApproval,N,TRUE_POSITIVE
RFQ731-004210,powerSupply,1,TRUE_POSITIVE
RFQ731-002378,powerSupply,4,TRUE_POSITIVE
RFQ731-002019,powerSupply,1,TRUE_POSITIVE
RFQ731-003565,housing,ST,TRUE_POSITIVE
RFQ731-004949,powerSupply,4,TRUE_POSITIVE
RFQ731-004289,housing,ST,TRUE_POSITIVE
RFQ731-003368,dataInterface,NN,TRUE_POSITIVE
RFQ731-000733,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002899,powerSupply,1,TRUE_POSITIVE
RFQ731-003365,explosionApproval,N,TRUE_POSITIVE
RFQ731-002125,explosionApproval,A,TRUE_POSITIVE
RFQ731-001858,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-000659,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-004296,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000869,explosionApproval,N,TRUE_POSITIVE
RFQ731-004345,protectionArea,2,TRUE_POSITIVE
RFQ731-004600,explosionApproval,N,TRUE_POSITIVE
RFQ731-002547,devCategory,G,TRUE_POSITIVE
RFQ731-000150,explosionApproval,N,TRUE_POSITIVE
RFQ731-004387,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003068,housing,ST,TRUE_POSITIVE
RFQ731-001010,explosionApproval,A,TRUE_POSITIVE
RFQ731-002208,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-001622,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-001796,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-003195,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000872,protectionArea,2,TRUE_POSITIVE
RFQ731-001737,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001281,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000877,housing,ST,TRUE_POSITIVE
RFQ731-003700,powerSupply,4,TRUE_POSITIVE
RFQ731-002470,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-000168,protectionArea,2,TRUE_POSITIVE
RFQ731-002251,powerSupply,1,TRUE_POSITIVE
RFQ731-001093,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001442,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002688,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000497,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003692,certification,NN,TRUE_POSITIVE
RFQ731-003675,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-001972,housing,ST,TRUE_POSITIVE
RFQ731-002265,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-004848,powerSupply,1,TRUE_POSITIVE
RFQ731-000092,protectionArea,N,TRUE_POSITIVE
RFQ731-000197,characteristic,GP,TRUE_POSITIVE
RFQ731-002152,protectionArea,2,TRUE_POSITIVE
RFQ731-004148,characteristic,GP,TRUE_POSITIVE
RFQ731-003145,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-004303,customUserFluid,1,TRUE_POSITIVE
RFQ731-000282,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003915,devCategory,F,TRUE_POSITIVE
RFQ731-000528,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-003975,explosionApproval,A,TRUE_POSITIVE
RFQ731-003411,devCategory,F,TRUE_POSITIVE
RFQ731-000424,housing,ST,TRUE_POSITIVE
RFQ731-004760,powerSupply,1,TRUE_POSITIVE
RFQ731-003171,certification,NN,TRUE_POSITIVE
RFQ731-000847,dev_advMeterVerification,1,TRUE_POSITIVE
RFQ731-003528,housing,ST,TRUE_POSITIVE
RFQ731-002000,explosionApproval,A,TRUE_POSITIVE
RFQ731-003112,explosionApproval,F,TRUE_POSITIVE
RFQ731-004227,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002701,powerSupply,1,TRUE_POSITIVE
RFQ731-000140,dataInterface,NN,TRUE_POSITIVE
RFQ731-000601,powerSupply,1,TRUE_POSITIVE
RFQ731-003632,housing,ST,TRUE_POSITIVE
RFQ731-003077,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004371,characteristic,ST,TRUE_POSITIVE
RFQ731-003454,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-002779,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-002716,protectionArea,2,TRUE_POSITIVE
RFQ731-002945,powerSupply,1,TRUE_POSITIVE
RFQ731-004700,powerSupply,4,TRUE_POSITIVE
RFQ731-000439,characteristic,GP,TRUE_POSITIVE
RFQ731-002936,customUserFluid,1,TRUE_POSITIVE
RFQ731-004271,housing,ST,TRUE_POSITIVE
RFQ731-002800,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-004312,powerSupply,1,TRUE_POSITIVE
RFQ731-004527,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002429,waveInjector,FWI,TRUE_POSITIVE
RFQ731-003745,certification,NN,TRUE_POSITIVE
RFQ731-003541,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-001054,binaerOpenColl_MP,MP4,TRUE_POSITIVE
RFQ731-000036,devCategory,G,TRUE_POSITIVE
RFQ731-000677,devCategory,F,TRUE_POSITIVE
RFQ731-001214,dataInterface,NN,TRUE_POSITIVE
RFQ731-004135,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-004464,protectionArea,N,TRUE_POSITIVE
RFQ731-003629,explosionApproval,K,TRUE_POSITIVE
RFQ731-001860,certification,NN,TRUE_POSITIVE
RFQ731-002536,housing,ST,TRUE_POSITIVE
RFQ731-002502,stromSchaltbar,CS1,TRUE_POSITIVE
RFQ731-002555,protectionArea,2,TRUE_POSITIVE
RFQ731-003516,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-004250,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-002718,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-002380,powerSupply,4,TRUE_POSITIVE
RFQ731-001181,numberOfChannels,1,TRUE_POSITIVE
RFQ731-000503,explosionApproval,A,TRUE_POSITIVE
RFQ731-001505,characteristic,ST,TRUE_POSITIVE
RFQ731-000342,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001706,temperaturEingaenge,TT2,TRUE_POSITIVE
RFQ731-001617,explosionApproval,A,TRUE_POSITIVE
RFQ731-000388,numberOfChannels,1,TRUE_POSITIVE
RFQ731-004579,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-003483,devCategory,G,TRUE_POSITIVE
RFQ731-001792,dataInterface,NN,TRUE_POSITIVE
RFQ731-001858,waveInjector,FWI,TRUE_POSITIVE
RFQ731-000390,devCategory,G,TRUE_POSITIVE
RFQ731-004633,numberOfChannels,1,TRUE_POSITIVE
RFQ731-003803,protectionArea,2,TRUE_POSITIVE
RFQ731-001888,housing,ST,TRUE_POSITIVE
RFQ731-003178,powerSupply,1,TRUE_POSITIVE
RFQ731-003340,powerSupply,4,TRUE_POSITIVE
RFQ731-002235,explosionApproval,A,TRUE_POSITIVE
RFQ731-002744,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-002616,customUserFluid,1,TRUE_POSITIVE
RFQ731-003640,dynamicGasMaster,1,TRUE_POSITIVE
RFQ731-001640,powerSupply,1,TRUE_POSITIVE
RFQ731-004650,binaerOpenColl_MP,MP1,TRUE_POSITIVE
RFQ731-001767,housing,ST,TRUE_POSITIVE
RFQ731-003331,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-003318,stromEingaenge,IS1,TRUE_POSITIVE
RFQ731-000752,binaerDigitalOpenColl_MN,MN1,TRUE_POSITIVE
RFQ731-001461,characteristic,GP,TRUE_POSITIVE
RFQ731-001625,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-001292,steamApplication,H,TRUE_POSITIVE
RFQ731-000333,temperaturEingaenge,TT1,TRUE_POSITIVE
RFQ731-003558,protectionArea,2,TRUE_POSITIVE
RFQ731-000303,certification,MN,TRUE_POSITIVE
