rfq_id,mode,package_aware,target_package,recommended_configuration_id,true_configuration_id,true_rank,error_type,top_score,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance
RFQ731-000248,V8_EXTRACTED,True,x731,CFG731_3ab6d9037260e8b1,CFG731_25c733523f45b8a2,24.0,TRUE_BEYOND_TOP10,130.23148912003828,10,0,4,1,0.0
RFQ731-000249,V8_EXTRACTED,True,x731,CFG731_edd62f5541be2bb0,CFG731_edd62f5541be2bb0,1.0,CORRECT_TOP1,119.15931151362987,9,0,4,1,1.3
RFQ731-000250,V8_EXTRACTED,True,x731,CFG731_de1ec1b96e1e485e,CFG731_0e3baae8e946721c,59.0,TRUE_BEYOND_TOP10,122.2135162601626,9,0,5,2,2.8
RFQ731-000251,V8_EXTRACTED,True,x731,CFG731_579057193c092394,CFG731_579057193c092394,1.0,CORRECT_TOP1,150.37043956241033,11,0,3,0,0.0
RFQ731-000252,V8_EXTRACTED,True,x731,CFG731_bb5aee8a4ae4203d,CFG731_bb5aee8a4ae4203d,1.0,CORRECT_TOP1,136.71383902439024,11,0,2,1,1.3
RFQ731-000253,V8_EXTRACTED,True,x731,CFG731_3399b9d467bfc71a,CFG731_3399b9d467bfc71a,1.0,CORRECT_TOP1,152.62488043998087,13,0,1,0,0.0
RFQ731-000254,V8_EXTRACTED,True,x731,CFG731_ff3460f478ef969b,CFG731_ff3460f478ef969b,1.0,CORRECT_TOP1,135.40574472815044,10,0,5,2,2.8
RFQ731-000255,V8_EXTRACTED,True,x731,CFG731_1243cfc726284db9,CFG731_1243cfc726284db9,1.0,CORRECT_TOP1,120.99921874701103,9,0,4,1,1.3
RFQ731-000256,V8_EXTRACTED,True,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_a56f1437a0b4ca31,45.0,TRUE_BEYOND_TOP10,119.96585656533958,9,0,5,2,1.6
RFQ731-000257,V8_EXTRACTED,True,x731,CFG731_f3a077220d123b51,CFG731_f3a077220d123b51,1.0,CORRECT_TOP1,123.25912578909615,9,0,5,1,1.3
RFQ731-000258,V8_EXTRACTED,True,G731ST-HT,CFG731_68193b179adae994,CFG731_920bf82480de0a61,146.0,TRUE_BEYOND_TOP10,129.00541872160449,11,0,3,1,0.0
RFQ731-000259,V8_EXTRACTED,True,x731,CFG731_9e4fccece4d272d3,CFG731_7630270d2245c283,49.0,TRUE_BEYOND_TOP10,155.6220006052726,10,0,5,0,0.0
RFQ731-000260,V8_EXTRACTED,True,x731,CFG731_de5e29fe1f740f3e,CFG731_de5e29fe1f740f3e,1.0,CORRECT_TOP1,157.40892082137736,12,0,2,1,1.2
RFQ731-000261,V8_EXTRACTED,True,x731,CFG731_b757671ab14f2876,CFG731_b757671ab14f2876,1.0,CORRECT_TOP1,146.66012542593253,11,0,4,1,1.5
RFQ731-000262,V8_EXTRACTED,True,x731,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,1.0,CORRECT_TOP1,106.13038354286229,7,0,5,0,0.0
RFQ731-000263,V8_EXTRACTED,True,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,1.0,CORRECT_TOP1,149.87353157580105,11,0,4,2,2.9000000000000004
RFQ731-000264,V8_EXTRACTED,True,x731,CFG731_20991e8bae2729c8,CFG731_567b2aa90592cf41,119.0,TRUE_BEYOND_TOP10,114.45066140602583,9,0,3,1,1.5
RFQ731-000265,V8_EXTRACTED,True,G731ST-LT,CFG731_996314000fcfec4b,CFG731_455da2f832a6b66d,26.0,TRUE_BEYOND_TOP10,146.59464840387372,10,0,5,0,0.0
RFQ731-000266,V8_EXTRACTED,True,x731,CFG731_da5f98932a1c6afd,CFG731_da5f98932a1c6afd,1.0,CORRECT_TOP1,153.69026721664275,13,0,0,2,2.7
RFQ731-000267,V8_EXTRACTED,True,x731,CFG731_a38141e3f47b5259,CFG731_a38141e3f47b5259,1.0,CORRECT_TOP1,123.35060545193689,9,0,3,1,1.2
RFQ731-000268,V8_EXTRACTED,True,x731,CFG731_d3ce57e5727e1d4a,CFG731_d3ce57e5727e1d4a,1.0,CORRECT_TOP1,145.90002152080342,10,0,4,0,0.0
RFQ731-000269,V8_EXTRACTED,True,x731,CFG731_4dd88391f253d6d5,CFG731_4dd88391f253d6d5,1.0,CORRECT_TOP1,121.60206898613104,8,0,6,2,2.5
RFQ731-000270,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1.0,CORRECT_TOP1,122.28950352702059,10,0,3,2,3.2
RFQ731-000271,V8_EXTRACTED,True,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,1.0,CORRECT_TOP1,65.53992223816356,5,0,4,2,2.9000000000000004
RFQ731-000272,V8_EXTRACTED,True,x731,CFG731_cccd499c66b31e99,CFG731_11a99741e1f7cce9,55.0,TRUE_BEYOND_TOP10,101.6027786645146,7,0,5,1,1.2
RFQ731-000273,V8_EXTRACTED,True,x731,CFG731_e66ce98c9fc7fa3b,CFG731_70576b93aef3bc09,34.0,TRUE_BEYOND_TOP10,112.56713184481112,9,0,4,3,4.1000000000000005
RFQ731-000274,V8_EXTRACTED,True,x731,CFG731_f2f3c932d1048d8d,CFG731_ef2da8cd513b19be,2.0,TRUE_IN_TOP3,102.56919568714405,7,0,6,2,2.8
RFQ731-000275,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1.0,CORRECT_TOP1,112.59224426111909,7,0,5,0,0.0
RFQ731-000276,V8_EXTRACTED,True,G731ST-LT,CFG731_bd3c08ff576a8cab,CFG731_bd3c08ff576a8cab,1.0,CORRECT_TOP1,138.9201382711621,10,0,3,0,0.0
RFQ731-000277,V8_EXTRACTED,True,x731,CFG731_5ffc2d74e4a3fb5a,CFG731_d6304b0cfae9a548,2.0,TRUE_IN_TOP3,117.22651649928267,8,0,6,2,1.2
RFQ731-000278,V8_EXTRACTED,True,x731,CFG731_e049618b920d59b6,CFG731_88a813121973f952,5.0,TRUE_IN_TOP5,143.47565734845773,11,0,4,2,2.9000000000000004
RFQ731-000279,V8_EXTRACTED,True,x731,CFG731_fd3397424975992e,CFG731_353333bad447dbef,5.0,TRUE_IN_TOP5,113.79535150645624,6,0,8,1,1.2
RFQ731-000280,V8_EXTRACTED,True,G731ST-HT,CFG731_e2d64e127f97296d,CFG731_a8031a74f6d1710d,,TRUE_UNRANKED,114.68278910359878,9,0,4,2,3.1
RFQ731-000281,V8_EXTRACTED,True,F731TE,CFG731_54559f782190a122,CFG731_54559f782190a122,1.0,CORRECT_TOP1,109.5224605451937,8,0,4,1,1.8
RFQ731-000282,V8_EXTRACTED,True,x731,CFG731_31b475abe3d16a99,CFG731_bfee42801e80594e,5.0,TRUE_IN_TOP5,130.21905297256097,10,0,4,2,2.7
RFQ731-000283,V8_EXTRACTED,True,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_bc9146cb8459e9c2,157.0,TRUE_BEYOND_TOP10,126.82890657580104,10,0,4,2,2.9000000000000004
RFQ731-000284,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_5076f1c2c0488d0e,CFG731_5076f1c2c0488d0e,1.0,CORRECT_TOP1,58.41710664753706,4,0,4,1,1.3
RFQ731-000285,V8_EXTRACTED,True,x731,CFG731_357a7724550c556f,CFG731_31b82ee906484bbd,39.0,TRUE_BEYOND_TOP10,144.61268149210906,10,0,4,0,0.0
RFQ731-000286,V8_EXTRACTED,True,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,1.0,CORRECT_TOP1,134.91576394817076,10,0,5,2,2.8
RFQ731-000287,V8_EXTRACTED,True,x731,CFG731_cb9d6c11077bd307,CFG731_c9498cf6f4410d44,17.0,TRUE_BEYOND_TOP10,138.09055898493548,10,0,4,1,1.3
RFQ731-000288,V8_EXTRACTED,True,G731ST-LT,CFG731_395f3e5588a2c3c0,CFG731_395f3e5588a2c3c0,1.0,CORRECT_TOP1,100.11059092539456,6,0,7,1,1.3
RFQ731-000289,V8_EXTRACTED,True,x731,CFG731_bd2172ffd6b9273a,CFG731_935bc110c01e9e85,3.0,TRUE_IN_TOP3,120.19694763271163,9,0,3,1,1.2
RFQ731-000290,V8_EXTRACTED,True,x731,CFG731_8c429238b2628537,CFG731_8c429238b2628537,1.0,CORRECT_TOP1,170.12411464520562,14,0,2,1,1.3
RFQ731-000291,V8_EXTRACTED,True,F731TE,CFG731_07fb816f7dc25bc8,CFG731_3d8c1bbc0ef4249a,25.0,TRUE_BEYOND_TOP10,117.56287858680061,10,0,1,1,1.8
RFQ731-000292,V8_EXTRACTED,True,x731,CFG731_aa082226d44cd876,CFG731_aa082226d44cd876,1.0,CORRECT_TOP1,182.64658715925398,15,0,1,1,1.8
RFQ731-000293,V8_EXTRACTED,True,x731,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,1.0,CORRECT_TOP1,123.16945444763275,9,0,3,0,0.0
RFQ731-000294,V8_EXTRACTED,True,x731,CFG731_8b9239fd1c516750,CFG731_8b9239fd1c516750,1.0,CORRECT_TOP1,123.18067496487923,11,0,1,2,2.8
RFQ731-000295,V8_EXTRACTED,True,x731,CFG731_f7e6eb169c92689f,CFG731_da5f98932a1c6afd,39.0,TRUE_BEYOND_TOP10,117.9760010835127,9,0,4,3,4.3
RFQ731-000296,V8_EXTRACTED,True,x731,CFG731_67751271582e3c57,CFG731_67751271582e3c57,1.0,CORRECT_TOP1,131.3142493685737,10,0,4,1,1.2
RFQ731-000297,V8_EXTRACTED,True,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,1.0,CORRECT_TOP1,147.80961262553802,11,0,3,0,0.0
RFQ731-000298,V8_EXTRACTED,True,x731,CFG731_4138a046f10b4aa8,CFG731_4138a046f10b4aa8,1.0,CORRECT_TOP1,134.51976805356287,11,0,4,1,0.0
RFQ731-000299,V8_EXTRACTED,True,G731ST-LT,CFG731_845802fc60449063,CFG731_845802fc60449063,1.0,CORRECT_TOP1,119.2960830344333,9,0,2,0,0.0
RFQ731-000300,V8_EXTRACTED,True,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,1.0,CORRECT_TOP1,128.18951661884267,9,0,5,1,1.6
RFQ731-000301,V8_EXTRACTED,True,x731,CFG731_d21c75b44ecc736a,CFG731_d8843ca5e91f93ae,90.0,TRUE_BEYOND_TOP10,120.53018131276903,8,0,4,0,0.0
RFQ731-000302,V8_EXTRACTED,True,F731TE,CFG731_f79503cf8f87ea49,CFG731_b7c1a02b25610507,294.0,TRUE_BEYOND_TOP10,80.53475657580107,7,0,2,2,3.2
RFQ731-000303,V8_EXTRACTED,True,x731,CFG731_8216171cc39f78aa,CFG731_8216171cc39f78aa,1.0,CORRECT_TOP1,157.09987566953612,11,0,5,0,0.0
RFQ731-000304,V8_EXTRACTED,True,G731ST-HT,CFG731_fab0d81b6a0ca4e0,CFG731_fab0d81b6a0ca4e0,1.0,CORRECT_TOP1,118.84286370157821,9,0,2,0,0.0
RFQ731-000305,V8_EXTRACTED,True,x731,CFG731_f030e97d69c5c359,CFG731_f030e97d69c5c359,1.0,CORRECT_TOP1,94.42781701339074,7,0,5,2,2.8
RFQ731-000306,V8_EXTRACTED,True,G731ST-HT,CFG731_a288340143e53b7f,CFG731_a288340143e53b7f,1.0,CORRECT_TOP1,139.27731707317076,11,0,3,1,1.5
RFQ731-000307,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1.0,CORRECT_TOP1,88.71193208990914,8,0,2,3,4.5
RFQ731-000308,V8_EXTRACTED,True,G731ST-LT,CFG731_903051672b581bab,CFG731_903051672b581bab,1.0,CORRECT_TOP1,149.6988322274031,12,0,1,1,1.4
RFQ731-000309,V8_EXTRACTED,True,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,1.0,CORRECT_TOP1,132.29600198469637,9,0,6,2,2.9000000000000004
RFQ731-000310,V8_EXTRACTED,True,G731ST-LT,CFG731_32b4b1ec4513af66,CFG731_fbf2539ea471ea5b,17.0,TRUE_BEYOND_TOP10,159.24943268770923,12,0,3,1,1.4
RFQ731-000311,V8_EXTRACTED,True,x731,CFG731_0c05dd0ad4f3894a,CFG731_f1291711f7901d90,34.0,TRUE_BEYOND_TOP10,139.95882801291248,11,0,3,2,2.5
RFQ731-000312,V8_EXTRACTED,True,x731,CFG731_61aecba5f711a3bf,CFG731_75b377161674dea1,2.0,TRUE_IN_TOP3,81.65886657101866,5,0,5,1,1.2
RFQ731-000313,V8_EXTRACTED,True,G731ST-HT,CFG731_617247356a7014fb,CFG731_646d8903da63e1f0,155.0,TRUE_BEYOND_TOP10,113.7972380439981,8,0,5,1,1.6
RFQ731-000314,V8_EXTRACTED,True,x731,CFG731_a4339f07d181d686,CFG731_a4339f07d181d686,1.0,CORRECT_TOP1,146.72881908327352,11,0,5,1,1.6
RFQ731-000315,V8_EXTRACTED,True,x731,CFG731_7bb3a18bcb60bab4,CFG731_7bb3a18bcb60bab4,1.0,CORRECT_TOP1,109.54033696945244,9,0,2,1,1.3
RFQ731-000316,V8_EXTRACTED,True,G731CA,CFG731_f235f4dd7693c885,CFG731_e85a7fcdd0521e90,278.0,TRUE_BEYOND_TOP10,113.09476506456242,9,0,3,1,1.4
RFQ731-000317,V8_EXTRACTED,True,G731ST-LT,CFG731_845802fc60449063,CFG731_845802fc60449063,1.0,CORRECT_TOP1,111.83778168340507,9,0,2,1,1.6
RFQ731-000318,V8_EXTRACTED,True,x731,CFG731_1cbb464ec15ba84f,CFG731_6204dd6ea742eb13,35.0,TRUE_BEYOND_TOP10,124.32605021520803,7,0,7,0,0.0
RFQ731-000319,V8_EXTRACTED,True,x731,CFG731_f0818b6e9953d652,CFG731_f0818b6e9953d652,1.0,CORRECT_TOP1,91.0790447883788,6,0,5,1,1.2
RFQ731-000320,V8_EXTRACTED,True,G731ST-HT,CFG731_288e4c99b4e02895,CFG731_288e4c99b4e02895,1.0,CORRECT_TOP1,120.45562485054997,9,0,4,1,1.6
RFQ731-000321,V8_EXTRACTED,True,x731,CFG731_192157d53112de14,CFG731_192157d53112de14,1.0,CORRECT_TOP1,117.81329034029773,8,0,5,0,0.0
RFQ731-000322,V8_EXTRACTED,True,x731,CFG731_d0bd848c8f934b33,CFG731_d0bd848c8f934b33,1.0,CORRECT_TOP1,112.96908445794477,9,0,2,1,1.2
RFQ731-000323,V8_EXTRACTED,True,F731PW,CFG731_d4a9fe62acefba0d,CFG731_327bfa077bbbd45e,20.0,TRUE_BEYOND_TOP10,92.7912616355811,8,0,3,3,3.9
RFQ731-000324,V8_EXTRACTED,True,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_8b6ed3cfa9ed1e59,63.0,TRUE_BEYOND_TOP10,142.6194351506456,11,0,4,2,2.7
RFQ731-000325,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1.0,CORRECT_TOP1,120.82334726207559,10,0,2,2,3.2
RFQ731-000326,V8_EXTRACTED,True,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_e67173c88f9460f6,188.0,TRUE_BEYOND_TOP10,119.99480995934962,9,0,4,1,1.4
RFQ731-000327,V8_EXTRACTED,True,x731,CFG731_576db798689c655c,CFG731_576db798689c655c,1.0,CORRECT_TOP1,107.78226559540892,8,0,3,1,1.2
RFQ731-000328,V8_EXTRACTED,True,x731,CFG731_1b5b895b5e259903,CFG731_a92ad5294d9187e9,5.0,TRUE_IN_TOP5,133.7630638749403,11,0,1,2,2.8
RFQ731-000329,V8_EXTRACTED,True,x731,CFG731_57b3b3a6958ee330,CFG731_6be2d8f04f4b5682,109.0,TRUE_BEYOND_TOP10,124.64710540889527,8,0,5,0,0.0
RFQ731-000330,V8_EXTRACTED,True,G731ST-HT,CFG731_80619ff0be976225,CFG731_80619ff0be976225,1.0,CORRECT_TOP1,126.59024119918699,9,0,5,1,1.6
RFQ731-000331,V8_EXTRACTED,True,x731,CFG731_f2f3c932d1048d8d,CFG731_ef2da8cd513b19be,17.0,TRUE_BEYOND_TOP10,102.5907430894309,7,0,7,2,2.8
RFQ731-000332,V8_EXTRACTED,True,x731,CFG731_1d78950cabc90332,CFG731_5feb84333ab424ba,3.0,TRUE_IN_TOP3,137.82425172166427,9,0,6,0,0.0
RFQ731-000333,V8_EXTRACTED,True,x731,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,1.0,CORRECT_TOP1,133.0226835619919,9,0,6,0,0.0
RFQ731-000334,V8_EXTRACTED,True,x731,CFG731_3662a471d9ce3167,CFG731_624f3002b3cf1e19,49.0,TRUE_BEYOND_TOP10,101.69067533476807,6,0,7,2,2.8
RFQ731-000335,V8_EXTRACTED,True,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,1.0,CORRECT_TOP1,138.05148749402198,10,0,4,1,1.4
RFQ731-000336,V8_EXTRACTED,True,G731ST-LT,CFG731_26554ff79bcf8a3f,CFG731_2a738780f0517f67,214.0,TRUE_BEYOND_TOP10,116.14507113821139,9,0,4,2,3.0
RFQ731-000337,V8_EXTRACTED,True,x731,CFG731_186348c5f967a6f7,CFG731_f287b32480efae51,19.0,TRUE_BEYOND_TOP10,135.14183328550934,10,0,4,1,1.3
RFQ731-000338,V8_EXTRACTED,True,x731,CFG731_214b769209164299,CFG731_214b769209164299,1.0,CORRECT_TOP1,90.56659552845528,7,0,4,3,4.3
RFQ731-000339,V8_EXTRACTED,True,x731,CFG731_59f86789e43d86f1,CFG731_5cfa203ca7029f1c,37.0,TRUE_BEYOND_TOP10,150.54708124103297,11,0,3,0,0.0
RFQ731-000340,V8_EXTRACTED,True,x731,CFG731_59f86789e43d86f1,CFG731_5cfa203ca7029f1c,7.0,TRUE_IN_TOP10,127.54911741346844,8,0,6,0,0.0
RFQ731-000341,V8_EXTRACTED,True,x731,CFG731_2692d4e8945eb6ee,CFG731_2692d4e8945eb6ee,1.0,CORRECT_TOP1,152.42197034911527,12,0,2,2,3.1
RFQ731-000342,V8_EXTRACTED,True,x731,CFG731_fb1ab4b34e9c8a75,CFG731_5d42a8deb0fcb3d7,36.0,TRUE_BEYOND_TOP10,162.92195484367528,12,0,4,1,1.6
RFQ731-000343,V8_EXTRACTED,True,x731,CFG731_7187559e0dc892c4,CFG731_7187559e0dc892c4,1.0,CORRECT_TOP1,115.10654710664757,9,0,4,1,1.3
RFQ731-000344,V8_EXTRACTED,True,G731CA,CFG731_afa90db347a19822,CFG731_afa90db347a19822,1.0,CORRECT_TOP1,77.13215389317314,7,0,3,3,4.2
RFQ731-000345,V8_EXTRACTED,True,G731ST-LT,CFG731_e1516ef53069d5e2,CFG731_e1516ef53069d5e2,1.0,CORRECT_TOP1,127.97629334050694,11,0,2,2,1.6
RFQ731-000346,V8_EXTRACTED,True,G731CA,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,1.0,CORRECT_TOP1,118.09948158775705,9,0,2,0,0.0
RFQ731-000347,V8_EXTRACTED,True,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_eb70dc35972dc4b7,114.0,TRUE_BEYOND_TOP10,142.077678181791,11,0,2,0,0.0
RFQ731-000348,V8_EXTRACTED,True,x731,CFG731_c11c5ee5deff9a1e,CFG731_48aa9a27f24794bc,66.0,TRUE_BEYOND_TOP10,137.33292761388094,10,0,4,1,1.2
RFQ731-000349,V8_EXTRACTED,True,G731CA,CFG731_715a3d3226cbaffd,CFG731_edf13ed38a4b54de,175.0,TRUE_BEYOND_TOP10,90.31802690100432,7,0,4,2,2.9000000000000004
RFQ731-000350,V8_EXTRACTED,True,x731,CFG731_36045858c7c7e468,CFG731_90dc5a2ccc9e8c22,,TRUE_UNRANKED,118.75872866600908,7,0,8,1,1.6
RFQ731-000351,V8_EXTRACTED,True,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_10085782ed0991cf,17.0,TRUE_BEYOND_TOP10,134.37630458662125,12,0,1,3,4.5
RFQ731-000352,V8_EXTRACTED,True,G731ST-LT,CFG731_d3e51804db148a52,CFG731_938851275519b7cb,6.0,TRUE_IN_TOP10,113.22854573170734,9,0,3,1,1.3
RFQ731-000353,V8_EXTRACTED,True,x731,CFG731_7d4c803343a40a05,CFG731_6751dd4d3a36fdfa,23.0,TRUE_BEYOND_TOP10,132.12875762195125,8,0,7,0,0.0
RFQ731-000354,V8_EXTRACTED,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,1.0,CORRECT_TOP1,136.2723629842181,10,0,4,1,1.3
RFQ731-000355,V8_EXTRACTED,True,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_ff04d32ca467d2a5,1.0,CORRECT_TOP1,117.2251285987566,9,0,4,1,1.3
RFQ731-000356,V8_EXTRACTED,True,G731CA,CFG731_452fb8d2c450816e,CFG731_9cc92f888af32c8a,21.0,TRUE_BEYOND_TOP10,108.38353228120519,9,0,2,1,1.3
RFQ731-000357,V8_EXTRACTED,True,G731ST-HT,CFG731_077cd264a0313a47,CFG731_ff04d32ca467d2a5,14.0,TRUE_BEYOND_TOP10,117.63623213773316,10,0,2,2,2.8
RFQ731-000358,V8_EXTRACTED,True,x731,CFG731_086fcc478b89cea3,CFG731_086fcc478b89cea3,1.0,CORRECT_TOP1,124.07054406982307,10,0,3,2,2.9000000000000004
RFQ731-000359,V8_EXTRACTED,True,F731PW,CFG731_35252ee33f546158,CFG731_956456fc074ebc5a,,TRUE_UNRANKED,84.78349784791966,6,0,4,1,1.6
RFQ731-000360,V8_EXTRACTED,True,x731,CFG731_5e57a3f6d3b745b8,CFG731_9a5bfa9148a9b604,140.0,TRUE_BEYOND_TOP10,89.38221364329269,6,0,5,1,1.2
RFQ731-000361,V8_EXTRACTED,True,x731,CFG731_8af4adfbdf504482,CFG731_162b59c5f8cf5a72,4.0,TRUE_IN_TOP5,111.20242379722625,9,0,3,1,0.0
RFQ731-000362,V8_EXTRACTED,True,x731,CFG731_f84558a188ec14c0,CFG731_f84558a188ec14c0,1.0,CORRECT_TOP1,151.8262024748924,12,0,1,1,1.2
RFQ731-000363,V8_EXTRACTED,True,x731,CFG731_516629085c122a4e,CFG731_fe9a409c6b2ba9cc,10.0,TRUE_IN_TOP10,144.03732420642035,10,0,6,2,2.8
RFQ731-000364,V8_EXTRACTED,True,x731,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,1.0,CORRECT_TOP1,140.4522962219034,9,0,7,2,1.3
RFQ731-000365,V8_EXTRACTED,True,x731,CFG731_2e0e24cbfe1ca19b,CFG731_b83ac25dbd4e47ee,31.0,TRUE_BEYOND_TOP10,137.40746227134144,9,0,6,1,1.6
RFQ731-000366,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_819cb4e76943eca6,10.0,TRUE_IN_TOP10,105.85101865136299,7,0,4,0,0.0
RFQ731-000367,V8_EXTRACTED,True,x731,CFG731_593831cdbe971c70,CFG731_05cddc1cd5eab9c6,,TRUE_UNRANKED,91.4127680386179,7,0,4,1,1.2
RFQ731-000368,V8_EXTRACTED,True,x731,CFG731_c7c53fc5541f1dc1,CFG731_c7c53fc5541f1dc1,1.0,CORRECT_TOP1,142.18024756097566,11,0,4,2,2.8
RFQ731-000369,V8_EXTRACTED,True,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_c37386a371e13fa8,10.0,TRUE_IN_TOP10,104.15411095169779,9,0,2,1,1.4
RFQ731-000370,V8_EXTRACTED,True,G731ST-LT,CFG731_10ddc0a4eaffecd3,CFG731_6e088ee30195b6c4,5.0,TRUE_IN_TOP5,101.08675155428027,8,0,3,1,1.6
RFQ731-000371,V8_EXTRACTED,True,x731,CFG731_026f2e047a5ce316,CFG731_0e65994bfbb04e39,23.0,TRUE_BEYOND_TOP10,133.48207424677187,10,0,4,1,1.3
RFQ731-000372,V8_EXTRACTED,True,G731ST-HT,CFG731_36e9436664c2e1e3,CFG731_b3ed2928d6d65710,35.0,TRUE_BEYOND_TOP10,143.60384537661406,11,0,3,1,1.2
RFQ731-000373,V8_EXTRACTED,True,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,1.0,CORRECT_TOP1,122.26118730272596,9,0,4,2,2.9000000000000004
RFQ731-000374,V8_EXTRACTED,True,x731,CFG731_fa063863b8688588,CFG731_fa063863b8688588,1.0,CORRECT_TOP1,107.93546819703491,9,0,2,2,2.8
RFQ731-000375,V8_EXTRACTED,True,x731,CFG731_04bb9195f752ca8c,CFG731_7a885e8a3e0ce8ad,83.0,TRUE_BEYOND_TOP10,119.85189818268775,8,0,5,0,0.0
RFQ731-000376,V8_EXTRACTED,True,x731,CFG731_901acdfc4a61ad77,CFG731_45106eaed87837a4,40.0,TRUE_BEYOND_TOP10,118.74747504184604,7,0,7,0,0.0
RFQ731-000377,V8_EXTRACTED,True,x731,CFG731_332fb57dab8e30c6,CFG731_ecb8a8742e9204c7,22.0,TRUE_BEYOND_TOP10,148.31653275944524,10,0,6,0,0.0
RFQ731-000378,V8_EXTRACTED,True,G731VG,CFG731_6a47b38d62a9fed3,CFG731_6a47b38d62a9fed3,1.0,CORRECT_TOP1,129.96946066475374,10,0,3,3,3.9
RFQ731-000379,V8_EXTRACTED,True,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,1.0,CORRECT_TOP1,116.76771831659495,9,0,3,1,1.4
RFQ731-000380,V8_EXTRACTED,True,G731CA,CFG731_b97ce0f180acf155,CFG731_2aca30183aab25a9,21.0,TRUE_BEYOND_TOP10,107.76695995486612,8,0,4,2,2.9
RFQ731-000381,V8_EXTRACTED,True,x731,CFG731_fcac286b50f37c22,CFG731_bd855923d3e893b6,42.0,TRUE_BEYOND_TOP10,128.47201984696318,9,0,5,1,1.6
RFQ731-000382,V8_EXTRACTED,True,G731ST-LT,CFG731_d5af433b36265df1,CFG731_d5af433b36265df1,1.0,CORRECT_TOP1,127.42457742706841,10,0,4,3,4.300000000000001
RFQ731-000383,V8_EXTRACTED,True,G731ST-HT,CFG731_baab4a7f51aced1f,CFG731_baab4a7f51aced1f,1.0,CORRECT_TOP1,117.6263005141081,9,0,3,1,1.6
RFQ731-000384,V8_EXTRACTED,True,G731ST-LT,CFG731_04ce01976de342c1,CFG731_671960d0fb04b698,262.0,TRUE_BEYOND_TOP10,112.96013726237446,9,0,4,3,4.5
RFQ731-000385,V8_EXTRACTED,True,F731TE,CFG731_3794187f0a0c3133,CFG731_874928f24c55285e,81.0,TRUE_BEYOND_TOP10,83.41190895504545,7,0,3,2,3.2
RFQ731-000386,V8_EXTRACTED,True,x731,CFG731_c52e06c2d714087a,CFG731_18e687233239e907,56.0,TRUE_BEYOND_TOP10,98.94503096604497,8,0,5,4,5.6000000000000005
RFQ731-000387,V8_EXTRACTED,True,x731,CFG731_aa9e47c85fcdb938,CFG731_736953a253ffd341,82.0,TRUE_BEYOND_TOP10,121.57359289813488,9,0,3,0,0.0
RFQ731-000388,V8_EXTRACTED,True,x731,CFG731_8366eceddaf01e58,CFG731_8366eceddaf01e58,1.0,CORRECT_TOP1,116.20623560497373,9,0,4,2,2.5
RFQ731-000389,V8_EXTRACTED,True,x731,CFG731_34bf8aa6c521cef0,CFG731_34bf8aa6c521cef0,1.0,CORRECT_TOP1,139.40502152080347,11,0,2,0,0.0
RFQ731-000390,V8_EXTRACTED,True,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c52b9598a8210777,78.0,TRUE_BEYOND_TOP10,129.75222441415593,9,0,5,0,0.0
