rfq_id,rank,configuration_id,ground_truth_configuration_id,is_ground_truth_configuration,package_context,target_package,record_type,evidence_level,score,mandatory_total,mandatory_satisfied,mandatory_violated,mandatory_fully_satisfied,preferred_total,preferred_satisfied,preferred_different,unmentioned_features,candidate_status
RFQ731-001067,3,CFG731_25765da4bfc4a3b0,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,19.149788507200597,10,9,1,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-001067,4,CFG731_d723355141502003,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,17.186414235401763,10,9,1,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-001067,5,CFG731_a432887204e8d090,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,16.5502600515953,10,10,0,True,3,2,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001067,6,CFG731_695e540255cc94da,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,16.5502600515953,10,10,0,True,3,2,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001067,7,CFG731_a41a2d2cef1a675f,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,15.346714294945569,10,9,1,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-001067,8,CFG731_56310c55a01272a3,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,15.346714294945569,10,9,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001067,9,CFG731_75dc4cb7543b509f,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,14.67153729219612,10,8,2,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001067,10,CFG731_162b59c5f8cf5a72,CFG731_4f57c7eb0fb7e785,False,x731,x731,DERIVED,MODERATE,14.67153729219612,10,8,2,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-001068,1,CFG731_5e57a3f6d3b745b8,CFG731_5e57a3f6d3b745b8,True,x731,x731,OBSERVED,OBSERVED,23.79948084965176,6,6,0,True,8,8,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001068,2,CFG731_f3fed379f1eb01f9,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,19.321229634647285,6,5,1,False,8,8,0,0,MANDATORY_VIOLATION
RFQ731-001068,3,CFG731_7bb5689e4b06bfe5,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,19.060189627444508,6,5,1,False,8,8,0,0,MANDATORY_VIOLATION
RFQ731-001068,4,CFG731_a92ad5294d9187e9,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,18.68507545084082,6,6,0,True,8,7,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001068,5,CFG731_35443b2ee17ecca9,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,18.68507545084082,6,6,0,True,8,7,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001068,6,CFG731_9a5bfa9148a9b604,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,16.23354696466064,6,5,1,False,8,7,1,0,MANDATORY_VIOLATION
RFQ731-001068,7,CFG731_0a1a1c7c495ec1de,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,16.049548642846297,6,5,1,False,8,7,1,0,MANDATORY_VIOLATION
RFQ731-001068,8,CFG731_a41a2d2cef1a675f,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,15.941365453188633,6,4,2,False,8,8,0,0,MANDATORY_VIOLATION
RFQ731-001068,9,CFG731_b9b5d9aed8259a39,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,15.413394459039829,6,6,0,True,8,6,2,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001068,10,CFG731_482678d927834b42,CFG731_5e57a3f6d3b745b8,False,x731,x731,OBSERVED,OBSERVED,14.581938412440032,6,4,2,False,8,8,0,0,MANDATORY_VIOLATION
RFQ731-001069,1,CFG731_6e096e946540ab4e,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,20.05429561879852,12,12,0,True,2,2,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001069,2,CFG731_7d4c803343a40a05,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,20.05429561879852,12,12,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001069,3,CFG731_ac8195f5cce7d089,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,20.05429561879852,12,12,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001069,4,CFG731_82b31fa8518668d4,CFG731_82b31fa8518668d4,True,x731,x731,DERIVED,LOW,20.05429561879852,12,12,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001069,5,CFG731_8f09aec272635dca,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.65104623769971,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-001069,6,CFG731_56e4b0def3749424,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.65104623769971,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001069,7,CFG731_e116a79dd463fd7e,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.65104623769971,12,11,1,False,2,2,0,3,MANDATORY_VIOLATION
RFQ731-001069,8,CFG731_e4ddd81afd5c20d9,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.65104623769971,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001069,9,CFG731_c40b4ffa9a4b1399,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.65104623769971,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-001069,10,CFG731_b57057afc270e1f2,CFG731_82b31fa8518668d4,False,x731,x731,DERIVED,LOW,17.53941867559288,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-001070,1,CFG731_6e096e946540ab4e,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,22.497187329323665,12,12,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001070,2,CFG731_ac8195f5cce7d089,CFG731_ac8195f5cce7d089,True,x731,x731,OBSERVED,OBSERVED,22.497187329323665,12,12,0,True,4,4,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001070,3,CFG731_e116a79dd463fd7e,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,20.093937948224852,12,12,0,True,4,3,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001070,4,CFG731_c40b4ffa9a4b1399,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,20.093937948224852,12,12,0,True,4,3,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001070,5,CFG731_7d4c803343a40a05,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,20.049919703244758,12,11,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-001070,6,CFG731_d779331ce0b0c6c1,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,19.98231038611803,12,11,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-001070,7,CFG731_71dcda3a004aaa52,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,19.98231038611803,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001070,8,CFG731_6b36d25fda044bf5,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,19.22550633752268,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001070,9,CFG731_9e13de19970e4646,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,19.22550633752268,12,11,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-001070,10,CFG731_f693af423cd0a85a,CFG731_ac8195f5cce7d089,False,x731,x731,OBSERVED,OBSERVED,18.71728628245032,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001071,1,CFG731_219ac3d01befd6d1,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,2,CFG731_fe9a409c6b2ba9cc,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,3,CFG731_c7c53fc5541f1dc1,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,4,CFG731_516629085c122a4e,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,5,CFG731_7eb5b2d6a16dd3a3,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,6,CFG731_b418359232bf5862,CFG731_b418359232bf5862,True,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,7,CFG731_f1614000023c2800,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,8,CFG731_b10c597ca89c3f56,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,9,CFG731_c4cc21845d696c93,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001071,10,CFG731_175dfbf580a50b51,CFG731_b418359232bf5862,False,x731,x731,DERIVED,MODERATE,18.04451108492764,7,7,0,True,6,6,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,1,CFG731_83f956404d04e6cd,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,5,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,2,CFG731_ec83ad3bde5df955,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,4,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,3,CFG731_b078d97fa9fdd1d9,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,4,CFG731_40e06ca56bd88fa1,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,4,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,5,CFG731_ee29f2335bd7638f,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,6,CFG731_169a8482d2028dff,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,4,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,7,CFG731_3f43e18524472dbe,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,8,CFG731_cc50cacf788bd84a,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,9,CFG731_5d345c0f49f6f272,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,4,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001072,10,CFG731_f9254a8bb3738033,CFG731_0c5cd97f5c20149b,False,x731,x731,DERIVED,LOW,17.9942524904799,11,11,0,True,1,1,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,1,CFG731_2e57977cf2dd500a,CFG731_2e57977cf2dd500a,True,x731,x731,DERIVED,MODERATE,23.6972235857543,12,12,0,True,4,4,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,2,CFG731_0fbee36816b7af98,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,23.6972235857543,12,12,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,3,CFG731_30ccf87da13edf1e,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,21.24995595967539,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001073,4,CFG731_9cb3c996fff3863c,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,20.64798486315163,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001073,5,CFG731_b74fb5418dad3b38,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,20.505952812460738,12,12,0,True,4,3,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,6,CFG731_c353dea77be13566,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,20.42554259395331,12,11,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-001073,7,CFG731_27a6a5d76bec9515,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,19.917322538880956,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001073,8,CFG731_8ff92e2888b6b13f,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,19.23593052517705,12,12,0,True,4,3,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,9,CFG731_3bcde7f8df32303c,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,19.23593052517705,12,12,0,True,4,3,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001073,10,CFG731_1af3f9470bd904d5,CFG731_2e57977cf2dd500a,False,x731,x731,DERIVED,MODERATE,18.957932363547048,12,11,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001074,1,CFG731_ac352f2a7f2cc7ab,CFG731_ac352f2a7f2cc7ab,True,x731,x731,DERIVED,LOW,18.748712773390825,11,11,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001074,2,CFG731_3662a471d9ce3167,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,18.748712773390825,11,11,0,True,2,2,0,3,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001074,3,CFG731_b757671ab14f2876,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,18.748712773390825,11,11,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001074,4,CFG731_ff86a142b07f19cb,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,18.748712773390825,11,11,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001074,5,CFG731_6acfd9f3fc3ebf52,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,18.748712773390825,11,11,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001074,6,CFG731_fde57c62012d9fbc,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,16.345463392292018,11,10,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001074,7,CFG731_8e6f935bd5bd53ff,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,15.970646843141193,11,10,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-001074,8,CFG731_7942d32924313c96,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,15.970646843141193,11,10,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001074,9,CFG731_557eff71f11cfc98,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,15.970646843141193,11,10,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001074,10,CFG731_8c50542218db5cb0,CFG731_ac352f2a7f2cc7ab,False,x731,x731,DERIVED,LOW,15.970646843141193,11,10,1,False,2,2,0,3,MANDATORY_VIOLATION
RFQ731-001075,1,CFG731_a40ab19ad6671fbe,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.175656004789904,10,10,0,True,4,4,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001075,2,CFG731_cc64ce3eaedacb17,CFG731_cc64ce3eaedacb17,True,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.175656004789904,10,10,0,True,4,4,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001075,3,CFG731_bc9146cb8459e9c2,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.175656004789904,10,10,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001075,4,CFG731_098817d766a37bc2,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,24.175656004789904,10,10,0,True,4,4,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001075,5,CFG731_87d8ba5b87cf0a3f,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.903975012988912,10,9,1,False,4,4,0,2,MANDATORY_VIOLATION
RFQ731-001075,6,CFG731_e1516ef53069d5e2,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.903975012988912,10,9,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001075,7,CFG731_9e44a82e6c1db982,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.903975012988912,10,9,1,False,4,4,0,0,MANDATORY_VIOLATION
RFQ731-001075,8,CFG731_d3944f427f0609b6,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,20.903975012988912,10,9,1,False,4,4,0,1,MANDATORY_VIOLATION
RFQ731-001075,9,CFG731_8b6ed3cfa9ed1e59,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,19.71436294421265,10,10,0,True,4,3,1,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001075,10,CFG731_0e0f01b5586b92da,CFG731_cc64ce3eaedacb17,False,G731ST-LT,G731ST-LT,OBSERVED,OBSERVED,19.71436294421265,10,10,0,True,4,3,1,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001076,1,CFG731_073f991a6c9a4683,CFG731_073f991a6c9a4683,True,x731,x731,DERIVED,MODERATE,24.493314532790684,14,14,0,True,3,3,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001076,2,CFG731_cf57963000260b1d,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,22.090065151691874,14,13,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,3,CFG731_3a955b973baab5a5,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,21.44407581018801,14,13,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,4,CFG731_3b2a32abbf148ca1,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,21.37449035853481,14,13,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,5,CFG731_117f19eb2913314e,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,21.302043759497124,14,13,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,6,CFG731_59f73311cf3c5679,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,20.713413485917336,14,13,1,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,7,CFG731_021f4647ad1035b8,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,19.378909133979747,14,13,1,False,3,3,0,1,MANDATORY_VIOLATION
RFQ731-001076,8,CFG731_b16b5f82b033935f,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,18.971240977436004,14,12,2,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,9,CFG731_42c4381af5ae3412,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,18.927222732455903,14,12,2,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001076,10,CFG731_3df9fddf845f3508,CFG731_073f991a6c9a4683,False,x731,x731,DERIVED,MODERATE,18.325251635932144,14,12,2,False,3,3,0,0,MANDATORY_VIOLATION
RFQ731-001077,1,CFG731_3727d181b2806370,CFG731_3727d181b2806370,True,x731,x731,DERIVED,VERY_STRONG,21.7869582661629,12,12,0,True,2,2,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001077,2,CFG731_33fed5318b1a4f2f,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,21.7869582661629,12,12,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001077,3,CFG731_608c0251ef380592,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,21.7869582661629,12,12,0,True,2,2,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001077,4,CFG731_091f946b84ae26df,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,21.7869582661629,12,12,0,True,2,2,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001077,5,CFG731_6b809c836e3ca8a1,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,19.33969064008399,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-001077,6,CFG731_e41b982d6fc688b8,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,19.33969064008399,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001077,7,CFG731_3fcc8154cde02384,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,19.33969064008399,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001077,8,CFG731_77ac60f5637770e9,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,18.73771954356023,12,11,1,False,2,2,0,0,MANDATORY_VIOLATION
RFQ731-001077,9,CFG731_5f8ddbba4a0cb6e7,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,18.73771954356023,12,11,1,False,2,2,0,2,MANDATORY_VIOLATION
RFQ731-001077,10,CFG731_3b56310e368fd60f,CFG731_3727d181b2806370,False,x731,x731,DERIVED,VERY_STRONG,18.515277274361917,12,11,1,False,2,2,0,1,MANDATORY_VIOLATION
RFQ731-001078,1,CFG731_18e687233239e907,CFG731_18e687233239e907,True,x731,x731,DERIVED,VERY_STRONG,21.393762674990143,13,13,0,True,1,1,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001078,2,CFG731_f97e51d1da57d99f,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,21.393762674990143,13,13,0,True,1,1,0,2,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001078,3,CFG731_bf345eee1e43eaf0,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,21.393762674990143,13,13,0,True,1,1,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001078,4,CFG731_c52e06c2d714087a,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,21.393762674990143,13,13,0,True,1,1,0,1,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001078,5,CFG731_65c8e8738cafe259,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.99051329389134,13,12,1,False,1,1,0,0,MANDATORY_VIOLATION
RFQ731-001078,6,CFG731_9b7849ea5c974903,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.99051329389134,13,12,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-001078,7,CFG731_cd227defeca312c8,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.946495048911235,13,12,1,False,1,1,0,2,MANDATORY_VIOLATION
RFQ731-001078,8,CFG731_3c91fea3668ca75e,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.946495048911235,13,12,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-001078,9,CFG731_b2ad61cdb45a54fb,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.202491901696582,13,12,1,False,1,1,0,1,MANDATORY_VIOLATION
RFQ731-001078,10,CFG731_8eb1a4c3831aebc6,CFG731_18e687233239e907,False,x731,x731,DERIVED,VERY_STRONG,18.202491901696582,13,12,1,False,1,1,0,2,MANDATORY_VIOLATION
RFQ731-001079,1,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,True,F731TE,F731TE,OBSERVED,OBSERVED,33.91463444021619,8,8,0,True,5,5,0,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001079,2,CFG731_574aa7a29f75cd60,CFG731_ec26805bdf93259f,False,F731TE,F731TE,OBSERVED,OBSERVED,32.07916039319596,8,7,1,False,5,5,0,0,MANDATORY_VIOLATION
RFQ731-001079,3,CFG731_d8c69b7395beabbb,CFG731_ec26805bdf93259f,False,F731TE,F731TE,OBSERVED,OBSERVED,29.43638322521172,8,8,0,True,5,4,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001079,4,CFG731_ac57adca497d644f,CFG731_ec26805bdf93259f,False,F731TE,F731TE,OBSERVED,OBSERVED,29.43638322521172,8,8,0,True,5,4,1,0,MANDATORY_SATISFIED_PREFERRED_ANALYZED
RFQ731-001079,5,CFG731_3fe2202b70f330b1,CFG731_ec26805bdf93259f,False,F731TE,F731TE,OBSERVED,OBSERVED,27.60090917819149,8,7,1,False,5,4,1,0,MANDATORY_VIOLATION
RFQ731-001079,6,CFG731_7113759c5b95914d,CFG731_ec26805bdf93259f,False,F731TE,F731TE,OBSERVED,OBSERVED,27.60090917819149,8,7,1,False,5,4,1,0,MANDATORY_VIOLATION
