rfq_id,mode,package_aware,candidate_count,requirement_count,top_score,positive_score,negative_score,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,refinement_exact_matches
RFQ731-002157,V8_EXTRACTED,False,140,15,128.82101207556195,121.44101207556194,0.12,8,0,7,0,0.0,15
RFQ731-002158,V8_EXTRACTED,False,194,14,149.71520187709228,142.8112018770923,0.096,12,0,2,0,0.0,14
RFQ731-002159,V8_EXTRACTED,False,156,17,160.1286885237327,158.23335519039935,5.544666666666668,12,0,4,1,1.6,16
RFQ731-002160,V8_EXTRACTED,False,142,12,115.9509173137853,116.9856148747609,5.579697560975611,10,0,1,1,1.3,10
RFQ731-002161,V8_EXTRACTED,False,162,13,115.37941273314208,115.81011029411768,5.475697560975611,9,0,3,1,1.3,11
RFQ731-002162,V8_EXTRACTED,False,442,12,109.55638206599714,110.51107962697274,5.499697560975611,9,0,2,1,1.3,10
RFQ731-002163,V8_EXTRACTED,False,128,14,126.30005380200862,125.31712697274033,5.5170731707317096,10,0,3,1,0.0,13
RFQ731-002164,V8_EXTRACTED,False,216,11,97.34290309660452,92.02690309660451,0.184,7,0,4,0,0.0,11
RFQ731-002165,V8_EXTRACTED,False,334,15,138.1029962592659,136.28699625926592,5.184,10,0,4,1,0.0,14
RFQ731-002166,V8_EXTRACTED,False,128,15,155.84670480631277,153.02924139167862,3.7625365853658543,12,0,2,1,1.2,14
RFQ731-002167,V8_EXTRACTED,False,122,11,97.62982460545194,97.0363611908178,3.9865365853658545,8,0,2,1,1.2,10
RFQ731-002168,V8_EXTRACTED,False,160,14,139.80077626972738,140.3677762697274,6.612,11,0,2,1,1.3,13
RFQ731-002169,V8_EXTRACTED,False,164,16,170.11340418938303,162.21740418938305,0.10400000000000001,13,0,3,0,0.0,16
RFQ731-002170,V8_EXTRACTED,False,164,14,132.5840537198111,125.58405371981111,0.0,9,0,5,0,0.0,14
RFQ731-002171,V8_EXTRACTED,False,534,12,90.03433243663319,102.72207227403158,15.567739837398376,9,0,0,3,3.2,8
RFQ731-002172,V8_EXTRACTED,False,138,14,115.86073810377812,120.01194135581065,9.171203252032523,9,0,3,2,2.8,12
RFQ731-002173,V8_EXTRACTED,False,344,14,87.18181854525348,97.70848521192016,14.021666666666667,7,0,4,3,4.3,10
RFQ731-002174,V8_EXTRACTED,False,264,14,109.70947089909137,109.74416846006699,5.579697560975611,8,0,5,1,1.3,12
RFQ731-002175,V8_EXTRACTED,False,174,16,136.95228156384505,134.96935473457677,5.5170731707317096,10,0,5,1,0.0,15
RFQ731-002176,V8_EXTRACTED,False,136,18,147.9874206719273,156.49662392395985,14.179203252032522,12,0,3,3,3.8,14
RFQ731-002177,V8_EXTRACTED,False,370,13,86.07794207317075,93.28203730272598,12.074095229555239,6,0,5,2,1.8,11
RFQ731-002178,V8_EXTRACTED,False,134,19,131.2153324485892,135.0426966762315,10.812364227642279,8,0,9,2,2.9000000000000004,16
RFQ731-002179,V8_EXTRACTED,False,118,13,93.66412376135821,91.83866034672407,3.7545365853658543,5,0,7,1,1.2,12
RFQ731-002180,V8_EXTRACTED,False,400,11,74.49213170731709,76.0268292682927,5.579697560975611,5,0,5,1,1.3,9
RFQ731-002181,V8_EXTRACTED,False,376,14,135.91575789096126,134.7497578909613,4.809,11,0,2,1,1.5,13
RFQ731-002182,V8_EXTRACTED,False,130,12,108.70564203730274,102.70564203730274,0.0,8,0,4,0,0.0,12
RFQ731-002183,V8_EXTRACTED,False,442,13,114.57694583931135,115.04901901004305,5.5170731707317096,9,0,3,1,1.3,11
RFQ731-002184,V8_EXTRACTED,False,352,12,110.93425709140364,105.11025709140364,0.176,8,0,4,0,0.0,12
RFQ731-002185,V8_EXTRACTED,False,396,10,87.00739693328553,90.31895790889529,6.6815609756097585,8,0,1,1,1.8,8
RFQ731-002186,V8_EXTRACTED,False,268,10,99.98019906743187,95.18019906743187,0.2,7,0,3,0,0.0,10
RFQ731-002187,V8_EXTRACTED,False,248,16,128.79624035300094,139.54898019039933,14.817739837398376,12,0,1,3,4.1,11
RFQ731-002188,V8_EXTRACTED,False,284,13,135.56694225251076,129.14694225251077,0.08,11,0,2,0,0.0,13
RFQ731-002189,V8_EXTRACTED,False,130,15,118.52117399719035,129.15245041995456,14.696276422764232,11,0,1,3,4.1000000000000005,11
RFQ731-002190,V8_EXTRACTED,False,318,14,146.3863576757532,146.31705523672883,5.475697560975611,12,0,1,1,1.3,12
RFQ731-002191,V8_EXTRACTED,False,176,14,142.7716798182688,135.7716798182688,0.0,11,0,3,0,0.0,14
RFQ731-002192,V8_EXTRACTED,False,198,15,98.38266308733861,100.75690279770446,7.929239710365853,6,0,7,2,2.7,13
RFQ731-002193,V8_EXTRACTED,False,188,15,169.57842333961023,162.07842333961023,0.0,14,0,1,0,0.0,15
RFQ731-002194,V8_EXTRACTED,False,332,15,132.1882662601626,137.36600609756098,11.117739837398377,11,0,2,2,1.6,13
RFQ731-002195,V8_EXTRACTED,False,148,11,105.3884917802487,100.1124917802487,0.22400000000000003,8,0,3,0,0.0,11
RFQ731-002196,V8_EXTRACTED,False,112,14,109.12909283835486,115.65783267575324,11.013739837398377,8,0,4,2,2.9000000000000004,11
RFQ731-002197,V8_EXTRACTED,False,314,14,137.87507083931135,136.97214401004305,5.59707317073171,11,0,2,1,0.0,13
RFQ731-002198,V8_EXTRACTED,False,146,12,101.32250346724057,95.42650346724056,0.10400000000000001,7,0,5,0,0.0,12
RFQ731-002199,V8_EXTRACTED,False,460,11,85.80073962816836,89.66704477522717,8.236305147058824,7,0,3,1,1.8,10
RFQ731-002200,V8_EXTRACTED,False,152,10,76.86733530607366,72.26733530607366,0.4,4,0,6,0,0.0,10
RFQ731-002201,V8_EXTRACTED,False,162,13,109.4537279411765,107.74026452654235,3.8665365853658544,8,0,4,1,1.2,12
RFQ731-002202,V8_EXTRACTED,False,464,12,136.6034200143472,130.6834200143472,0.08,10,0,2,0,0.0,12
RFQ731-002203,V8_EXTRACTED,False,162,14,125.77659092539456,118.88059092539456,0.10400000000000001,8,0,6,0,0.0,14
RFQ731-002204,V8_EXTRACTED,False,300,16,135.21123595169774,134.39290261836445,6.121666666666665,10,0,5,1,1.6,15
RFQ731-002205,V8_EXTRACTED,False,430,15,139.28853975609755,137.86486328550933,5.576323529411764,10,0,4,1,0.0,14
RFQ731-002206,V8_EXTRACTED,False,468,15,135.2538118723099,140.9388118723099,11.205,11,0,2,2,2.8,13
RFQ731-002207,V8_EXTRACTED,False,112,14,116.37988098995694,116.33457855093255,5.499697560975611,9,0,4,1,1.3,12
RFQ731-002208,V8_EXTRACTED,False,152,17,124.19391214281447,127.22714628915593,9.158234146341464,8,0,7,2,2.5,14
RFQ731-002209,V8_EXTRACTED,False,134,14,117.24910097590868,116.82976764257535,5.520666666666668,9,0,4,1,1.6,13
RFQ731-002210,V8_EXTRACTED,False,120,12,126.83722812051651,121.01322812051652,0.176,9,0,3,0,0.0,12
RFQ731-002211,V8_EXTRACTED,False,398,14,147.72014526542327,140.72014526542327,0.0,11,0,3,0,0.0,14
RFQ731-002212,V8_EXTRACTED,False,148,13,129.7140322812052,123.47003228120519,0.256,10,0,3,0,0.0,13
RFQ731-002213,V8_EXTRACTED,False,162,13,128.22843902439024,121.83243902439025,0.10400000000000001,10,0,3,0,0.0,13
RFQ731-002214,V8_EXTRACTED,False,350,14,81.54244058106173,94.80213911047349,17.13969852941176,6,0,5,3,3.2,10
RFQ731-002215,V8_EXTRACTED,False,298,12,125.59875789096128,119.77475789096128,0.176,9,0,3,0,0.0,12
RFQ731-002216,V8_EXTRACTED,False,532,13,102.33463414634149,108.21463414634148,10.75,9,0,2,2,1.8,11
RFQ731-002217,V8_EXTRACTED,False,262,16,119.17812059072615,124.68948481836841,10.996364227642278,9,0,5,2,2.9000000000000004,13
RFQ731-002218,V8_EXTRACTED,False,126,12,97.60248625807029,96.99418938307029,4.366703124999999,8,0,3,1,1.5,11
RFQ731-002219,V8_EXTRACTED,False,138,16,140.71709884122433,139.193765507891,5.416666666666668,9,0,6,1,1.6,15
RFQ731-002220,V8_EXTRACTED,False,152,14,131.7738974473936,131.36256411406026,5.528666666666668,10,0,3,1,1.6,13
RFQ731-002221,V8_EXTRACTED,False,134,15,107.90799402199906,117.07519727403158,14.187203252032523,9,0,3,3,2.8,12
RFQ731-002222,V8_EXTRACTED,False,582,15,105.99199067431853,110.78406384505026,9.417073170731708,6,0,7,2,2.5,11
RFQ731-002223,V8_EXTRACTED,False,436,15,107.87466231468201,117.97004124820663,14.23037893352463,8,0,4,3,3.9,11
RFQ731-002224,V8_EXTRACTED,False,280,11,70.80867969870876,73.0221431133429,6.653463414634149,4,0,6,1,1.6,10
RFQ731-002225,V8_EXTRACTED,False,170,16,164.27054340028695,156.27054340028695,0.0,12,0,4,0,0.0,16
RFQ731-002226,V8_EXTRACTED,False,420,14,112.47399222859877,112.75165889526545,6.217666666666665,8,0,5,1,1.6,13
RFQ731-002227,V8_EXTRACTED,False,100,13,127.22350608709948,127.67820364807508,5.499697560975611,11,0,1,1,1.3,11
RFQ731-002228,V8_EXTRACTED,False,230,15,133.3429655667145,132.48571556671448,5.65275,10,0,4,1,1.4,14
RFQ731-002229,V8_EXTRACTED,False,146,15,120.66157867049259,119.74224533715926,5.520666666666668,9,0,5,1,1.6,14
RFQ731-002230,V8_EXTRACTED,False,126,15,132.97371532759445,131.95038199426114,5.416666666666668,10,0,4,1,1.6,14
RFQ731-002231,V8_EXTRACTED,False,156,13,98.26851470588237,106.53405129124823,12.250536585365857,8,0,3,2,2.9000000000000004,10
RFQ731-002232,V8_EXTRACTED,False,130,13,109.08700590775945,109.54170346873505,5.499697560975611,8,0,4,1,1.3,11
RFQ731-002233,V8_EXTRACTED,False,140,14,138.12863390722143,131.23263390722144,0.10400000000000001,10,0,4,0,0.0,14
RFQ731-002234,V8_EXTRACTED,False,418,15,153.06299766857964,150.68299766857962,3.7,11,0,3,1,1.2,13
RFQ731-002235,V8_EXTRACTED,False,140,17,174.89650974414158,166.39650974414158,0.0,13,0,4,0,0.0,17
RFQ731-002236,V8_EXTRACTED,False,120,14,143.6441006097561,141.22263719512193,3.6585365853658542,11,0,2,1,1.2,13
RFQ731-002237,V8_EXTRACTED,False,394,12,138.7508106169297,132.8308106169297,0.08,12,0,0,0,0.0,12
RFQ731-002238,V8_EXTRACTED,False,300,15,107.08058452893353,117.56499103299858,15.434406504065043,10,0,2,3,3.0,12
RFQ731-002239,V8_EXTRACTED,False,150,15,124.32385785509325,123.77855541606887,5.499697560975611,10,0,4,1,1.3,13
RFQ731-002240,V8_EXTRACTED,False,508,16,123.87260072931615,128.23134056671452,9.913739837398376,9,0,5,2,2.7,13
RFQ731-002241,V8_EXTRACTED,False,298,16,116.0256680714969,120.87294296987089,10.367274898373983,8,0,6,2,2.8,13
RFQ731-002242,V8_EXTRACTED,False,198,14,124.75274282639884,117.84874282639885,0.096,8,0,6,0,0.0,14
RFQ731-002243,V8_EXTRACTED,False,240,11,83.85805954088951,85.83952295552368,6.4214634146341485,6,0,4,1,1.6,10
RFQ731-002244,V8_EXTRACTED,False,148,12,120.96391907460549,115.17191907460548,0.208,9,0,3,0,0.0,12
RFQ731-002245,V8_EXTRACTED,False,156,15,147.7577968077475,146.2748699784792,5.5170731707317096,12,0,2,1,0.0,14
RFQ731-002246,V8_EXTRACTED,False,352,14,125.01421437111433,124.674881037781,5.600666666666668,10,0,3,1,1.6,13
RFQ731-002247,V8_EXTRACTED,False,312,13,112.04222540889526,112.47292296987087,5.475697560975611,9,0,3,1,1.3,11
RFQ731-002248,V8_EXTRACTED,False,230,16,129.25794023194646,140.07597112625538,15.313030894308945,11,0,2,3,4.300000000000001,12
RFQ731-002249,V8_EXTRACTED,False,150,17,136.39562533626258,133.1913284612626,4.270703124999999,8,0,8,1,1.5,16
RFQ731-002250,V8_EXTRACTED,False,388,13,125.61947919655668,126.67847919655668,6.604,10,0,2,1,1.3,12
RFQ731-002251,V8_EXTRACTED,False,150,13,117.35201392874224,117.10108709947396,5.74907317073171,11,0,1,1,0.0,12
RFQ731-002252,V8_EXTRACTED,False,118,13,105.67014259206124,103.74867917742709,3.6585365853658542,7,0,5,1,1.2,12
RFQ731-002253,V8_EXTRACTED,False,338,15,119.39488087786945,124.22528156384506,9.85040068597561,8,0,5,2,2.8,12
RFQ731-002254,V8_EXTRACTED,False,302,16,107.52128036824487,118.4606868723099,15.434406504065043,9,0,4,3,4.300000000000001,12
RFQ731-002255,V8_EXTRACTED,False,228,16,144.33044416547108,141.71711083213776,4.3966666666666665,10,0,5,1,1.4,15
RFQ731-002256,V8_EXTRACTED,False,290,14,141.55393232902918,141.11059899569585,5.496666666666668,11,0,2,1,1.6,13
RFQ731-002257,V8_EXTRACTED,False,258,10,99.4250487207078,100.01171538737447,4.596666666666667,8,0,1,1,1.4,9
RFQ731-002258,V8_EXTRACTED,False,416,15,138.42111095169778,143.60685078909614,11.125739837398378,12,0,1,2,1.6,13
RFQ731-002259,V8_EXTRACTED,False,328,13,113.89693735054999,118.30760401721665,9.420666666666666,10,0,1,2,1.4,11
RFQ731-002260,V8_EXTRACTED,False,158,15,122.13501381665472,121.21568048332139,5.520666666666668,9,0,5,1,1.6,14
RFQ731-002261,V8_EXTRACTED,False,340,11,94.25902690100432,88.93502690100432,0.176,7,0,4,0,0.0,11
RFQ731-002262,V8_EXTRACTED,False,292,15,101.1113136776662,107.12267790530848,10.996364227642278,7,0,6,2,2.9000000000000004,12
RFQ731-002263,V8_EXTRACTED,False,120,13,136.79019357962696,130.39419357962697,0.10400000000000001,11,0,2,0,0.0,13
RFQ731-002264,V8_EXTRACTED,False,156,15,138.9831886657102,137.50026183644192,5.5170731707317096,11,0,3,1,0.0,14
RFQ731-002265,V8_EXTRACTED,False,412,13,97.61104268292684,99.36829268292684,7.12725,7,0,5,1,1.8,12
RFQ731-002266,V8_EXTRACTED,False,364,13,128.14507173601152,127.7421449067432,5.59707317073171,10,0,2,1,0.0,12
RFQ731-002267,V8_EXTRACTED,False,188,15,128.9677873457676,121.5637873457676,0.096,7,0,8,0,0.0,15
RFQ731-002268,V8_EXTRACTED,False,126,13,116.52479942611193,114.69933601147778,3.7545365853658543,8,0,4,1,1.2,12
RFQ731-002269,V8_EXTRACTED,False,400,11,83.00544770444765,84.54014526542325,5.579697560975611,6,0,4,1,1.3,9
RFQ731-002270,V8_EXTRACTED,False,138,13,142.86263151602105,136.36263151602105,0.0,12,0,1,0,0.0,13
RFQ731-002271,V8_EXTRACTED,False,122,16,117.62705268561695,126.4559899569584,13.428937271341463,9,0,4,3,4.0,12
RFQ731-002272,V8_EXTRACTED,False,132,17,138.06611477761837,146.87072453371593,13.904609756097564,11,0,3,3,4.0,13
RFQ731-002273,V8_EXTRACTED,False,292,12,113.74770821138215,108.02770821138215,0.28,8,0,4,0,0.0,12
RFQ731-002274,V8_EXTRACTED,False,132,13,115.22804878048782,114.37804878048783,4.625,9,0,3,1,1.5,12
RFQ731-002275,V8_EXTRACTED,False,326,12,143.8760789096126,138.06007890961263,0.184,12,0,0,0,0.0,12
RFQ731-002276,V8_EXTRACTED,False,128,17,138.64675917623148,143.59549901362985,10.933739837398377,11,0,4,2,2.9000000000000004,14
RFQ731-002277,V8_EXTRACTED,False,150,14,127.74277105003588,126.1664741750359,4.398703124999999,10,0,3,1,1.5,13
RFQ731-002278,V8_EXTRACTED,False,116,16,116.29225729316116,120.78599713055954,10.933739837398377,9,0,5,2,1.6,14
RFQ731-002279,V8_EXTRACTED,False,160,16,170.15015141155547,162.15015141155547,0.0,13,0,3,0,0.0,16
RFQ731-002280,V8_EXTRACTED,False,174,14,105.95098555475852,104.25352214012437,3.8825365853658544,7,0,6,1,1.2,12
RFQ731-002281,V8_EXTRACTED,False,178,15,164.67613939577356,157.39213939577357,0.216,13,0,2,0,0.0,15
RFQ731-002282,V8_EXTRACTED,False,168,14,132.26229895982783,135.58683554519368,8.379536585365855,10,0,2,2,2.7,12
RFQ731-002283,V8_EXTRACTED,False,164,16,143.97816064084165,142.94885820181727,5.515697560975611,11,0,4,1,1.3,14
RFQ731-002284,V8_EXTRACTED,False,286,18,150.66595296508845,160.3799838593974,15.209030894308945,12,0,3,3,4.300000000000001,14
RFQ731-002285,V8_EXTRACTED,False,118,16,128.57951573170732,132.93021329268294,10.395697560975611,10,0,4,2,1.3,13
RFQ731-002286,V8_EXTRACTED,False,320,9,99.24754662840748,95.02754662840748,0.28,7,0,2,0,0.0,9
RFQ731-002287,V8_EXTRACTED,False,444,13,92.63814783596368,99.07810616929702,10.819958333333332,7,0,4,2,3.2,11
RFQ731-002288,V8_EXTRACTED,False,154,16,117.30487124581539,122.63223547345767,10.812364227642279,8,0,6,2,2.9000000000000004,13
RFQ731-002289,V8_EXTRACTED,False,142,15,126.76108887613583,125.27816204686752,5.5170731707317096,9,0,5,1,0.0,14
RFQ731-002290,V8_EXTRACTED,False,226,13,137.22930774748923,130.80930774748924,0.08,11,0,2,0,0.0,13
RFQ731-002291,V8_EXTRACTED,False,178,15,119.40089598278338,118.35489598278338,5.104,8,0,6,1,1.0,13
RFQ731-002292,V8_EXTRACTED,False,564,11,103.26956285868008,107.13586800573891,8.236305147058824,10,0,0,1,1.8,10
RFQ731-002293,V8_EXTRACTED,False,158,13,136.06376918938304,129.77176918938306,0.20800000000000002,10,0,3,0,0.0,13
RFQ731-002294,V8_EXTRACTED,False,168,16,114.661418830703,119.26611639167861,10.12469756097561,8,0,6,2,2.8,13
RFQ731-002295,V8_EXTRACTED,False,168,15,128.13631541875898,127.48701297973459,5.395697560975611,9,0,5,1,1.3,13
RFQ731-002296,V8_EXTRACTED,False,150,13,119.55356814921093,113.15756814921093,0.10400000000000001,9,0,4,0,0.0,13
RFQ731-002297,V8_EXTRACTED,False,288,11,82.84766911764704,85.06113253228119,6.653463414634149,5,0,5,1,1.6,10
RFQ731-002298,V8_EXTRACTED,False,134,16,141.03545338354854,146.46681761119083,10.916364227642278,10,0,4,2,2.9000000000000004,13
RFQ731-002299,V8_EXTRACTED,False,168,17,153.548659440758,156.1998626927905,9.171203252032523,11,0,4,2,2.8,15
RFQ731-002300,V8_EXTRACTED,False,182,12,78.65307324246773,86.14652080344334,11.04844756097561,6,0,4,2,2.7,9
RFQ731-002301,V8_EXTRACTED,False,238,12,118.57746724055478,112.75346724055478,0.176,9,0,3,0,0.0,12
RFQ731-002302,V8_EXTRACTED,False,300,16,118.10706205912247,121.95943185078913,9.767369791666667,8,0,6,2,3.1,14
RFQ731-002303,V8_EXTRACTED,False,394,15,147.08309271879483,139.66309271879484,0.08,10,0,5,0,0.0,15
RFQ731-002304,V8_EXTRACTED,False,134,15,121.12836909373507,127.17173332137735,11.028364227642278,9,0,4,2,2.9000000000000004,12
RFQ731-002305,V8_EXTRACTED,False,404,16,136.41242288378766,134.5094960545194,5.59707317073171,10,0,5,1,0.0,15
RFQ731-002306,V8_EXTRACTED,False,154,14,135.17980463892877,134.87247130559544,5.632666666666668,10,0,3,1,1.6,13
RFQ731-002307,V8_EXTRACTED,False,538,12,99.17488014108085,108.75675514108083,13.496874999999998,9,0,1,2,3.1,10
RFQ731-002308,V8_EXTRACTED,False,156,14,108.118837398374,101.214837398374,0.096,6,0,8,0,0.0,14
RFQ731-002309,V8_EXTRACTED,False,174,15,144.06393191804162,136.56393191804162,0.0,10,0,5,0,0.0,15
RFQ731-002310,V8_EXTRACTED,False,186,17,140.3733680057389,143.5404411764706,10.14207317073171,11,0,4,2,1.5,15
RFQ731-002311,V8_EXTRACTED,False,154,14,123.82222070540412,121.40075729076997,3.6585365853658542,9,0,4,1,1.2,13
RFQ731-002312,V8_EXTRACTED,False,186,15,152.63304984531925,145.13304984531925,0.0,11,0,4,0,0.0,15
RFQ731-002313,V8_EXTRACTED,False,136,16,131.09837506725256,132.9726147776184,7.929239710365853,10,0,4,2,2.7,14
RFQ731-002314,V8_EXTRACTED,False,286,13,119.2395949115256,118.22226157819226,4.492666666666667,9,0,3,1,1.4,12
RFQ731-002315,V8_EXTRACTED,False,132,13,107.45629684511002,112.11550009714253,9.179203252032522,9,0,2,2,2.8,11
RFQ731-002316,V8_EXTRACTED,False,306,14,123.73270253467241,124.22670253467241,6.434,10,0,3,1,1.6,13
RFQ731-002317,V8_EXTRACTED,False,422,13,116.34151575203255,119.11182089909136,8.140305147058823,10,0,2,1,1.8,12
RFQ731-002318,V8_EXTRACTED,False,326,14,129.9015411286466,128.9986142993783,5.59707317073171,11,0,2,1,0.0,13
RFQ731-002319,V8_EXTRACTED,False,120,15,151.79219385162602,150.30926702235772,5.5170731707317096,13,0,1,1,0.0,14
RFQ731-002320,V8_EXTRACTED,False,204,14,137.60696473487567,130.6869647348757,0.08,11,0,3,0,0.0,14
RFQ731-002321,V8_EXTRACTED,False,318,14,138.1828694978479,137.01686949784792,4.809,11,0,2,1,1.5,13
RFQ731-002322,V8_EXTRACTED,False,252,15,120.58057814442853,126.4879423720708,10.892364227642279,9,0,4,2,2.9000000000000004,12
RFQ731-002323,V8_EXTRACTED,False,232,15,118.2409349593496,128.45426829268294,14.638333333333334,10,0,2,3,4.5,12
RFQ731-002324,V8_EXTRACTED,False,336,15,148.28413665710187,146.08813665710187,3.8840000000000003,11,0,3,1,1.2,13
RFQ731-002325,V8_EXTRACTED,False,104,16,119.17363268770924,117.65029935437592,5.416666666666668,8,0,7,1,1.6,15
RFQ731-002326,V8_EXTRACTED,False,358,16,171.63227582496413,169.72934899569583,5.59707317073171,14,0,1,1,0.0,15
RFQ731-002327,V8_EXTRACTED,False,142,15,161.63861791233265,158.8131544976985,3.7545365853658543,13,0,1,1,1.2,14
RFQ731-002328,V8_EXTRACTED,False,132,14,113.90718974175034,118.16239299378287,9.275203252032522,8,0,4,2,2.8,12
RFQ731-002329,V8_EXTRACTED,False,422,13,97.80545185467481,97.16554941565042,4.9400975609756115,8,0,4,1,1.2,12
RFQ731-002330,V8_EXTRACTED,False,284,16,114.49642271640366,118.83778694404592,9.896364227642277,8,0,6,2,2.7,13
RFQ731-002331,V8_EXTRACTED,False,184,14,121.00096054758491,120.07728407699668,5.576323529411764,9,0,4,1,0.0,13
RFQ731-002332,V8_EXTRACTED,False,114,15,134.40368591582973,133.48435258249643,5.520666666666668,10,0,4,1,1.6,14
RFQ731-002333,V8_EXTRACTED,False,294,13,113.3210699426112,114.4600699426112,6.684,9,0,3,1,1.3,12
RFQ731-002334,V8_EXTRACTED,False,348,18,138.12493790052605,147.83896879483498,15.209030894308945,11,0,4,3,4.300000000000001,14
RFQ731-002335,V8_EXTRACTED,False,242,16,162.66631306791012,159.02241062888572,3.5060975609756113,12,0,3,1,1.0,15
RFQ731-002336,V8_EXTRACTED,False,382,15,123.5044034552846,127.06507012195127,9.045666666666666,10,0,3,2,2.9,13
RFQ731-002337,V8_EXTRACTED,False,150,14,128.11624281593734,128.07094037691294,5.499697560975611,11,0,2,1,1.3,12
RFQ731-002338,V8_EXTRACTED,False,436,15,130.69499222859878,129.75165889526545,5.496666666666668,9,0,5,1,1.6,14
RFQ731-002339,V8_EXTRACTED,False,330,15,100.67321970349117,106.68458393113345,10.996364227642278,7,0,6,2,2.9000000000000004,12
RFQ731-002340,V8_EXTRACTED,False,326,14,121.77259899569587,122.16259899569587,6.33,10,0,3,1,1.6,13
RFQ731-002341,V8_EXTRACTED,False,220,14,126.6807218436155,126.2194718436155,5.54875,10,0,3,1,1.4,13
RFQ731-002342,V8_EXTRACTED,False,450,14,133.65582317073174,134.81707317073173,7.03125,11,0,2,1,1.8,13
RFQ731-002343,V8_EXTRACTED,False,142,17,172.43814399883428,168.51668058420012,3.6585365853658542,13,0,3,1,1.2,16
RFQ731-002344,V8_EXTRACTED,False,174,14,129.59927223816356,122.80727223816358,0.20800000000000002,8,0,6,0,0.0,14
RFQ731-002345,V8_EXTRACTED,False,302,15,130.57584678383552,128.46251345050217,4.3966666666666665,9,0,5,1,1.4,14
RFQ731-002346,V8_EXTRACTED,False,288,13,103.03329088952655,102.63036406025826,5.59707317073171,8,0,4,1,0.0,12
RFQ731-002347,V8_EXTRACTED,False,114,14,117.1708599354376,121.42606318747013,9.275203252032522,9,0,3,2,2.8,12
RFQ731-002348,V8_EXTRACTED,False,148,17,137.0566323648972,141.88399659253946,10.812364227642279,10,0,5,2,2.9000000000000004,14
RFQ731-002349,V8_EXTRACTED,False,164,14,138.0025257054041,131.0025257054041,0.0,10,0,4,0,0.0,14
RFQ731-002350,V8_EXTRACTED,False,134,13,108.6720552422585,107.08659182762435,3.9945365853658545,7,0,5,1,1.2,12
RFQ731-002351,V8_EXTRACTED,False,146,13,126.95745695839311,125.03599354375896,3.6585365853658542,10,0,2,1,1.2,12
RFQ731-002352,V8_EXTRACTED,False,182,14,133.48100206988286,126.69700206988287,0.216,10,0,4,0,0.0,14
RFQ731-002353,V8_EXTRACTED,False,174,14,117.80991032998568,117.36657699665236,5.496666666666668,8,0,5,1,1.6,13
RFQ731-002354,V8_EXTRACTED,False,168,15,141.9424910329986,139.02102761836443,3.6585365853658542,10,0,4,1,1.2,14
RFQ731-002355,V8_EXTRACTED,False,214,15,151.92423677740916,144.42423677740916,0.0,12,0,3,0,0.0,15
RFQ731-002356,V8_EXTRACTED,False,174,14,150.4368962482066,143.5488962482066,0.11199999999999999,11,0,3,0,0.0,14
RFQ731-002357,V8_EXTRACTED,False,200,14,123.06084754976686,116.26084754976686,0.2,8,0,6,0,0.0,14
RFQ731-002358,V8_EXTRACTED,False,140,16,115.89398373983742,113.39398373983742,5.0,7,0,8,1,0.0,15
RFQ731-002359,V8_EXTRACTED,False,164,16,145.07060616929698,143.0876793400287,5.5170731707317096,11,0,4,1,0.0,15
RFQ731-002360,V8_EXTRACTED,False,304,12,112.59848816355813,106.67848816355813,0.08,8,0,4,0,0.0,12
RFQ731-002361,V8_EXTRACTED,False,150,14,117.15548051171689,116.27655368244861,5.62107317073171,10,0,3,1,0.0,13
RFQ731-002362,V8_EXTRACTED,False,326,13,119.85410150645625,119.45117467718795,5.59707317073171,10,0,2,1,0.0,12
RFQ731-002363,V8_EXTRACTED,False,316,14,115.23675839161885,108.31675839161885,0.08,7,0,7,0,0.0,14
RFQ731-002364,V8_EXTRACTED,False,282,13,124.53335826159733,124.686024928264,5.592666666666668,10,0,2,1,1.6,12
RFQ731-002365,V8_EXTRACTED,False,150,14,147.2428073066117,144.82134389197753,3.6585365853658542,12,0,1,1,1.2,13
RFQ731-002366,V8_EXTRACTED,False,442,14,89.68700848876138,101.68953999282641,15.532531504065041,8,0,3,3,4.2,10
RFQ731-002367,V8_EXTRACTED,False,272,10,65.89657449067433,67.93127205164994,5.579697560975611,4,0,5,1,1.3,8
RFQ731-002368,V8_EXTRACTED,False,398,14,110.19629603060739,114.60003586800575,9.913739837398376,10,0,2,2,1.4,12
RFQ731-002369,V8_EXTRACTED,False,396,11,94.01354214490676,101.4159567790531,10.772414634146342,9,0,0,2,1.8,8
RFQ731-002370,V8_EXTRACTED,False,158,11,93.72836737804879,88.40436737804879,0.176,6,0,5,0,0.0,11
RFQ731-002371,V8_EXTRACTED,False,136,13,124.33269906743185,122.4112356527977,3.6585365853658542,10,0,2,1,1.2,12
RFQ731-002372,V8_EXTRACTED,False,122,14,117.78438414634148,115.46692073170733,3.7625365853658543,8,0,5,1,1.2,13
RFQ731-002373,V8_EXTRACTED,False,144,15,142.9996562482066,142.47172941893834,5.5170731707317096,10,0,4,1,1.3,13
RFQ731-002374,V8_EXTRACTED,False,146,14,136.21426380416068,129.3182638041607,0.10400000000000001,10,0,4,0,0.0,14
RFQ731-002375,V8_EXTRACTED,False,152,15,158.9602056432329,157.93687230989957,5.416666666666668,13,0,1,1,1.6,14
