source_row,characteristic,raw_value,rule_type,parsed_values,value_count
131,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
131,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
131,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
131,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
132,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
132,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
132,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
132,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
132,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
132,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
132,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
132,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
132,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
132,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
132,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
132,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
132,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
132,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
132,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
133,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
133,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
133,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
133,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
133,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
133,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
133,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
133,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
133,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
133,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
133,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
133,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
133,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
133,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
133,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
134,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
134,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
134,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
134,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
134,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
134,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
134,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
134,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
134,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
134,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
134,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
134,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
134,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
134,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
134,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
135,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
135,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
135,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
135,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
135,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
135,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
135,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
135,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
135,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
135,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
135,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
135,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
135,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
135,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
135,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
135,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
136,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
136,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
136,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
136,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
136,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
136,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
136,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
136,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
136,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
136,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
136,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
136,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
136,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
136,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
136,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
136,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
137,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
137,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
137,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
137,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
137,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
137,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
137,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
137,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
137,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
137,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
137,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
137,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
137,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
137,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
137,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
137,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
138,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
138,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
138,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
138,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
138,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
138,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
138,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
138,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
138,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",allowed_values,NOVALUE|IS1|IS2|IS3|IS4,5
138,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
138,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
138,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
138,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
138,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
139,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
139,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
139,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
139,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
139,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
139,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
139,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
139,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
139,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
139,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
139,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
139,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
139,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
139,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
139,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
140,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
140,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
140,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
140,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
140,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
140,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
140,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
140,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
140,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
140,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
140,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
140,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
140,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
140,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
140,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
140,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
141,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
141,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
141,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
141,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
141,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
141,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
141,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
141,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
141,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
141,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
141,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
141,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
141,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
141,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
141,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
141,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
141,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
142,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
142,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
142,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
142,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
142,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
142,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
142,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
142,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
142,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
142,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
142,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
142,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
142,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
142,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
142,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
142,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
143,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
143,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
143,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
143,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
143,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
143,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
143,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
143,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
143,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
143,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
143,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
143,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
143,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
143,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
143,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
143,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
143,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
144,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
144,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
144,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
144,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
144,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
144,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
144,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
144,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
144,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
144,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
144,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
144,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
144,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
144,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
144,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
144,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
144,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
145,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
145,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
145,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
145,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
145,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
145,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
145,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
145,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
145,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
145,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
145,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
145,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
145,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
145,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
145,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
145,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
145,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
146,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
146,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
146,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
146,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
146,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
146,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
146,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
146,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
146,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
146,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",allowed_values,NOVALUE|IS1|IS2|IS3|IS4,5
146,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
146,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
146,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
146,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
146,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
147,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
147,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
147,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
147,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
147,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
147,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
147,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
147,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
147,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
147,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
147,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
147,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
147,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
147,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
147,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
148,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
148,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
148,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
148,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
148,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
148,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
148,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
148,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
148,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
148,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
148,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
148,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
148,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
148,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
148,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
149,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
149,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
149,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
149,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
149,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
149,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
149,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
149,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
149,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
149,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
149,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
149,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
149,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
149,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
149,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
149,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
150,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
150,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
150,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
150,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
150,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
150,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
150,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
150,binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",allowed_values,NOVALUE|MN1|MN2|MN3|MN4,5
150,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
