regime,model,rfq_id,predicted_configuration_id,engineer_configuration_id,candidate_count,true_rank,category
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002263,CFG731_ddd1ce28a3456ff6,CFG731_935bc110c01e9e85,4,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002264,CFG731_3b2a32abbf148ca1,CFG731_3b2a32abbf148ca1,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002277,CFG731_b4987f1c95e91d0d,CFG731_b4987f1c95e91d0d,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002280,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,16,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002282,CFG731_608c0251ef380592,CFG731_c887ba58c35036a9,5,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002287,CFG731_8281908b452128f3,CFG731_8281908b452128f3,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002289,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002291,CFG731_b4987f1c95e91d0d,CFG731_b4987f1c95e91d0d,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002295,CFG731_3b2a32abbf148ca1,CFG731_3b2a32abbf148ca1,10,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002304,CFG731_7308ee8503151ef3,CFG731_7308ee8503151ef3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002307,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002309,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002318,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002320,CFG731_076cad91966d4c34,CFG731_076cad91966d4c34,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002330,CFG731_b86bbf24b1c3a419,CFG731_2db6c530f35d47b9,2,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002338,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002342,CFG731_8281908b452128f3,CFG731_8281908b452128f3,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002351,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002360,CFG731_bbffb73f3dff6787,CFG731_a3b03637ed22317c,11,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002362,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,11,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002379,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002382,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002396,CFG731_516629085c122a4e,CFG731_516629085c122a4e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002403,CFG731_edf13ed38a4b54de,CFG731_edf13ed38a4b54de,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002406,CFG731_f87794e7a98d0b11,CFG731_f87794e7a98d0b11,7,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002410,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002416,CFG731_c887ba58c35036a9,CFG731_c887ba58c35036a9,11,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002427,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002429,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002430,CFG731_54559f782190a122,CFG731_54559f782190a122,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002431,CFG731_36c553adc9f5ebf3,CFG731_36c553adc9f5ebf3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002440,CFG731_327bfa077bbbd45e,CFG731_327bfa077bbbd45e,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002448,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002465,CFG731_89772de94df83ba5,CFG731_89772de94df83ba5,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002478,CFG731_a3b03637ed22317c,CFG731_a3b03637ed22317c,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002511,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002527,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002528,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002534,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002538,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002543,CFG731_bbcb665ced67f8c3,CFG731_b8b11650a048baf7,6,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002558,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002572,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002574,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002578,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002592,CFG731_5e61ce3b60d15e11,CFG731_5e61ce3b60d15e11,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002594,CFG731_8f470181ad32eeae,CFG731_8f470181ad32eeae,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002601,CFG731_c3a136a8630f644d,CFG731_c3a136a8630f644d,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002610,CFG731_97796c9ac2811c94,CFG731_97796c9ac2811c94,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002622,CFG731_6e096e946540ab4e,CFG731_6e096e946540ab4e,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002628,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002632,CFG731_ac57adca497d644f,CFG731_ac57adca497d644f,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002644,CFG731_b86bbf24b1c3a419,CFG731_b86bbf24b1c3a419,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002647,CFG731_608c0251ef380592,CFG731_c887ba58c35036a9,5,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002655,CFG731_32a4bb12438a37ab,CFG731_32a4bb12438a37ab,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002662,CFG731_d1cfa46f29f5f652,CFG731_d1cfa46f29f5f652,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002668,CFG731_219ac3d01befd6d1,CFG731_219ac3d01befd6d1,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002671,CFG731_e80085d86d0bbfa9,CFG731_e80085d86d0bbfa9,5,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002674,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002682,CFG731_7785b2914ebb6eaf,CFG731_7785b2914ebb6eaf,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002709,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002715,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002727,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002731,CFG731_fb3a51904298e616,CFG731_fb3a51904298e616,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002732,CFG731_63fe6cb51777cd72,CFG731_63fe6cb51777cd72,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002734,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002744,CFG731_4d7e108ea05eeb07,CFG731_4d7e108ea05eeb07,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002748,CFG731_a41fe4e67e82e94f,CFG731_a41fe4e67e82e94f,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002752,CFG731_117f19eb2913314e,CFG731_117f19eb2913314e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002755,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002762,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002764,CFG731_c39096767a7ae083,CFG731_c39096767a7ae083,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002767,CFG731_5bfe9492c76587ec,CFG731_5bfe9492c76587ec,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002776,CFG731_db983e07a279051a,CFG731_db983e07a279051a,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002781,CFG731_0738cd529389f266,CFG731_0738cd529389f266,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002798,CFG731_ab4075c601d1397c,CFG731_ab4075c601d1397c,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002811,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002814,CFG731_831a7150258499af,CFG731_831a7150258499af,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002816,CFG731_67de76f701c9cfad,CFG731_67de76f701c9cfad,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002826,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,7,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002831,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002834,CFG731_1cbb464ec15ba84f,CFG731_1cbb464ec15ba84f,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002837,CFG731_3b2a32abbf148ca1,CFG731_3b2a32abbf148ca1,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002842,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,11,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002854,CFG731_0836695982aaa38c,CFG731_0836695982aaa38c,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002861,CFG731_32b1041fd68aac23,CFG731_32b1041fd68aac23,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002872,CFG731_32b4b1ec4513af66,CFG731_32b4b1ec4513af66,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002899,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002908,CFG731_83f956404d04e6cd,CFG731_9a0f0b26c7f24725,4,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002909,CFG731_59f86789e43d86f1,CFG731_59f86789e43d86f1,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002938,CFG731_2be17a56b0589fd1,CFG731_2be17a56b0589fd1,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002943,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002950,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002955,CFG731_8c8856d21252930e,CFG731_8c8856d21252930e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002956,CFG731_7c358bf1aa4ea94e,CFG731_7c358bf1aa4ea94e,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002958,CFG731_32b4b1ec4513af66,CFG731_32b4b1ec4513af66,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002962,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002974,CFG731_d3d0547b464f691d,CFG731_d3d0547b464f691d,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-002997,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003005,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,10,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003011,CFG731_7f5bfa7b21e81359,CFG731_7f5bfa7b21e81359,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003020,CFG731_cf543b1c3927ab71,CFG731_cf543b1c3927ab71,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003023,CFG731_7308ee8503151ef3,CFG731_7308ee8503151ef3,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003027,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003029,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003038,CFG731_e08dfad4737be3d9,CFG731_e08dfad4737be3d9,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003051,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003052,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003064,CFG731_516629085c122a4e,CFG731_516629085c122a4e,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003082,CFG731_11da8cc369b71f5a,CFG731_11da8cc369b71f5a,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003085,CFG731_eee37571734035ae,CFG731_02ec1e408c44cf5d,2,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003092,CFG731_bbcb665ced67f8c3,CFG731_bbcb665ced67f8c3,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003096,CFG731_bbcb665ced67f8c3,CFG731_bbcb665ced67f8c3,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003106,CFG731_508d465d4c518290,CFG731_508d465d4c518290,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003118,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003122,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003124,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003128,CFG731_e80085d86d0bbfa9,CFG731_e80085d86d0bbfa9,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003135,CFG731_10085782ed0991cf,CFG731_10085782ed0991cf,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003142,CFG731_8189439864af87ea,CFG731_8189439864af87ea,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003144,CFG731_f97e51d1da57d99f,CFG731_f97e51d1da57d99f,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003149,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003150,CFG731_817824ee3a762453,CFG731_817824ee3a762453,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003169,CFG731_91e51485b56960b2,CFG731_91e51485b56960b2,6,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003174,CFG731_f79503cf8f87ea49,CFG731_f79503cf8f87ea49,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003183,CFG731_516629085c122a4e,CFG731_516629085c122a4e,7,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003210,CFG731_8281908b452128f3,CFG731_8281908b452128f3,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003213,CFG731_b1693ef6b18686ac,CFG731_b1693ef6b18686ac,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003214,CFG731_b8b11650a048baf7,CFG731_b8b11650a048baf7,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003216,CFG731_1147f9711c4bff84,CFG731_1147f9711c4bff84,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003218,CFG731_bb61f56875b25c60,CFG731_bb61f56875b25c60,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003227,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003231,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,8,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003273,CFG731_5995fa9fd5d1242f,CFG731_5995fa9fd5d1242f,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003274,CFG731_97796c9ac2811c94,CFG731_241d60e6ef5278be,5,2,MANDATORY_AND_PREFERRED_EQUIVALENT
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003275,CFG731_6fae22c89116fc5e,CFG731_6fae22c89116fc5e,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003311,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003314,CFG731_e0009be417f51ccd,CFG731_e0009be417f51ccd,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003322,CFG731_8d2d91c46ccfb471,CFG731_8d2d91c46ccfb471,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003326,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003331,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,1,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003334,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003340,CFG731_2d0a81ff4ec49480,CFG731_2d0a81ff4ec49480,2,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003350,CFG731_4a42ba5932c01b01,CFG731_4a42ba5932c01b01,3,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003354,CFG731_10085782ed0991cf,CFG731_10085782ed0991cf,4,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003360,CFG731_831a7150258499af,CFG731_831a7150258499af,12,1,EXACT_ENGINEER_CHOICE
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,RFQ731-003362,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,8,1,EXACT_ENGINEER_CHOICE
