rfq_id,customer_id,canonical_configuration_id,target_package,record_type,evidence_level,nearest_real_distance,source_canonical_configuration_id,ground_truth_hidden_from_customer
RFQ731-000539,CUST73100184,CFG731_7f63e10e4938ed7a,G731VG,OBSERVED,OBSERVED,0,CFG731_7f63e10e4938ed7a,True
RFQ731-000540,CUST73100157,CFG731_48e71c5ae6615397,x731,DERIVED,MODERATE,2,CFG731_20e62aeb01c953da,True
RFQ731-000541,CUST73100064,CFG731_8e5ce09a779d2284,x731,DERIVED,VERY_STRONG,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-000542,CUST73100068,CFG731_55d3237d65c8a47c,x731,DERIVED,LOW,2,CFG731_b4987f1c95e91d0d,True
RFQ731-000543,CUST73100003,CFG731_fd7b09f495a568bc,x731,OBSERVED,OBSERVED,0,CFG731_fd7b09f495a568bc,True
RFQ731-000544,CUST73100133,CFG731_7cc9f85131c775cb,G731ST-HT,DERIVED,MODERATE,1,CFG731_617247356a7014fb,True
RFQ731-000545,CUST73100038,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DERIVED,VERY_STRONG,1,CFG731_4ca309199387f8d5,True
RFQ731-000546,CUST73100028,CFG731_ce4c7976fe8fc47b,x731,DERIVED,LOW,2,CFG731_da02526d254e2e35,True
RFQ731-000547,CUST73100199,CFG731_f7f0034a8b15f329,x731,OBSERVED,OBSERVED,0,CFG731_f7f0034a8b15f329,True
RFQ731-000548,CUST73100186,CFG731_7f63e10e4938ed7a,G731VG,OBSERVED,OBSERVED,0,CFG731_7f63e10e4938ed7a,True
RFQ731-000549,CUST73100049,CFG731_1138f8ea5fc95654,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_1138f8ea5fc95654,True
RFQ731-000550,CUST73100097,CFG731_2692d4e8945eb6ee,x731,DERIVED,VERY_STRONG,1,CFG731_b65b306a03ca71c9,True
RFQ731-000551,CUST73100001,CFG731_7882c72c21497015,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_7882c72c21497015,True
RFQ731-000552,CUST73100126,CFG731_e489ae1a5426e276,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_e489ae1a5426e276,True
RFQ731-000553,CUST73100235,CFG731_8f470181ad32eeae,x731,OBSERVED,OBSERVED,0,CFG731_8f470181ad32eeae,True
RFQ731-000554,CUST73100131,CFG731_b7c1a02b25610507,F731TE,OBSERVED,OBSERVED,0,CFG731_b7c1a02b25610507,True
RFQ731-000555,CUST73100034,CFG731_e2d64e127f97296d,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_e2d64e127f97296d,True
RFQ731-000556,CUST73100053,CFG731_bc9146cb8459e9c2,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_098817d766a37bc2,True
RFQ731-000557,CUST73100170,CFG731_3c91fea3668ca75e,x731,DERIVED,MODERATE,1,CFG731_7822370b42865359,True
RFQ731-000558,CUST73100200,CFG731_b16b5f82b033935f,x731,DERIVED,MODERATE,1,CFG731_1fb424bf591da0b3,True
RFQ731-000559,CUST73100230,CFG731_b1693ef6b18686ac,x731,DERIVED,VERY_STRONG,1,CFG731_7f60255816247683,True
RFQ731-000560,CUST73100230,CFG731_574aa7a29f75cd60,F731TE,OBSERVED,OBSERVED,0,CFG731_574aa7a29f75cd60,True
RFQ731-000561,CUST73100035,CFG731_27ec8892eacc701d,x731,DERIVED,LOW,2,CFG731_a77e5e082c8f0465,True
RFQ731-000562,CUST73100030,CFG731_b3ebba592f51e280,x731,DERIVED,MODERATE,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-000563,CUST73100222,CFG731_7c70763d4cf79560,G731ST-HT,DERIVED,MODERATE,1,CFG731_63eca10a00ae1f5d,True
RFQ731-000564,CUST73100062,CFG731_dc94cc026338b073,x731,DERIVED,MODERATE,2,CFG731_91a62b1e0bf4bbce,True
RFQ731-000565,CUST73100232,CFG731_b555bda361da407a,x731,DERIVED,LOW,2,CFG731_5e61ce3b60d15e11,True
RFQ731-000566,CUST73100175,CFG731_b8db8783f5774853,x731,DERIVED,MODERATE,1,CFG731_076125e960faba71,True
RFQ731-000567,CUST73100245,CFG731_b3b502cc22fcd72e,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_b3b502cc22fcd72e,True
RFQ731-000568,CUST73100077,CFG731_ad49f2ad57627f46,G731ST-HT,DERIVED,MODERATE,1,CFG731_f2a296f2bedae0e8,True
RFQ731-000569,CUST73100192,CFG731_ed09f23d3bc16841,G731ST-HT,DERIVED,LOW,2,CFG731_0c11243388e65244,True
RFQ731-000570,CUST73100109,CFG731_e8331b2a91577f04,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_e8331b2a91577f04,True
RFQ731-000571,CUST73100182,CFG731_c525a37447671864,x731,DERIVED,MODERATE,2,CFG731_62d0f0f6bab9bdcb,True
RFQ731-000572,CUST73100103,CFG731_8b8ba7e2341f1295,F731TE,DERIVED,VERY_STRONG,1,CFG731_7c93880f0c6b22c5,True
RFQ731-000573,CUST73100123,CFG731_8ce087647633b913,x731,DERIVED,VERY_STRONG,1,CFG731_f1614000023c2800,True
RFQ731-000574,CUST73100172,CFG731_dc8a3bad7d99b8ea,G731CA,OBSERVED,OBSERVED,0,CFG731_dc8a3bad7d99b8ea,True
RFQ731-000575,CUST73100085,CFG731_c0f829ddab491342,x731,DERIVED,VERY_STRONG,1,CFG731_ef4cf0e053e2d332,True
RFQ731-000576,CUST73100101,CFG731_169a8482d2028dff,x731,DERIVED,MODERATE,1,CFG731_608c0251ef380592,True
RFQ731-000577,CUST73100239,CFG731_27f3f9fc0b2e1643,x731,DERIVED,MODERATE,1,CFG731_1fb424bf591da0b3,True
RFQ731-000578,CUST73100215,CFG731_dbb33a574e3ad4d8,x731,OBSERVED,OBSERVED,0,CFG731_dbb33a574e3ad4d8,True
RFQ731-000579,CUST73100128,CFG731_d03860c1f327a8d1,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_d03860c1f327a8d1,True
RFQ731-000580,CUST73100115,CFG731_a9ec8cda9130252f,x731,DERIVED,MODERATE,1,CFG731_a36b8a2d3a209134,True
RFQ731-000581,CUST73100238,CFG731_d71a39e1fcf17083,G731ST-HT,DERIVED,MODERATE,1,CFG731_c3a136a8630f644d,True
RFQ731-000582,CUST73100078,CFG731_5076f1c2c0488d0e,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_5076f1c2c0488d0e,True
RFQ731-000583,CUST73100215,CFG731_117f19eb2913314e,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-000584,CUST73100014,CFG731_274085596a46ecf6,x731,DERIVED,MODERATE,1,CFG731_1fb424bf591da0b3,True
RFQ731-000585,CUST73100132,CFG731_8d2d91c46ccfb471,x731,OBSERVED,OBSERVED,0,CFG731_8d2d91c46ccfb471,True
RFQ731-000586,CUST73100232,CFG731_ad0a2fd7350b6cca,x731,OBSERVED,OBSERVED,0,CFG731_ad0a2fd7350b6cca,True
RFQ731-000587,CUST73100179,CFG731_f235f4dd7693c885,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-000588,CUST73100233,CFG731_8d2d91c46ccfb471,x731,OBSERVED,OBSERVED,0,CFG731_8d2d91c46ccfb471,True
RFQ731-000589,CUST73100164,CFG731_ae2e4cfccaff4f50,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-000590,CUST73100190,CFG731_187ec74b5c4854aa,x731,DERIVED,MODERATE,2,CFG731_e80085d86d0bbfa9,True
RFQ731-000591,CUST73100068,CFG731_7785b2914ebb6eaf,F731PW,OBSERVED,OBSERVED,0,CFG731_7785b2914ebb6eaf,True
RFQ731-000592,CUST73100093,CFG731_77fac91021549398,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a2a709ad804cc5a2,True
RFQ731-000593,CUST73100187,CFG731_7203705eed387b0a,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_7203705eed387b0a,True
RFQ731-000594,CUST73100166,CFG731_87d8ba5b87cf0a3f,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_098817d766a37bc2,True
RFQ731-000595,CUST73100126,CFG731_187ec74b5c4854aa,x731,DERIVED,MODERATE,2,CFG731_e80085d86d0bbfa9,True
RFQ731-000596,CUST73100087,CFG731_c65188f44544a3f1,x731,DERIVED,MODERATE,2,CFG731_5d42a8deb0fcb3d7,True
RFQ731-000597,CUST73100045,CFG731_63b50b6b631946e6,x731,DERIVED,STRONG,1,CFG731_ddd1ce28a3456ff6,True
RFQ731-000598,CUST73100213,CFG731_b661f405414c476e,x731,DERIVED,VERY_STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-000599,CUST73100207,CFG731_f0b756a84ac83cc9,x731,DERIVED,STRONG,1,CFG731_97796c9ac2811c94,True
RFQ731-000600,CUST73100185,CFG731_73ac195ef2754292,x731,DERIVED,LOW,2,CFG731_b83ac25dbd4e47ee,True
RFQ731-000601,CUST73100039,CFG731_5869cd9805e6c1ca,x731,DERIVED,MODERATE,1,CFG731_9f9a8730b26472c2,True
RFQ731-000602,CUST73100156,CFG731_31ef54b8ab17d3bb,x731,DERIVED,MODERATE,2,CFG731_f7f0034a8b15f329,True
RFQ731-000603,CUST73100043,CFG731_7d1aac31230162fc,x731,OBSERVED,OBSERVED,0,CFG731_7d1aac31230162fc,True
RFQ731-000604,CUST73100131,CFG731_4fe142d593643ab8,x731,DERIVED,VERY_STRONG,1,CFG731_04a704e692f8fd05,True
RFQ731-000605,CUST73100109,CFG731_c7ca2f069d01e42d,G731CA,OBSERVED,OBSERVED,0,CFG731_c7ca2f069d01e42d,True
RFQ731-000606,CUST73100152,CFG731_ef044db10b586894,G731ST-LT,DERIVED,MODERATE,1,CFG731_175641fe8d1c7f37,True
RFQ731-000607,CUST73100152,CFG731_783ba1dc5751818d,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_d2034bb5aa313dac,True
RFQ731-000608,CUST73100213,CFG731_e565a13ef4701c2d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_e565a13ef4701c2d,True
RFQ731-000609,CUST73100246,CFG731_ed85647cd384c17a,G731CA,OBSERVED,OBSERVED,0,CFG731_ed85647cd384c17a,True
RFQ731-000610,CUST73100105,CFG731_b757671ab14f2876,x731,DERIVED,VERY_STRONG,1,CFG731_24a2c6ef94654845,True
RFQ731-000611,CUST73100014,CFG731_a6dd1d1aa0613d49,G731ST-HT,DERIVED,MODERATE,1,CFG731_63eca10a00ae1f5d,True
RFQ731-000612,CUST73100153,CFG731_341c747ed8aff14e,x731,DERIVED,MODERATE,2,CFG731_88a813121973f952,True
RFQ731-000613,CUST73100004,CFG731_2c93609b74717303,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_80619ff0be976225,True
RFQ731-000614,CUST73100032,CFG731_352cbd30ecacb8ee,x731,DERIVED,VERY_STRONG,1,CFG731_9f9a8730b26472c2,True
RFQ731-000615,CUST73100171,CFG731_8d9f29ebcd8f04bd,x731,DERIVED,VERY_STRONG,1,CFG731_24a2c6ef94654845,True
RFQ731-000616,CUST73100016,CFG731_b187fb9ad3627171,x731,DERIVED,VERY_STRONG,1,CFG731_011ca4ba794bd4d6,True
RFQ731-000617,CUST73100151,CFG731_6526112621a9ee97,x731,DERIVED,MODERATE,1,CFG731_e80085d86d0bbfa9,True
RFQ731-000618,CUST73100216,CFG731_d432b6fd40e9e78c,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d432b6fd40e9e78c,True
RFQ731-000619,CUST73100213,CFG731_5be5a82ac0b29989,x731,DERIVED,MODERATE,1,CFG731_f3fed379f1eb01f9,True
RFQ731-000620,CUST73100116,CFG731_0bb38b2038fb1e69,x731,DERIVED,MODERATE,1,CFG731_b54844b4c5cc208b,True
RFQ731-000621,CUST73100177,CFG731_0dd81a588b2a1411,G731ST-LT,DERIVED,MODERATE,1,CFG731_098817d766a37bc2,True
RFQ731-000622,CUST73100173,CFG731_fd6959ad3c5fd9ed,F731TE,OBSERVED,OBSERVED,0,CFG731_fd6959ad3c5fd9ed,True
RFQ731-000623,CUST73100061,CFG731_b7c1a02b25610507,F731TE,OBSERVED,OBSERVED,0,CFG731_b7c1a02b25610507,True
RFQ731-000624,CUST73100051,CFG731_d19bd87a4eba7364,x731,DERIVED,MODERATE,1,CFG731_b4987f1c95e91d0d,True
RFQ731-000625,CUST73100074,CFG731_35ed22cad11f9a11,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_35ed22cad11f9a11,True
RFQ731-000626,CUST73100090,CFG731_45cf7219dd66904b,x731,DERIVED,MODERATE,1,CFG731_f87794e7a98d0b11,True
RFQ731-000627,CUST73100007,CFG731_04e7216b1ba7f935,x731,DERIVED,VERY_STRONG,1,CFG731_1f978c234895178c,True
RFQ731-000628,CUST73100223,CFG731_27279ceeaa7fc1fe,x731,DERIVED,LOW,2,CFG731_ae226e31119be9bd,True
RFQ731-000629,CUST73100188,CFG731_b27467571d893d92,F731TE,OBSERVED,OBSERVED,0,CFG731_b27467571d893d92,True
RFQ731-000630,CUST73100037,CFG731_59f86789e43d86f1,x731,DERIVED,VERY_STRONG,1,CFG731_9f9a8730b26472c2,True
RFQ731-000631,CUST73100135,CFG731_cd71ec2726e971ef,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_cd71ec2726e971ef,True
RFQ731-000632,CUST73100041,CFG731_b5a071e920590337,x731,DERIVED,VERY_STRONG,1,CFG731_db062c45f65ad229,True
RFQ731-000633,CUST73100128,CFG731_6cc2f5d089c01baf,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_6cc2f5d089c01baf,True
RFQ731-000634,CUST73100182,CFG731_ad6f77e09c551945,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_6436acf7faa1f61d,True
RFQ731-000635,CUST73100096,CFG731_dbd5a2176d0b595a,G731ST-LT,DERIVED,MODERATE,1,CFG731_7f5bfa7b21e81359,True
RFQ731-000636,CUST73100093,CFG731_455da2f832a6b66d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_455da2f832a6b66d,True
RFQ731-000637,CUST73100162,CFG731_e268c539b23ee9e5,x731,DERIVED,VERY_STRONG,1,CFG731_353333bad447dbef,True
RFQ731-000638,CUST73100005,CFG731_54946322ece48230,x731,DERIVED,LOW,2,CFG731_935bc110c01e9e85,True
RFQ731-000639,CUST73100127,CFG731_c108b657efc147c3,x731,DERIVED,MODERATE,1,CFG731_353333bad447dbef,True
RFQ731-000640,CUST73100097,CFG731_4c72f78c1186e8f7,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_455da2f832a6b66d,True
RFQ731-000641,CUST73100085,CFG731_bd51fba2aacb1a3c,x731,DERIVED,LOW,2,CFG731_353333bad447dbef,True
RFQ731-000642,CUST73100224,CFG731_117f19eb2913314e,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-000643,CUST73100017,CFG731_007c0829be0a9482,x731,DERIVED,VERY_STRONG,1,CFG731_1f978c234895178c,True
RFQ731-000644,CUST73100152,CFG731_e03b41992c837b34,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_455da2f832a6b66d,True
RFQ731-000645,CUST73100102,CFG731_04a53b6cc81d57d6,x731,OBSERVED,OBSERVED,0,CFG731_04a53b6cc81d57d6,True
RFQ731-000646,CUST73100244,CFG731_5be5a82ac0b29989,x731,DERIVED,MODERATE,1,CFG731_f3fed379f1eb01f9,True
RFQ731-000647,CUST73100178,CFG731_a6849487313f00ac,x731,DERIVED,MODERATE,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-000648,CUST73100011,CFG731_6513d2f5c85df9e4,x731,DERIVED,MODERATE,1,CFG731_de67d4c164ed05bc,True
RFQ731-000649,CUST73100166,CFG731_f8cc7d4d2ef53582,x731,DERIVED,MODERATE,2,CFG731_80409e6aafce9221,True
RFQ731-000650,CUST73100077,CFG731_35ed22cad11f9a11,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_35ed22cad11f9a11,True
RFQ731-000651,CUST73100156,CFG731_48cf6bd4ca59e583,x731,DERIVED,VERY_STRONG,1,CFG731_337790e6bbcf15f4,True
RFQ731-000652,CUST73100226,CFG731_ff04d32ca467d2a5,G731ST-HT,DERIVED,MODERATE,1,CFG731_80619ff0be976225,True
RFQ731-000653,CUST73100035,CFG731_e98d2be876599c40,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_e98d2be876599c40,True
RFQ731-000654,CUST73100169,CFG731_5de6ca53a86b09c9,x731,DERIVED,LOW,2,CFG731_608c0251ef380592,True
RFQ731-000655,CUST73100167,CFG731_f97e51d1da57d99f,x731,OBSERVED,OBSERVED,0,CFG731_f97e51d1da57d99f,True
RFQ731-000656,CUST73100180,CFG731_b30ceef5c5f902ca,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_80619ff0be976225,True
RFQ731-000657,CUST73100002,CFG731_8d78781f8753b72a,x731,OBSERVED,OBSERVED,0,CFG731_8d78781f8753b72a,True
RFQ731-000658,CUST73100001,CFG731_5a14e01af9745dda,x731,DERIVED,VERY_STRONG,1,CFG731_353333bad447dbef,True
RFQ731-000659,CUST73100021,CFG731_ae1c24f394311970,x731,DERIVED,LOW,2,CFG731_141d6b58a722961b,True
RFQ731-000660,CUST73100236,CFG731_ae1f3e9a90950fc3,x731,DERIVED,MODERATE,1,CFG731_23aa00a5306a83b2,True
RFQ731-000661,CUST73100033,CFG731_e2d64e127f97296d,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_e2d64e127f97296d,True
RFQ731-000662,CUST73100077,CFG731_6b2b46dd281009ce,x731,DERIVED,VERY_STRONG,1,CFG731_ae226e31119be9bd,True
RFQ731-000663,CUST73100031,CFG731_b7c1a02b25610507,F731TE,OBSERVED,OBSERVED,0,CFG731_b7c1a02b25610507,True
RFQ731-000664,CUST73100237,CFG731_db27f1c998b6e675,G731ST-HT,DERIVED,MODERATE,1,CFG731_80619ff0be976225,True
RFQ731-000665,CUST73100204,CFG731_241261e6f2e0673c,x731,DERIVED,LOW,2,CFG731_da02526d254e2e35,True
RFQ731-000666,CUST73100006,CFG731_7b80fca32fdc0db0,x731,OBSERVED,OBSERVED,0,CFG731_7b80fca32fdc0db0,True
RFQ731-000667,CUST73100045,CFG731_74d881f8ffd9c565,x731,DERIVED,MODERATE,1,CFG731_33fed5318b1a4f2f,True
RFQ731-000668,CUST73100209,CFG731_5bfe9492c76587ec,G731CA,DERIVED,VERY_STRONG,1,CFG731_164591062a2b3589,True
RFQ731-000669,CUST73100146,CFG731_10829a99d0812ab9,x731,DERIVED,VERY_STRONG,1,CFG731_6f8c15548921e4c2,True
RFQ731-000670,CUST73100162,CFG731_5995fa9fd5d1242f,F731PW,OBSERVED,OBSERVED,0,CFG731_5995fa9fd5d1242f,True
RFQ731-000671,CUST73100112,CFG731_07364aa0260e0bc7,x731,OBSERVED,OBSERVED,0,CFG731_07364aa0260e0bc7,True
RFQ731-000672,CUST73100205,CFG731_0bb185f546403346,G731CA,DERIVED,MODERATE,1,CFG731_691a8f2ff165671d,True
RFQ731-000673,CUST73100065,CFG731_040069031f4f021c,x731,DERIVED,VERY_STRONG,1,CFG731_04a704e692f8fd05,True
RFQ731-000674,CUST73100125,CFG731_b661f405414c476e,x731,DERIVED,VERY_STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-000675,CUST73100185,CFG731_6ad3ec8ed100118e,x731,DERIVED,VERY_STRONG,1,CFG731_b65b306a03ca71c9,True
RFQ731-000676,CUST73100032,CFG731_f2f16ec6756d8443,x731,DERIVED,MODERATE,1,CFG731_775c3458f44938c0,True
RFQ731-000677,CUST73100128,CFG731_a4610f5f38e7d946,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_a4610f5f38e7d946,True
RFQ731-000678,CUST73100129,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,OBSERVED,0,CFG731_98ec9650b5463fd0,True
RFQ731-000679,CUST73100180,CFG731_8b6eb20d56ad0a7c,x731,DERIVED,MODERATE,1,CFG731_258498329a834b05,True
RFQ731-000680,CUST73100243,CFG731_aa8c30a4f1baca2e,x731,DERIVED,VERY_STRONG,1,CFG731_24a2c6ef94654845,True
RFQ731-000681,CUST73100085,CFG731_ac3a4ff61341aa72,x731,OBSERVED,OBSERVED,0,CFG731_ac3a4ff61341aa72,True
RFQ731-000682,CUST73100171,CFG731_1a1206cc52132df1,G731ST-HT,DERIVED,MODERATE,1,CFG731_bbffb73f3dff6787,True
RFQ731-000683,CUST73100250,CFG731_565e3731063ff5c5,x731,OBSERVED,OBSERVED,0,CFG731_565e3731063ff5c5,True
RFQ731-000684,CUST73100044,CFG731_27481a3518f630c6,x731,DERIVED,MODERATE,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-000685,CUST73100086,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_819cb4e76943eca6,True
RFQ731-000686,CUST73100077,CFG731_ac0f372c930c2e22,x731,OBSERVED,OBSERVED,0,CFG731_ac0f372c930c2e22,True
RFQ731-000687,CUST73100104,CFG731_77fac91021549398,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a2a709ad804cc5a2,True
RFQ731-000688,CUST73100033,CFG731_2683cf7e09782f5e,x731,OBSERVED,OBSERVED,0,CFG731_2683cf7e09782f5e,True
RFQ731-000689,CUST73100138,CFG731_76d13dd0246c6ccc,x731,DERIVED,MODERATE,1,CFG731_aba447e5ca3ac7ba,True
RFQ731-000690,CUST73100188,CFG731_f693af423cd0a85a,x731,DERIVED,MODERATE,1,CFG731_da02526d254e2e35,True
RFQ731-000691,CUST73100152,CFG731_3727d181b2806370,x731,DERIVED,VERY_STRONG,1,CFG731_33fed5318b1a4f2f,True
RFQ731-000692,CUST73100053,CFG731_348f97ec6945fbf8,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_eb70dc35972dc4b7,True
RFQ731-000693,CUST73100213,CFG731_143205a81a2e7efc,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_eb70dc35972dc4b7,True
RFQ731-000694,CUST73100223,CFG731_ca05869cc5edc073,x731,DERIVED,MODERATE,1,CFG731_219ac3d01befd6d1,True
RFQ731-000695,CUST73100007,CFG731_3c070a82e4102784,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_3c070a82e4102784,True
RFQ731-000696,CUST73100085,CFG731_b3ed2928d6d65710,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_cd71ec2726e971ef,True
RFQ731-000697,CUST73100205,CFG731_b4987f1c95e91d0d,x731,OBSERVED,OBSERVED,0,CFG731_b4987f1c95e91d0d,True
RFQ731-000698,CUST73100199,CFG731_0be7d6198235486b,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_0be7d6198235486b,True
RFQ731-000699,CUST73100210,CFG731_ee8e327bbb737abf,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_ee8e327bbb737abf,True
RFQ731-000700,CUST73100087,CFG731_a6849487313f00ac,x731,DERIVED,MODERATE,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-000701,CUST73100036,CFG731_7a6e9e503add9a86,x731,DERIVED,LOW,2,CFG731_337790e6bbcf15f4,True
RFQ731-000702,CUST73100094,CFG731_a7422430db553ad5,x731,DERIVED,LOW,2,CFG731_296392aa95929245,True
RFQ731-000703,CUST73100070,CFG731_c42374cc9dea3494,x731,DERIVED,VERY_STRONG,1,CFG731_1b5b895b5e259903,True
RFQ731-000704,CUST73100091,CFG731_ae226e31119be9bd,x731,OBSERVED,OBSERVED,0,CFG731_ae226e31119be9bd,True
RFQ731-000705,CUST73100231,CFG731_e03b41992c837b34,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_455da2f832a6b66d,True
RFQ731-000706,CUST73100179,CFG731_30ccf87da13edf1e,x731,DERIVED,MODERATE,1,CFG731_0db950a4979d2c52,True
RFQ731-000707,CUST73100158,CFG731_faa6b560b4d99a0a,x731,DERIVED,VERY_STRONG,1,CFG731_75466cb810218a66,True
RFQ731-000708,CUST73100179,CFG731_07364aa0260e0bc7,x731,OBSERVED,OBSERVED,0,CFG731_07364aa0260e0bc7,True
RFQ731-000709,CUST73100110,CFG731_9d1ffcce07240574,x731,OBSERVED,OBSERVED,0,CFG731_9d1ffcce07240574,True
RFQ731-000710,CUST73100212,CFG731_d982a98f914f0a87,G731ST-LT,DERIVED,MODERATE,1,CFG731_3ebdd541d6efe614,True
RFQ731-000711,CUST73100195,CFG731_4d39aa53959ccce3,x731,DERIVED,MODERATE,1,CFG731_b86fda83f997f894,True
RFQ731-000712,CUST73100220,CFG731_455da2f832a6b66d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_455da2f832a6b66d,True
RFQ731-000713,CUST73100139,CFG731_4eb28f7e77f7ba51,x731,DERIVED,LOW,2,CFG731_e08dfad4737be3d9,True
RFQ731-000714,CUST73100072,CFG731_20fe81ae7d0a406e,x731,DERIVED,LOW,2,CFG731_ddd1ce28a3456ff6,True
RFQ731-000715,CUST73100005,CFG731_671960d0fb04b698,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_5be9d749d8317fd3,True
RFQ731-000716,CUST73100040,CFG731_a59bfb67e03ca4c8,x731,DERIVED,MODERATE,2,CFG731_3611bb1fba248e38,True
RFQ731-000717,CUST73100083,CFG731_e67173c88f9460f6,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_ae877a3b18b65d0a,True
RFQ731-000718,CUST73100050,CFG731_874928f24c55285e,F731TE,DERIVED,MODERATE,1,CFG731_7c93880f0c6b22c5,True
RFQ731-000719,CUST73100059,CFG731_deb3d65220135a9e,x731,OBSERVED,OBSERVED,0,CFG731_deb3d65220135a9e,True
RFQ731-000720,CUST73100128,CFG731_e5e722b510c96bb7,x731,DERIVED,STRONG,1,CFG731_da02526d254e2e35,True
RFQ731-000721,CUST73100054,CFG731_4d6c56202edf3f41,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_eb70dc35972dc4b7,True
RFQ731-000722,CUST73100217,CFG731_d135404efcd6265d,F731WD_DualChannel,DERIVED,MODERATE,1,CFG731_2688c6c5fd11ba8e,True
RFQ731-000723,CUST73100031,CFG731_48cf6bd4ca59e583,x731,DERIVED,VERY_STRONG,1,CFG731_337790e6bbcf15f4,True
RFQ731-000724,CUST73100147,CFG731_d8c69b7395beabbb,F731TE,DERIVED,VERY_STRONG,1,CFG731_ec26805bdf93259f,True
RFQ731-000725,CUST73100038,CFG731_3c85eeb43bc9e42a,x731,DERIVED,MODERATE,1,CFG731_9f9a8730b26472c2,True
RFQ731-000726,CUST73100170,CFG731_9676c8784fca6c61,x731,DERIVED,LOW,2,CFG731_b83ac25dbd4e47ee,True
RFQ731-000727,CUST73100138,CFG731_ba522ec0a7a74924,x731,DERIVED,STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-000728,CUST73100088,CFG731_a4610f5f38e7d946,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_a4610f5f38e7d946,True
RFQ731-000729,CUST73100070,CFG731_c8d4383220ad607a,x731,DERIVED,VERY_STRONG,1,CFG731_9d03b3ff10a7b30e,True
RFQ731-000730,CUST73100148,CFG731_d4be02ad7e56a796,x731,DERIVED,VERY_STRONG,1,CFG731_9d1ffcce07240574,True
RFQ731-000731,CUST73100126,CFG731_3c070a82e4102784,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_3c070a82e4102784,True
RFQ731-000732,CUST73100181,CFG731_16f81be390fdae7e,x731,DERIVED,MODERATE,1,CFG731_9f9a8730b26472c2,True
