rfq_id,customer_id,customer_name,customer_type,industry,country,currency,payment_terms,delivery_terms,project_name,application,rfq_status,generation_version
RFQ731-001342,CUST73100228,Delta Process Automation FZE,End User,Food & Beverage,India,EUR,within 30 days net,DAP,Utility Measurement Upgrade,food production,OPEN,V2
RFQ731-001343,CUST73100232,Vertex Process Engineering AG,End User,Chemical,Netherlands,EUR,within 45 days net,DAP,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-001344,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,New Plant Installation,pharmaceutical process monitoring,OPEN,V2
RFQ731-001345,CUST73100070,Advanced Automation Systems Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DAP,Measurement System Upgrade,production process monitoring,OPEN,V2
RFQ731-001346,CUST73100114,Dynamic Engineering Solutions GmbH,Distributor,Oil & Gas,India,EUR,within 90 days net,CPT,Measurement Infrastructure Upgrade,process gas measurement,OPEN,V2
RFQ731-001347,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,Process Instrumentation Upgrade,production process monitoring,OPEN,V2
RFQ731-001348,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,Utility Measurement Upgrade,controlled process measurement,OPEN,V2
RFQ731-001349,CUST73100121,Precision Process Automation B.V.,End User,Pharmaceutical,Spain,EUR,within 90 days net,CPT,Measurement System Upgrade,production process monitoring,OPEN,V2
RFQ731-001350,CUST73100222,Delta Process Automation Ltd.,End User,Oil & Gas,India,EUR,within 30 days net,EXW,Utility Measurement Upgrade,production measurement,OPEN,V2
RFQ731-001351,CUST73100107,Meridian Automation Systems S.A.,Distributor,Power & Utilities,Spain,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,power plant process monitoring,OPEN,V2
RFQ731-001352,CUST73100175,Horizon Measurement Technologies GmbH,EPC Contractor,Chemical,Italy,EUR,within 60 days net,CPT,Process Expansion Project,batch process monitoring,OPEN,V2
RFQ731-001353,CUST73100226,United Process Engineering B.V.,System Integrator,Oil & Gas,Türkiye,EUR,within 60 days net,CPT,Utility Measurement Upgrade,pipeline monitoring,OPEN,V2
RFQ731-001354,CUST73100055,Dynamic Process Automation GmbH,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,FCA,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-001355,CUST73100159,Delta Industrial Services B.V.,End User,Manufacturing,Türkiye,EUR,within 30 days net,DAP,Process Automation Project,production process monitoring,OPEN,V2
RFQ731-001356,CUST73100200,Dynamic Process Automation Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DDP,Process Instrumentation Upgrade,process automation,OPEN,V2
RFQ731-001357,CUST73100060,Nexon Process Automation AG,System Integrator,Power & Utilities,France,EUR,within 60 days net,FCA,Measurement System Upgrade,process monitoring,OPEN,V2
RFQ731-001358,CUST73100161,Prime Automation Systems Ltd.,System Integrator,Food & Beverage,Saudi Arabia,USD,within 30 days net,DDP,Utility Measurement Upgrade,process water measurement,OPEN,V2
RFQ731-001359,CUST73100133,Continental Process Systems GmbH,End User,Oil & Gas,Spain,EUR,within 90 days net,CPT,Measurement Infrastructure Upgrade,pipeline monitoring,OPEN,V2
RFQ731-001360,CUST73100073,Pioneer Manufacturing Technologies B.V.,EPC Contractor,Chemical,Netherlands,EUR,within 30 days net,DDP,Process Expansion Project,process flow measurement,OPEN,V2
RFQ731-001361,CUST73100234,Quantum Engineering Solutions Ltd.,End User,Chemical,Türkiye,EUR,within 30 days net,DDP,New Plant Installation,plant utility measurement,OPEN,V2
RFQ731-001362,CUST73100130,Evergreen Industrial Services AG,System Integrator,Water & Wastewater,Türkiye,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,water treatment,OPEN,V2
RFQ731-001363,CUST73100173,Dynamic Industrial Services Ltd.,End User,Food & Beverage,Germany,EUR,within 30 days net,EXW,Process Instrumentation Upgrade,sanitary process measurement,OPEN,V2
RFQ731-001364,CUST73100144,Quantum Measurement Technologies Ltd.,Distributor,Oil & Gas,Germany,EUR,within 30 days net,CPT,New Production Line,hydrocarbon process measurement,OPEN,V2
RFQ731-001365,CUST73100132,Nexon Manufacturing Technologies GmbH,EPC Contractor,Manufacturing,India,EUR,within 60 days net,FCA,Metering System Replacement,plant utility measurement,OPEN,V2
RFQ731-001366,CUST73100206,Delta Engineering Solutions FZE,End User,Engineering & EPC,United Arab Emirates,USD,within 30 days net,DAP,Plant Modernisation Project,industrial process measurement,OPEN,V2
RFQ731-001367,CUST73100148,Metrix Energy Systems AG,End User,Mining & Metals,Netherlands,EUR,within 30 days net,FCA,Process Expansion Project,metallurgical process monitoring,OPEN,V2
RFQ731-001368,CUST73100037,Prime Automation Systems FZE,End User,Engineering & EPC,Germany,EUR,within 45 days net,CPT,Measurement System Upgrade,industrial process measurement,OPEN,V2
RFQ731-001369,CUST73100150,Pioneer Industrial Services FZE,System Integrator,Oil & Gas,Italy,EUR,within 30 days net,CPT,Plant Modernisation Project,pipeline monitoring,OPEN,V2
RFQ731-001370,CUST73100237,Global Industrial Services FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 60 days net,FCA,New Production Line,water distribution,OPEN,V2
RFQ731-001371,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,New Plant Installation,process flow measurement,OPEN,V2
RFQ731-001372,CUST73100053,Vertex Instrumentation FZE,End User,Water & Wastewater,Saudi Arabia,USD,within 30 days net,EXW,Plant Modernisation Project,utility water measurement,OPEN,V2
RFQ731-001373,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,New Plant Installation,process automation project,OPEN,V2
RFQ731-001374,CUST73100188,Pioneer Instrumentation S.A.,End User,Oil & Gas,Türkiye,EUR,within 60 days net,EXW,Utility Measurement Upgrade,gas processing,OPEN,V2
RFQ731-001375,CUST73100234,Quantum Engineering Solutions Ltd.,End User,Chemical,Türkiye,EUR,within 30 days net,DDP,Measurement Infrastructure Upgrade,chemical process measurement,OPEN,V2
RFQ731-001376,CUST73100192,Summit Process Systems S.A.,End User,Oil & Gas,United Arab Emirates,USD,within 60 days net,CPT,Process Instrumentation Upgrade,process gas measurement,OPEN,V2
RFQ731-001377,CUST73100084,Nova Petrochemical Solutions Ltd.,System Integrator,Chemical,United Kingdom,GBP,within 60 days net,CPT,Measurement Infrastructure Upgrade,process flow measurement,OPEN,V2
RFQ731-001378,CUST73100063,Nova Process Automation AG,EPC Contractor,Research & Development,Netherlands,EUR,within 30 days net,CPT,New Plant Installation,experimental process monitoring,OPEN,V2
RFQ731-001379,CUST73100125,Delta Instrumentation Ltd.,Engineering Company,Power & Utilities,France,EUR,within 30 days net,DDP,Process Automation Project,energy infrastructure,OPEN,V2
RFQ731-001380,CUST73100069,Vector Engineering Solutions S.A.,End User,Chemical,India,EUR,within 60 days net,DAP,Process Automation Project,chemical production,OPEN,V2
RFQ731-001381,CUST73100243,Sterling Energy Systems GmbH,Distributor,Mining & Metals,Germany,EUR,within 90 days net,CPT,Process Instrumentation Upgrade,metallurgical process monitoring,OPEN,V2
RFQ731-001382,CUST73100147,Delta Measurement Technologies Ltd.,End User,Mining & Metals,Netherlands,EUR,within 90 days net,FCA,Metering System Replacement,mineral processing,OPEN,V2
RFQ731-001383,CUST73100035,Delta Automation Systems AG,End User,Manufacturing,Türkiye,EUR,within 30 days net,CPT,New Production Line,manufacturing process measurement,OPEN,V2
RFQ731-001384,CUST73100054,Nexon Engineering Solutions B.V.,End User,Chemical,Netherlands,EUR,within 45 days net,CPT,Measurement System Upgrade,process flow measurement,OPEN,V2
RFQ731-001385,CUST73100225,Summit Automation Systems FZE,End User,Food & Beverage,Türkiye,EUR,within 30 days net,DAP,New Plant Installation,process water measurement,OPEN,V2
RFQ731-001386,CUST73100168,Global Process Automation AG,EPC Contractor,Power & Utilities,Germany,EUR,within 30 days net,EXW,New Plant Installation,utility water measurement,OPEN,V2
RFQ731-001387,CUST73100173,Dynamic Industrial Services Ltd.,End User,Food & Beverage,Germany,EUR,within 30 days net,EXW,Plant Modernisation Project,process water measurement,OPEN,V2
RFQ731-001388,CUST73100200,Dynamic Process Automation Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DDP,Process Automation Project,production process monitoring,OPEN,V2
RFQ731-001389,CUST73100067,United Energy Systems Ltd.,End User,Chemical,Netherlands,EUR,within 30 days net,EXW,Measurement System Upgrade,chemical process measurement,OPEN,V2
RFQ731-001390,CUST73100243,Sterling Energy Systems GmbH,Distributor,Mining & Metals,Germany,EUR,within 90 days net,CPT,Process Automation Project,plant utility monitoring,OPEN,V2
RFQ731-001391,CUST73100212,Atlas Process Automation FZE,End User,Oil & Gas,Netherlands,EUR,within 60 days net,DAP,Process Automation Project,pipeline monitoring,OPEN,V2
RFQ731-001392,CUST73100134,Meridian Industrial Technologies B.V.,End User,Food & Beverage,Türkiye,EUR,within 30 days net,EXW,Utility Measurement Upgrade,production utility monitoring,OPEN,V2
RFQ731-001393,CUST73100171,Precision Measurement Technologies AG,End User,Power & Utilities,Germany,EUR,advance payment,FCA,Plant Modernisation Project,utility water measurement,OPEN,V2
RFQ731-001394,CUST73100058,United Petrochemical Solutions FZE,EPC Contractor,Food & Beverage,Spain,EUR,within 60 days net,CPT,Utility Measurement Upgrade,food production,OPEN,V2
RFQ731-001395,CUST73100082,Precision Automation Systems S.A.,Distributor,Pharmaceutical,Netherlands,EUR,within 60 days net,CPT,Metering System Replacement,process water measurement,OPEN,V2
RFQ731-001396,CUST73100113,Continental Industrial Services AG,End User,Mining & Metals,France,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,process water measurement,OPEN,V2
RFQ731-001397,CUST73100045,Precision Energy Systems GmbH,Distributor,Pharmaceutical,Türkiye,EUR,within 45 days net,CPT,Process Expansion Project,pharmaceutical process monitoring,OPEN,V2
RFQ731-001398,CUST73100074,Industrial Automation Systems AG,System Integrator,Power & Utilities,India,EUR,advance payment,DDP,Measurement System Upgrade,energy infrastructure,OPEN,V2
RFQ731-001399,CUST73100165,Delta Engineering Solutions AG,Distributor,Pharmaceutical,Türkiye,EUR,within 45 days net,FCA,Process Expansion Project,controlled process measurement,OPEN,V2
RFQ731-001400,CUST73100029,Evergreen Engineering Solutions FZE,System Integrator,Water & Wastewater,Germany,EUR,within 45 days net,CPT,Measurement Infrastructure Upgrade,wastewater processing,OPEN,V2
RFQ731-001401,CUST73100143,Delta Process Systems S.A.,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,New Production Line,clean utility measurement,OPEN,V2
RFQ731-001402,CUST73100091,Atlas Automation Systems Ltd.,End User,Pharmaceutical,Saudi Arabia,USD,within 90 days net,CPT,Measurement Infrastructure Upgrade,controlled process measurement,OPEN,V2
RFQ731-001403,CUST73100104,United Industrial Services FZE,System Integrator,Food & Beverage,Türkiye,EUR,within 30 days net,FCA,Process Instrumentation Upgrade,sanitary process measurement,OPEN,V2
RFQ731-001404,CUST73100186,Metrix Manufacturing Technologies FZE,Distributor,Manufacturing,Italy,EUR,within 60 days net,CPT,New Plant Installation,production process monitoring,OPEN,V2
RFQ731-001405,CUST73100033,Continental Instrumentation AG,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,CPT,Plant Modernisation Project,metallurgical process monitoring,OPEN,V2
RFQ731-001406,CUST73100086,Precision Process Systems GmbH,End User,Manufacturing,Türkiye,EUR,within 90 days net,CPT,New Production Line,production line monitoring,OPEN,V2
RFQ731-001407,CUST73100240,Advanced Automation Systems B.V.,System Integrator,Chemical,United Arab Emirates,USD,within 60 days net,CPT,Measurement System Upgrade,chemical process measurement,OPEN,V2
RFQ731-001408,CUST73100140,Apex Manufacturing Technologies Ltd.,End User,Oil & Gas,France,EUR,within 90 days net,DDP,Utility Measurement Upgrade,process gas measurement,OPEN,V2
RFQ731-001409,CUST73100171,Precision Measurement Technologies AG,End User,Power & Utilities,Germany,EUR,advance payment,FCA,Measurement System Upgrade,energy infrastructure,OPEN,V2
RFQ731-001410,CUST73100058,United Petrochemical Solutions FZE,EPC Contractor,Food & Beverage,Spain,EUR,within 60 days net,CPT,Process Expansion Project,production utility monitoring,OPEN,V2
RFQ731-001411,CUST73100035,Delta Automation Systems AG,End User,Manufacturing,Türkiye,EUR,within 30 days net,CPT,Measurement System Upgrade,plant utility measurement,OPEN,V2
RFQ731-001412,CUST73100200,Dynamic Process Automation Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DDP,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-001413,CUST73100181,Evergreen Process Engineering AG,System Integrator,Research & Development,Spain,EUR,within 60 days net,CPT,Metering System Replacement,test facility measurement,OPEN,V2
RFQ731-001414,CUST73100247,Summit Engineering Solutions AG,End User,Food & Beverage,Italy,EUR,within 60 days net,FCA,Metering System Replacement,food production,OPEN,V2
RFQ731-001415,CUST73100200,Dynamic Process Automation Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DDP,Process Expansion Project,production process monitoring,OPEN,V2
RFQ731-001416,CUST73100044,United Engineering Solutions S.A.,End User,Power & Utilities,Netherlands,EUR,within 60 days net,CPT,Measurement Infrastructure Upgrade,utility measurement,OPEN,V2
RFQ731-001417,CUST73100182,Atlas Process Engineering FZE,System Integrator,Manufacturing,Saudi Arabia,USD,within 45 days net,EXW,Metering System Replacement,manufacturing process measurement,OPEN,V2
RFQ731-001418,CUST73100223,Precision Instrumentation Ltd.,End User,Chemical,France,EUR,within 45 days net,CPT,Process Automation Project,chemical process measurement,OPEN,V2
RFQ731-001419,CUST73100044,United Engineering Solutions S.A.,End User,Power & Utilities,Netherlands,EUR,within 60 days net,CPT,Measurement Infrastructure Upgrade,utility measurement,OPEN,V2
RFQ731-001420,CUST73100164,Nexon Measurement Technologies AG,End User,Chemical,Türkiye,EUR,within 60 days net,DAP,Metering System Replacement,plant utility measurement,OPEN,V2
RFQ731-001421,CUST73100045,Precision Energy Systems GmbH,Distributor,Pharmaceutical,Türkiye,EUR,within 45 days net,CPT,New Production Line,production process monitoring,OPEN,V2
RFQ731-001422,CUST73100088,Precision Automation Systems Ltd.,End User,Power & Utilities,France,EUR,within 45 days net,DAP,Measurement Infrastructure Upgrade,utility water measurement,OPEN,V2
RFQ731-001423,CUST73100168,Global Process Automation AG,EPC Contractor,Power & Utilities,Germany,EUR,within 30 days net,EXW,Utility Measurement Upgrade,energy infrastructure,OPEN,V2
RFQ731-001424,CUST73100069,Vector Engineering Solutions S.A.,End User,Chemical,India,EUR,within 60 days net,DAP,Process Automation Project,batch process monitoring,OPEN,V2
RFQ731-001425,CUST73100056,Vertex Measurement Technologies S.A.,End User,Oil & Gas,Türkiye,EUR,within 30 days net,CPT,Plant Modernisation Project,production measurement,OPEN,V2
RFQ731-001426,CUST73100052,Global Industrial Technologies Ltd.,End User,Power & Utilities,Saudi Arabia,USD,within 30 days net,CPT,Process Expansion Project,process monitoring,OPEN,V2
RFQ731-001427,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,New Plant Installation,process water measurement,OPEN,V2
RFQ731-001428,CUST73100084,Nova Petrochemical Solutions Ltd.,System Integrator,Chemical,United Kingdom,GBP,within 60 days net,CPT,Measurement Infrastructure Upgrade,chemical production,OPEN,V2
RFQ731-001429,CUST73100001,Horizon Manufacturing Technologies AG,End User,Power & Utilities,Spain,EUR,within 30 days net,EXW,New Plant Installation,utility measurement,OPEN,V2
RFQ731-001430,CUST73100031,Vector Engineering Solutions AG,End User,Water & Wastewater,United Kingdom,GBP,within 60 days net,CPT,Measurement Infrastructure Upgrade,water treatment,OPEN,V2
RFQ731-001431,CUST73100139,Orion Process Automation AG,End User,Food & Beverage,Türkiye,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,production line monitoring,OPEN,V2
RFQ731-001432,CUST73100021,Nexon Process Systems B.V.,End User,Oil & Gas,Türkiye,EUR,within 45 days net,DDP,Utility Measurement Upgrade,process gas measurement,OPEN,V2
RFQ731-001433,CUST73100216,Vertex Measurement Technologies AG,End User,Water & Wastewater,Germany,EUR,within 60 days net,FCA,Plant Modernisation Project,water distribution,OPEN,V2
RFQ731-001434,CUST73100085,Sterling Process Automation AG,End User,Chemical,India,EUR,within 45 days net,FCA,Metering System Replacement,batch process monitoring,OPEN,V2
RFQ731-001435,CUST73100095,Delta Engineering Solutions GmbH,End User,Chemical,United Arab Emirates,USD,within 45 days net,DAP,New Plant Installation,process flow measurement,OPEN,V2
RFQ731-001436,CUST73100114,Dynamic Engineering Solutions GmbH,Distributor,Oil & Gas,India,EUR,within 90 days net,CPT,Measurement System Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-001437,CUST73100122,Advanced Industrial Services B.V.,End User,Water & Wastewater,Saudi Arabia,USD,within 90 days net,DDP,Utility Measurement Upgrade,utility water measurement,OPEN,V2
RFQ731-001438,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,production measurement,OPEN,V2
RFQ731-001439,CUST73100041,Vertex Process Automation S.A.,Distributor,Chemical,Italy,EUR,within 60 days net,FCA,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-001440,CUST73100182,Atlas Process Engineering FZE,System Integrator,Manufacturing,Saudi Arabia,USD,within 45 days net,EXW,Metering System Replacement,production process monitoring,OPEN,V2
RFQ731-001441,CUST73100245,Sterling Instrumentation GmbH,End User,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,Process Instrumentation Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-001442,CUST73100189,Dynamic Process Engineering AG,End User,Manufacturing,Italy,EUR,advance payment,CPT,Measurement Infrastructure Upgrade,production line monitoring,OPEN,V2
RFQ731-001443,CUST73100097,Vector Automation Systems Ltd.,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Metering System Replacement,controlled process measurement,OPEN,V2
RFQ731-001444,CUST73100234,Quantum Engineering Solutions Ltd.,End User,Chemical,Türkiye,EUR,within 30 days net,DDP,Measurement System Upgrade,batch process monitoring,OPEN,V2
RFQ731-001445,CUST73100134,Meridian Industrial Technologies B.V.,End User,Food & Beverage,Türkiye,EUR,within 30 days net,EXW,New Production Line,food production,OPEN,V2
RFQ731-001446,CUST73100246,Industrial Industrial Services FZE,EPC Contractor,Research & Development,Germany,EUR,within 90 days net,CPT,Process Expansion Project,experimental process monitoring,OPEN,V2
RFQ731-001447,CUST73100060,Nexon Process Automation AG,System Integrator,Power & Utilities,France,EUR,within 60 days net,FCA,New Plant Installation,energy infrastructure,OPEN,V2
RFQ731-001448,CUST73100196,Quantum Industrial Technologies B.V.,Engineering Company,Food & Beverage,France,EUR,within 30 days net,CPT,Measurement System Upgrade,food production,OPEN,V2
RFQ731-001449,CUST73100059,Global Industrial Technologies AG,End User,Power & Utilities,Spain,EUR,within 60 days net,FCA,New Production Line,utility water measurement,OPEN,V2
RFQ731-001450,CUST73100196,Quantum Industrial Technologies B.V.,Engineering Company,Food & Beverage,France,EUR,within 30 days net,CPT,Measurement System Upgrade,food production,OPEN,V2
RFQ731-001451,CUST73100062,Continental Measurement Technologies FZE,EPC Contractor,Chemical,Netherlands,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,plant utility measurement,OPEN,V2
RFQ731-001452,CUST73100080,Dynamic Measurement Technologies AG,System Integrator,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Plant Modernisation Project,process automation project,OPEN,V2
RFQ731-001453,CUST73100090,Dynamic Measurement Technologies B.V.,End User,Mining & Metals,United Arab Emirates,USD,within 60 days net,DAP,New Plant Installation,production measurement,OPEN,V2
RFQ731-001454,CUST73100005,Apex Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,DAP,New Plant Installation,metallurgical process monitoring,OPEN,V2
RFQ731-001455,CUST73100010,Meridian Engineering Solutions FZE,EPC Contractor,Water & Wastewater,United Arab Emirates,USD,within 90 days net,EXW,New Production Line,water distribution,OPEN,V2
RFQ731-001456,CUST73100243,Sterling Energy Systems GmbH,Distributor,Mining & Metals,Germany,EUR,within 90 days net,CPT,New Plant Installation,production measurement,OPEN,V2
RFQ731-001457,CUST73100045,Precision Energy Systems GmbH,Distributor,Pharmaceutical,Türkiye,EUR,within 45 days net,CPT,Measurement System Upgrade,pharmaceutical process monitoring,OPEN,V2
RFQ731-001458,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Utility Measurement Upgrade,plant utility measurement,OPEN,V2
RFQ731-001459,CUST73100128,Horizon Process Systems S.A.,EPC Contractor,Manufacturing,Spain,EUR,within 60 days net,DAP,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-001460,CUST73100098,Apex Process Automation GmbH,System Integrator,Oil & Gas,Germany,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,production measurement,OPEN,V2
RFQ731-001461,CUST73100027,Vector Engineering Solutions B.V.,End User,Manufacturing,United Kingdom,GBP,within 30 days net,CPT,Measurement Infrastructure Upgrade,manufacturing process measurement,OPEN,V2
RFQ731-001462,CUST73100070,Advanced Automation Systems Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DAP,New Plant Installation,process automation,OPEN,V2
RFQ731-001463,CUST73100019,Nexon Manufacturing Technologies S.A.,End User,Mining & Metals,Germany,EUR,within 60 days net,EXW,Plant Modernisation Project,mineral processing,OPEN,V2
RFQ731-001464,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-001465,CUST73100176,Quantum Manufacturing Technologies FZE,System Integrator,Pharmaceutical,Spain,EUR,within 30 days net,CPT,Metering System Replacement,controlled process measurement,OPEN,V2
RFQ731-001466,CUST73100146,Precision Engineering Solutions AG,End User,Pharmaceutical,Türkiye,EUR,advance payment,FCA,Metering System Replacement,controlled process measurement,OPEN,V2
RFQ731-001467,CUST73100160,Quantum Manufacturing Technologies B.V.,EPC Contractor,Water & Wastewater,India,EUR,within 30 days net,DDP,Process Instrumentation Upgrade,water distribution,OPEN,V2
RFQ731-001468,CUST73100018,Nova Measurement Technologies GmbH,System Integrator,Water & Wastewater,Germany,EUR,within 60 days net,CPT,Process Automation Project,water treatment,OPEN,V2
RFQ731-001469,CUST73100124,Atlas Manufacturing Technologies Ltd.,System Integrator,Water & Wastewater,Netherlands,EUR,within 45 days net,DAP,New Production Line,wastewater processing,OPEN,V2
RFQ731-001470,CUST73100226,United Process Engineering B.V.,System Integrator,Oil & Gas,Türkiye,EUR,within 60 days net,CPT,New Production Line,gas processing,OPEN,V2
RFQ731-001471,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Measurement Infrastructure Upgrade,hydrocarbon process measurement,OPEN,V2
RFQ731-001472,CUST73100169,Apex Engineering Solutions S.A.,EPC Contractor,Power & Utilities,Germany,EUR,within 30 days net,DAP,Process Instrumentation Upgrade,utility water measurement,OPEN,V2
RFQ731-001473,CUST73100091,Atlas Automation Systems Ltd.,End User,Pharmaceutical,Saudi Arabia,USD,within 90 days net,CPT,Utility Measurement Upgrade,production process monitoring,OPEN,V2
RFQ731-001474,CUST73100092,Summit Instrumentation FZE,Engineering Company,Mining & Metals,France,EUR,within 60 days net,DAP,Measurement Infrastructure Upgrade,plant utility monitoring,OPEN,V2
RFQ731-001475,CUST73100118,Vertex Process Automation B.V.,EPC Contractor,Research & Development,Netherlands,EUR,within 60 days net,FCA,Metering System Replacement,pilot plant measurement,OPEN,V2
RFQ731-001476,CUST73100115,Quantum Energy Systems Ltd.,Engineering Company,Oil & Gas,Türkiye,EUR,within 45 days net,CPT,Metering System Replacement,hydrocarbon process measurement,OPEN,V2
RFQ731-001477,CUST73100148,Metrix Energy Systems AG,End User,Mining & Metals,Netherlands,EUR,within 30 days net,FCA,Measurement Infrastructure Upgrade,mineral processing,OPEN,V2
RFQ731-001478,CUST73100215,Meridian Process Automation B.V.,EPC Contractor,Oil & Gas,Germany,EUR,within 90 days net,FCA,Plant Modernisation Project,gas processing,OPEN,V2
RFQ731-001479,CUST73100068,Prime Petrochemical Solutions Ltd.,End User,Oil & Gas,Türkiye,EUR,advance payment,FCA,Measurement Infrastructure Upgrade,process gas measurement,OPEN,V2
RFQ731-001480,CUST73100038,Nexon Process Engineering GmbH,Engineering Company,Oil & Gas,Spain,EUR,within 60 days net,DAP,Measurement System Upgrade,production measurement,OPEN,V2
RFQ731-001481,CUST73100201,Nova Instrumentation Ltd.,End User,Power & Utilities,United Arab Emirates,USD,within 30 days net,FCA,Metering System Replacement,power plant process monitoring,OPEN,V2
RFQ731-001482,CUST73100176,Quantum Manufacturing Technologies FZE,System Integrator,Pharmaceutical,Spain,EUR,within 30 days net,CPT,Plant Modernisation Project,controlled process measurement,OPEN,V2
RFQ731-001483,CUST73100048,Prime Industrial Services FZE,EPC Contractor,Research & Development,Germany,EUR,within 60 days net,DAP,Process Expansion Project,research process monitoring,OPEN,V2
RFQ731-001484,CUST73100226,United Process Engineering B.V.,System Integrator,Oil & Gas,Türkiye,EUR,within 60 days net,CPT,Measurement System Upgrade,pipeline monitoring,OPEN,V2
RFQ731-001485,CUST73100013,Delta Industrial Services FZE,End User,Food & Beverage,Saudi Arabia,USD,within 45 days net,DAP,Metering System Replacement,process water measurement,OPEN,V2
RFQ731-001486,CUST73100242,Integrated Energy Systems FZE,System Integrator,Power & Utilities,France,EUR,within 30 days net,DAP,New Plant Installation,utility water measurement,OPEN,V2
RFQ731-001487,CUST73100132,Nexon Manufacturing Technologies GmbH,EPC Contractor,Manufacturing,India,EUR,within 60 days net,FCA,New Production Line,plant utility measurement,OPEN,V2
RFQ731-001488,CUST73100073,Pioneer Manufacturing Technologies B.V.,EPC Contractor,Chemical,Netherlands,EUR,within 30 days net,DDP,New Production Line,batch process monitoring,OPEN,V2
RFQ731-001489,CUST73100076,Sterling Industrial Services B.V.,Engineering Company,Manufacturing,United Arab Emirates,USD,within 30 days net,DAP,New Plant Installation,process automation,OPEN,V2
RFQ731-001490,CUST73100037,Prime Automation Systems FZE,End User,Engineering & EPC,Germany,EUR,within 45 days net,CPT,Process Expansion Project,industrial process measurement,OPEN,V2
RFQ731-001491,CUST73100023,United Energy Systems GmbH,EPC Contractor,Manufacturing,India,EUR,within 30 days net,EXW,New Production Line,process automation,OPEN,V2
RFQ731-001492,CUST73100078,Vector Measurement Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 90 days net,FCA,New Plant Installation,hydrocarbon process measurement,OPEN,V2
RFQ731-001493,CUST73100224,Vector Industrial Technologies Ltd.,End User,Chemical,Saudi Arabia,USD,within 60 days net,DAP,New Plant Installation,process flow measurement,OPEN,V2
RFQ731-001494,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,Measurement Infrastructure Upgrade,chemical production,OPEN,V2
RFQ731-001495,CUST73100007,Horizon Process Automation Ltd.,End User,Mining & Metals,United Kingdom,GBP,within 60 days net,CPT,Process Automation Project,metallurgical process monitoring,OPEN,V2
RFQ731-001496,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,New Production Line,process flow measurement,OPEN,V2
RFQ731-001497,CUST73100055,Dynamic Process Automation GmbH,EPC Contractor,Mining & Metals,Türkiye,EUR,within 30 days net,FCA,Metering System Replacement,production measurement,OPEN,V2
