rfq_id,customer_id,customer_name,customer_reference,project_reference,rfq_date,requested_delivery_date,quantity,currency,payment_terms,delivery_terms,customer_country,industry,primary_application,customer_type,target_configuration_id,target_package,target_generation_method,target_evidence_level,source_type,synthetic_version
RFQ731-000184,CUST73100199,Vector Measurement Technologies FZE,REQ-832161,Flow Measurement Replacement,2026-07-19,2026-09-21,1,EUR,within 90 days net,CPT,France,Manufacturing,Production utilities,Distributor,CFG731_d1cfa46f29f5f652,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000185,CUST73100039,Meridian Instrumentation AG,REQ-321626,Measurement Upgrade Project,2026-02-12,2026-06-10,3,EUR,within 60 days net,CPT,Türkiye,Water & Wastewater,Water treatment,EPC Contractor,CFG731_ef02695e374fc418,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000186,CUST73100239,Vertex Automation Systems GmbH,REQ-337532,Flow Measurement Replacement,2026-07-21,2026-09-01,4,EUR,within 60 days net,CPT,Germany,Oil & Gas,Hydrocarbon transfer,System Integrator,CFG731_ae2e4cfccaff4f50,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000187,CUST73100074,Industrial Automation Systems AG,PROJECT-114009,Process Measurement Upgrade,2026-06-28,2026-11-27,1,EUR,advance payment,DDP,India,Power & Utilities,Utility monitoring,System Integrator,CFG731_981d84ac2d25a7ea,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000188,CUST73100201,Nova Instrumentation Ltd.,INST-184559,Process Measurement Upgrade,2026-05-04,2026-08-07,10,USD,within 30 days net,FCA,United Arab Emirates,Power & Utilities,Cooling water measurement,End User,CFG731_ad85e442c9239be7,G731ST-HT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000189,CUST73100197,Continental Petrochemical Solutions GmbH,PROJECT-815126,Process Automation Project,2026-01-06,2026-03-13,10,EUR,within 45 days net,DAP,Spain,Food & Beverage,Liquid process measurement,EPC Contractor,CFG731_70b38ab75d3ca724,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000190,CUST73100181,Evergreen Process Engineering AG,REQ-906872,Measurement System Upgrade,2026-04-30,2026-09-17,10,EUR,within 60 days net,CPT,Spain,Research & Development,Pilot plant testing,System Integrator,CFG731_c2cd0c320ef0d703,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000191,CUST73100029,Evergreen Engineering Solutions FZE,INST-181962,Flow Metering Requirement,2026-05-08,2026-08-07,10,EUR,within 45 days net,CPT,Germany,Water & Wastewater,Utility water measurement,System Integrator,CFG731_09db81b4dee54f57,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000192,CUST73100056,Vertex Measurement Technologies S.A.,ENQ-349769,Process Measurement Upgrade,2026-06-04,2026-08-25,1,EUR,within 30 days net,CPT,Türkiye,Oil & Gas,Pipeline measurement,End User,CFG731_135ddf5639321fb6,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000193,CUST73100243,Sterling Energy Systems GmbH,ENQ-761012,Flow Measurement Replacement,2026-06-27,2026-11-16,1,EUR,within 90 days net,CPT,Germany,Mining & Metals,Process water,Distributor,CFG731_2a738780f0517f67,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000194,CUST73100187,Precision Automation Systems B.V.,RFQ-745086,Utility Measurement Project,2026-03-08,2026-08-08,2,EUR,within 30 days net,DAP,Netherlands,Engineering & EPC,Instrumentation package,Engineering Company,CFG731_e1de683ed3edd33f,G731ST-HT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000195,CUST73100129,Delta Manufacturing Technologies B.V.,PROJECT-747351,Process Measurement Upgrade,2026-07-09,2026-11-26,1,EUR,within 60 days net,DDP,India,Water & Wastewater,Utility water measurement,End User,CFG731_14235f3888d71408,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000196,CUST73100078,Vector Measurement Technologies GmbH,ENQ-374172,Measurement Upgrade Project,2026-04-03,2026-08-15,2,EUR,within 90 days net,FCA,Türkiye,Oil & Gas,Gas measurement,End User,CFG731_b30ceef5c5f902ca,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000197,CUST73100003,Industrial Industrial Services GmbH,REQ-655437,Process Expansion Project,2026-04-14,2026-05-19,3,EUR,within 30 days net,CPT,Türkiye,Water & Wastewater,Wastewater monitoring,Engineering Company,CFG731_d2034bb5aa313dac,F731WD_DualChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000198,CUST73100233,Global Process Systems AG,RFQ-529619,Flow Measurement Replacement,2026-06-16,2026-11-10,2,EUR,advance payment,CPT,Türkiye,Pharmaceutical,Batch process measurement,End User,CFG731_2610e273bed6705c,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000199,CUST73100014,United Manufacturing Technologies FZE,ENQ-456657,Flow Metering Requirement,2026-03-05,2026-07-02,1,EUR,within 60 days net,DAP,Germany,Chemical,Chemical process monitoring,End User,CFG731_ab3b0ae98d7b2345,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000200,CUST73100052,Global Industrial Technologies Ltd.,ENQ-816572,Measurement Upgrade Project,2026-03-01,2026-05-02,3,USD,within 30 days net,CPT,Saudi Arabia,Power & Utilities,Cooling water measurement,End User,CFG731_c4bcee3a1477eeea,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000201,CUST73100114,Dynamic Engineering Solutions GmbH,INST-408734,New Production Line Project,2026-03-06,2026-05-05,1,EUR,within 90 days net,CPT,India,Oil & Gas,Hydrocarbon transfer,Distributor,CFG731_c4d0e2da53e6a22c,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000202,CUST73100033,Continental Instrumentation AG,INST-897231,Utility Measurement Project,2026-04-17,2026-06-13,3,EUR,within 30 days net,CPT,Türkiye,Mining & Metals,Process water,EPC Contractor,CFG731_b1993800646f7cb3,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000203,CUST73100160,Quantum Manufacturing Technologies B.V.,PROJECT-972153,New Production Line Project,2026-06-15,2026-08-29,1,EUR,within 30 days net,DDP,India,Water & Wastewater,Wastewater monitoring,EPC Contractor,CFG731_2daad6eb4c93b72e,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000204,CUST73100110,Orion Measurement Technologies B.V.,RFQ-285019,Measurement System Upgrade,2026-07-03,2026-12-28,2,EUR,within 60 days net,CPT,France,Chemical,Process control,System Integrator,CFG731_0fdf5c36c9c41e69,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000205,CUST73100026,Global Manufacturing Technologies FZE,RFQ-872470,Measurement System Upgrade,2026-04-04,2026-06-07,4,EUR,within 60 days net,CPT,Germany,Mining & Metals,Slurry measurement,End User,CFG731_bd19068996653f41,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000206,CUST73100188,Pioneer Instrumentation S.A.,PROJECT-695012,Measurement Upgrade Project,2026-01-22,2026-06-28,1,EUR,within 60 days net,EXW,Türkiye,Oil & Gas,Process monitoring,End User,CFG731_4da2b3fd83325505,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000207,CUST73100236,Dynamic Automation Systems FZE,INST-565090,New Production Line Project,2026-07-16,2027-01-04,10,EUR,within 60 days net,FCA,Germany,Water & Wastewater,Utility water measurement,EPC Contractor,CFG731_574aa7a29f75cd60,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000208,CUST73100038,Nexon Process Engineering GmbH,PROJECT-499512,Measurement Upgrade Project,2026-06-01,2026-07-18,4,EUR,within 60 days net,DAP,Spain,Oil & Gas,Hydrocarbon transfer,Engineering Company,CFG731_ae226e31119be9bd,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000209,CUST73100174,Nova Instrumentation AG,RFQ-452474,Process Measurement Upgrade,2026-02-23,2026-04-08,1,EUR,advance payment,DAP,Germany,Chemical,Chemical process monitoring,End User,CFG731_ef8d68b6d278bfec,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000210,CUST73100043,Meridian Automation Systems FZE,PROJECT-325721,Flow Metering Requirement,2026-07-28,2026-11-16,2,EUR,within 30 days net,EXW,Germany,Oil & Gas,Hydrocarbon transfer,End User,CFG731_5fb1bce2eb72cec6,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000211,CUST73100153,Evergreen Engineering Solutions AG,INST-211677,Plant Instrumentation,2026-07-16,2026-10-18,4,EUR,within 60 days net,DDP,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_ed85647cd384c17a,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000212,CUST73100184,Orion Process Automation GmbH,INST-751953,Process Monitoring,2026-02-18,2026-08-13,1,EUR,within 60 days net,CPT,Türkiye,Mining & Metals,Mineral processing,System Integrator,CFG731_8da1da530d6ae54d,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000213,CUST73100193,Atlas Process Automation Ltd.,INST-430502,Plant Modernization Project,2026-06-22,2026-10-27,2,EUR,within 30 days net,DDP,France,Chemical,Batch process measurement,EPC Contractor,CFG731_48332037deb06db4,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000214,CUST73100227,Global Industrial Services GmbH,INST-775670,Plant Instrumentation,2026-03-20,2026-05-31,10,EUR,within 30 days net,FCA,India,Pharmaceutical,Batch process measurement,System Integrator,CFG731_3450383be0000281,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000215,CUST73100146,Precision Engineering Solutions AG,ENQ-840126,Plant Modernization Project,2026-03-16,2026-09-09,1,EUR,advance payment,FCA,Türkiye,Pharmaceutical,Clean utility monitoring,End User,CFG731_e6cd7fd757de0523,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000216,CUST73100151,Dynamic Energy Systems AG,INST-452064,Plant Modernization Project,2026-07-12,2026-09-29,3,EUR,within 90 days net,FCA,Italy,Pharmaceutical,Process water,EPC Contractor,CFG731_c0f829ddab491342,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000217,CUST73100176,Quantum Manufacturing Technologies FZE,ENQ-482639,Measurement System Upgrade,2026-05-30,2026-09-10,5,EUR,within 30 days net,CPT,Spain,Pharmaceutical,Batch process measurement,System Integrator,CFG731_bbffb73f3dff6787,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000218,CUST73100040,Atlas Engineering Solutions GmbH,REQ-399523,Utility Measurement Project,2026-05-09,2026-08-08,1,EUR,within 30 days net,CPT,Italy,Water & Wastewater,Water treatment,EPC Contractor,CFG731_59cf92483eaddfcb,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000219,CUST73100141,Horizon Instrumentation GmbH,PROJECT-342675,Flow Measurement Replacement,2026-02-06,2026-05-23,1,EUR,within 30 days net,CPT,India,Oil & Gas,Gas measurement,Distributor,CFG731_57a2b410fc32b41a,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000220,CUST73100047,Nexon Automation Systems AG,RFQ-709488,Plant Modernization Project,2026-07-21,2026-12-21,10,EUR,within 30 days net,CPT,France,Mining & Metals,Mineral processing,EPC Contractor,CFG731_efc9d6b915117e15,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000221,CUST73100089,Global Instrumentation S.A.,REQ-901370,Plant Instrumentation,2026-02-26,2026-07-04,1,GBP,within 30 days net,EXW,United Kingdom,Power & Utilities,Cooling water measurement,End User,CFG731_6649a4899673b05e,G731ST-HT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000222,CUST73100080,Dynamic Measurement Technologies AG,ENQ-622852,Flow Metering Requirement,2026-01-06,2026-03-12,2,EUR,within 30 days net,CPT,Netherlands,Engineering & EPC,Turnkey process project,System Integrator,CFG731_0dd81a588b2a1411,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000223,CUST73100005,Apex Manufacturing Technologies S.A.,ENQ-244108,Plant Instrumentation,2026-03-14,2026-06-11,1,EUR,within 60 days net,DAP,Germany,Mining & Metals,Mineral processing,End User,CFG731_b1631f2fb876e4f4,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000224,CUST73100015,Orion Petrochemical Solutions FZE,PROJECT-157200,Process Expansion Project,2026-05-23,2026-10-18,4,USD,within 90 days net,DDP,Saudi Arabia,Oil & Gas,Process monitoring,EPC Contractor,CFG731_b1693ef6b18686ac,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000225,CUST73100077,Industrial Industrial Services AG,ENQ-179281,Plant Modernization Project,2026-07-19,2026-09-06,4,EUR,within 60 days net,DDP,Spain,Chemical,Liquid flow measurement,System Integrator,CFG731_d9b1e2bb70a9a96b,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000226,CUST73100050,Apex Petrochemical Solutions B.V.,REQ-595208,Process Measurement Upgrade,2026-06-07,2026-08-27,1,EUR,within 90 days net,DAP,Spain,Chemical,Batch process measurement,End User,CFG731_400b0d973c930668,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000227,CUST73100206,Delta Engineering Solutions FZE,ENQ-618771,Process Measurement Upgrade,2026-06-16,2026-11-21,2,USD,within 30 days net,DAP,United Arab Emirates,Engineering & EPC,Engineering project,End User,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000228,CUST73100094,Quantum Petrochemical Solutions B.V.,INST-818875,Measurement System Upgrade,2026-03-03,2026-07-29,1,EUR,within 60 days net,CPT,Netherlands,Power & Utilities,Cooling water measurement,End User,CFG731_19ca9bcd323192d2,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000229,CUST73100211,Delta Automation Systems Ltd.,INST-632036,Flow Measurement Replacement,2026-02-05,2026-03-18,1,EUR,within 30 days net,CPT,Italy,Mining & Metals,Slurry measurement,System Integrator,CFG731_9eed4a2d2e84d134,G731ST-HT,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000230,CUST73100207,Nexon Process Automation B.V.,INST-905958,New Production Line Project,2026-02-21,2026-03-23,1,EUR,advance payment,DAP,Türkiye,Mining & Metals,Slurry measurement,Engineering Company,CFG731_0bc69513c30c3b9d,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000231,CUST73100159,Delta Industrial Services B.V.,REQ-493531,Process Monitoring,2026-02-07,2026-03-31,2,EUR,within 30 days net,DAP,Türkiye,Manufacturing,Production utilities,End User,CFG731_574aa7a29f75cd60,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000232,CUST73100036,Atlas Industrial Technologies B.V.,ENQ-754824,Flow Measurement Replacement,2026-04-18,2026-08-02,1,EUR,within 60 days net,CPT,Netherlands,Engineering & EPC,Instrumentation package,End User,CFG731_cd4f211fbf872f2e,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000233,CUST73100118,Vertex Process Automation B.V.,REQ-176469,Utility Measurement Project,2026-07-26,2026-11-24,1,EUR,within 60 days net,FCA,Netherlands,Research & Development,Pilot plant testing,EPC Contractor,CFG731_92efd7a3c43da152,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000234,CUST73100067,United Energy Systems Ltd.,PROJECT-251397,Measurement System Upgrade,2026-03-31,2026-08-14,2,EUR,within 30 days net,EXW,Netherlands,Chemical,Plant utilities,End User,CFG731_87d8ba5b87cf0a3f,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000235,CUST73100235,Quantum Industrial Services S.A.,REQ-853733,Process Expansion Project,2026-01-08,2026-06-17,2,EUR,within 60 days net,CPT,Türkiye,Manufacturing,Process monitoring,End User,CFG731_d8c69b7395beabbb,F731TE,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000236,CUST73100093,Vertex Engineering Solutions FZE,RFQ-240789,Flow Measurement Replacement,2026-04-29,2026-10-26,1,EUR,within 30 days net,FCA,Italy,Manufacturing,Process monitoring,Distributor,CFG731_6a47b38d62a9fed3,G731VG,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000237,CUST73100130,Evergreen Industrial Services AG,ENQ-406688,Flow Measurement Replacement,2026-01-22,2026-04-20,2,EUR,within 60 days net,FCA,Türkiye,Water & Wastewater,Raw water measurement,System Integrator,CFG731_d3256527bf7fe65c,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000238,CUST73100144,Quantum Measurement Technologies Ltd.,RFQ-675069,Flow Measurement Replacement,2026-02-09,2026-06-14,2,EUR,within 30 days net,CPT,Germany,Oil & Gas,Process monitoring,Distributor,CFG731_c82a485ead8848a8,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000239,CUST73100220,Apex Industrial Technologies FZE,ENQ-240565,Flow Measurement Replacement,2026-02-10,2026-06-01,2,GBP,advance payment,CPT,United Kingdom,Food & Beverage,CIP monitoring,End User,CFG731_da5f98932a1c6afd,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000240,CUST73100226,United Process Engineering B.V.,INST-220286,New Production Line Project,2026-05-03,2026-09-20,1,EUR,within 60 days net,CPT,Türkiye,Oil & Gas,Refinery process measurement,System Integrator,CFG731_79a3938f47d28a2e,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000241,CUST73100222,Delta Process Automation Ltd.,REQ-144512,Process Measurement Upgrade,2026-01-01,2026-03-22,2,EUR,within 30 days net,EXW,India,Oil & Gas,Hydrocarbon transfer,End User,CFG731_80e3b04d167bbba8,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000242,CUST73100241,Prime Process Automation AG,INST-280528,Measurement System Upgrade,2026-07-04,2026-10-29,2,EUR,within 60 days net,CPT,France,Chemical,Batch process measurement,End User,CFG731_28ed390fb80cb66f,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000243,CUST73100234,Quantum Engineering Solutions Ltd.,RFQ-914226,Flow Measurement Replacement,2026-05-07,2026-06-07,1,EUR,within 30 days net,DDP,Türkiye,Chemical,Process control,End User,CFG731_026f2e047a5ce316,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000244,CUST73100242,Integrated Energy Systems FZE,PROJECT-803057,Flow Metering Requirement,2026-07-27,2027-01-04,1,EUR,within 30 days net,DAP,France,Power & Utilities,Energy monitoring,System Integrator,CFG731_1509c3729def0e7e,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000245,CUST73100224,Vector Industrial Technologies Ltd.,REQ-228758,Measurement System Upgrade,2026-02-13,2026-06-07,4,USD,within 60 days net,DAP,Saudi Arabia,Chemical,Liquid flow measurement,End User,CFG731_c209599718b42485,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000246,CUST73100012,Industrial Manufacturing Technologies AG,RFQ-778524,Measurement System Upgrade,2026-03-07,2026-05-15,20,GBP,within 45 days net,CPT,United Kingdom,Oil & Gas,Process monitoring,End User,CFG731_48332037deb06db4,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000247,CUST73100060,Nexon Process Automation AG,INST-910587,Measurement System Upgrade,2026-03-09,2026-06-12,2,EUR,within 60 days net,FCA,France,Power & Utilities,Process water measurement,System Integrator,CFG731_214b093bf98ca9ef,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000248,CUST73100059,Global Industrial Technologies AG,INST-853726,Flow Measurement Replacement,2026-01-09,2026-05-06,3,EUR,within 60 days net,FCA,Spain,Power & Utilities,Process water measurement,End User,CFG731_eee37571734035ae,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000249,CUST73100004,Apex Process Engineering Ltd.,PROJECT-710876,Process Expansion Project,2026-01-07,2026-04-07,1,EUR,within 60 days net,DAP,Germany,Oil & Gas,Process monitoring,Engineering Company,CFG731_d057ad35aef0eea2,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000250,CUST73100158,Advanced Automation Systems AG,PROJECT-916450,Instrumentation Package Project,2026-05-10,2026-06-11,1,EUR,within 30 days net,CPT,Netherlands,Engineering & EPC,Instrumentation package,EPC Contractor,CFG731_3b2a32abbf148ca1,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000251,CUST73100216,Vertex Measurement Technologies AG,RFQ-165310,Plant Instrumentation,2026-01-05,2026-07-04,2,EUR,within 60 days net,FCA,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_07fb816f7dc25bc8,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000252,CUST73100002,Nova Industrial Services S.A.,REQ-431219,Process Automation Project,2026-02-13,2026-05-11,1,EUR,within 45 days net,FCA,France,Pharmaceutical,Batch process measurement,End User,CFG731_2c30adc3f721a104,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000253,CUST73100028,Industrial Energy Systems Ltd.,REQ-121327,Process Automation Project,2026-03-09,2026-05-25,2,EUR,within 60 days net,DDP,Italy,Pharmaceutical,Batch process measurement,EPC Contractor,CFG731_2a8793475d827bb6,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000254,CUST73100071,Prime Process Engineering Ltd.,REQ-747915,Measurement System Upgrade,2026-06-29,2026-08-03,1,EUR,within 60 days net,DAP,Netherlands,Power & Utilities,Steam measurement,End User,CFG731_b7c1a02b25610507,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000255,CUST73100031,Vector Engineering Solutions AG,ENQ-925673,Process Measurement Upgrade,2026-03-02,2026-07-27,1,GBP,within 60 days net,CPT,United Kingdom,Water & Wastewater,Utility water measurement,End User,CFG731_5f8ddbba4a0cb6e7,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000256,CUST73100154,United Instrumentation Ltd.,RFQ-337665,Plant Instrumentation,2026-02-15,2026-07-03,3,EUR,within 60 days net,CPT,Germany,Engineering & EPC,Turnkey process project,End User,CFG731_5ae746dac49a854b,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000257,CUST73100148,Metrix Energy Systems AG,REQ-996750,Measurement System Upgrade,2026-06-15,2026-08-21,1,EUR,within 30 days net,FCA,Netherlands,Mining & Metals,Mineral processing,End User,CFG731_7ffc09802c7b60bf,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000258,CUST73100209,Atlas Process Engineering B.V.,RFQ-299244,Flow Metering Requirement,2026-03-20,2026-04-24,1,EUR,within 30 days net,DDP,France,Chemical,Plant utilities,System Integrator,CFG731_c0dc535399f71de8,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000259,CUST73100032,Evergreen Energy Systems B.V.,PROJECT-192946,Process Expansion Project,2026-03-16,2026-09-12,2,EUR,within 30 days net,DAP,Spain,Chemical,Liquid flow measurement,EPC Contractor,CFG731_214b769209164299,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000260,CUST73100010,Meridian Engineering Solutions FZE,INST-511793,Process Automation Project,2026-03-31,2026-07-13,2,USD,within 90 days net,EXW,United Arab Emirates,Water & Wastewater,Water treatment,EPC Contractor,CFG731_31aa13473958d7d3,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000261,CUST73100053,Vertex Instrumentation FZE,ENQ-372330,Flow Metering Requirement,2026-03-05,2026-04-28,3,USD,within 30 days net,EXW,Saudi Arabia,Water & Wastewater,Utility water measurement,End User,CFG731_e03b41992c837b34,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000262,CUST73100042,Sterling Process Engineering GmbH,REQ-844205,Measurement System Upgrade,2026-01-28,2026-03-01,3,EUR,within 45 days net,CPT,Netherlands,Chemical,Chemical process monitoring,End User,CFG731_973d201e6585b77f,x731,TWO_CHARACTERISTIC,STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000263,CUST73100011,Orion Industrial Technologies GmbH,RFQ-870774,Flow Metering Requirement,2026-07-23,2026-10-31,1,EUR,within 60 days net,CPT,Netherlands,Oil & Gas,Process monitoring,System Integrator,CFG731_7113759c5b95914d,F731TE,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000264,CUST73100203,United Industrial Services GmbH,ENQ-473324,Flow Measurement Replacement,2026-06-15,2026-08-29,2,EUR,within 30 days net,EXW,Germany,Oil & Gas,Gas measurement,End User,CFG731_0064bc7bf2ed5868,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000265,CUST73100163,Continental Energy Systems AG,PROJECT-183293,Process Measurement Upgrade,2026-04-18,2026-06-14,1,EUR,advance payment,DDP,Türkiye,Water & Wastewater,Wastewater monitoring,End User,CFG731_bb4f0886ba308d63,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
