synthetic_record_id,canonical_configuration_id,package_context,record_type,generation_method,source_canonical_configuration_id,source_frequency,nearest_real_distance,num_changed_characteristics,changed_characteristics,constraint_valid,evidence_level,evidence_score,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication,synthetic_dataset,technical_configuration_status
SYN731_001473,CFG731_32b1041fd68aac23,x731,OBSERVED,REAL_OBSERVED,CFG731_32b1041fd68aac23,2,0,0,,True,OBSERVED,100.0,F,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001474,CFG731_2ba3554cf8bf75c3,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_404424158a3493ae,0,2,2,devCategory|dev_advMeterVerification,True,LOW,53.4,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001475,CFG731_187fd198d163ef5a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_c775e192f3d489e9,0,1,2,devCategory|stromSchaltbar,True,MODERATE,69.0,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001476,CFG731_ef980c35ed5ff3e4,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_7f60255816247683,0,1,2,stromEingaenge|customUserFluid,True,MODERATE,64.4,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001477,CFG731_a92ad5294d9187e9,x731,OBSERVED,REAL_OBSERVED,CFG731_a92ad5294d9187e9,7,0,0,,True,OBSERVED,100.0,S,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001478,CFG731_a4339f07d181d686,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_60f3aae8ede70fe0,0,2,2,powerSupply|stromSchaltbar,True,LOW,52.4,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001479,CFG731_16700b9d004fb9de,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_a57ffd88d58eb498,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,1,N,N,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_001480,CFG731_d5af433b36265df1,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_d5af433b36265df1,4,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_001481,CFG731_b7e96d5717c40fd6,x731,OBSERVED,REAL_OBSERVED,CFG731_b7e96d5717c40fd6,7,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001482,CFG731_6a47b38d62a9fed3,G731VG,OBSERVED,REAL_OBSERVED,CFG731_6a47b38d62a9fed3,1,0,0,,True,OBSERVED,100.0,G,VG,ST,1,2,F,2,NN,HS,CS2,IS1,TT1,MN2,NOVALUE,NOVALUE,1,1,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001483,CFG731_13c137be155b0bd9,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_ef4cf0e053e2d332,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001484,CFG731_cc50cacf788bd84a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_83f956404d04e6cd,0,1,2,stromSchaltbar|customUserFluid,True,MODERATE,69.2,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001485,CFG731_b60961340903daf0,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_4d7e108ea05eeb07,0,1,1,binaerOpenColl_MP,True,VERY_STRONG,93.7,H,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001486,CFG731_a2a709ad804cc5a2,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_a2a709ad804cc5a2,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,K,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_001487,CFG731_b4987f1c95e91d0d,x731,OBSERVED,REAL_OBSERVED,CFG731_b4987f1c95e91d0d,7,0,0,,True,OBSERVED,100.0,F,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001488,CFG731_2d0a81ff4ec49480,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_60f3aae8ede70fe0,0,1,2,powerSupply|explosionApproval,True,MODERATE,62.0,G,GP,ST,4,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001489,CFG731_f2984ef18273dd81,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ded2ab05f54ee551,0,1,2,explosionApproval|binaerOpenColl_MP,True,MODERATE,65.5,F,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001490,CFG731_f0b756a84ac83cc9,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_97796c9ac2811c94,0,1,2,dev_advMeterVerification|customUserFluid,True,STRONG,70.0,F,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001491,CFG731_d97c333965654bd3,G731CA,OBSERVED,REAL_OBSERVED,CFG731_d97c333965654bd3,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,1,K,2,NN,PA,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001492,CFG731_565e3731063ff5c5,x731,OBSERVED,REAL_OBSERVED,CFG731_565e3731063ff5c5,2,0,0,,True,OBSERVED,100.0,H,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001493,CFG731_710090cc99f7a772,x731,OBSERVED,REAL_OBSERVED,CFG731_710090cc99f7a772,2,0,0,,True,OBSERVED,100.0,H,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001494,CFG731_6a47b38d62a9fed3,G731VG,OBSERVED,REAL_OBSERVED,CFG731_6a47b38d62a9fed3,1,0,0,,True,OBSERVED,100.0,G,VG,ST,1,2,F,2,NN,HS,CS2,IS1,TT1,MN2,NOVALUE,NOVALUE,1,1,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001495,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,CFG731_819cb4e76943eca6,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,2,N,N,NN,HS,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001496,CFG731_8f5c90133a157a3c,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_80409e6aafce9221,0,2,2,devCategory|dataInterface,True,LOW,50.4,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001497,CFG731_140a9819128d92da,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_24a2c6ef94654845,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,F,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001498,CFG731_6b809c836e3ca8a1,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_33fed5318b1a4f2f,0,1,2,stromEingaenge|dev_advMeterVerification,True,MODERATE,64.4,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001499,CFG731_c09a2b39ab3ecba0,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_33fed5318b1a4f2f,0,2,2,binaerOpenColl_MP|dev_advMeterVerification,True,LOW,52.0,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001500,CFG731_845802fc60449063,G731ST-LT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_a57ffd88d58eb498,0,1,2,stromSchaltbar|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_001501,CFG731_143205a81a2e7efc,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_eb70dc35972dc4b7,0,1,2,stromSchaltbar|stromEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_001502,CFG731_c8d4383220ad607a,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_9d03b3ff10a7b30e,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,G,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001503,CFG731_e98d2be876599c40,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_e98d2be876599c40,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,CN,NN,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001504,CFG731_ef2da8cd513b19be,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_de67d4c164ed05bc,0,1,1,customUserFluid,True,VERY_STRONG,94.0,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001505,CFG731_a1cadf8c4a6793ba,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_fde1ab2a4808b544,0,2,2,dev_advMeterVerification|customUserFluid,True,MODERATE,55.0,G,GP,ST,1,1,K,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001506,CFG731_6b2b46dd281009ce,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_ae226e31119be9bd,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,H,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001507,CFG731_768ac37f143197ac,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_565e3731063ff5c5,0,2,2,devCategory|binaerOpenColl_MP,True,LOW,53.0,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001508,CFG731_a72f99e8160efda6,F731TE,DERIVED,ONE_CHARACTERISTIC,CFG731_6886c948a9d1ec0c,0,1,1,dataInterface,True,VERY_STRONG,95.1,F,TE,ST,1,1,F,2,NN,PA,CS2,NOVALUE,TT2,MN4,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001509,CFG731_6513d2f5c85df9e4,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_de67d4c164ed05bc,0,1,2,dataInterface|customUserFluid,True,MODERATE,68.8,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001510,CFG731_c3b5b1049b2ed7bb,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_809af1b5bbfb38fb,0,2,2,devCategory|dev_advMeterVerification,True,LOW,53.4,G,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001511,CFG731_b16b5f82b033935f,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_1fb424bf591da0b3,0,1,2,stromEingaenge|customUserFluid,True,MODERATE,64.4,G,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001512,CFG731_0e66481554d1173f,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_c821f5044ae6d2ab,0,2,2,dataInterface|customUserFluid,True,LOW,53.8,F,GP,ST,1,1,N,N,NN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001513,CFG731_a48cbb33873bda1b,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_1f978c234895178c,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001514,CFG731_ee8e327bbb737abf,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_ee8e327bbb737abf,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,CN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001515,CFG731_c980bcf5a94396b5,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_98bb5036a27a91a8,0,2,2,dataInterface|binaerOpenColl_MP,True,LOW,52.1,G,ST,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_001516,CFG731_24a273924830834b,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_f1614000023c2800,0,2,2,powerSupply|dev_advMeterVerification,True,LOW,54.8,F,GP,ST,4,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001517,CFG731_5052a216a260faff,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_1c5301147dd0cfb1,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001518,CFG731_1b365e0951e7dea4,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_e24b476e4eb9ee5d,0,1,2,dataInterface|explosionApproval,True,VERY_STRONG,96.5,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001519,CFG731_f87794e7a98d0b11,x731,OBSERVED,REAL_OBSERVED,CFG731_f87794e7a98d0b11,7,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001520,CFG731_696639c1a9f714c1,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_abcee67081353f16,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,F,GP,ST,1,1,N,N,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001521,CFG731_d67b44eae58dfe59,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_9f3028be2110afe1,0,1,1,devCategory,True,VERY_STRONG,93.0,G,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001522,CFG731_646d8903da63e1f0,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_646d8903da63e1f0,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,K,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_001523,CFG731_5a14e01af9745dda,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_353333bad447dbef,0,1,1,customUserFluid,True,VERY_STRONG,94.0,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001524,CFG731_2a989bd6dba74d9f,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_2a989bd6dba74d9f,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_001525,CFG731_708466e4f37148f0,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_80619ff0be976225,0,1,2,stromEingaenge|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,2,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_001526,CFG731_60f3aae8ede70fe0,x731,OBSERVED,REAL_OBSERVED,CFG731_60f3aae8ede70fe0,7,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001527,CFG731_1cb3c1a9a0d94a34,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_8c8856d21252930e,0,2,2,powerSupply|stromSchaltbar,True,LOW,52.4,H,GP,ST,4,1,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001528,CFG731_70aa5a64b0803277,x731,OBSERVED,REAL_OBSERVED,CFG731_70aa5a64b0803277,2,0,0,,True,OBSERVED,100.0,F,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001529,CFG731_0be7d6198235486b,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_0be7d6198235486b,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,NN,PA,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001530,CFG731_d135404efcd6265d,F731WD_DualChannel,DERIVED,TWO_CHARACTERISTIC,CFG731_2688c6c5fd11ba8e,0,1,2,dataInterface|stromEingaenge,True,MODERATE,64.0,F,WD,ST,1,2,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001531,CFG731_8366eceddaf01e58,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_09ae68fe03e9d026,0,1,2,explosionApproval|dev_advMeterVerification,True,MODERATE,62.8,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001532,CFG731_2cb814ee06486282,G731CA,DERIVED,ONE_CHARACTERISTIC,CFG731_691a8f2ff165671d,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,CA,ST,1,1,N,N,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001533,CFG731_5183e80259db3dc7,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_0e146b48e4ed8b98,0,1,2,dataInterface|temperaturEingaenge,True,MODERATE,66.4,G,ST,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_001534,CFG731_da5e0ce2f4e5780a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_a93ee7be2372dea3,0,2,2,devCategory|powerSupply,True,MODERATE,55.0,G,GP,ST,4,1,N,N,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001535,CFG731_d432b6fd40e9e78c,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_d432b6fd40e9e78c,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_001536,CFG731_c8eae76935f62f46,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_f23946dbf617272b,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,ST,ST,1,2,N,N,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_001537,CFG731_393275fee9e35746,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_9d03b3ff10a7b30e,0,1,2,dataInterface|customUserFluid,True,MODERATE,68.8,G,GP,ST,1,1,N,N,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001538,CFG731_e0009be417f51ccd,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_e0009be417f51ccd,7,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_001539,CFG731_ac3a4ff61341aa72,x731,OBSERVED,REAL_OBSERVED,CFG731_ac3a4ff61341aa72,2,0,0,,True,OBSERVED,100.0,H,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001540,CFG731_776fc7d42eb46e40,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_04a53b6cc81d57d6,0,2,2,devCategory|stromSchaltbar,True,LOW,54.0,G,GP,ST,1,1,F,2,NN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001541,CFG731_3e782f59368b40db,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_80409e6aafce9221,0,1,2,explosionApproval|dev_advMeterVerification,True,MODERATE,62.8,F,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001542,CFG731_f430d8ebe4134533,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_5bb390da70b6fee3,0,1,2,devCategory|stromEingaenge,True,MODERATE,67.0,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001543,CFG731_37e3938c6089bb2d,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,CFG731_37e3938c6089bb2d,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,2,N,N,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_001544,CFG731_d08d05393d04fb8a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_2be17a56b0589fd1,0,2,2,devCategory|stromSchaltbar,True,LOW,54.0,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_001545,CFG731_5bfe9492c76587ec,G731CA,DERIVED,ONE_CHARACTERISTIC,CFG731_164591062a2b3589,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,CA,ST,1,1,F,2,NN,PA,CS2,IS1,TT1,MN4,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
