canonical_configuration_id,package_context,source_canonical_configuration_id,source_row,generation_method,num_changed_characteristics,changed_characteristics,nearest_real_distance,constraint_valid,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication
CFG731_a41fe4e67e82e94f,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_fc60ae5de2353d1d,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_9e13de19970e4646,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dataInterface|stromSchaltbar,1,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_a7a47f176ddfa4cb,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dataInterface|temperaturEingaenge,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_b2c2f1da372030f9,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_7d4c803343a40a05,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_c40b4ffa9a4b1399,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_606ab682e8ce021a,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_6e223a08d8502b1c,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_ef692b79bb835f89,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_09c0748365bb17e2,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromEingaenge|binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_aef6446574fba0ea,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromEingaenge|dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_9e4fccece4d272d3,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,stromEingaenge|customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_ffc5c52898046e13,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_7e2eb98eda74b038,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_923f6cb4226dc2a4,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_5dbb3a8037d36b27,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_cd7b70e25f820ba2,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_16e6520dce2c28e4,x731,CFG731_1f978c234895178c,114,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_71dcda3a004aaa52,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|dataInterface,1,True,G,GP,ST,4,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_9274417956379149,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|stromSchaltbar,2,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_c8331546eefd24be,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|temperaturEingaenge,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_98f2e081f13bb79c,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|binaerOpenColl_MP,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_9e61f1c3129802a7,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_4a9c5f97979ef0fd,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_b56113a9ae2281a6,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_2b7a5082894ea61f,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,dataInterface|temperaturEingaenge,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_45cf7219dd66904b,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_4bd4f2cc6c984347,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_e116a79dd463fd7e,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_95449da19c75b7d0,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_0f6d8ee8a85eb231,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_a26976741b9a9717,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_f0efbd006c1bbefe,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_2fec34c8938ed8c5,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_033fe1120fda8fbc,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_adf05162c2c9fc8d,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_4889621906f3f3bd,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_25fbb1d6b71cf396,x731,CFG731_f87794e7a98d0b11,116,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_759c265a697372ea,x731,CFG731_2712ee2024ca9ca7,119,ONE_CHARACTERISTIC,1,powerSupply,1,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_312da2fbbd3df3eb,x731,CFG731_2712ee2024ca9ca7,119,ONE_CHARACTERISTIC,1,dataInterface,1,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_f61d3bc030352da6,x731,CFG731_2712ee2024ca9ca7,119,ONE_CHARACTERISTIC,1,binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_b1cb604b4f0bb460,x731,CFG731_2712ee2024ca9ca7,119,ONE_CHARACTERISTIC,1,dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_192157d53112de14,x731,CFG731_2712ee2024ca9ca7,119,ONE_CHARACTERISTIC,1,customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_60f22425ed29e3fa,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,powerSupply|dataInterface,2,True,G,GP,ST,4,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_a1283fd4b40c7fea,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,powerSupply|stromEingaenge,2,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_eca9d17ef405794a,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,powerSupply|binaerOpenColl_MP,2,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_d578725601d2bc37,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_3fa73dadab293138,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_a89154111c50850c,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_3f39de8634c2139b,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,dataInterface|stromEingaenge,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_35b945860eeb01f0,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_fb76e1a3b49d565f,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_116b67c7a77fea19,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_89bbe2105f9b8879,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,stromEingaenge|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_d3c5560c94fdc01f,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,stromEingaenge|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_6f9d9cb04f214cbb,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,stromEingaenge|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_8f8e0b350ca86058,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_9d7b1c7fdce88cb4,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_3ef4b434dd54d9d8,x731,CFG731_2712ee2024ca9ca7,119,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_0169c817f548d96d,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,powerSupply|dataInterface,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_7fec165d30a3c1b5,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,powerSupply|binaerOpenColl_MP,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_c64de87687eae702,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_e0e53287f0a31da1,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_d258fff6b39ba941,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_2611c05bb2e3d229,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_82b31fa8518668d4,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_56e4b0def3749424,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_f2db48702f731f55,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_c9a0cb7aed58d1c1,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_ba9d9bced9e7b053,x731,CFG731_6f04889a74b0dabc,120,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_565bc412a9117569,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,powerSupply|stromSchaltbar,2,True,G,GP,ST,4,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_0dddb4de2e0c5474,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,powerSupply|binaerOpenColl_MP,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_019ca39d01857aa6,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_b7f57838c36b4a79,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_c36cf51e843fda21,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_d82ec318b1a1e051,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_267fe2ab14868caf,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_dd3145b6d50f35f0,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_db12897225182309,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_9e21d9e6edd84bfc,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,binaerOpenColl_MP|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_e4ddd81afd5c20d9,x731,CFG731_ac8195f5cce7d089,128,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_37c55138c4eebb90,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,powerSupply|stromSchaltbar,1,True,G,GP,ST,4,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_b57057afc270e1f2,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,powerSupply|temperaturEingaenge,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
CFG731_3ca1e7192b240fb5,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,powerSupply|binaerOpenColl_MP,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_16afbad19cf2e2e3,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,powerSupply|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_86e7b33ac3a4e710,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,powerSupply|customUserFluid,2,True,G,GP,ST,4,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_ac546af52224914c,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,explosionApproval|binaerOpenColl_MP,1,True,G,GP,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_7222e7645aa884f5,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,1,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_a539b7159fa21bcc,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,1,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_c7c5cfe0c7177790,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,1,True,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
CFG731_05c22a71e7b99e0d,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,temperaturEingaenge|binaerOpenColl_MP,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_53f84e77d9fed1f7,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
CFG731_98d61e574ff2df83,x731,CFG731_6e096e946540ab4e,130,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,2,True,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE
