rfq_id,regime,model,package,predicted_configuration_id,synthetic_engineer_configuration_id,model_probability,candidate_count,exact_choice,mandatory_equivalent,mandatory_preferred_equivalent,predicted_mandatory_total,predicted_mandatory_satisfied,predicted_mandatory_violations,predicted_preferred_total,predicted_preferred_satisfied,predicted_preferred_differences,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,outcome_category
RFQ731-004729,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_4cb65cc21b5b9f68,CFG731_4cb65cc21b5b9f68,0.8041241476659111,1,True,True,True,12,12,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004731,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,0.9535235226153034,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004747,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_516629085c122a4e,CFG731_48a4e554ffcf39e6,0.8892017526153243,3,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004758,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_d135404efcd6265d,0.5759136388441664,4,False,True,True,7,7,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004765,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_6e096e946540ab4e,CFG731_6e096e946540ab4e,0.990762805599713,1,True,True,True,11,11,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004772,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,0.9928531355460202,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004773,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_f97e51d1da57d99f,CFG731_65c8e8738cafe259,0.8550708117290411,6,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004775,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0db950a4979d2c52,CFG731_fa6b5a7df55858c0,0.983463359364788,2,False,True,True,12,12,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004784,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_d3e51804db148a52,0.98745818988742,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004797,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_960e69befde5f9f6,CFG731_960e69befde5f9f6,0.5728362949316067,2,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004811,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7203705eed387b0a,CFG731_7b1edd53e8bbad40,0.7417426496167291,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004822,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_SINGLECHANNEL,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,0.9758495500794052,2,True,True,True,8,8,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004825,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_c9829182065e0285,CFG731_c9829182065e0285,0.9550520913096155,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004828,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_83f956404d04e6cd,CFG731_399690ce112d8d2a,0.7748651526232986,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004830,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_71dcda3a004aaa52,CFG731_b57057afc270e1f2,0.4773541854584409,2,False,True,True,15,15,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004836,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_60f3aae8ede70fe0,CFG731_3c119308d8305ad4,0.9197953546837396,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004840,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_9a659fd01cd1d239,CFG731_9a659fd01cd1d239,0.8450356546146746,1,True,True,True,10,10,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004853,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,G731CA,CFG731_16b53411ff7f6c9b,CFG731_4af82641f975d9aa,0.7347232076864574,2,False,True,True,8,8,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004856,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_f87794e7a98d0b11,CFG731_dca3d8725270dd93,0.9809145317898054,2,False,True,True,11,11,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004865,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_e08dfad4737be3d9,CFG731_3a824c7e49bfd8f4,0.9387115347941198,3,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004871,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_516629085c122a4e,CFG731_fe9a409c6b2ba9cc,0.9565827120624018,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004879,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_516629085c122a4e,CFG731_700e5b0584a9b0fc,0.8003594496790941,8,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004884,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_2d0a81ff4ec49480,CFG731_e66ce98c9fc7fa3b,0.5691585871094597,2,False,True,True,11,11,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004892,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_b848918cab1cb35d,0.9230855672410596,4,False,True,True,14,14,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004912,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_5f9d5671c315ce06,CFG731_ab1e75de4ad74389,0.9147618342722372,7,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004919,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_5dd42015f6f61801,CFG731_b2cfdbf46904c03f,0.9113078523773752,7,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004922,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_e08dfad4737be3d9,CFG731_31d0a0df66872bf7,0.9852241420480616,2,False,True,True,10,10,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004932,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731PW,CFG731_ef211cb97feaddc8,CFG731_ef211cb97feaddc8,0.964066819519658,1,True,True,True,9,9,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004941,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_a6d4830ed3aa2681,CFG731_3e782f59368b40db,0.9867439153192836,6,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004967,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_af8fc23bebdac123,CFG731_af8fc23bebdac123,0.9702492977495324,1,True,True,True,7,7,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004976,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_96c2ea74f0083869,CFG731_96c2ea74f0083869,0.4371533920224039,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004985,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0836695982aaa38c,CFG731_0836695982aaa38c,0.9105480093139344,1,True,True,True,8,8,0,8,8,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004988,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_8d07e19298d09d34,CFG731_8d07e19298d09d34,0.9505886682802136,1,True,True,True,8,8,0,8,8,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004993,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,X731,CFG731_0db950a4979d2c52,CFG731_243419c6708378b3,0.8635035418086426,6,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000011,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_cd71ec2726e971ef,0.8991511507336076,4,False,True,True,13,13,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000014,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_5dd42015f6f61801,CFG731_5c624ef6fa2b6510,0.9588737297991216,4,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000020,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8d2d91c46ccfb471,CFG731_48772fd385d8dcd5,0.9777210091797152,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000033,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731CA,CFG731_faff6da73df00950,CFG731_faff6da73df00950,0.9260363790809132,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000041,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_d71a39e1fcf17083,0.8150764683605137,6,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000042,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_91e51485b56960b2,CFG731_8e5ce09a779d2284,0.9368709934992658,6,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000053,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_0836695982aaa38c,CFG731_1cbb464ec15ba84f,0.9928773477029872,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000058,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_SINGLECHANNEL,CFG731_70b6eaf9262ca4d0,CFG731_400b0d973c930668,0.9221826141767252,2,False,True,True,10,10,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000065,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_91e51485b56960b2,CFG731_f57ccd8e79618aa1,0.9359354672638518,10,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000067,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_31c4aded40f9387f,CFG731_31c4aded40f9387f,0.9972750889554356,1,True,True,True,13,13,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000071,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731CA,CFG731_19ec976991ce75a9,CFG731_19f7d73d8e42e7bd,0.9979335636714446,2,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000099,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_5dd42015f6f61801,CFG731_917fc613cc9bf56a,0.9094932146276108,7,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000101,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_DUALCHANNEL,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,0.9200876582054048,1,True,True,True,10,10,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000107,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8c50542218db5cb0,CFG731_b3506a753aafcfa3,0.9065303949005508,6,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000109,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,0.9797672737526948,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000111,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_bbcb665ced67f8c3,CFG731_2e5bd0d53757f625,0.9172366419716728,4,False,True,True,13,13,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000113,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_SINGLECHANNEL,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,0.6643131815642168,1,True,True,True,9,9,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000119,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,0.9813632296311808,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000126,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731PW,CFG731_92efd7a3c43da152,CFG731_92efd7a3c43da152,0.9639399451974826,1,True,True,True,9,9,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000129,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,0.8766931381297667,1,True,True,True,8,8,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000134,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_c887ba58c35036a9,CFG731_5de6ca53a86b09c9,0.972893719920608,5,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000137,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_da02526d254e2e35,CFG731_efc9d6b915117e15,0.972913320245199,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000142,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_36c553adc9f5ebf3,CFG731_e3b7a52ea0694eb1,0.8999602990501179,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000147,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,0.971561481021446,4,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000149,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8f470181ad32eeae,CFG731_88a813121973f952,0.9753416399573712,2,False,True,True,12,12,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000150,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,0.9278494058805812,5,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000165,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_00e033bb831be6d5,0.8197653834090504,4,False,True,True,4,4,0,10,10,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000169,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_076cad91966d4c34,CFG731_b3ed2928d6d65710,0.781580630247206,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000181,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_9755a9db60d7534d,CFG731_5be5a82ac0b29989,0.921500653116796,2,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000182,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_3b2a32abbf148ca1,CFG731_7c35d25e0c12df82,0.9533648530017342,4,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000186,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_2be17a56b0589fd1,CFG731_0ef26d136a7182e8,0.8947794976074218,7,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000198,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8c50542218db5cb0,CFG731_8c50542218db5cb0,0.991684035281009,1,True,True,True,15,15,0,1,1,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000212,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_608c0251ef380592,CFG731_09db81b4dee54f57,0.9315864514438946,6,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000214,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731CA,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,0.7653935146696067,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000216,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,0.8996061522994583,3,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000218,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_fd3397424975992e,CFG731_ef7dc9987c0ff289,0.7400185883825382,3,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000223,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,0.9690729636243126,1,True,True,True,10,10,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000224,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_f87794e7a98d0b11,CFG731_192157d53112de14,0.8900419591043102,6,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000232,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_329b582435fea539,CFG731_b5710e5f11e2cbc2,0.8648675029939198,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000241,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_abcee67081353f16,CFG731_c821f5044ae6d2ab,0.9654467450853984,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000243,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_608c0251ef380592,CFG731_608c0251ef380592,0.994154769567043,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000249,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_31aa13473958d7d3,CFG731_edd62f5541be2bb0,0.8521806003588471,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000257,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_3b2a32abbf148ca1,CFG731_f3a077220d123b51,0.8980729191979453,7,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000260,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8c50542218db5cb0,CFG731_de5e29fe1f740f3e,0.9810613953774138,3,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000267,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_8d07e19298d09d34,CFG731_a38141e3f47b5259,0.8874859336485023,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000270,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_DUALCHANNEL,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,0.9200876582054048,1,True,True,True,10,10,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000273,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_32a4bb12438a37ab,CFG731_70576b93aef3bc09,0.948206102208275,5,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000275,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_DUALCHANNEL,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,0.9206632909678296,1,True,True,True,8,8,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000279,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_2be17a56b0589fd1,CFG731_353333bad447dbef,0.9789489268538344,2,False,True,True,7,7,0,8,8,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000281,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731TE,CFG731_54559f782190a122,CFG731_54559f782190a122,0.9626544920193876,1,True,True,True,9,9,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000286,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,0.981434923988004,1,True,True,True,11,11,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000293,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,0.9778956464933108,1,True,True,True,11,11,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000295,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_36c553adc9f5ebf3,CFG731_da5f98932a1c6afd,0.8996061522994583,3,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000305,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_0db950a4979d2c52,CFG731_f030e97d69c5c359,0.922231448275158,5,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000313,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_646d8903da63e1f0,0.9115608763197643,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000327,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_c887ba58c35036a9,CFG731_576db798689c655c,0.8691293835242466,12,False,True,True,9,9,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000329,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_62d0f0f6bab9bdcb,CFG731_6be2d8f04f4b5682,0.9141054293350088,8,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000334,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_cf543b1c3927ab71,CFG731_624f3002b3cf1e19,0.9724438852226476,4,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000343,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_c39096767a7ae083,CFG731_7187559e0dc892c4,0.9286341990862816,5,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000349,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,G731CA,CFG731_edf13ed38a4b54de,CFG731_edf13ed38a4b54de,0.9984087972427452,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-000365,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,X731,CFG731_91e51485b56960b2,CFG731_b83ac25dbd4e47ee,0.971669793498523,4,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-000369,MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_c37386a371e13fa8,0.990145110137068,2,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
