rfq_id,ml_split,candidate_count,positive_candidates,target_rate,package,has_positive_target
RFQ731-001231,TEST,1,1,1.0,X731,True
RFQ731-001232,VALIDATION,1,1,1.0,F731TE,True
RFQ731-001233,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-001234,TRAIN,1,1,1.0,X731,True
RFQ731-001235,TRAIN,2,1,0.5,X731,True
RFQ731-001236,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-001237,VALIDATION,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-001238,TEST,4,1,0.25,X731,True
RFQ731-001239,VALIDATION,2,1,0.5,X731,True
RFQ731-001240,TRAIN,4,1,0.25,X731,True
RFQ731-001241,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001242,TEST,11,1,0.09090909090909091,X731,True
RFQ731-001243,VALIDATION,4,1,0.25,G731ST-HT,True
RFQ731-001244,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001245,TRAIN,2,1,0.5,G731CA,True
RFQ731-001246,TRAIN,2,1,0.5,G731CA,True
RFQ731-001247,TRAIN,2,1,0.5,X731,True
RFQ731-001248,TRAIN,1,1,1.0,G731VG,True
RFQ731-001249,TRAIN,3,1,0.3333333333333333,G731ST-LT,True
RFQ731-001250,TRAIN,1,1,1.0,F731PW,True
RFQ731-001251,TRAIN,12,1,0.08333333333333333,X731,True
RFQ731-001252,TRAIN,5,1,0.2,X731,True
RFQ731-001253,TRAIN,2,1,0.5,X731,True
RFQ731-001254,TRAIN,4,1,0.25,X731,True
RFQ731-001255,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001256,VALIDATION,6,1,0.16666666666666666,G731ST-LT,True
RFQ731-001257,TEST,3,1,0.3333333333333333,X731,True
RFQ731-001258,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001259,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001260,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001261,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001262,TRAIN,16,1,0.0625,X731,True
RFQ731-001263,TRAIN,4,1,0.25,X731,True
RFQ731-001264,TRAIN,2,1,0.5,X731,True
RFQ731-001265,TRAIN,1,1,1.0,F731TE,True
RFQ731-001266,TRAIN,2,1,0.5,X731,True
RFQ731-001267,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001268,TEST,2,1,0.5,X731,True
RFQ731-001269,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-001270,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001271,TRAIN,2,1,0.5,G731CA,True
RFQ731-001272,VALIDATION,5,1,0.2,X731,True
RFQ731-001273,TRAIN,5,1,0.2,X731,True
RFQ731-001274,TRAIN,2,1,0.5,F731TE,True
RFQ731-001275,TRAIN,8,1,0.125,G731ST-LT,True
RFQ731-001276,TRAIN,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-001277,TRAIN,4,1,0.25,X731,True
RFQ731-001278,TRAIN,4,1,0.25,X731,True
RFQ731-001279,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001280,TRAIN,2,1,0.5,X731,True
RFQ731-001281,VALIDATION,2,1,0.5,G731ST-LT,True
RFQ731-001282,TEST,2,1,0.5,G731ST-HT,True
RFQ731-001283,VALIDATION,1,1,1.0,G731ST-HT,True
RFQ731-001284,TRAIN,2,1,0.5,X731,True
RFQ731-001285,TEST,2,1,0.5,X731,True
RFQ731-001286,TRAIN,1,1,1.0,X731,True
RFQ731-001287,TRAIN,2,1,0.5,X731,True
RFQ731-001288,TRAIN,1,1,1.0,X731,True
RFQ731-001289,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001290,TEST,3,1,0.3333333333333333,G731ST-LT,True
RFQ731-001291,VALIDATION,1,1,1.0,G731CA,True
RFQ731-001292,TEST,4,1,0.25,G731ST-HT,True
RFQ731-001293,VALIDATION,4,1,0.25,X731,True
RFQ731-001294,TRAIN,8,1,0.125,X731,True
RFQ731-001295,VALIDATION,2,1,0.5,G731ST-LT,True
RFQ731-001296,TEST,2,1,0.5,G731ST-LT,True
RFQ731-001297,TEST,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001298,TEST,8,1,0.125,X731,True
RFQ731-001299,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001300,TRAIN,4,1,0.25,X731,True
RFQ731-001301,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001302,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-001303,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001304,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001305,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001306,TRAIN,1,1,1.0,X731,True
RFQ731-001307,TRAIN,1,1,1.0,G731CA,True
RFQ731-001308,TRAIN,4,1,0.25,X731,True
RFQ731-001309,TRAIN,2,1,0.5,F731TE,True
RFQ731-001310,VALIDATION,1,1,1.0,F731PW,True
RFQ731-001311,TEST,4,1,0.25,G731ST-HT,True
RFQ731-001312,TRAIN,4,1,0.25,X731,True
RFQ731-001313,TRAIN,2,1,0.5,X731,True
RFQ731-001314,TRAIN,4,1,0.25,X731,True
RFQ731-001315,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001316,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001317,TEST,7,1,0.14285714285714285,G731ST-LT,True
RFQ731-001318,TRAIN,8,1,0.125,X731,True
RFQ731-001319,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001320,TRAIN,4,1,0.25,X731,True
RFQ731-001321,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001322,VALIDATION,2,1,0.5,G731ST-HT,True
RFQ731-001323,TRAIN,1,1,1.0,X731,True
RFQ731-001324,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-001325,TRAIN,4,1,0.25,X731,True
RFQ731-001326,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-001327,TRAIN,1,1,1.0,F731PW,True
RFQ731-001328,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001329,TRAIN,1,1,1.0,X731,True
RFQ731-001330,VALIDATION,1,1,1.0,G731CA,True
RFQ731-001331,VALIDATION,2,1,0.5,X731,True
RFQ731-001332,TRAIN,1,1,1.0,X731,True
RFQ731-001333,TEST,11,1,0.09090909090909091,X731,True
RFQ731-001334,TRAIN,1,1,1.0,F731TE,True
RFQ731-001335,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001336,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001337,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001338,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001339,VALIDATION,11,1,0.09090909090909091,G731ST-HT,True
RFQ731-001340,TRAIN,2,1,0.5,X731,True
RFQ731-001341,TRAIN,1,1,1.0,F731TE,True
RFQ731-001342,TRAIN,8,1,0.125,G731ST-LT,True
RFQ731-001343,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001344,VALIDATION,4,1,0.25,X731,True
RFQ731-001345,TEST,4,1,0.25,X731,True
RFQ731-001346,TRAIN,3,1,0.3333333333333333,G731ST-LT,True
RFQ731-001347,TEST,1,1,1.0,X731,True
RFQ731-001348,TRAIN,2,1,0.5,X731,True
RFQ731-001349,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001350,TRAIN,2,1,0.5,F731TE,True
RFQ731-001351,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001352,TRAIN,4,1,0.25,X731,True
RFQ731-001353,TRAIN,1,1,1.0,F731PW,True
RFQ731-001354,TEST,1,1,1.0,X731,True
RFQ731-001355,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001356,TRAIN,8,1,0.125,X731,True
RFQ731-001357,TRAIN,2,1,0.5,X731,True
RFQ731-001358,TRAIN,2,1,0.5,G731CA,True
RFQ731-001359,TRAIN,4,1,0.25,X731,True
RFQ731-001360,VALIDATION,8,1,0.125,X731,True
RFQ731-001361,TEST,2,1,0.5,X731,True
RFQ731-001362,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001363,TEST,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-001364,VALIDATION,2,1,0.5,X731,True
RFQ731-001365,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001366,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001367,TRAIN,1,1,1.0,F731PW,True
RFQ731-001368,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-001369,TRAIN,3,1,0.3333333333333333,F731PW,True
RFQ731-001370,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-001371,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001372,TRAIN,1,1,1.0,G731CA,True
RFQ731-001373,TRAIN,1,1,1.0,F731TE,True
RFQ731-001374,TRAIN,2,1,0.5,X731,True
RFQ731-001375,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001376,TRAIN,4,1,0.25,X731,True
RFQ731-001377,TEST,3,1,0.3333333333333333,X731,True
RFQ731-001378,VALIDATION,1,1,1.0,X731,True
RFQ731-001379,TRAIN,4,1,0.25,X731,True
RFQ731-001380,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001381,TRAIN,1,1,1.0,F731PW,True
RFQ731-001382,VALIDATION,1,1,1.0,X731,True
RFQ731-001383,VALIDATION,2,1,0.5,G731CA,True
RFQ731-001384,TEST,8,1,0.125,X731,True
RFQ731-001385,TRAIN,10,1,0.1,G731ST-LT,True
RFQ731-001386,TEST,2,1,0.5,X731,True
RFQ731-001387,TRAIN,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-001388,TEST,2,1,0.5,X731,True
RFQ731-001389,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-001390,TRAIN,1,1,1.0,F731PW,True
RFQ731-001391,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001392,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001393,TRAIN,2,1,0.5,X731,True
RFQ731-001394,TEST,1,1,1.0,G731CA,True
RFQ731-001395,VALIDATION,2,1,0.5,G731ST-LT,True
RFQ731-001396,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001397,TRAIN,16,1,0.0625,X731,True
RFQ731-001398,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-001399,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001400,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001401,TRAIN,1,1,1.0,G731CA,True
RFQ731-001402,VALIDATION,1,1,1.0,X731,True
RFQ731-001403,TRAIN,4,1,0.25,X731,True
RFQ731-001404,TRAIN,11,1,0.09090909090909091,G731ST-LT,True
RFQ731-001405,TRAIN,2,1,0.5,X731,True
RFQ731-001406,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001407,TRAIN,4,1,0.25,X731,True
RFQ731-001408,TRAIN,5,1,0.2,X731,True
RFQ731-001409,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-001410,TRAIN,2,1,0.5,X731,True
RFQ731-001411,VALIDATION,4,1,0.25,X731,True
RFQ731-001412,TRAIN,2,1,0.5,X731,True
RFQ731-001413,TEST,1,1,1.0,F731TE,True
RFQ731-001414,VALIDATION,1,1,1.0,F731TE,True
RFQ731-001415,TRAIN,5,1,0.2,X731,True
RFQ731-001416,VALIDATION,2,1,0.5,G731CA,True
RFQ731-001417,TRAIN,10,1,0.1,G731ST-LT,True
RFQ731-001418,VALIDATION,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001419,TRAIN,1,1,1.0,X731,True
RFQ731-001420,TRAIN,4,1,0.25,X731,True
RFQ731-001421,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001422,VALIDATION,2,1,0.5,G731CA,True
RFQ731-001423,VALIDATION,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001424,TEST,4,1,0.25,X731,True
RFQ731-001425,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001426,TRAIN,4,1,0.25,X731,True
RFQ731-001427,TRAIN,4,1,0.25,X731,True
RFQ731-001428,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001429,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001430,VALIDATION,4,1,0.25,X731,True
RFQ731-001431,TRAIN,1,1,1.0,G731CA,True
RFQ731-001432,TRAIN,10,1,0.1,X731,True
RFQ731-001433,TEST,2,1,0.5,X731,True
RFQ731-001434,VALIDATION,1,1,1.0,X731,True
RFQ731-001435,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001436,TRAIN,1,1,1.0,X731,True
RFQ731-001437,VALIDATION,4,1,0.25,X731,True
RFQ731-001438,TRAIN,2,1,0.5,X731,True
RFQ731-001439,TRAIN,4,1,0.25,X731,True
RFQ731-001440,TRAIN,20,1,0.05,X731,True
RFQ731-001441,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001442,TRAIN,2,1,0.5,X731,True
RFQ731-001443,TEST,1,1,1.0,F731TE,True
RFQ731-001444,VALIDATION,1,1,1.0,G731CA,True
RFQ731-001445,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001446,TRAIN,4,1,0.25,X731,True
RFQ731-001447,TRAIN,2,1,0.5,X731,True
RFQ731-001448,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001449,TRAIN,8,1,0.125,X731,True
RFQ731-001450,TRAIN,2,1,0.5,G731CA,True
RFQ731-001451,TRAIN,4,1,0.25,X731,True
RFQ731-001452,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001453,TRAIN,5,1,0.2,X731,True
RFQ731-001454,TEST,1,1,1.0,F731TE,True
RFQ731-001455,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001456,TRAIN,1,1,1.0,X731,True
RFQ731-001457,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001458,VALIDATION,1,1,1.0,F731PW,True
RFQ731-001459,TRAIN,8,1,0.125,X731,True
RFQ731-001460,TRAIN,2,1,0.5,G731CA,True
RFQ731-001461,TEST,7,1,0.14285714285714285,X731,True
RFQ731-001462,TEST,1,1,1.0,G731CA,True
RFQ731-001463,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-001464,TEST,1,1,1.0,G731ST-HT,True
RFQ731-001465,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001466,TRAIN,4,1,0.25,X731,True
RFQ731-001467,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001468,VALIDATION,2,1,0.5,X731,True
RFQ731-001469,TRAIN,1,1,1.0,G731CA,True
RFQ731-001470,TEST,1,1,1.0,X731,True
RFQ731-001471,TRAIN,12,1,0.08333333333333333,G731ST-HT,True
RFQ731-001472,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001473,TRAIN,2,1,0.5,G731CA,True
RFQ731-001474,TEST,4,1,0.25,G731ST-HT,True
RFQ731-001475,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-001476,TRAIN,1,1,1.0,X731,True
RFQ731-001477,TRAIN,5,1,0.2,X731,True
RFQ731-001478,TRAIN,1,1,1.0,X731,True
RFQ731-001479,TRAIN,1,1,1.0,G731ST-HT,True
RFQ731-001480,TRAIN,1,1,1.0,X731,True
RFQ731-001481,TEST,6,1,0.16666666666666666,X731,True
RFQ731-001482,TEST,3,1,0.3333333333333333,X731,True
RFQ731-001483,TRAIN,4,1,0.25,X731,True
RFQ731-001484,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001485,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001486,TEST,1,1,1.0,X731,True
RFQ731-001487,TRAIN,5,1,0.2,X731,True
RFQ731-001488,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001489,TRAIN,2,1,0.5,X731,True
RFQ731-001490,TEST,1,1,1.0,X731,True
RFQ731-001491,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001492,TRAIN,1,1,1.0,F731PW,True
RFQ731-001493,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001494,TRAIN,2,1,0.5,G731CA,True
RFQ731-001495,TRAIN,2,1,0.5,X731,True
RFQ731-001496,VALIDATION,4,1,0.25,X731,True
RFQ731-001497,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-001498,VALIDATION,4,1,0.25,X731,True
RFQ731-001499,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001500,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001501,VALIDATION,8,1,0.125,X731,True
RFQ731-001502,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001503,TRAIN,2,1,0.5,X731,True
RFQ731-001504,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001505,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001506,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-001507,TRAIN,2,1,0.5,X731,True
RFQ731-001508,VALIDATION,2,1,0.5,G731ST-HT,True
RFQ731-001509,TRAIN,12,1,0.08333333333333333,X731,True
RFQ731-001510,TRAIN,1,1,1.0,F731WD_DUALCHANNEL,True
RFQ731-001511,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001512,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001513,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-001514,TRAIN,5,1,0.2,X731,True
RFQ731-001515,VALIDATION,6,1,0.16666666666666666,G731ST-LT,True
RFQ731-001516,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001517,VALIDATION,1,1,1.0,X731,True
RFQ731-001518,TRAIN,2,1,0.5,G731CA,True
RFQ731-001519,TRAIN,4,1,0.25,X731,True
RFQ731-001520,TRAIN,1,1,1.0,F731TE,True
RFQ731-001521,TRAIN,4,1,0.25,X731,True
RFQ731-001522,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001523,TRAIN,2,1,0.5,F731TE,True
RFQ731-001524,TEST,5,1,0.2,X731,True
RFQ731-001525,TRAIN,4,1,0.25,X731,True
RFQ731-001526,TRAIN,4,1,0.25,G731ST-HT,True
RFQ731-001527,TRAIN,5,1,0.2,X731,True
RFQ731-001528,TRAIN,1,1,1.0,X731,True
RFQ731-001529,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001530,VALIDATION,2,1,0.5,X731,True
RFQ731-001531,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001532,TRAIN,2,1,0.5,X731,True
RFQ731-001533,TEST,2,1,0.5,G731ST-HT,True
RFQ731-001534,TRAIN,2,1,0.5,G731CA,True
RFQ731-001535,TRAIN,4,1,0.25,X731,True
RFQ731-001536,TRAIN,2,1,0.5,X731,True
RFQ731-001537,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-001538,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001539,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001540,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001541,TRAIN,1,1,1.0,G731CA,True
RFQ731-001542,TRAIN,2,1,0.5,G731CA,True
RFQ731-001543,TRAIN,4,1,0.25,X731,True
RFQ731-001544,TRAIN,2,1,0.5,X731,True
RFQ731-001545,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001546,TEST,2,1,0.5,X731,True
RFQ731-001547,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001548,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001549,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-001550,TRAIN,11,1,0.09090909090909091,G731ST-LT,True
RFQ731-001551,TRAIN,4,1,0.25,X731,True
RFQ731-001552,TRAIN,8,1,0.125,X731,True
RFQ731-001553,TRAIN,2,1,0.5,X731,True
RFQ731-001554,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001555,TRAIN,4,1,0.25,X731,True
RFQ731-001556,TRAIN,2,1,0.5,X731,True
RFQ731-001557,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001558,TEST,1,1,1.0,G731ST-HT,True
RFQ731-001559,TRAIN,6,1,0.16666666666666666,G731ST-HT,True
RFQ731-001560,TEST,1,1,1.0,X731,True
RFQ731-001561,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001562,TRAIN,10,1,0.1,X731,True
RFQ731-001563,TRAIN,1,1,1.0,F731TE,True
RFQ731-001564,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001565,TRAIN,5,1,0.2,X731,True
RFQ731-001566,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-001567,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-001568,TRAIN,5,1,0.2,X731,True
RFQ731-001569,TRAIN,2,1,0.5,X731,True
RFQ731-001570,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-001571,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001572,TRAIN,3,1,0.3333333333333333,G731ST-LT,True
RFQ731-001573,TEST,2,1,0.5,G731ST-HT,True
RFQ731-001574,TRAIN,2,1,0.5,X731,True
RFQ731-001575,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001576,VALIDATION,10,1,0.1,X731,True
RFQ731-001577,TEST,1,1,1.0,X731,True
RFQ731-001578,TRAIN,2,1,0.5,X731,True
RFQ731-001579,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-001580,TRAIN,2,1,0.5,X731,True
RFQ731-001581,TRAIN,4,1,0.25,X731,True
RFQ731-001582,TRAIN,1,1,1.0,F731PW,True
RFQ731-001583,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001584,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001585,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001586,TRAIN,2,1,0.5,X731,True
RFQ731-001587,VALIDATION,4,1,0.25,X731,True
RFQ731-001588,VALIDATION,1,1,1.0,G731ST-HT,True
RFQ731-001589,TRAIN,4,1,0.25,X731,True
RFQ731-001590,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001591,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001592,VALIDATION,2,1,0.5,G731ST-HT,True
RFQ731-001593,TRAIN,1,1,1.0,F731TE,True
RFQ731-001594,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-001595,TEST,2,1,0.5,X731,True
RFQ731-001596,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001597,TRAIN,2,1,0.5,X731,True
RFQ731-001598,TRAIN,2,1,0.5,F731WD_DUALCHANNEL,True
RFQ731-001599,TEST,4,1,0.25,X731,True
RFQ731-001600,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001601,TRAIN,2,1,0.5,X731,True
RFQ731-001602,TEST,2,1,0.5,X731,True
RFQ731-001603,TEST,4,1,0.25,X731,True
RFQ731-001604,TEST,1,1,1.0,G731ST-HT,True
RFQ731-001605,TRAIN,1,1,1.0,F731WD_SINGLECHANNEL,True
RFQ731-001606,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001607,TRAIN,1,1,1.0,X731,True
RFQ731-001608,TRAIN,4,1,0.25,X731,True
RFQ731-001609,TRAIN,2,1,0.5,X731,True
RFQ731-001610,TRAIN,11,1,0.09090909090909091,X731,True
RFQ731-001611,TRAIN,1,1,1.0,F731PW,True
RFQ731-001612,VALIDATION,2,1,0.5,G731ST-LT,True
RFQ731-001613,VALIDATION,1,1,1.0,X731,True
RFQ731-001614,TEST,2,1,0.5,X731,True
RFQ731-001615,TEST,2,1,0.5,X731,True
RFQ731-001616,TRAIN,1,1,1.0,X731,True
RFQ731-001617,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001618,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001619,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001620,VALIDATION,6,1,0.16666666666666666,X731,True
RFQ731-001621,TRAIN,2,1,0.5,F731TE,True
RFQ731-001622,TRAIN,2,1,0.5,G731ST-LT,True
RFQ731-001623,TRAIN,2,1,0.5,X731,True
RFQ731-001624,TRAIN,2,1,0.5,X731,True
RFQ731-001625,TEST,1,1,1.0,X731,True
RFQ731-001626,TRAIN,1,1,1.0,G731ST-LT,True
RFQ731-001627,VALIDATION,1,1,1.0,X731,True
RFQ731-001628,TRAIN,12,1,0.08333333333333333,X731,True
RFQ731-001629,TRAIN,4,1,0.25,X731,True
RFQ731-001630,TEST,4,1,0.25,X731,True
RFQ731-001631,TRAIN,1,1,1.0,X731,True
RFQ731-001632,TRAIN,4,1,0.25,F731WD_DUALCHANNEL,True
RFQ731-001633,TRAIN,2,1,0.5,F731WD_SINGLECHANNEL,True
RFQ731-001634,TRAIN,1,1,1.0,X731,True
RFQ731-001635,TRAIN,1,1,1.0,X731,True
RFQ731-001636,TRAIN,4,1,0.25,X731,True
RFQ731-001637,TEST,7,1,0.14285714285714285,G731ST-LT,True
RFQ731-001638,VALIDATION,4,1,0.25,G731ST-LT,True
RFQ731-001639,TEST,1,1,1.0,X731,True
RFQ731-001640,TRAIN,2,1,0.5,X731,True
RFQ731-001641,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001642,TRAIN,1,1,1.0,X731,True
RFQ731-001643,TRAIN,6,1,0.16666666666666666,X731,True
RFQ731-001644,VALIDATION,3,1,0.3333333333333333,X731,True
RFQ731-001645,TEST,11,1,0.09090909090909091,G731ST-HT,True
RFQ731-001646,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001647,TRAIN,1,1,1.0,F731TE,True
RFQ731-001648,TEST,4,1,0.25,X731,True
RFQ731-001649,TEST,2,1,0.5,X731,True
RFQ731-001650,TRAIN,1,1,1.0,X731,True
RFQ731-001651,VALIDATION,2,1,0.5,G731CA,True
RFQ731-001652,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001653,TRAIN,1,1,1.0,X731,True
RFQ731-001654,TRAIN,4,1,0.25,X731,True
RFQ731-001655,VALIDATION,7,1,0.14285714285714285,X731,True
RFQ731-001656,TEST,2,1,0.5,X731,True
RFQ731-001657,TRAIN,3,1,0.3333333333333333,X731,True
RFQ731-001658,TRAIN,1,1,1.0,X731,True
RFQ731-001659,TRAIN,4,1,0.25,X731,True
RFQ731-001660,TRAIN,1,1,1.0,X731,True
RFQ731-001661,TRAIN,1,1,1.0,X731,True
RFQ731-001662,TRAIN,2,1,0.5,G731CA,True
RFQ731-001663,TRAIN,2,1,0.5,X731,True
RFQ731-001664,TRAIN,1,1,1.0,F731PW,True
RFQ731-001665,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001666,TEST,3,1,0.3333333333333333,X731,True
RFQ731-001667,TRAIN,2,1,0.5,X731,True
RFQ731-001668,TRAIN,2,1,0.5,G731ST-HT,True
RFQ731-001669,TRAIN,4,1,0.25,G731ST-LT,True
RFQ731-001670,TEST,6,1,0.16666666666666666,X731,True
RFQ731-001671,TRAIN,4,1,0.25,X731,True
RFQ731-001672,TRAIN,8,1,0.125,G731ST-HT,True
RFQ731-001673,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001674,VALIDATION,1,1,1.0,X731,True
RFQ731-001675,VALIDATION,1,1,1.0,X731,True
RFQ731-001676,TRAIN,7,1,0.14285714285714285,X731,True
RFQ731-001677,TRAIN,1,1,1.0,X731,True
RFQ731-001678,TRAIN,2,1,0.5,X731,True
RFQ731-001679,VALIDATION,1,1,1.0,G731ST-HT,True
RFQ731-001680,TRAIN,2,1,0.5,G731ST-LT,True
