rfq_id,target_package,preferred_configuration_id,rejected_configuration_id,preferred_rank,rejected_rank,preferred_score,rejected_score,score_margin,preferred_unmentioned_features,rejected_unmentioned_features,preferred_nearest_real_distance,rejected_nearest_real_distance,preferred_num_changed_characteristics,rejected_num_changed_characteristics,preferred_record_type,rejected_record_type,label,ml_split,preference_label_provenance,preference_generation_method
RFQ731-000371,X731,CFG731_b7e96d5717c40fd6,CFG731_94be99d48ade0efb,1,4,0.9210531234529472,0.3523030711409474,0.5687500523119999,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_b7e96d5717c40fd6,CFG731_0e65994bfbb04e39,1,5,0.9210531234529472,0.235391206906065,0.6856619165468822,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_2683cf7e09782f5e,CFG731_cbcc0cf44cde6b53,2,3,0.8781960341268046,0.3526708141827709,0.5255252199440337,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_2683cf7e09782f5e,CFG731_94be99d48ade0efb,2,4,0.8781960341268046,0.3523030711409474,0.5258929629858572,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_2683cf7e09782f5e,CFG731_0e65994bfbb04e39,2,5,0.8781960341268046,0.235391206906065,0.6428048272207395,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_cbcc0cf44cde6b53,CFG731_94be99d48ade0efb,3,4,0.3526708141827709,0.3523030711409474,0.0003677430418235,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_cbcc0cf44cde6b53,CFG731_0e65994bfbb04e39,3,5,0.3526708141827709,0.235391206906065,0.1172796072767058,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000371,X731,CFG731_94be99d48ade0efb,CFG731_0e65994bfbb04e39,4,5,0.3523030711409474,0.235391206906065,0.1169118642348823,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_076cad91966d4c34,CFG731_36e9436664c2e1e3,1,2,0.8496243815553759,0.8353393221326616,0.0142850594227142,5,5,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_076cad91966d4c34,CFG731_b3ed2928d6d65710,1,3,0.8496243815553759,0.4870462217677709,0.362578159787605,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_076cad91966d4c34,CFG731_76101c3f14778541,1,4,0.8496243815553759,0.3592881911125944,0.4903361904427814,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_36e9436664c2e1e3,CFG731_b3ed2928d6d65710,2,3,0.8353393221326616,0.4870462217677709,0.3482931003648907,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_36e9436664c2e1e3,CFG731_76101c3f14778541,2,4,0.8353393221326616,0.3592881911125944,0.4760511310200671,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000372,G731ST-HT,CFG731_b3ed2928d6d65710,CFG731_76101c3f14778541,3,4,0.4870462217677709,0.3592881911125944,0.1277580306551764,5,5,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_c887ba58c35036a9,CFG731_de67d4c164ed05bc,1,2,0.9210533641229474,0.8781961137788046,0.0428572503441427,5,5,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_c887ba58c35036a9,CFG731_fa063863b8688588,1,3,0.9210533641229474,0.4850236697582415,0.4360296943647058,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_c887ba58c35036a9,CFG731_d2078c5ad988b49d,1,4,0.9210533641229474,0.3556121746123591,0.5654411895105882,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_de67d4c164ed05bc,CFG731_fa063863b8688588,2,3,0.8781961137788046,0.4850236697582415,0.393172444020563,5,5,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_de67d4c164ed05bc,CFG731_d2078c5ad988b49d,2,4,0.8781961137788046,0.3556121746123591,0.5225839391664455,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000374,X731,CFG731_fa063863b8688588,CFG731_d2078c5ad988b49d,3,4,0.4850236697582415,0.3556121746123591,0.1294114951458824,5,5,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_0db950a4979d2c52,CFG731_5e61ce3b60d15e11,1,2,0.936842762877158,0.936842294889158,4.679880000191261e-07,4,4,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_0db950a4979d2c52,CFG731_5ffc2d74e4a3fb5a,1,3,0.936842762877158,0.4335339493157461,0.5033088135614119,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_0db950a4979d2c52,CFG731_36d7686aca1200ae,1,4,0.936842762877158,0.4335335669347461,0.5033091959424119,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_0db950a4979d2c52,CFG731_332fb57dab8e30c6,1,5,0.936842762877158,0.3691953260676284,0.5676474368095294,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_0db950a4979d2c52,CFG731_ecb8a8742e9204c7,1,6,0.936842762877158,0.244563184902452,0.692279577974706,4,4,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5e61ce3b60d15e11,CFG731_5ffc2d74e4a3fb5a,2,3,0.936842294889158,0.4335339493157461,0.5033083455734118,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5e61ce3b60d15e11,CFG731_36d7686aca1200ae,2,4,0.936842294889158,0.4335335669347461,0.5033087279544118,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5e61ce3b60d15e11,CFG731_332fb57dab8e30c6,2,5,0.936842294889158,0.3691953260676284,0.5676469688215295,4,4,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5e61ce3b60d15e11,CFG731_ecb8a8742e9204c7,2,6,0.936842294889158,0.244563184902452,0.6922791099867059,4,4,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5ffc2d74e4a3fb5a,CFG731_36d7686aca1200ae,3,4,0.4335339493157461,0.4335335669347461,3.823810000302963e-07,4,4,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5ffc2d74e4a3fb5a,CFG731_332fb57dab8e30c6,3,5,0.4335339493157461,0.3691953260676284,0.0643386232481176,4,4,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_5ffc2d74e4a3fb5a,CFG731_ecb8a8742e9204c7,3,6,0.4335339493157461,0.244563184902452,0.1889707644132941,4,4,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_36d7686aca1200ae,CFG731_332fb57dab8e30c6,4,5,0.4335335669347461,0.3691953260676284,0.0643382408671176,4,4,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_36d7686aca1200ae,CFG731_ecb8a8742e9204c7,4,6,0.4335335669347461,0.244563184902452,0.1889703820322941,4,4,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000377,X731,CFG731_332fb57dab8e30c6,CFG731_ecb8a8742e9204c7,5,6,0.3691953260676284,0.244563184902452,0.1246321411651764,4,4,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_d40b624cb7b84a81,CFG731_393275fee9e35746,1,2,0.849624379700376,0.3636998397724768,0.4859245399278992,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_d40b624cb7b84a81,CFG731_fcac286b50f37c22,1,3,0.849624379700376,0.3574498987474767,0.4921744809528992,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_d40b624cb7b84a81,CFG731_bd855923d3e893b6,1,4,0.849624379700376,0.235391331240065,0.6142330484603109,5,5,0,2,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_393275fee9e35746,CFG731_fcac286b50f37c22,2,3,0.3636998397724768,0.3574498987474767,0.006249941025,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_393275fee9e35746,CFG731_bd855923d3e893b6,2,4,0.3636998397724768,0.235391331240065,0.1283085085324117,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000381,X731,CFG731_fcac286b50f37c22,CFG731_bd855923d3e893b6,3,4,0.3574498987474767,0.235391331240065,0.1220585675074117,5,5,1,2,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000382,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_d5af433b36265df1,1,2,0.936842119627158,0.8939859014310151,0.0428562181961428,4,4,0,0,0,0,OBSERVED,OBSERVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_eb70dc35972dc4b7,1,2,0.9052633088067368,0.862406613253594,0.0428566955531428,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_7c5284fb5f15d1d6,1,3,0.9052633088067368,0.8338350661311655,0.0714282426755713,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_7f0b42d2b9f7fcc2,1,4,0.9052633088067368,0.8195497531154511,0.0857135556912858,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_4d6c56202edf3f41,1,5,0.9052633088067368,0.4696017738518545,0.4356615349548823,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_143205a81a2e7efc,1,6,0.9052633088067368,0.4019550929163251,0.5033082158904119,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_348f97ec6945fbf8,1,7,0.9052633088067368,0.4019548799533251,0.5033084288534118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_baab4a7f51aced1f,1,8,0.9052633088067368,0.4019546385383251,0.5033086702684118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_7c5284fb5f15d1d6,2,3,0.862406613253594,0.8338350661311655,0.0285715471224284,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_7f0b42d2b9f7fcc2,2,4,0.862406613253594,0.8195497531154511,0.0428568601381429,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_4d6c56202edf3f41,2,5,0.862406613253594,0.4696017738518545,0.3928048394017395,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_143205a81a2e7efc,2,6,0.862406613253594,0.4019550929163251,0.4604515203372689,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_348f97ec6945fbf8,2,7,0.862406613253594,0.4019548799533251,0.4604517333002689,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_baab4a7f51aced1f,2,8,0.862406613253594,0.4019546385383251,0.4604519747152689,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7c5284fb5f15d1d6,CFG731_7f0b42d2b9f7fcc2,3,4,0.8338350661311655,0.8195497531154511,0.0142853130157144,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7c5284fb5f15d1d6,CFG731_4d6c56202edf3f41,3,5,0.8338350661311655,0.4696017738518545,0.364233292279311,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7c5284fb5f15d1d6,CFG731_143205a81a2e7efc,3,6,0.8338350661311655,0.4019550929163251,0.4318799732148404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7c5284fb5f15d1d6,CFG731_348f97ec6945fbf8,3,7,0.8338350661311655,0.4019548799533251,0.4318801861778404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7c5284fb5f15d1d6,CFG731_baab4a7f51aced1f,3,8,0.8338350661311655,0.4019546385383251,0.4318804275928404,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_4d6c56202edf3f41,4,5,0.8195497531154511,0.4696017738518545,0.3499479792635965,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_143205a81a2e7efc,4,6,0.8195497531154511,0.4019550929163251,0.417594660199126,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_348f97ec6945fbf8,4,7,0.8195497531154511,0.4019548799533251,0.417594873162126,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_baab4a7f51aced1f,4,8,0.8195497531154511,0.4019546385383251,0.417595114577126,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_143205a81a2e7efc,5,6,0.4696017738518545,0.4019550929163251,0.0676466809355294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_348f97ec6945fbf8,5,7,0.4696017738518545,0.4019548799533251,0.0676468938985294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_baab4a7f51aced1f,5,8,0.4696017738518545,0.4019546385383251,0.0676471353135294,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_143205a81a2e7efc,CFG731_348f97ec6945fbf8,6,7,0.4019550929163251,0.4019548799533251,2.1296300001250048e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_143205a81a2e7efc,CFG731_baab4a7f51aced1f,6,8,0.4019550929163251,0.4019546385383251,4.543780000032527e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000383,G731ST-HT,CFG731_348f97ec6945fbf8,CFG731_baab4a7f51aced1f,7,8,0.4019548799533251,0.4019546385383251,2.414149999907522e-07,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_04ce01976de342c1,1,2,0.849624140482376,0.8353384736876616,0.0142856667947144,5,5,0,0,0,0,OBSERVED,OBSERVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_671960d0fb04b698,1,3,0.849624140482376,0.4870456895717709,0.3625784509106051,5,5,0,1,0,1,OBSERVED,DERIVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_9b48d8977da96686,1,4,0.849624140482376,0.3592887771035944,0.4903353633787815,5,5,0,1,0,2,OBSERVED,DERIVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_04ce01976de342c1,CFG731_671960d0fb04b698,2,3,0.8353384736876616,0.4870456895717709,0.3482927841158906,5,5,0,1,0,1,OBSERVED,DERIVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_04ce01976de342c1,CFG731_9b48d8977da96686,2,4,0.8353384736876616,0.3592887771035944,0.4760496965840671,5,5,0,1,0,2,OBSERVED,DERIVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000384,G731ST-LT,CFG731_671960d0fb04b698,CFG731_9b48d8977da96686,3,4,0.4870456895717709,0.3592887771035944,0.1277569124681764,5,5,1,1,1,2,DERIVED,DERIVED,1,TEST,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_f97e51d1da57d99f,CFG731_c52e06c2d714087a,1,2,0.8496240815123759,0.8353393252816615,0.0142847562307143,5,5,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_f97e51d1da57d99f,CFG731_18e687233239e907,1,3,0.8496240815123759,0.4146197558705356,0.4350043256418403,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_f97e51d1da57d99f,CFG731_bf345eee1e43eaf0,1,4,0.8496240815123759,0.3497300812041827,0.4998940003081932,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_c52e06c2d714087a,CFG731_18e687233239e907,2,3,0.8353393252816615,0.4146197558705356,0.4207195694111259,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_c52e06c2d714087a,CFG731_bf345eee1e43eaf0,2,4,0.8353393252816615,0.3497300812041827,0.4856092440774788,5,5,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000386,X731,CFG731_18e687233239e907,CFG731_bf345eee1e43eaf0,3,4,0.4146197558705356,0.3497300812041827,0.0648896746663529,5,5,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_608c0251ef380592,CFG731_33fed5318b1a4f2f,1,2,0.9052638881617368,0.862406452694594,0.0428574354671428,6,6,0,0,0,0,OBSERVED,OBSERVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_608c0251ef380592,CFG731_e41b982d6fc688b8,1,3,0.9052638881617368,0.469234264382031,0.4360296237797059,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_608c0251ef380592,CFG731_5f8ddbba4a0cb6e7,1,4,0.9052638881617368,0.401954694194325,0.5033091939674118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_608c0251ef380592,CFG731_736953a253ffd341,1,5,0.9052638881617368,0.344233753621031,0.5610301345407058,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_608c0251ef380592,CFG731_6b809c836e3ca8a1,1,6,0.9052638881617368,0.3398226039841486,0.5654412841775882,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_33fed5318b1a4f2f,CFG731_e41b982d6fc688b8,2,3,0.862406452694594,0.469234264382031,0.393172188312563,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_33fed5318b1a4f2f,CFG731_5f8ddbba4a0cb6e7,2,4,0.862406452694594,0.401954694194325,0.460451758500269,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_33fed5318b1a4f2f,CFG731_736953a253ffd341,2,5,0.862406452694594,0.344233753621031,0.5181726990735631,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_33fed5318b1a4f2f,CFG731_6b809c836e3ca8a1,2,6,0.862406452694594,0.3398226039841486,0.5225838487104455,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_e41b982d6fc688b8,CFG731_5f8ddbba4a0cb6e7,3,4,0.469234264382031,0.401954694194325,0.0672795701877059,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_e41b982d6fc688b8,CFG731_736953a253ffd341,3,5,0.469234264382031,0.344233753621031,0.125000510761,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_e41b982d6fc688b8,CFG731_6b809c836e3ca8a1,3,6,0.469234264382031,0.3398226039841486,0.1294116603978823,6,6,1,1,1,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_5f8ddbba4a0cb6e7,CFG731_736953a253ffd341,4,5,0.401954694194325,0.344233753621031,0.057720940573294,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_5f8ddbba4a0cb6e7,CFG731_6b809c836e3ca8a1,4,6,0.401954694194325,0.3398226039841486,0.0621320902101764,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000387,X731,CFG731_736953a253ffd341,CFG731_6b809c836e3ca8a1,5,6,0.344233753621031,0.3398226039841486,0.0044111496368823,6,6,1,1,2,2,DERIVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000388,X731,CFG731_8f470181ad32eeae,CFG731_88a813121973f952,1,2,0.8654140962835866,0.8511286394498722,0.0142854568337144,4,4,0,0,0,0,OBSERVED,OBSERVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000388,X731,CFG731_8f470181ad32eeae,CFG731_8366eceddaf01e58,1,3,0.8654140962835866,0.3684601941849814,0.4969539020986051,4,4,0,1,0,2,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000388,X731,CFG731_88a813121973f952,CFG731_8366eceddaf01e58,2,3,0.8511286394498722,0.3684601941849814,0.4826684452648907,4,4,0,1,0,2,OBSERVED,DERIVED,1,VALIDATION,SYNTHETIC,synthetic_engineer_v1
RFQ731-000389,X731,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,1,2,0.9052634141177368,0.469233954518031,0.4360294595997059,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000389,X731,CFG731_c39096767a7ae083,CFG731_1f7c154d7e34e86e,1,3,0.9052634141177368,0.4673957582159133,0.4378676559018236,6,6,0,1,0,1,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000389,X731,CFG731_c39096767a7ae083,CFG731_1a94d4f54519245f,1,4,0.9052634141177368,0.4019551101303251,0.5033083039874118,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
RFQ731-000389,X731,CFG731_c39096767a7ae083,CFG731_352cbd30ecacb8ee,1,5,0.9052634141177368,0.401954855671325,0.5033085584464119,6,6,0,1,0,2,OBSERVED,DERIVED,1,TRAIN,SYNTHETIC,synthetic_engineer_v1
